player,understat_player_id,window,prior_season_end_year,pl_season_end_year,prior_season,pl_season,prior_league,prior_minutes,pl_minutes,prior_npxg,pl_npxg,prior_xa,pl_xa,prior_npxg_p90,pl_npxg_p90,prior_xa_p90,pl_xa_p90,prior_npxg_xa_p90,ratio_npxg,ratio_xa,diff_npxg,diff_xa,source,meets_900,meets_450
Gabriel,5613,summer,2020,2021,2019-20,2020-21,Ligue 1,2087.0,1994.0,1.0393156046047798,1.564549600705504,0.1377757042646407,0.0560960005968808,0.04481955170792054,0.07061658177707893,0.005941453466132085,0.002531915774182183,0.050761005174052624,1.5755753702596609,0.42614417307394514,0.025797030069158386,-0.0034095376919499026,understat_roster_shots,True,True
Gareth Bale,2251,summer,2020,2021,2019-20,2020-21,La Liga,1099.0,909.0,4.050732057541608,5.79785879421979,1.5648091863840816,1.8422418329864736,0.3317251002536349,0.5740454251702763,0.1281463391943288,0.1824001814838093,0.4598714394479637,1.7304853468470276,1.423374109869863,0.24232032491664146,0.05425384228948049,understat_roster_shots,True,True
Ibrahima Diallo,6736,summer,2020,2021,2019-20,2020-21,Ligue 1,1563.0,999.0,0.0781602999195455,0.6084519866853949,0.6849786993116137,0.6375490110367534,0.004500593085578436,0.05481549429598152,0.03944215159183956,0.057436847841148955,0.043942744677417996,12.179615720343756,1.4562300869264049,0.050314901210403086,0.017994696249309397,understat_roster_shots,True,True
Islam Slimani,1682,summer,2020,2021,2019-20,2020-21,Ligue 1,1285.0,17.0,8.993015179410575,0.1003689989447593,4.1906885877251625,0.076834499835968,0.6298609853283672,0.5313652885310786,0.2935112629535133,0.4067708814845365,0.9233722482818805,0.8436231182886497,1.3858782705349244,-0.09849569679728865,0.11325961853102318,understat_roster_shots,False,False
James Rodríguez,2249,summer,2020,2021,2019-20,2020-21,La Liga,418.0,1802.0,1.2141351252794264,3.3635375984013067,2.145768143236637,5.439712628722191,0.26141665376829754,0.16799022411549258,0.4620074949552568,0.2716837605910084,0.7234241487235543,0.6426148514026502,0.5880505480053299,-0.09342642965280495,-0.19032373436424838,understat_roster_shots,False,False
Jean-Philippe Mateta,5735,summer,2020,2021,2019-20,2020-21,Bundesliga,1062.0,213.0,4.80906519293785,0.32543040439486487,1.2826550006866453,0.016295300796628,0.4075478977065975,0.13750580467388657,0.10869957632937673,0.006885338364772393,0.5162474740359743,0.3373978996031528,0.06334282613861107,-0.27004209303271093,-0.10181423796460433,understat_roster_shots,False,False
Joachim Andersen,6314,summer,2020,2021,2019-20,2020-21,Ligue 1,1531.0,2732.0,1.0260637942701574,1.3567867232486601,0.11647180095314968,0.45167968329042146,0.0603172707278342,0.04469648795475088,0.006846807371511085,0.01487963817574595,0.06716407809934528,0.7410230505360896,2.17322284217586,-0.01562078277308332,0.008032830804234864,understat_roster_shots,True,True
Jonjoe Kenny,1084,summer,2020,2021,2019-20,2020-21,Bundesliga,2732.0,81.0,1.1650711940601461,0.0,1.154462593607604,0.0,0.03838082264473395,0.0,0.038031344591758554,0.0,0.0764121672364925,0.0,0.0,-0.03838082264473395,-0.038031344591758554,understat_roster_shots,False,False
Josh Maja,5587,summer,2020,2021,2019-20,2020-21,Ligue 1,703.0,809.0,3.47082208096981,4.156885305419563,1.2687119999900458,0.7428307086229322,0.4443442208922943,0.462447067351991,0.1624240113785265,0.08263876857362658,0.6067682322708208,1.0407405916596464,0.5087841869699812,0.018102846459696675,-0.07978524280489992,understat_roster_shots,False,True
Kai Havertz,5220,summer,2020,2021,2019-20,2020-21,Bundesliga,2467.0,1523.0,9.301624269224702,6.352182677015661,8.284009832888842,1.5533829852938645,0.3393377317512052,0.3753752074401901,0.30221357314957265,0.09179544890114762,0.6415513049007778,1.106199435892401,0.3037436338298276,0.03603747568898491,-0.21041812424842504,understat_roster_shots,True,True
Kenny Tete,5973,summer,2020,2021,2019-20,2020-21,Ligue 1,1055.0,1483.0,0.6010745046660302,0.21112629957497092,1.4723112713545556,0.9065475072711702,0.05127649802838172,0.012812789589849887,0.12560001367005688,0.05501636928820318,0.1768765116984386,0.24987645573529543,0.43802837022556085,-0.03846370843853183,-0.0705836443818537,understat_roster_shots,True,True
Martin Odegaard,2517,summer,2020,2021,2019-20,2020-21,La Liga,2545.0,865.0,3.2843535933643557,0.6187400063499804,6.7265706434845915,1.9558854773640628,0.116146099568877,0.06437757291502685,0.2378747968226378,0.20350253521707012,0.3540208963915148,0.5542809715865632,0.8555027179647114,-0.05176852665385015,-0.03437226160556767,understat_roster_shots,False,True
Mohammed Salisu,6923,summer,2020,2021,2019-20,2020-21,La Liga,2731.0,836.0,1.1959557868540283,0.478431894443929,0.15735250338912,0.17215709760785092,0.03941267697431803,0.0515058259568823,0.005185545699385133,0.018533658833381077,0.04459822267370316,1.3068339912674385,3.574099990205211,0.012093148982564271,0.013348113133995945,understat_roster_shots,False,True
Morgan Sanson,3696,summer,2020,2021,2019-20,2020-21,Ligue 1,2214.0,291.0,4.178840680047868,0.026357199996709803,3.4475713055580846,0.1084519997239112,0.16987157235966943,0.0081517113391886,0.14014517502268636,0.03354185558471481,0.3100167473823558,0.047987495647176116,0.23933649930713013,-0.16171986102048083,-0.10660331943797155,understat_roster_shots,False,False
Nélson Semedo,6163,summer,2020,2021,2019-20,2020-21,La Liga,2097.0,2994.0,0.6746811922639605,1.3097360972315064,2.2628619167953725,0.9027981068938963,0.028956274346092728,0.03937082456607734,0.09711853720151814,0.027138219646109105,0.12607481154761085,1.359664717066404,0.2794339827194688,0.010414550219984615,-0.06998031755540904,understat_roster_shots,True,True
Okay Yokuslu,6932,summer,2020,2021,2019-20,2020-21,La Liga,1994.0,1328.0,0.412395504303276,0.7194968704134219,1.1699272152036424,0.4425208047032354,0.018613638609475847,0.04876108308524697,0.05280514010447734,0.029990114776574688,0.07141877871395319,2.6196427312402872,0.5679393088861785,0.030147444475771126,-0.02281502532790265,understat_roster_shots,True,True
Ola Aina,725,summer,2020,2021,2019-20,2020-21,Serie A,2074.0,2683.0,0.4050868079066272,0.8479762719944114,2.2581102969124904,1.5527279768139117,0.017578501789583627,0.028444973715802093,0.09798935714663652,0.05208554525279614,0.11556785893622015,1.6181682635011327,0.531542881487145,0.010866471926218466,-0.04590381189384038,understat_roster_shots,True,True
Oliver Burke,5256,summer,2020,2021,2019-20,2020-21,La Liga,1398.0,1272.0,2.6434029871597873,2.603761186823248,1.309337696060538,2.6204519215971227,0.17017615797166014,0.18422838586013546,0.08429212635582864,0.18540933407526813,0.2544682843274888,1.0825745983219075,2.19960442441072,0.014052227888475322,0.1011172077194395,understat_roster_shots,True,True
Ozan Kabak,7376,summer,2020,2021,2019-20,2020-21,Bundesliga,1769.0,807.0,1.6838480322621758,0.0860282033681869,0.3034070059657097,0.0293869003653526,0.08566779135307848,0.009594223423961363,0.015436195894241871,0.0032773494831248254,0.10110398724732035,0.11199335564073223,0.21231587792607423,-0.07607356792911711,-0.012158846411117046,understat_roster_shots,False,True
Raphinha,8026,summer,2020,2021,2019-20,2020-21,Ligue 1,1702.0,2369.0,4.590241273865102,6.219143583439287,4.73853254970163,9.524861674755812,0.2427272118965095,0.23626970135480616,0.25056870121806507,0.3618562898809722,0.49329591311457455,0.9733960173181712,1.4441400227638794,-0.0064575105417033485,0.11128758866290711,understat_roster_shots,True,True
Rayan Ait Nouri,6674,summer,2020,2021,2019-20,2020-21,Ligue 1,1293.0,1414.0,0.2377614043653009,0.5121662383899085,0.6413340838626023,0.7904388774186372,0.01654951770524136,0.03259898264150761,0.04464042347071477,0.05031081963767846,0.061189941175956136,1.969784450647964,1.1270237987478682,0.016049464936266248,0.005670396166963687,understat_roster_shots,True,True
