slice,n,npxg_n,npxg_n_ratio,npxg_mean_ratio,npxg_median_ratio,npxg_p25_ratio,npxg_p75_ratio,npxg_share_ratio_lt_1,npxg_mean_diff,npxg_median_diff,xa_n,xa_n_ratio,xa_mean_ratio,xa_median_ratio,xa_p25_ratio,xa_p75_ratio,xa_share_ratio_lt_1,xa_mean_diff,xa_median_diff
pooled_summer_900,194,194,194,1.1879925718263131,0.7838383029447552,0.50071217047026,1.3278589174172444,0.6443298969072165,-0.019239154824617143,-0.012158260146240909,194,193,1.266357277897187,0.762619808916385,0.4828103717120326,1.4441400227638794,0.5958549222797928,-0.01671091664305244,-0.01374202077855587
pooled_summer_450,265,265,265,1.1396464787731935,0.7775664458494499,0.49426863583956765,1.2532753418894145,0.6415094339622641,-0.02830266206565808,-0.01749652890329132,265,263,1.25498060631673,0.7965073738845343,0.4854832311885424,1.4327768769439537,0.596958174904943,-0.0164911124701286,-0.011375911221903005
league_La Liga_summer_900,46,46,46,1.2848682295542424,0.9386451863494969,0.489443613369977,1.3524708096742601,0.5217391304347826,-0.00945822014923448,-0.002277287298785002,46,46,1.124681399836296,0.9564379491288342,0.568394473080967,1.454790666431209,0.5,-0.01374528637192496,-0.003939452226141046
league_Bundesliga_summer_900,38,38,38,1.1042354158670278,0.739469176664664,0.541441395207131,1.0271925506107218,0.7368421052631579,-0.03628329160804135,-0.029749505893630974,38,38,1.8381459057586422,0.7037556064929732,0.37173128258617205,1.707553392268691,0.6052631578947368,-0.03834492402237268,-0.03077331541428043
league_Serie A_summer_900,40,40,40,0.9708965416833288,0.7245494636528796,0.4144780390042033,1.2443184106077274,0.675,-0.027262018748418226,-0.011214059173639358,40,40,0.8541264317820326,0.6626703632754041,0.5296936941751913,0.9847853839840776,0.775,-0.018787867446840467,-0.025874446608962008
league_Ligue 1_summer_900,69,69,69,1.3036526235952088,0.8085693697248529,0.5187200680872618,1.5127483154790025,0.6521739130434783,-0.011595100475291028,-0.011305388241935735,69,68,1.26859576798895,0.7959933564633794,0.4683598238190503,1.7219932130624918,0.5588235294117647,-0.00685849671185041,-0.007055365959357714
league_Russian Premier League_summer_900,1,1,1,0.6177818764599822,0.6177818764599822,0.6177818764599822,0.6177818764599822,1.0,-0.02801014527355867,-0.02801014527355867,1,1,2.3924963283291945,2.3924963283291945,2.3924963283291945,2.3924963283291945,0.0,0.07222342819783444,0.07222342819783444
