num_unique_clubs,allocation_pattern,clubs,club1,club2,club3,club4,club5,gw1_avg_fdr,gw2_avg_fdr,gw2_max_fdr,gw3_avg_fdr,gw1_3_rot_fdr,effective_avg_fdr,avg_fdr_corr
4,2+1+1+1,BRE-COV-LIV-LIV-NEW,BRE,COV,LIV,LIV,NEW,3.0,2.8,3.0,2.0,2.5,2.6364,0.35
5,1+1+1+1+1,BRE-COV-LIV-MCI-NEW,BRE,COV,LIV,MCI,NEW,3.0,2.8,3.0,2.0,2.5,2.6364,0.35
4,2+1+1+1,BRE-COV-MCI-MCI-NEW,BRE,COV,MCI,MCI,NEW,3.0,2.8,3.0,2.0,2.5,2.6364,0.35
4,2+1+1+1,BRE-FUL-LIV-LIV-TOT,BRE,FUL,LIV,LIV,TOT,3.0,2.8,3.0,2.0,2.5,2.6364,0.35
5,1+1+1+1+1,BRE-FUL-LIV-MCI-TOT,BRE,FUL,LIV,MCI,TOT,3.0,2.8,3.0,2.0,2.5,2.6364,0.35
4,2+1+1+1,BRE-FUL-MCI-MCI-TOT,BRE,FUL,MCI,MCI,TOT,3.0,2.8,3.0,2.0,2.5,2.6364,0.35
4,2+1+1+1,COV-FUL-LIV-LIV-MCI,COV,FUL,LIV,LIV,MCI,3.0,2.8,3.0,2.0,2.5,2.6364,0.35
4,2+1+1+1,COV-FUL-LIV-MCI-MCI,COV,FUL,LIV,MCI,MCI,3.0,2.8,3.0,2.0,2.5,2.6364,0.35
4,2+1+1+1,COV-LIV-LIV-MCI-NEW,COV,LIV,LIV,MCI,NEW,3.0,2.8,3.0,2.0,2.5,2.6364,0.35
4,2+1+1+1,COV-LIV-MCI-MCI-NEW,COV,LIV,MCI,MCI,NEW,3.0,2.8,3.0,2.0,2.5,2.6364,0.35
4,2+1+1+1,FUL-LIV-LIV-MCI-TOT,FUL,LIV,LIV,MCI,TOT,3.0,2.8,3.0,2.0,2.5,2.6364,0.35
4,2+1+1+1,FUL-LIV-MCI-MCI-TOT,FUL,LIV,MCI,MCI,TOT,3.0,2.8,3.0,2.0,2.5,2.6364,0.35
3,3+1+1,BRE-BRE-BRE-COV-LIV,BRE,BRE,BRE,COV,LIV,3.0,2.8,3.0,2.0,2.5,2.6364,0.4
3,3+1+1,BRE-BRE-BRE-COV-MCI,BRE,BRE,BRE,COV,MCI,3.0,2.8,3.0,2.0,2.5,2.6364,0.4
3,3+1+1,BRE-BRE-BRE-LIV-TOT,BRE,BRE,BRE,LIV,TOT,3.0,2.8,3.0,2.0,2.5,2.6364,0.4
3,3+1+1,BRE-BRE-BRE-MCI-TOT,BRE,BRE,BRE,MCI,TOT,3.0,2.8,3.0,2.0,2.5,2.6364,0.4
3,2+2+1,BRE-BRE-COV-LIV-LIV,BRE,BRE,COV,LIV,LIV,3.0,2.8,3.0,2.0,2.5,2.6364,0.4
4,2+1+1+1,BRE-BRE-COV-LIV-MCI,BRE,BRE,COV,LIV,MCI,3.0,2.8,3.0,2.0,2.5,2.6364,0.4
3,2+2+1,BRE-BRE-COV-MCI-MCI,BRE,BRE,COV,MCI,MCI,3.0,2.8,3.0,2.0,2.5,2.6364,0.4
3,2+2+1,BRE-BRE-LIV-LIV-TOT,BRE,BRE,LIV,LIV,TOT,3.0,2.8,3.0,2.0,2.5,2.6364,0.4
4,2+1+1+1,BRE-BRE-LIV-MCI-TOT,BRE,BRE,LIV,MCI,TOT,3.0,2.8,3.0,2.0,2.5,2.6364,0.4
3,2+2+1,BRE-BRE-MCI-MCI-TOT,BRE,BRE,MCI,MCI,TOT,3.0,2.8,3.0,2.0,2.5,2.6364,0.4
4,2+1+1+1,BRE-COV-LIV-LIV-MCI,BRE,COV,LIV,LIV,MCI,3.0,2.8,3.0,2.0,2.5,2.6364,0.4
4,2+1+1+1,BRE-COV-LIV-MCI-MCI,BRE,COV,LIV,MCI,MCI,3.0,2.8,3.0,2.0,2.5,2.6364,0.4
4,2+1+1+1,BRE-LIV-LIV-MCI-TOT,BRE,LIV,LIV,MCI,TOT,3.0,2.8,3.0,2.0,2.5,2.6364,0.4
4,2+1+1+1,BRE-LIV-MCI-MCI-TOT,BRE,LIV,MCI,MCI,TOT,3.0,2.8,3.0,2.0,2.5,2.6364,0.4
3,2+2+1,COV-LIV-LIV-MCI-MCI,COV,LIV,LIV,MCI,MCI,3.0,2.8,3.0,2.0,2.5,2.6364,0.4
3,2+2+1,LIV-LIV-MCI-MCI-TOT,LIV,LIV,MCI,MCI,TOT,3.0,2.8,3.0,2.0,2.5,2.6364,0.4
3,3+1+1,BOU-BRE-BRE-BRE-HUL,BOU,BRE,BRE,BRE,HUL,3.0,2.8,3.0,2.0,2.5,2.6364,0.5366
4,2+1+1+1,BOU-BRE-BRE-HUL-LIV,BOU,BRE,BRE,HUL,LIV,3.0,2.8,3.0,2.0,2.5,2.6364,0.5366
4,2+1+1+1,BOU-BRE-BRE-HUL-MCI,BOU,BRE,BRE,HUL,MCI,3.0,2.8,3.0,2.0,2.5,2.6364,0.5366
4,2+1+1+1,BOU-BRE-HUL-LIV-LIV,BOU,BRE,HUL,LIV,LIV,3.0,2.8,3.0,2.0,2.5,2.6364,0.5366
5,1+1+1+1+1,BOU-BRE-HUL-LIV-MCI,BOU,BRE,HUL,LIV,MCI,3.0,2.8,3.0,2.0,2.5,2.6364,0.5366
4,2+1+1+1,BOU-BRE-HUL-MCI-MCI,BOU,BRE,HUL,MCI,MCI,3.0,2.8,3.0,2.0,2.5,2.6364,0.5366
4,2+1+1+1,BOU-HUL-LIV-LIV-MCI,BOU,HUL,LIV,LIV,MCI,3.0,2.8,3.0,2.0,2.5,2.6364,0.5366
4,2+1+1+1,BOU-HUL-LIV-MCI-MCI,BOU,HUL,LIV,MCI,MCI,3.0,2.8,3.0,2.0,2.5,2.6364,0.5366
3,3+1+1,BRE-BRE-BRE-FUL-HUL,BRE,BRE,BRE,FUL,HUL,3.0,2.8,3.0,2.0,2.5,2.6364,0.5366
3,3+1+1,BRE-BRE-BRE-HUL-NEW,BRE,BRE,BRE,HUL,NEW,3.0,2.8,3.0,2.0,2.5,2.6364,0.5366
4,2+1+1+1,BRE-BRE-FUL-HUL-LIV,BRE,BRE,FUL,HUL,LIV,3.0,2.8,3.0,2.0,2.5,2.6364,0.5366
4,2+1+1+1,BRE-BRE-FUL-HUL-MCI,BRE,BRE,FUL,HUL,MCI,3.0,2.8,3.0,2.0,2.5,2.6364,0.5366
4,2+1+1+1,BRE-BRE-HUL-LIV-NEW,BRE,BRE,HUL,LIV,NEW,3.0,2.8,3.0,2.0,2.5,2.6364,0.5366
4,2+1+1+1,BRE-BRE-HUL-MCI-NEW,BRE,BRE,HUL,MCI,NEW,3.0,2.8,3.0,2.0,2.5,2.6364,0.5366
4,2+1+1+1,BRE-FUL-HUL-LIV-LIV,BRE,FUL,HUL,LIV,LIV,3.0,2.8,3.0,2.0,2.5,2.6364,0.5366
5,1+1+1+1+1,BRE-FUL-HUL-LIV-MCI,BRE,FUL,HUL,LIV,MCI,3.0,2.8,3.0,2.0,2.5,2.6364,0.5366
4,2+1+1+1,BRE-FUL-HUL-MCI-MCI,BRE,FUL,HUL,MCI,MCI,3.0,2.8,3.0,2.0,2.5,2.6364,0.5366
4,2+1+1+1,BRE-HUL-LIV-LIV-NEW,BRE,HUL,LIV,LIV,NEW,3.0,2.8,3.0,2.0,2.5,2.6364,0.5366
5,1+1+1+1+1,BRE-HUL-LIV-MCI-NEW,BRE,HUL,LIV,MCI,NEW,3.0,2.8,3.0,2.0,2.5,2.6364,0.5366
4,2+1+1+1,BRE-HUL-MCI-MCI-NEW,BRE,HUL,MCI,MCI,NEW,3.0,2.8,3.0,2.0,2.5,2.6364,0.5366
4,2+1+1+1,FUL-HUL-LIV-LIV-MCI,FUL,HUL,LIV,LIV,MCI,3.0,2.8,3.0,2.0,2.5,2.6364,0.5366
4,2+1+1+1,FUL-HUL-LIV-MCI-MCI,FUL,HUL,LIV,MCI,MCI,3.0,2.8,3.0,2.0,2.5,2.6364,0.5366
4,2+1+1+1,HUL-LIV-LIV-MCI-NEW,HUL,LIV,LIV,MCI,NEW,3.0,2.8,3.0,2.0,2.5,2.6364,0.5366
4,2+1+1+1,HUL-LIV-MCI-MCI-NEW,HUL,LIV,MCI,MCI,NEW,3.0,2.8,3.0,2.0,2.5,2.6364,0.5366
3,3+1+1,BRE-BRE-BRE-HUL-LIV,BRE,BRE,BRE,HUL,LIV,3.0,2.8,3.0,2.0,2.5,2.6364,0.6
3,3+1+1,BRE-BRE-BRE-HUL-MCI,BRE,BRE,BRE,HUL,MCI,3.0,2.8,3.0,2.0,2.5,2.6364,0.6
3,2+2+1,BRE-BRE-HUL-LIV-LIV,BRE,BRE,HUL,LIV,LIV,3.0,2.8,3.0,2.0,2.5,2.6364,0.6
4,2+1+1+1,BRE-BRE-HUL-LIV-MCI,BRE,BRE,HUL,LIV,MCI,3.0,2.8,3.0,2.0,2.5,2.6364,0.6
3,2+2+1,BRE-BRE-HUL-MCI-MCI,BRE,BRE,HUL,MCI,MCI,3.0,2.8,3.0,2.0,2.5,2.6364,0.6
4,2+1+1+1,BRE-HUL-LIV-LIV-MCI,BRE,HUL,LIV,LIV,MCI,3.0,2.8,3.0,2.0,2.5,2.6364,0.6
4,2+1+1+1,BRE-HUL-LIV-MCI-MCI,BRE,HUL,LIV,MCI,MCI,3.0,2.8,3.0,2.0,2.5,2.6364,0.6
3,2+2+1,HUL-LIV-LIV-MCI-MCI,HUL,LIV,LIV,MCI,MCI,3.0,2.8,3.0,2.0,2.5,2.6364,0.6
2,3+2,COV-COV-COV-MUN-MUN,COV,COV,COV,MUN,MUN,3.0,2.0,2.0,3.67,3.33,2.7273,0.7
3,3+1+1,COV-COV-COV-MUN-SUN,COV,COV,COV,MUN,SUN,3.0,2.0,2.0,3.67,3.33,2.7273,0.7
2,3+2,COV-COV-COV-SUN-SUN,COV,COV,COV,SUN,SUN,3.0,2.0,2.0,3.67,3.33,2.7273,0.7
3,2+2+1,CHE-CHE-COV-TOT-TOT,CHE,CHE,COV,TOT,TOT,3.0,2.0,2.0,3.67,3.33,2.7273,0.8536
3,2+2+1,CHE-COV-COV-TOT-TOT,CHE,COV,COV,TOT,TOT,3.0,2.0,2.0,3.67,3.33,2.7273,0.9024
4,2+1+1+1,BRE-CHE-CHE-COV-TOT,BRE,CHE,CHE,COV,TOT,3.0,2.2,3.0,3.33,3.17,2.7273,0.2134
4,2+1+1+1,CHE-CHE-COV-LIV-TOT,CHE,CHE,COV,LIV,TOT,3.0,2.2,3.0,3.33,3.17,2.7273,0.2134
4,2+1+1+1,CHE-CHE-COV-MCI-TOT,CHE,CHE,COV,MCI,TOT,3.0,2.2,3.0,3.33,3.17,2.7273,0.2134
4,2+1+1+1,BRE-CHE-COV-COV-TOT,BRE,CHE,COV,COV,TOT,3.0,2.2,3.0,3.33,3.17,2.7273,0.2823
4,2+1+1+1,CHE-COV-COV-LIV-TOT,CHE,COV,COV,LIV,TOT,3.0,2.2,3.0,3.33,3.17,2.7273,0.2823
4,2+1+1+1,CHE-COV-COV-MCI-TOT,CHE,COV,COV,MCI,TOT,3.0,2.2,3.0,3.33,3.17,2.7273,0.2823
3,3+1+1,CHE-HUL-HUL-HUL-LEE,CHE,HUL,HUL,HUL,LEE,3.33,2.2,3.0,3.0,3.17,2.7273,0.3982
4,2+1+1+1,CHE-COV-COV-LEE-MUN,CHE,COV,COV,LEE,MUN,2.67,2.2,3.0,3.67,3.17,2.7273,0.4457
4,2+1+1+1,CHE-COV-COV-LEE-SUN,CHE,COV,COV,LEE,SUN,2.67,2.2,3.0,3.67,3.17,2.7273,0.4457
4,2+1+1+1,BOU-CHE-CHE-COV-MUN,BOU,CHE,CHE,COV,MUN,2.67,2.2,3.0,3.67,3.17,2.7273,0.4524
4,2+1+1+1,BOU-CHE-CHE-COV-SUN,BOU,CHE,CHE,COV,SUN,2.67,2.2,3.0,3.67,3.17,2.7273,0.4524
4,2+1+1+1,CHE-CHE-COV-FUL-MUN,CHE,CHE,COV,FUL,MUN,2.67,2.2,3.0,3.67,3.17,2.7273,0.4524
4,2+1+1+1,CHE-CHE-COV-MUN-NEW,CHE,CHE,COV,MUN,NEW,2.67,2.2,3.0,3.67,3.17,2.7273,0.4524
4,2+1+1+1,CHE-CHE-COV-NEW-SUN,CHE,CHE,COV,NEW,SUN,2.67,2.2,3.0,3.67,3.17,2.7273,0.4524
3,2+2+1,BOU-CHE-CHE-HUL-HUL,BOU,CHE,CHE,HUL,HUL,3.33,2.2,3.0,3.0,3.17,2.7273,0.4663
3,2+2+1,CHE-CHE-FUL-HUL-HUL,CHE,CHE,FUL,HUL,HUL,3.33,2.2,3.0,3.0,3.17,2.7273,0.4663
3,2+2+1,CHE-CHE-HUL-HUL-NEW,CHE,CHE,HUL,HUL,NEW,3.33,2.2,3.0,3.0,3.17,2.7273,0.4663
4,2+1+1+1,CHE-CHE-COV-LEE-MUN,CHE,CHE,COV,LEE,MUN,2.67,2.2,3.0,3.67,3.17,2.7273,0.4902
4,2+1+1+1,CHE-CHE-COV-LEE-SUN,CHE,CHE,COV,LEE,SUN,2.67,2.2,3.0,3.67,3.17,2.7273,0.4902
3,3+1+1,CHE-EVE-HUL-HUL-HUL,CHE,EVE,HUL,HUL,HUL,3.33,2.2,3.0,3.0,3.17,2.7273,0.4927
3,3+1+1,BOU-HUL-HUL-HUL-MUN,BOU,HUL,HUL,HUL,MUN,3.33,2.2,3.0,3.0,3.17,2.7273,0.5098
3,3+1+1,BOU-HUL-HUL-HUL-SUN,BOU,HUL,HUL,HUL,SUN,3.33,2.2,3.0,3.0,3.17,2.7273,0.5098
3,3+1+1,FUL-HUL-HUL-HUL-MUN,FUL,HUL,HUL,HUL,MUN,3.33,2.2,3.0,3.0,3.17,2.7273,0.5098
3,3+1+1,HUL-HUL-HUL-MUN-NEW,HUL,HUL,HUL,MUN,NEW,3.33,2.2,3.0,3.0,3.17,2.7273,0.5098
3,3+1+1,HUL-HUL-HUL-NEW-SUN,HUL,HUL,HUL,NEW,SUN,3.33,2.2,3.0,3.0,3.17,2.7273,0.5098
3,2+2+1,CHE-CHE-EVE-HUL-HUL,CHE,CHE,EVE,HUL,HUL,3.0,2.2,3.0,3.33,3.17,2.7273,0.5199
4,2+1+1+1,BOU-COV-COV-MUN-TOT,BOU,COV,COV,MUN,TOT,3.33,2.2,3.0,3.0,3.17,2.7273,0.55
4,2+1+1+1,BOU-COV-COV-TOT-SUN,BOU,COV,COV,TOT,SUN,3.33,2.2,3.0,3.0,3.17,2.7273,0.55
3,3+1+1,HUL-HUL-HUL-LEE-TOT,HUL,HUL,HUL,LEE,TOT,3.33,2.2,3.0,3.0,3.17,2.7273,0.5598
3,3+1+1,EVE-HUL-HUL-HUL-TOT,EVE,HUL,HUL,HUL,TOT,3.33,2.2,3.0,3.0,3.17,2.7273,0.6098
4,2+1+1+1,BOU-CHE-HUL-HUL-TOT,BOU,CHE,HUL,HUL,TOT,3.33,2.2,3.0,3.0,3.17,2.7273,0.6186
4,2+1+1+1,CHE-FUL-HUL-HUL-TOT,CHE,FUL,HUL,HUL,TOT,3.33,2.2,3.0,3.0,3.17,2.7273,0.6186
4,2+1+1+1,CHE-CHE-EVE-HUL-TOT,CHE,CHE,EVE,HUL,TOT,3.0,2.2,3.0,3.33,3.17,2.7273,0.6422
4,2+1+1+1,CHE-COV-EVE-TOT-TOT,CHE,COV,EVE,TOT,TOT,3.0,2.2,3.0,3.33,3.17,2.7273,0.7713
3,2+2+1,CHE-CHE-EVE-TOT-TOT,CHE,CHE,EVE,TOT,TOT,3.0,2.2,3.0,3.33,3.17,2.7273,0.7914
3,2+2+1,COV-COV-EVE-TOT-TOT,COV,COV,EVE,TOT,TOT,3.0,2.2,3.0,3.33,3.17,2.7273,0.8
3,2+2+1,COV-COV-FUL-TOT-TOT,COV,COV,FUL,TOT,TOT,3.33,2.2,3.0,3.0,3.17,2.7273,0.8
3,2+2+1,BOU-HUL-HUL-TOT-TOT,BOU,HUL,HUL,TOT,TOT,3.33,2.2,3.0,3.0,3.17,2.7273,0.8196
3,2+2+1,FUL-HUL-HUL-TOT-TOT,FUL,HUL,HUL,TOT,TOT,3.33,2.2,3.0,3.0,3.17,2.7273,0.8196
3,2+2+1,BRE-BRE-CHE-CHE-COV,BRE,BRE,CHE,CHE,COV,3.0,2.4,3.0,3.0,3.0,2.7273,-0.1268
4,2+1+1+1,BRE-CHE-CHE-COV-LIV,BRE,CHE,CHE,COV,LIV,3.0,2.4,3.0,3.0,3.0,2.7273,-0.1268
4,2+1+1+1,BRE-CHE-CHE-COV-MCI,BRE,CHE,CHE,COV,MCI,3.0,2.4,3.0,3.0,3.0,2.7273,-0.1268
3,2+2+1,CHE-CHE-COV-LIV-LIV,CHE,CHE,COV,LIV,LIV,3.0,2.4,3.0,3.0,3.0,2.7273,-0.1268
4,2+1+1+1,CHE-CHE-COV-LIV-MCI,CHE,CHE,COV,LIV,MCI,3.0,2.4,3.0,3.0,3.0,2.7273,-0.1268
3,2+2+1,CHE-CHE-COV-MCI-MCI,CHE,CHE,COV,MCI,MCI,3.0,2.4,3.0,3.0,3.0,2.7273,-0.1268
3,2+2+1,BRE-BRE-CHE-COV-COV,BRE,BRE,CHE,COV,COV,3.0,2.4,3.0,3.0,3.0,2.7273,-0.0378
4,2+1+1+1,BRE-CHE-COV-COV-LIV,BRE,CHE,COV,COV,LIV,3.0,2.4,3.0,3.0,3.0,2.7273,-0.0378
4,2+1+1+1,BRE-CHE-COV-COV-MCI,BRE,CHE,COV,COV,MCI,3.0,2.4,3.0,3.0,3.0,2.7273,-0.0378
3,2+2+1,CHE-COV-COV-LIV-LIV,CHE,COV,COV,LIV,LIV,3.0,2.4,3.0,3.0,3.0,2.7273,-0.0378
4,2+1+1+1,CHE-COV-COV-LIV-MCI,CHE,COV,COV,LIV,MCI,3.0,2.4,3.0,3.0,3.0,2.7273,-0.0378
3,2+2+1,CHE-COV-COV-MCI-MCI,CHE,COV,COV,MCI,MCI,3.0,2.4,3.0,3.0,3.0,2.7273,-0.0378
4,2+1+1+1,BRE-CHE-CHE-EVE-HUL,BRE,CHE,CHE,EVE,HUL,3.0,2.4,3.0,3.0,3.0,2.7273,0.0655
4,2+1+1+1,CHE-CHE-EVE-HUL-LIV,CHE,CHE,EVE,HUL,LIV,3.0,2.4,3.0,3.0,3.0,2.7273,0.0655
4,2+1+1+1,CHE-CHE-EVE-HUL-MCI,CHE,CHE,EVE,HUL,MCI,3.0,2.4,3.0,3.0,3.0,2.7273,0.0655
4,2+1+1+1,BOU-BRE-COV-COV-MUN,BOU,BRE,COV,COV,MUN,3.33,2.4,3.0,2.67,3.0,2.7273,0.1
4,2+1+1+1,BOU-BRE-COV-COV-SUN,BOU,BRE,COV,COV,SUN,3.33,2.4,3.0,2.67,3.0,2.7273,0.1
4,2+1+1+1,BOU-COV-COV-LIV-MUN,BOU,COV,COV,LIV,MUN,3.33,2.4,3.0,2.67,3.0,2.7273,0.1
4,2+1+1+1,BOU-COV-COV-LIV-SUN,BOU,COV,COV,LIV,SUN,3.33,2.4,3.0,2.67,3.0,2.7273,0.1
4,2+1+1+1,BOU-COV-COV-MCI-MUN,BOU,COV,COV,MCI,MUN,3.33,2.4,3.0,2.67,3.0,2.7273,0.1
4,2+1+1+1,BOU-COV-COV-MCI-SUN,BOU,COV,COV,MCI,SUN,3.33,2.4,3.0,2.67,3.0,2.7273,0.1
4,2+1+1+1,BRE-CHE-CHE-EVE-TOT,BRE,CHE,CHE,EVE,TOT,3.0,2.4,3.0,3.0,3.0,2.7273,0.1512
5,1+1+1+1+1,BRE-CHE-COV-EVE-TOT,BRE,CHE,COV,EVE,TOT,3.0,2.4,3.0,3.0,3.0,2.7273,0.1512
4,2+1+1+1,CHE-CHE-EVE-LIV-TOT,CHE,CHE,EVE,LIV,TOT,3.0,2.4,3.0,3.0,3.0,2.7273,0.1512
4,2+1+1+1,CHE-CHE-EVE-MCI-TOT,CHE,CHE,EVE,MCI,TOT,3.0,2.4,3.0,3.0,3.0,2.7273,0.1512
5,1+1+1+1+1,CHE-COV-EVE-LIV-TOT,CHE,COV,EVE,LIV,TOT,3.0,2.4,3.0,3.0,3.0,2.7273,0.1512
5,1+1+1+1+1,CHE-COV-EVE-MCI-TOT,CHE,COV,EVE,MCI,TOT,3.0,2.4,3.0,3.0,3.0,2.7273,0.1512
3,2+2+1,BOU-BOU-COV-MUN-MUN,BOU,BOU,COV,MUN,MUN,3.0,2.4,3.0,3.0,3.0,2.7273,0.2
4,2+1+1+1,BOU-BOU-COV-MUN-SUN,BOU,BOU,COV,MUN,SUN,3.0,2.4,3.0,3.0,3.0,2.7273,0.2
3,2+2+1,BOU-BOU-COV-SUN-SUN,BOU,BOU,COV,SUN,SUN,3.0,2.4,3.0,3.0,3.0,2.7273,0.2
4,2+1+1+1,BRE-COV-COV-EVE-TOT,BRE,COV,COV,EVE,TOT,3.0,2.4,3.0,3.0,3.0,2.7273,0.2
3,3+1+1,BRE-EVE-HUL-HUL-HUL,BRE,EVE,HUL,HUL,HUL,3.33,2.4,3.0,2.67,3.0,2.7273,0.2
4,2+1+1+1,COV-COV-EVE-LIV-TOT,COV,COV,EVE,LIV,TOT,3.0,2.4,3.0,3.0,3.0,2.7273,0.2
4,2+1+1+1,COV-COV-EVE-MCI-TOT,COV,COV,EVE,MCI,TOT,3.0,2.4,3.0,3.0,3.0,2.7273,0.2
3,3+1+1,EVE-HUL-HUL-HUL-LIV,EVE,HUL,HUL,HUL,LIV,3.33,2.4,3.0,2.67,3.0,2.7273,0.2
3,3+1+1,EVE-HUL-HUL-HUL-MCI,EVE,HUL,HUL,HUL,MCI,3.33,2.4,3.0,2.67,3.0,2.7273,0.2
4,2+1+1+1,BOU-CHE-CHE-HUL-LEE,BOU,CHE,CHE,HUL,LEE,3.0,2.4,3.0,3.0,3.0,2.7273,0.2143
4,2+1+1+1,CHE-CHE-FUL-HUL-LEE,CHE,CHE,FUL,HUL,LEE,3.0,2.4,3.0,3.0,3.0,2.7273,0.2143
4,2+1+1+1,CHE-CHE-HUL-LEE-NEW,CHE,CHE,HUL,LEE,NEW,3.0,2.4,3.0,3.0,3.0,2.7273,0.2143
4,2+1+1+1,BOU-HUL-HUL-LEE-MUN,BOU,HUL,HUL,LEE,MUN,3.0,2.4,3.0,3.0,3.0,2.7273,0.2232
4,2+1+1+1,BOU-HUL-HUL-LEE-SUN,BOU,HUL,HUL,LEE,SUN,3.0,2.4,3.0,3.0,3.0,2.7273,0.2232
4,2+1+1+1,FUL-HUL-HUL-LEE-MUN,FUL,HUL,HUL,LEE,MUN,3.0,2.4,3.0,3.0,3.0,2.7273,0.2232
4,2+1+1+1,HUL-HUL-LEE-MUN-NEW,HUL,HUL,LEE,MUN,NEW,3.0,2.4,3.0,3.0,3.0,2.7273,0.2232
4,2+1+1+1,HUL-HUL-LEE-NEW-SUN,HUL,HUL,LEE,NEW,SUN,3.0,2.4,3.0,3.0,3.0,2.7273,0.2232
4,2+1+1+1,COV-COV-FUL-LEE-MUN,COV,COV,FUL,LEE,MUN,3.0,2.4,3.0,3.0,3.0,2.7273,0.25
4,2+1+1+1,COV-COV-LEE-MUN-NEW,COV,COV,LEE,MUN,NEW,3.0,2.4,3.0,3.0,3.0,2.7273,0.25
4,2+1+1+1,COV-COV-LEE-NEW-SUN,COV,COV,LEE,NEW,SUN,3.0,2.4,3.0,3.0,3.0,2.7273,0.25
4,2+1+1+1,CHE-EVE-HUL-HUL-LEE,CHE,EVE,HUL,HUL,LEE,3.0,2.4,3.0,3.0,3.0,2.7273,0.26
4,2+1+1+1,BOU-BOU-CHE-HUL-MUN,BOU,BOU,CHE,HUL,MUN,3.0,2.4,3.0,3.0,3.0,2.7273,0.2626
4,2+1+1+1,BOU-BOU-CHE-HUL-SUN,BOU,BOU,CHE,HUL,SUN,3.0,2.4,3.0,3.0,3.0,2.7273,0.2626
5,1+1+1+1+1,BOU-CHE-FUL-HUL-MUN,BOU,CHE,FUL,HUL,MUN,3.0,2.4,3.0,3.0,3.0,2.7273,0.2626
5,1+1+1+1+1,BOU-CHE-HUL-MUN-NEW,BOU,CHE,HUL,MUN,NEW,3.0,2.4,3.0,3.0,3.0,2.7273,0.2626
5,1+1+1+1+1,BOU-CHE-HUL-NEW-SUN,BOU,CHE,HUL,NEW,SUN,3.0,2.4,3.0,3.0,3.0,2.7273,0.2626
4,2+1+1+1,CHE-FUL-FUL-HUL-MUN,CHE,FUL,FUL,HUL,MUN,3.0,2.4,3.0,3.0,3.0,2.7273,0.2626
5,1+1+1+1+1,CHE-FUL-HUL-MUN-NEW,CHE,FUL,HUL,MUN,NEW,3.0,2.4,3.0,3.0,3.0,2.7273,0.2626
4,2+1+1+1,CHE-HUL-MUN-NEW-NEW,CHE,HUL,MUN,NEW,NEW,3.0,2.4,3.0,3.0,3.0,2.7273,0.2626
4,2+1+1+1,CHE-HUL-NEW-NEW-SUN,CHE,HUL,NEW,NEW,SUN,3.0,2.4,3.0,3.0,3.0,2.7273,0.2626
4,2+1+1+1,BOU-CHE-CHE-LEE-TOT,BOU,CHE,CHE,LEE,TOT,3.0,2.4,3.0,3.0,3.0,2.7273,0.2634
4,2+1+1+1,CHE-CHE-FUL-LEE-TOT,CHE,CHE,FUL,LEE,TOT,3.0,2.4,3.0,3.0,3.0,2.7273,0.2634
3,2+2+1,CHE-CHE-HUL-LEE-LEE,CHE,CHE,HUL,LEE,LEE,3.0,2.4,3.0,3.0,3.0,2.7273,0.2655
3,2+2+1,CHE-HUL-HUL-LEE-LEE,CHE,HUL,HUL,LEE,LEE,3.0,2.4,3.0,3.0,3.0,2.7273,0.2655
4,2+1+1+1,EVE-FUL-HUL-HUL-MUN,EVE,FUL,HUL,HUL,MUN,3.0,2.4,3.0,3.0,3.0,2.7273,0.2732
4,2+1+1+1,EVE-HUL-HUL-MUN-NEW,EVE,HUL,HUL,MUN,NEW,3.0,2.4,3.0,3.0,3.0,2.7273,0.2732
4,2+1+1+1,EVE-HUL-HUL-NEW-SUN,EVE,HUL,HUL,NEW,SUN,3.0,2.4,3.0,3.0,3.0,2.7273,0.2732
4,2+1+1+1,BOU-BRE-CHE-HUL-HUL,BOU,BRE,CHE,HUL,HUL,3.33,2.4,3.0,2.67,3.0,2.7273,0.2753
4,2+1+1+1,BOU-CHE-HUL-HUL-LIV,BOU,CHE,HUL,HUL,LIV,3.33,2.4,3.0,2.67,3.0,2.7273,0.2753
4,2+1+1+1,BOU-CHE-HUL-HUL-MCI,BOU,CHE,HUL,HUL,MCI,3.33,2.4,3.0,2.67,3.0,2.7273,0.2753
4,2+1+1+1,BRE-CHE-FUL-HUL-HUL,BRE,CHE,FUL,HUL,HUL,3.33,2.4,3.0,2.67,3.0,2.7273,0.2753
4,2+1+1+1,BRE-CHE-HUL-HUL-NEW,BRE,CHE,HUL,HUL,NEW,3.33,2.4,3.0,2.67,3.0,2.7273,0.2753
4,2+1+1+1,CHE-FUL-HUL-HUL-LIV,CHE,FUL,HUL,HUL,LIV,3.33,2.4,3.0,2.67,3.0,2.7273,0.2753
4,2+1+1+1,CHE-FUL-HUL-HUL-MCI,CHE,FUL,HUL,HUL,MCI,3.33,2.4,3.0,2.67,3.0,2.7273,0.2753
4,2+1+1+1,CHE-HUL-HUL-LIV-NEW,CHE,HUL,HUL,LIV,NEW,3.33,2.4,3.0,2.67,3.0,2.7273,0.2753
4,2+1+1+1,CHE-HUL-HUL-MCI-NEW,CHE,HUL,HUL,MCI,NEW,3.33,2.4,3.0,2.67,3.0,2.7273,0.2753
