num_unique_clubs,allocation_pattern,clubs,club1,club2,club3,club4,club5,gw1_avg_fdr,gw2_avg_fdr,gw2_max_fdr,gw3_avg_fdr,gw1_3_rot_fdr,effective_avg_fdr,avg_fdr_corr
4,2+1+1+1,BRE-CHE-MCI-TOT-TOT,BRE,CHE,MCI,TOT,TOT,3.0,2.4,3.0,2.33,2.67,2.5455,-0.0378
4,2+1+1+1,CHE-CHE-FUL-LIV-MUN,CHE,CHE,FUL,LIV,MUN,2.67,2.4,3.0,2.67,2.67,2.5455,-0.0378
4,2+1+1+1,CHE-CHE-FUL-MCI-MUN,CHE,CHE,FUL,MCI,MUN,2.67,2.4,3.0,2.67,2.67,2.5455,-0.0378
4,2+1+1+1,CHE-CHE-LIV-MUN-NEW,CHE,CHE,LIV,MUN,NEW,2.67,2.4,3.0,2.67,2.67,2.5455,-0.0378
4,2+1+1+1,CHE-CHE-LIV-NEW-SUN,CHE,CHE,LIV,NEW,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,-0.0378
4,2+1+1+1,CHE-CHE-MCI-MUN-NEW,CHE,CHE,MCI,MUN,NEW,2.67,2.4,3.0,2.67,2.67,2.5455,-0.0378
4,2+1+1+1,CHE-CHE-MCI-NEW-SUN,CHE,CHE,MCI,NEW,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,-0.0378
4,2+1+1+1,CHE-COV-LIV-LIV-TOT,CHE,COV,LIV,LIV,TOT,3.0,2.4,3.0,2.33,2.67,2.5455,-0.0378
5,1+1+1+1+1,CHE-COV-LIV-MCI-TOT,CHE,COV,LIV,MCI,TOT,3.0,2.4,3.0,2.33,2.67,2.5455,-0.0378
4,2+1+1+1,CHE-COV-MCI-MCI-TOT,CHE,COV,MCI,MCI,TOT,3.0,2.4,3.0,2.33,2.67,2.5455,-0.0378
3,2+2+1,CHE-LIV-LIV-TOT-TOT,CHE,LIV,LIV,TOT,TOT,3.0,2.4,3.0,2.33,2.67,2.5455,-0.0378
4,2+1+1+1,CHE-LIV-MCI-TOT-TOT,CHE,LIV,MCI,TOT,TOT,3.0,2.4,3.0,2.33,2.67,2.5455,-0.0378
3,2+2+1,CHE-MCI-MCI-TOT-TOT,CHE,MCI,MCI,TOT,TOT,3.0,2.4,3.0,2.33,2.67,2.5455,-0.0378
5,1+1+1+1+1,CHE-COV-LEE-LIV-MUN,CHE,COV,LEE,LIV,MUN,2.67,2.4,3.0,2.67,2.67,2.5455,-0.0244
5,1+1+1+1+1,CHE-COV-LEE-LIV-SUN,CHE,COV,LEE,LIV,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,-0.0244
5,1+1+1+1+1,CHE-COV-LEE-MCI-MUN,CHE,COV,LEE,MCI,MUN,2.67,2.4,3.0,2.67,2.67,2.5455,-0.0244
5,1+1+1+1+1,CHE-COV-LEE-MCI-SUN,CHE,COV,LEE,MCI,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,-0.0244
5,1+1+1+1+1,CHE-LEE-LIV-MUN-TOT,CHE,LEE,LIV,MUN,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,-0.0244
5,1+1+1+1+1,CHE-LEE-LIV-TOT-SUN,CHE,LEE,LIV,TOT,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,-0.0244
5,1+1+1+1+1,CHE-LEE-MCI-MUN-TOT,CHE,LEE,MCI,MUN,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,-0.0244
5,1+1+1+1+1,CHE-LEE-MCI-TOT-SUN,CHE,LEE,MCI,TOT,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,-0.0244
5,1+1+1+1+1,HUL-LEE-LIV-MUN-TOT,HUL,LEE,LIV,MUN,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,-0.0134
5,1+1+1+1+1,HUL-LEE-LIV-TOT-SUN,HUL,LEE,LIV,TOT,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,-0.0134
5,1+1+1+1+1,HUL-LEE-MCI-MUN-TOT,HUL,LEE,MCI,MUN,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,-0.0134
5,1+1+1+1+1,HUL-LEE-MCI-TOT-SUN,HUL,LEE,MCI,TOT,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,-0.0134
4,2+1+1+1,BRE-EVE-HUL-HUL-MUN,BRE,EVE,HUL,HUL,MUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0
4,2+1+1+1,BRE-EVE-HUL-HUL-SUN,BRE,EVE,HUL,HUL,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0
4,2+1+1+1,CHE-CHE-LEE-LIV-MUN,CHE,CHE,LEE,LIV,MUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0
4,2+1+1+1,CHE-CHE-LEE-LIV-SUN,CHE,CHE,LEE,LIV,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0
4,2+1+1+1,CHE-CHE-LEE-MCI-MUN,CHE,CHE,LEE,MCI,MUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0
4,2+1+1+1,CHE-CHE-LEE-MCI-SUN,CHE,CHE,LEE,MCI,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0
4,2+1+1+1,COV-COV-LEE-LIV-MUN,COV,COV,LEE,LIV,MUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0
4,2+1+1+1,COV-COV-LEE-LIV-SUN,COV,COV,LEE,LIV,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0
4,2+1+1+1,COV-COV-LEE-MCI-MUN,COV,COV,LEE,MCI,MUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0
4,2+1+1+1,COV-COV-LEE-MCI-SUN,COV,COV,LEE,MCI,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0
5,1+1+1+1+1,COV-LEE-LIV-MUN-TOT,COV,LEE,LIV,MUN,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,-0.0
5,1+1+1+1+1,COV-LEE-LIV-TOT-SUN,COV,LEE,LIV,TOT,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,-0.0
5,1+1+1+1+1,COV-LEE-MCI-MUN-TOT,COV,LEE,MCI,MUN,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,-0.0
5,1+1+1+1+1,COV-LEE-MCI-TOT-SUN,COV,LEE,MCI,TOT,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,-0.0
4,2+1+1+1,EVE-HUL-HUL-LIV-MUN,EVE,HUL,HUL,LIV,MUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0
4,2+1+1+1,EVE-HUL-HUL-LIV-SUN,EVE,HUL,HUL,LIV,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0
4,2+1+1+1,EVE-HUL-HUL-MCI-MUN,EVE,HUL,HUL,MCI,MUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0
4,2+1+1+1,EVE-HUL-HUL-MCI-SUN,EVE,HUL,HUL,MCI,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0
4,2+1+1+1,HUL-HUL-LEE-LIV-MUN,HUL,HUL,LEE,LIV,MUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0
4,2+1+1+1,HUL-HUL-LEE-LIV-SUN,HUL,HUL,LEE,LIV,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0
4,2+1+1+1,HUL-HUL-LEE-MCI-MUN,HUL,HUL,LEE,MCI,MUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0
4,2+1+1+1,HUL-HUL-LEE-MCI-SUN,HUL,HUL,LEE,MCI,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0
4,2+1+1+1,LEE-LIV-MUN-TOT-TOT,LEE,LIV,MUN,TOT,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,0.0
4,2+1+1+1,LEE-LIV-TOT-TOT-SUN,LEE,LIV,TOT,TOT,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0
4,2+1+1+1,LEE-MCI-MUN-TOT-TOT,LEE,MCI,MUN,TOT,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,0.0
4,2+1+1+1,LEE-MCI-TOT-TOT-SUN,LEE,MCI,TOT,TOT,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0
5,1+1+1+1+1,BOU-BRE-CHE-HUL-MUN,BOU,BRE,CHE,HUL,MUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0004
5,1+1+1+1+1,BOU-BRE-CHE-HUL-SUN,BOU,BRE,CHE,HUL,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0004
5,1+1+1+1+1,BOU-CHE-HUL-LIV-MUN,BOU,CHE,HUL,LIV,MUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0004
5,1+1+1+1+1,BOU-CHE-HUL-LIV-SUN,BOU,CHE,HUL,LIV,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0004
5,1+1+1+1+1,BOU-CHE-HUL-MCI-MUN,BOU,CHE,HUL,MCI,MUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0004
5,1+1+1+1+1,BOU-CHE-HUL-MCI-SUN,BOU,CHE,HUL,MCI,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0004
5,1+1+1+1+1,BRE-CHE-FUL-HUL-MUN,BRE,CHE,FUL,HUL,MUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0004
5,1+1+1+1+1,BRE-CHE-HUL-MUN-NEW,BRE,CHE,HUL,MUN,NEW,2.67,2.4,3.0,2.67,2.67,2.5455,0.0004
5,1+1+1+1+1,BRE-CHE-HUL-NEW-SUN,BRE,CHE,HUL,NEW,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0004
5,1+1+1+1+1,CHE-FUL-HUL-LIV-MUN,CHE,FUL,HUL,LIV,MUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0004
5,1+1+1+1+1,CHE-FUL-HUL-MCI-MUN,CHE,FUL,HUL,MCI,MUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0004
5,1+1+1+1+1,CHE-HUL-LIV-MUN-NEW,CHE,HUL,LIV,MUN,NEW,2.67,2.4,3.0,2.67,2.67,2.5455,0.0004
5,1+1+1+1+1,CHE-HUL-LIV-NEW-SUN,CHE,HUL,LIV,NEW,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0004
5,1+1+1+1+1,CHE-HUL-MCI-MUN-NEW,CHE,HUL,MCI,MUN,NEW,2.67,2.4,3.0,2.67,2.67,2.5455,0.0004
5,1+1+1+1+1,CHE-HUL-MCI-NEW-SUN,CHE,HUL,MCI,NEW,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0004
4,2+1+1+1,BRE-BRE-CHE-HUL-TOT,BRE,BRE,CHE,HUL,TOT,3.0,2.4,3.0,2.33,2.67,2.5455,0.0059
5,1+1+1+1+1,BRE-CHE-HUL-LIV-TOT,BRE,CHE,HUL,LIV,TOT,3.0,2.4,3.0,2.33,2.67,2.5455,0.0059
5,1+1+1+1+1,BRE-CHE-HUL-MCI-TOT,BRE,CHE,HUL,MCI,TOT,3.0,2.4,3.0,2.33,2.67,2.5455,0.0059
4,2+1+1+1,CHE-HUL-LIV-LIV-TOT,CHE,HUL,LIV,LIV,TOT,3.0,2.4,3.0,2.33,2.67,2.5455,0.0059
5,1+1+1+1+1,CHE-HUL-LIV-MCI-TOT,CHE,HUL,LIV,MCI,TOT,3.0,2.4,3.0,2.33,2.67,2.5455,0.0059
4,2+1+1+1,CHE-HUL-MCI-MCI-TOT,CHE,HUL,MCI,MCI,TOT,3.0,2.4,3.0,2.33,2.67,2.5455,0.0059
5,1+1+1+1+1,BOU-BRE-CHE-COV-MUN,BOU,BRE,CHE,COV,MUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0067
5,1+1+1+1+1,BOU-BRE-CHE-COV-SUN,BOU,BRE,CHE,COV,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0067
5,1+1+1+1+1,BOU-BRE-CHE-MUN-TOT,BOU,BRE,CHE,MUN,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,0.0067
5,1+1+1+1+1,BOU-BRE-CHE-TOT-SUN,BOU,BRE,CHE,TOT,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0067
5,1+1+1+1+1,BOU-CHE-COV-LIV-MUN,BOU,CHE,COV,LIV,MUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0067
5,1+1+1+1+1,BOU-CHE-COV-LIV-SUN,BOU,CHE,COV,LIV,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0067
5,1+1+1+1+1,BOU-CHE-COV-MCI-MUN,BOU,CHE,COV,MCI,MUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0067
5,1+1+1+1+1,BOU-CHE-COV-MCI-SUN,BOU,CHE,COV,MCI,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0067
5,1+1+1+1+1,BOU-CHE-LIV-MUN-TOT,BOU,CHE,LIV,MUN,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,0.0067
5,1+1+1+1+1,BOU-CHE-LIV-TOT-SUN,BOU,CHE,LIV,TOT,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0067
5,1+1+1+1+1,BOU-CHE-MCI-MUN-TOT,BOU,CHE,MCI,MUN,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,0.0067
5,1+1+1+1+1,BOU-CHE-MCI-TOT-SUN,BOU,CHE,MCI,TOT,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0067
5,1+1+1+1+1,BRE-CHE-COV-FUL-MUN,BRE,CHE,COV,FUL,MUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0067
5,1+1+1+1+1,BRE-CHE-COV-MUN-NEW,BRE,CHE,COV,MUN,NEW,2.67,2.4,3.0,2.67,2.67,2.5455,0.0067
5,1+1+1+1+1,BRE-CHE-COV-NEW-SUN,BRE,CHE,COV,NEW,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0067
5,1+1+1+1+1,BRE-CHE-FUL-MUN-TOT,BRE,CHE,FUL,MUN,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,0.0067
5,1+1+1+1+1,CHE-COV-FUL-LIV-MUN,CHE,COV,FUL,LIV,MUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0067
5,1+1+1+1+1,CHE-COV-FUL-MCI-MUN,CHE,COV,FUL,MCI,MUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0067
5,1+1+1+1+1,CHE-COV-LIV-MUN-NEW,CHE,COV,LIV,MUN,NEW,2.67,2.4,3.0,2.67,2.67,2.5455,0.0067
5,1+1+1+1+1,CHE-COV-LIV-NEW-SUN,CHE,COV,LIV,NEW,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0067
5,1+1+1+1+1,CHE-COV-MCI-MUN-NEW,CHE,COV,MCI,MUN,NEW,2.67,2.4,3.0,2.67,2.67,2.5455,0.0067
5,1+1+1+1+1,CHE-COV-MCI-NEW-SUN,CHE,COV,MCI,NEW,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0067
5,1+1+1+1+1,CHE-FUL-LIV-MUN-TOT,CHE,FUL,LIV,MUN,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,0.0067
5,1+1+1+1+1,CHE-FUL-MCI-MUN-TOT,CHE,FUL,MCI,MUN,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,0.0067
5,1+1+1+1+1,BRE-CHE-EVE-HUL-MUN,BRE,CHE,EVE,HUL,MUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0272
5,1+1+1+1+1,BRE-CHE-EVE-HUL-SUN,BRE,CHE,EVE,HUL,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0272
5,1+1+1+1+1,CHE-EVE-HUL-LIV-MUN,CHE,EVE,HUL,LIV,MUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0272
5,1+1+1+1+1,CHE-EVE-HUL-LIV-SUN,CHE,EVE,HUL,LIV,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0272
5,1+1+1+1+1,CHE-EVE-HUL-MCI-MUN,CHE,EVE,HUL,MCI,MUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0272
5,1+1+1+1+1,CHE-EVE-HUL-MCI-SUN,CHE,EVE,HUL,MCI,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0272
5,1+1+1+1+1,BRE-EVE-HUL-MUN-TOT,BRE,EVE,HUL,MUN,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,0.0366
5,1+1+1+1+1,BRE-EVE-HUL-TOT-SUN,BRE,EVE,HUL,TOT,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0366
5,1+1+1+1+1,EVE-HUL-LIV-MUN-TOT,EVE,HUL,LIV,MUN,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,0.0366
5,1+1+1+1+1,EVE-HUL-LIV-TOT-SUN,EVE,HUL,LIV,TOT,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0366
5,1+1+1+1+1,EVE-HUL-MCI-MUN-TOT,EVE,HUL,MCI,MUN,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,0.0366
5,1+1+1+1+1,EVE-HUL-MCI-TOT-SUN,EVE,HUL,MCI,TOT,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.0366
3,2+2+1,BRE-BRE-CHE-HUL-HUL,BRE,BRE,CHE,HUL,HUL,3.0,2.4,3.0,2.33,2.67,2.5455,0.0765
4,2+1+1+1,BRE-CHE-HUL-HUL-LIV,BRE,CHE,HUL,HUL,LIV,3.0,2.4,3.0,2.33,2.67,2.5455,0.0765
4,2+1+1+1,BRE-CHE-HUL-HUL-MCI,BRE,CHE,HUL,HUL,MCI,3.0,2.4,3.0,2.33,2.67,2.5455,0.0765
3,2+2+1,CHE-HUL-HUL-LIV-LIV,CHE,HUL,HUL,LIV,LIV,3.0,2.4,3.0,2.33,2.67,2.5455,0.0765
4,2+1+1+1,CHE-HUL-HUL-LIV-MCI,CHE,HUL,HUL,LIV,MCI,3.0,2.4,3.0,2.33,2.67,2.5455,0.0765
3,2+2+1,CHE-HUL-HUL-MCI-MCI,CHE,HUL,HUL,MCI,MCI,3.0,2.4,3.0,2.33,2.67,2.5455,0.0765
4,2+1+1+1,BOU-HUL-LEE-MUN-MUN,BOU,HUL,LEE,MUN,MUN,2.33,2.4,3.0,3.0,2.67,2.5455,0.0866
5,1+1+1+1+1,BOU-HUL-LEE-MUN-SUN,BOU,HUL,LEE,MUN,SUN,2.33,2.4,3.0,3.0,2.67,2.5455,0.0866
4,2+1+1+1,BOU-HUL-LEE-SUN-SUN,BOU,HUL,LEE,SUN,SUN,2.33,2.4,3.0,3.0,2.67,2.5455,0.0866
4,2+1+1+1,FUL-HUL-LEE-MUN-MUN,FUL,HUL,LEE,MUN,MUN,2.33,2.4,3.0,3.0,2.67,2.5455,0.0866
4,2+1+1+1,HUL-LEE-MUN-MUN-NEW,HUL,LEE,MUN,MUN,NEW,2.33,2.4,3.0,3.0,2.67,2.5455,0.0866
5,1+1+1+1+1,HUL-LEE-MUN-NEW-SUN,HUL,LEE,MUN,NEW,SUN,2.33,2.4,3.0,3.0,2.67,2.5455,0.0866
4,2+1+1+1,HUL-LEE-NEW-SUN-SUN,HUL,LEE,NEW,SUN,SUN,2.33,2.4,3.0,3.0,2.67,2.5455,0.0866
5,1+1+1+1+1,BOU-BRE-COV-MUN-TOT,BOU,BRE,COV,MUN,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,0.1
5,1+1+1+1+1,BOU-BRE-COV-TOT-SUN,BOU,BRE,COV,TOT,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.1
4,2+1+1+1,BOU-BRE-MUN-TOT-TOT,BOU,BRE,MUN,TOT,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,0.1
4,2+1+1+1,BOU-BRE-TOT-TOT-SUN,BOU,BRE,TOT,TOT,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.1
5,1+1+1+1+1,BOU-COV-LIV-MUN-TOT,BOU,COV,LIV,MUN,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,0.1
5,1+1+1+1+1,BOU-COV-LIV-TOT-SUN,BOU,COV,LIV,TOT,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.1
5,1+1+1+1+1,BOU-COV-MCI-MUN-TOT,BOU,COV,MCI,MUN,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,0.1
5,1+1+1+1+1,BOU-COV-MCI-TOT-SUN,BOU,COV,MCI,TOT,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.1
4,2+1+1+1,BOU-LIV-MUN-TOT-TOT,BOU,LIV,MUN,TOT,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,0.1
4,2+1+1+1,BOU-LIV-TOT-TOT-SUN,BOU,LIV,TOT,TOT,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.1
4,2+1+1+1,BOU-MCI-MUN-TOT-TOT,BOU,MCI,MUN,TOT,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,0.1
4,2+1+1+1,BOU-MCI-TOT-TOT-SUN,BOU,MCI,TOT,TOT,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.1
3,2+2+1,BRE-BRE-COV-COV-TOT,BRE,BRE,COV,COV,TOT,3.0,2.4,3.0,2.33,2.67,2.5455,0.1
3,2+2+1,BRE-BRE-COV-TOT-TOT,BRE,BRE,COV,TOT,TOT,3.0,2.4,3.0,2.33,2.67,2.5455,0.1
2,3+2,BRE-BRE-TOT-TOT-TOT,BRE,BRE,TOT,TOT,TOT,3.0,2.4,3.0,2.33,2.67,2.5455,0.1
4,2+1+1+1,BRE-COV-COV-LIV-TOT,BRE,COV,COV,LIV,TOT,3.0,2.4,3.0,2.33,2.67,2.5455,0.1
4,2+1+1+1,BRE-COV-COV-MCI-TOT,BRE,COV,COV,MCI,TOT,3.0,2.4,3.0,2.33,2.67,2.5455,0.1
5,1+1+1+1+1,BRE-COV-EVE-MUN-TOT,BRE,COV,EVE,MUN,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,0.1
5,1+1+1+1+1,BRE-COV-EVE-TOT-SUN,BRE,COV,EVE,TOT,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.1
5,1+1+1+1+1,BRE-COV-FUL-MUN-TOT,BRE,COV,FUL,MUN,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,0.1
4,2+1+1+1,BRE-COV-LIV-TOT-TOT,BRE,COV,LIV,TOT,TOT,3.0,2.4,3.0,2.33,2.67,2.5455,0.1
4,2+1+1+1,BRE-COV-MCI-TOT-TOT,BRE,COV,MCI,TOT,TOT,3.0,2.4,3.0,2.33,2.67,2.5455,0.1
4,2+1+1+1,BRE-EVE-MUN-TOT-TOT,BRE,EVE,MUN,TOT,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,0.1
4,2+1+1+1,BRE-EVE-TOT-TOT-SUN,BRE,EVE,TOT,TOT,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.1
4,2+1+1+1,BRE-FUL-MUN-TOT-TOT,BRE,FUL,MUN,TOT,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,0.1
3,3+1+1,BRE-LIV-TOT-TOT-TOT,BRE,LIV,TOT,TOT,TOT,3.0,2.4,3.0,2.33,2.67,2.5455,0.1
3,3+1+1,BRE-MCI-TOT-TOT-TOT,BRE,MCI,TOT,TOT,TOT,3.0,2.4,3.0,2.33,2.67,2.5455,0.1
3,2+2+1,COV-COV-LIV-LIV-TOT,COV,COV,LIV,LIV,TOT,3.0,2.4,3.0,2.33,2.67,2.5455,0.1
4,2+1+1+1,COV-COV-LIV-MCI-TOT,COV,COV,LIV,MCI,TOT,3.0,2.4,3.0,2.33,2.67,2.5455,0.1
3,2+2+1,COV-COV-MCI-MCI-TOT,COV,COV,MCI,MCI,TOT,3.0,2.4,3.0,2.33,2.67,2.5455,0.1
5,1+1+1+1+1,COV-EVE-LIV-MUN-TOT,COV,EVE,LIV,MUN,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,0.1
5,1+1+1+1+1,COV-EVE-LIV-TOT-SUN,COV,EVE,LIV,TOT,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.1
5,1+1+1+1+1,COV-EVE-MCI-MUN-TOT,COV,EVE,MCI,MUN,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,0.1
5,1+1+1+1+1,COV-EVE-MCI-TOT-SUN,COV,EVE,MCI,TOT,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.1
5,1+1+1+1+1,COV-FUL-LIV-MUN-TOT,COV,FUL,LIV,MUN,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,0.1
5,1+1+1+1+1,COV-FUL-MCI-MUN-TOT,COV,FUL,MCI,MUN,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,0.1
3,2+2+1,COV-LIV-LIV-TOT-TOT,COV,LIV,LIV,TOT,TOT,3.0,2.4,3.0,2.33,2.67,2.5455,0.1
4,2+1+1+1,COV-LIV-MCI-TOT-TOT,COV,LIV,MCI,TOT,TOT,3.0,2.4,3.0,2.33,2.67,2.5455,0.1
3,2+2+1,COV-MCI-MCI-TOT-TOT,COV,MCI,MCI,TOT,TOT,3.0,2.4,3.0,2.33,2.67,2.5455,0.1
4,2+1+1+1,EVE-LIV-MUN-TOT-TOT,EVE,LIV,MUN,TOT,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,0.1
4,2+1+1+1,EVE-LIV-TOT-TOT-SUN,EVE,LIV,TOT,TOT,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.1
4,2+1+1+1,EVE-MCI-MUN-TOT-TOT,EVE,MCI,MUN,TOT,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,0.1
4,2+1+1+1,EVE-MCI-TOT-TOT-SUN,EVE,MCI,TOT,TOT,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.1
4,2+1+1+1,FUL-LIV-MUN-TOT-TOT,FUL,LIV,MUN,TOT,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,0.1
4,2+1+1+1,FUL-MCI-MUN-TOT-TOT,FUL,MCI,MUN,TOT,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,0.1
2,3+2,LIV-LIV-TOT-TOT-TOT,LIV,LIV,TOT,TOT,TOT,3.0,2.4,3.0,2.33,2.67,2.5455,0.1
3,3+1+1,LIV-MCI-TOT-TOT-TOT,LIV,MCI,TOT,TOT,TOT,3.0,2.4,3.0,2.33,2.67,2.5455,0.1
2,3+2,MCI-MCI-TOT-TOT-TOT,MCI,MCI,TOT,TOT,TOT,3.0,2.4,3.0,2.33,2.67,2.5455,0.1
5,1+1+1+1+1,BRE-CHE-EVE-MUN-TOT,BRE,CHE,EVE,MUN,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,0.1201
5,1+1+1+1+1,BRE-CHE-EVE-TOT-SUN,BRE,CHE,EVE,TOT,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.1201
5,1+1+1+1+1,CHE-EVE-LIV-MUN-TOT,CHE,EVE,LIV,MUN,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,0.1201
5,1+1+1+1+1,CHE-EVE-LIV-TOT-SUN,CHE,EVE,LIV,TOT,SUN,2.67,2.4,3.0,2.67,2.67,2.5455,0.1201
5,1+1+1+1+1,CHE-EVE-MCI-MUN-TOT,CHE,EVE,MCI,MUN,TOT,2.67,2.4,3.0,2.67,2.67,2.5455,0.1201
