occupancy_key,club_1,club_2,club_3,club_4,club_5,distinct_clubs,occupancy_shape,rank_mod_fdr,total_mod_fdr,total_base_fdr,avg_def_mod_fdr,avg_def_base_fdr
ARS-ARS-ARS-AVL-AVL,ARS,ARS,ARS,AVL,AVL,2,3-2,30221,149.25,155.0,2.618,2.719
ARS-ARS-ARS-AVL-BHA,ARS,ARS,ARS,AVL,BHA,3,3-1-1,31823,149.75,156.0,2.627,2.737
ARS-ARS-ARS-AVL-BOU,ARS,ARS,ARS,AVL,BOU,3,3-1-1,34363,150.75,155.0,2.645,2.719
ARS-ARS-ARS-AVL-BRE,ARS,ARS,ARS,AVL,BRE,3,3-1-1,35468,151.25,155.0,2.654,2.719
ARS-ARS-ARS-AVL-BUR,ARS,ARS,ARS,AVL,BUR,3,3-1-1,38958,153.75,157.0,2.697,2.754
ARS-ARS-ARS-AVL-CHE,ARS,ARS,ARS,AVL,CHE,3,3-1-1,31824,149.75,155.0,2.627,2.719
ARS-ARS-ARS-AVL-CRY,ARS,ARS,ARS,AVL,CRY,3,3-1-1,38959,153.75,157.0,2.697,2.754
ARS-ARS-ARS-AVL-EVE,ARS,ARS,ARS,AVL,EVE,3,3-1-1,33185,150.25,155.0,2.636,2.719
ARS-ARS-ARS-AVL-FUL,ARS,ARS,ARS,AVL,FUL,3,3-1-1,37205,152.25,157.0,2.671,2.754
ARS-ARS-ARS-AVL-LEE,ARS,ARS,ARS,AVL,LEE,3,3-1-1,36423,151.75,157.0,2.662,2.754
ARS-ARS-ARS-AVL-LIV,ARS,ARS,ARS,AVL,LIV,3,3-1-1,33186,150.25,154.0,2.636,2.702
ARS-ARS-ARS-AVL-MCI,ARS,ARS,ARS,AVL,MCI,3,3-1-1,26650,148.25,154.0,2.601,2.702
ARS-ARS-ARS-AVL-MUN,ARS,ARS,ARS,AVL,MUN,3,3-1-1,28460,148.75,153.0,2.61,2.684
ARS-ARS-ARS-AVL-NEW,ARS,ARS,ARS,AVL,NEW,3,3-1-1,31825,149.75,153.0,2.627,2.684
ARS-ARS-ARS-AVL-NFO,ARS,ARS,ARS,AVL,NFO,3,3-1-1,24660,147.75,153.0,2.592,2.684
ARS-ARS-ARS-AVL-SUN,ARS,ARS,ARS,AVL,SUN,3,3-1-1,31826,149.75,155.0,2.627,2.719
ARS-ARS-ARS-AVL-TOT,ARS,ARS,ARS,AVL,TOT,3,3-1-1,24661,147.75,154.0,2.592,2.702
ARS-ARS-ARS-AVL-WHU,ARS,ARS,ARS,AVL,WHU,3,3-1-1,37206,152.25,157.0,2.671,2.754
ARS-ARS-ARS-AVL-WOL,ARS,ARS,ARS,AVL,WOL,3,3-1-1,37874,152.75,158.0,2.68,2.772
ARS-ARS-ARS-BHA-BHA,ARS,ARS,ARS,BHA,BHA,2,3-2,33187,150.25,157.0,2.636,2.754
ARS-ARS-ARS-BHA-BOU,ARS,ARS,ARS,BHA,BOU,3,3-1-1,35469,151.25,156.0,2.654,2.737
ARS-ARS-ARS-BHA-BRE,ARS,ARS,ARS,BHA,BRE,3,3-1-1,36424,151.75,156.0,2.662,2.737
ARS-ARS-ARS-BHA-BUR,ARS,ARS,ARS,BHA,BUR,3,3-1-1,39353,154.25,158.0,2.706,2.772
ARS-ARS-ARS-BHA-CHE,ARS,ARS,ARS,BHA,CHE,3,3-1-1,33188,150.25,156.0,2.636,2.737
ARS-ARS-ARS-BHA-CRY,ARS,ARS,ARS,BHA,CRY,3,3-1-1,39354,154.25,158.0,2.706,2.772
ARS-ARS-ARS-BHA-EVE,ARS,ARS,ARS,BHA,EVE,3,3-1-1,34364,150.75,156.0,2.645,2.737
ARS-ARS-ARS-BHA-FUL,ARS,ARS,ARS,BHA,FUL,3,3-1-1,37875,152.75,158.0,2.68,2.772
ARS-ARS-ARS-BHA-LEE,ARS,ARS,ARS,BHA,LEE,3,3-1-1,37207,152.25,158.0,2.671,2.772
ARS-ARS-ARS-BHA-LIV,ARS,ARS,ARS,BHA,LIV,3,3-1-1,34365,150.75,155.0,2.645,2.719
ARS-ARS-ARS-BHA-MCI,ARS,ARS,ARS,BHA,MCI,3,3-1-1,28461,148.75,155.0,2.61,2.719
ARS-ARS-ARS-BHA-MUN,ARS,ARS,ARS,BHA,MUN,3,3-1-1,30222,149.25,154.0,2.618,2.702
ARS-ARS-ARS-BHA-NEW,ARS,ARS,ARS,BHA,NEW,3,3-1-1,33189,150.25,154.0,2.636,2.702
ARS-ARS-ARS-BHA-NFO,ARS,ARS,ARS,BHA,NFO,3,3-1-1,26651,148.25,154.0,2.601,2.702
ARS-ARS-ARS-BHA-SUN,ARS,ARS,ARS,BHA,SUN,3,3-1-1,33190,150.25,156.0,2.636,2.737
ARS-ARS-ARS-BHA-TOT,ARS,ARS,ARS,BHA,TOT,3,3-1-1,26652,148.25,155.0,2.601,2.719
ARS-ARS-ARS-BHA-WHU,ARS,ARS,ARS,BHA,WHU,3,3-1-1,37876,152.75,158.0,2.68,2.772
ARS-ARS-ARS-BHA-WOL,ARS,ARS,ARS,BHA,WOL,3,3-1-1,38467,153.25,159.0,2.689,2.789
ARS-ARS-ARS-BOU-BOU,ARS,ARS,ARS,BOU,BOU,2,3-2,37208,152.25,155.0,2.671,2.719
ARS-ARS-ARS-BOU-BRE,ARS,ARS,ARS,BOU,BRE,3,3-1-1,37877,152.75,155.0,2.68,2.719
ARS-ARS-ARS-BOU-BUR,ARS,ARS,ARS,BOU,BUR,3,3-1-1,40027,155.25,157.0,2.724,2.754
ARS-ARS-ARS-BOU-CHE,ARS,ARS,ARS,BOU,CHE,3,3-1-1,35470,151.25,155.0,2.654,2.719
ARS-ARS-ARS-BOU-CRY,ARS,ARS,ARS,BOU,CRY,3,3-1-1,40028,155.25,157.0,2.724,2.754
ARS-ARS-ARS-BOU-EVE,ARS,ARS,ARS,BOU,EVE,3,3-1-1,36425,151.75,155.0,2.662,2.719
ARS-ARS-ARS-BOU-FUL,ARS,ARS,ARS,BOU,FUL,3,3-1-1,38960,153.75,157.0,2.697,2.754
ARS-ARS-ARS-BOU-LEE,ARS,ARS,ARS,BOU,LEE,3,3-1-1,38468,153.25,157.0,2.689,2.754
ARS-ARS-ARS-BOU-LIV,ARS,ARS,ARS,BOU,LIV,3,3-1-1,36426,151.75,154.0,2.662,2.702
ARS-ARS-ARS-BOU-MCI,ARS,ARS,ARS,BOU,MCI,3,3-1-1,31827,149.75,154.0,2.627,2.702
ARS-ARS-ARS-BOU-MUN,ARS,ARS,ARS,BOU,MUN,3,3-1-1,33191,150.25,153.0,2.636,2.684
ARS-ARS-ARS-BOU-NEW,ARS,ARS,ARS,BOU,NEW,3,3-1-1,35471,151.25,153.0,2.654,2.684
ARS-ARS-ARS-BOU-NFO,ARS,ARS,ARS,BOU,NFO,3,3-1-1,30223,149.25,153.0,2.618,2.684
ARS-ARS-ARS-BOU-SUN,ARS,ARS,ARS,BOU,SUN,3,3-1-1,35472,151.25,155.0,2.654,2.719
ARS-ARS-ARS-BOU-TOT,ARS,ARS,ARS,BOU,TOT,3,3-1-1,30224,149.25,154.0,2.618,2.702
ARS-ARS-ARS-BOU-WHU,ARS,ARS,ARS,BOU,WHU,3,3-1-1,38961,153.75,157.0,2.697,2.754
ARS-ARS-ARS-BOU-WOL,ARS,ARS,ARS,BOU,WOL,3,3-1-1,39355,154.25,158.0,2.706,2.772
ARS-ARS-ARS-BRE-BRE,ARS,ARS,ARS,BRE,BRE,2,3-2,38469,153.25,155.0,2.689,2.719
ARS-ARS-ARS-BRE-BUR,ARS,ARS,ARS,BRE,BUR,3,3-1-1,40305,155.75,157.0,2.732,2.754
ARS-ARS-ARS-BRE-CHE,ARS,ARS,ARS,BRE,CHE,3,3-1-1,36427,151.75,155.0,2.662,2.719
ARS-ARS-ARS-BRE-CRY,ARS,ARS,ARS,BRE,CRY,3,3-1-1,40306,155.75,157.0,2.732,2.754
ARS-ARS-ARS-BRE-EVE,ARS,ARS,ARS,BRE,EVE,3,3-1-1,37209,152.25,155.0,2.671,2.719
ARS-ARS-ARS-BRE-FUL,ARS,ARS,ARS,BRE,FUL,3,3-1-1,39356,154.25,157.0,2.706,2.754
ARS-ARS-ARS-BRE-LEE,ARS,ARS,ARS,BRE,LEE,3,3-1-1,38962,153.75,157.0,2.697,2.754
ARS-ARS-ARS-BRE-LIV,ARS,ARS,ARS,BRE,LIV,3,3-1-1,37210,152.25,154.0,2.671,2.702
ARS-ARS-ARS-BRE-MCI,ARS,ARS,ARS,BRE,MCI,3,3-1-1,33192,150.25,154.0,2.636,2.702
ARS-ARS-ARS-BRE-MUN,ARS,ARS,ARS,BRE,MUN,3,3-1-1,34366,150.75,153.0,2.645,2.684
ARS-ARS-ARS-BRE-NEW,ARS,ARS,ARS,BRE,NEW,3,3-1-1,36428,151.75,153.0,2.662,2.684
ARS-ARS-ARS-BRE-NFO,ARS,ARS,ARS,BRE,NFO,3,3-1-1,31828,149.75,153.0,2.627,2.684
ARS-ARS-ARS-BRE-SUN,ARS,ARS,ARS,BRE,SUN,3,3-1-1,36429,151.75,155.0,2.662,2.719
ARS-ARS-ARS-BRE-TOT,ARS,ARS,ARS,BRE,TOT,3,3-1-1,31829,149.75,154.0,2.627,2.702
ARS-ARS-ARS-BRE-WHU,ARS,ARS,ARS,BRE,WHU,3,3-1-1,39357,154.25,157.0,2.706,2.754
ARS-ARS-ARS-BRE-WOL,ARS,ARS,ARS,BRE,WOL,3,3-1-1,39721,154.75,158.0,2.715,2.772
ARS-ARS-ARS-BUR-BUR,ARS,ARS,ARS,BUR,BUR,2,3-2,41291,158.25,159.0,2.776,2.789
ARS-ARS-ARS-BUR-CHE,ARS,ARS,ARS,BUR,CHE,3,3-1-1,39358,154.25,157.0,2.706,2.754
ARS-ARS-ARS-BUR-CRY,ARS,ARS,ARS,BUR,CRY,3,3-1-1,41292,158.25,159.0,2.776,2.789
ARS-ARS-ARS-BUR-EVE,ARS,ARS,ARS,BUR,EVE,3,3-1-1,39722,154.75,157.0,2.715,2.754
ARS-ARS-ARS-BUR-FUL,ARS,ARS,ARS,BUR,FUL,3,3-1-1,40778,156.75,159.0,2.75,2.789
ARS-ARS-ARS-BUR-LEE,ARS,ARS,ARS,BUR,LEE,3,3-1-1,40553,156.25,159.0,2.741,2.789
ARS-ARS-ARS-BUR-LIV,ARS,ARS,ARS,BUR,LIV,3,3-1-1,39723,154.75,156.0,2.715,2.737
ARS-ARS-ARS-BUR-MCI,ARS,ARS,ARS,BUR,MCI,3,3-1-1,37878,152.75,156.0,2.68,2.737
ARS-ARS-ARS-BUR-MUN,ARS,ARS,ARS,BUR,MUN,3,3-1-1,38470,153.25,155.0,2.689,2.719
ARS-ARS-ARS-BUR-NEW,ARS,ARS,ARS,BUR,NEW,3,3-1-1,39359,154.25,155.0,2.706,2.719
ARS-ARS-ARS-BUR-NFO,ARS,ARS,ARS,BUR,NFO,3,3-1-1,37211,152.25,155.0,2.671,2.719
ARS-ARS-ARS-BUR-SUN,ARS,ARS,ARS,BUR,SUN,3,3-1-1,39360,154.25,157.0,2.706,2.754
ARS-ARS-ARS-BUR-TOT,ARS,ARS,ARS,BUR,TOT,3,3-1-1,37212,152.25,156.0,2.671,2.737
ARS-ARS-ARS-BUR-WHU,ARS,ARS,ARS,BUR,WHU,3,3-1-1,40779,156.75,159.0,2.75,2.789
ARS-ARS-ARS-BUR-WOL,ARS,ARS,ARS,BUR,WOL,3,3-1-1,40980,157.25,160.0,2.759,2.807
ARS-ARS-ARS-CHE-CHE,ARS,ARS,ARS,CHE,CHE,2,3-2,33193,150.25,155.0,2.636,2.719
ARS-ARS-ARS-CHE-CRY,ARS,ARS,ARS,CHE,CRY,3,3-1-1,39361,154.25,157.0,2.706,2.754
ARS-ARS-ARS-CHE-EVE,ARS,ARS,ARS,CHE,EVE,3,3-1-1,34367,150.75,155.0,2.645,2.719
ARS-ARS-ARS-CHE-FUL,ARS,ARS,ARS,CHE,FUL,3,3-1-1,37879,152.75,157.0,2.68,2.754
ARS-ARS-ARS-CHE-LEE,ARS,ARS,ARS,CHE,LEE,3,3-1-1,37213,152.25,157.0,2.671,2.754
ARS-ARS-ARS-CHE-LIV,ARS,ARS,ARS,CHE,LIV,3,3-1-1,34368,150.75,154.0,2.645,2.702
ARS-ARS-ARS-CHE-MCI,ARS,ARS,ARS,CHE,MCI,3,3-1-1,28462,148.75,154.0,2.61,2.702
ARS-ARS-ARS-CHE-MUN,ARS,ARS,ARS,CHE,MUN,3,3-1-1,30225,149.25,153.0,2.618,2.684
ARS-ARS-ARS-CHE-NEW,ARS,ARS,ARS,CHE,NEW,3,3-1-1,33194,150.25,153.0,2.636,2.684
ARS-ARS-ARS-CHE-NFO,ARS,ARS,ARS,CHE,NFO,3,3-1-1,26653,148.25,153.0,2.601,2.684
ARS-ARS-ARS-CHE-SUN,ARS,ARS,ARS,CHE,SUN,3,3-1-1,33195,150.25,155.0,2.636,2.719
ARS-ARS-ARS-CHE-TOT,ARS,ARS,ARS,CHE,TOT,3,3-1-1,26654,148.25,154.0,2.601,2.702
ARS-ARS-ARS-CHE-WHU,ARS,ARS,ARS,CHE,WHU,3,3-1-1,37880,152.75,157.0,2.68,2.754
ARS-ARS-ARS-CHE-WOL,ARS,ARS,ARS,CHE,WOL,3,3-1-1,38471,153.25,158.0,2.689,2.772
ARS-ARS-ARS-CRY-CRY,ARS,ARS,ARS,CRY,CRY,2,3-2,41293,158.25,159.0,2.776,2.789
ARS-ARS-ARS-CRY-EVE,ARS,ARS,ARS,CRY,EVE,3,3-1-1,39724,154.75,157.0,2.715,2.754
ARS-ARS-ARS-CRY-FUL,ARS,ARS,ARS,CRY,FUL,3,3-1-1,40780,156.75,159.0,2.75,2.789
ARS-ARS-ARS-CRY-LEE,ARS,ARS,ARS,CRY,LEE,3,3-1-1,40554,156.25,159.0,2.741,2.789
ARS-ARS-ARS-CRY-LIV,ARS,ARS,ARS,CRY,LIV,3,3-1-1,39725,154.75,156.0,2.715,2.737
ARS-ARS-ARS-CRY-MCI,ARS,ARS,ARS,CRY,MCI,3,3-1-1,37881,152.75,156.0,2.68,2.737
ARS-ARS-ARS-CRY-MUN,ARS,ARS,ARS,CRY,MUN,3,3-1-1,38472,153.25,155.0,2.689,2.719
ARS-ARS-ARS-CRY-NEW,ARS,ARS,ARS,CRY,NEW,3,3-1-1,39362,154.25,155.0,2.706,2.719
ARS-ARS-ARS-CRY-NFO,ARS,ARS,ARS,CRY,NFO,3,3-1-1,37214,152.25,155.0,2.671,2.719
ARS-ARS-ARS-CRY-SUN,ARS,ARS,ARS,CRY,SUN,3,3-1-1,39363,154.25,157.0,2.706,2.754
ARS-ARS-ARS-CRY-TOT,ARS,ARS,ARS,CRY,TOT,3,3-1-1,37215,152.25,156.0,2.671,2.737
ARS-ARS-ARS-CRY-WHU,ARS,ARS,ARS,CRY,WHU,3,3-1-1,40781,156.75,159.0,2.75,2.789
ARS-ARS-ARS-CRY-WOL,ARS,ARS,ARS,CRY,WOL,3,3-1-1,40981,157.25,160.0,2.759,2.807
ARS-ARS-ARS-EVE-EVE,ARS,ARS,ARS,EVE,EVE,2,3-2,35473,151.25,155.0,2.654,2.719
ARS-ARS-ARS-EVE-FUL,ARS,ARS,ARS,EVE,FUL,3,3-1-1,38473,153.25,157.0,2.689,2.754
ARS-ARS-ARS-EVE-LEE,ARS,ARS,ARS,EVE,LEE,3,3-1-1,37882,152.75,157.0,2.68,2.754
ARS-ARS-ARS-EVE-LIV,ARS,ARS,ARS,EVE,LIV,3,3-1-1,35474,151.25,154.0,2.654,2.702
ARS-ARS-ARS-EVE-MCI,ARS,ARS,ARS,EVE,MCI,3,3-1-1,30226,149.25,154.0,2.618,2.702
ARS-ARS-ARS-EVE-MUN,ARS,ARS,ARS,EVE,MUN,3,3-1-1,31830,149.75,153.0,2.627,2.684
ARS-ARS-ARS-EVE-NEW,ARS,ARS,ARS,EVE,NEW,3,3-1-1,34369,150.75,153.0,2.645,2.684
ARS-ARS-ARS-EVE-NFO,ARS,ARS,ARS,EVE,NFO,3,3-1-1,28463,148.75,153.0,2.61,2.684
ARS-ARS-ARS-EVE-SUN,ARS,ARS,ARS,EVE,SUN,3,3-1-1,34370,150.75,155.0,2.645,2.719
ARS-ARS-ARS-EVE-TOT,ARS,ARS,ARS,EVE,TOT,3,3-1-1,28464,148.75,154.0,2.61,2.702
ARS-ARS-ARS-EVE-WHU,ARS,ARS,ARS,EVE,WHU,3,3-1-1,38474,153.25,157.0,2.689,2.754
ARS-ARS-ARS-EVE-WOL,ARS,ARS,ARS,EVE,WOL,3,3-1-1,38963,153.75,158.0,2.697,2.772
ARS-ARS-ARS-FUL-FUL,ARS,ARS,ARS,FUL,FUL,2,3-2,40029,155.25,159.0,2.724,2.789
ARS-ARS-ARS-FUL-LEE,ARS,ARS,ARS,FUL,LEE,3,3-1-1,39726,154.75,159.0,2.715,2.789
ARS-ARS-ARS-FUL-LIV,ARS,ARS,ARS,FUL,LIV,3,3-1-1,38475,153.25,156.0,2.689,2.737
ARS-ARS-ARS-FUL-MCI,ARS,ARS,ARS,FUL,MCI,3,3-1-1,35475,151.25,156.0,2.654,2.737
ARS-ARS-ARS-FUL-MUN,ARS,ARS,ARS,FUL,MUN,3,3-1-1,36430,151.75,155.0,2.662,2.719
ARS-ARS-ARS-FUL-NEW,ARS,ARS,ARS,FUL,NEW,3,3-1-1,37883,152.75,155.0,2.68,2.719
ARS-ARS-ARS-FUL-NFO,ARS,ARS,ARS,FUL,NFO,3,3-1-1,34371,150.75,155.0,2.645,2.719
ARS-ARS-ARS-FUL-SUN,ARS,ARS,ARS,FUL,SUN,3,3-1-1,37884,152.75,157.0,2.68,2.754
ARS-ARS-ARS-FUL-TOT,ARS,ARS,ARS,FUL,TOT,3,3-1-1,34372,150.75,156.0,2.645,2.737
ARS-ARS-ARS-FUL-WHU,ARS,ARS,ARS,FUL,WHU,3,3-1-1,40030,155.25,159.0,2.724,2.789
ARS-ARS-ARS-FUL-WOL,ARS,ARS,ARS,FUL,WOL,3,3-1-1,40307,155.75,160.0,2.732,2.807
ARS-ARS-ARS-LEE-LEE,ARS,ARS,ARS,LEE,LEE,2,3-2,39364,154.25,159.0,2.706,2.789
ARS-ARS-ARS-LEE-LIV,ARS,ARS,ARS,LEE,LIV,3,3-1-1,37885,152.75,156.0,2.68,2.737
ARS-ARS-ARS-LEE-MCI,ARS,ARS,ARS,LEE,MCI,3,3-1-1,34373,150.75,156.0,2.645,2.737
ARS-ARS-ARS-LEE-MUN,ARS,ARS,ARS,LEE,MUN,3,3-1-1,35476,151.25,155.0,2.654,2.719
ARS-ARS-ARS-LEE-NEW,ARS,ARS,ARS,LEE,NEW,3,3-1-1,37216,152.25,155.0,2.671,2.719
ARS-ARS-ARS-LEE-NFO,ARS,ARS,ARS,LEE,NFO,3,3-1-1,33196,150.25,155.0,2.636,2.719
ARS-ARS-ARS-LEE-SUN,ARS,ARS,ARS,LEE,SUN,3,3-1-1,37217,152.25,157.0,2.671,2.754
ARS-ARS-ARS-LEE-TOT,ARS,ARS,ARS,LEE,TOT,3,3-1-1,33197,150.25,156.0,2.636,2.737
ARS-ARS-ARS-LEE-WHU,ARS,ARS,ARS,LEE,WHU,3,3-1-1,39727,154.75,159.0,2.715,2.789
ARS-ARS-ARS-LEE-WOL,ARS,ARS,ARS,LEE,WOL,3,3-1-1,40031,155.25,160.0,2.724,2.807
ARS-ARS-ARS-LIV-LIV,ARS,ARS,ARS,LIV,LIV,2,3-2,35477,151.25,153.0,2.654,2.684
ARS-ARS-ARS-LIV-MCI,ARS,ARS,ARS,LIV,MCI,3,3-1-1,30227,149.25,153.0,2.618,2.684
ARS-ARS-ARS-LIV-MUN,ARS,ARS,ARS,LIV,MUN,3,3-1-1,31831,149.75,152.0,2.627,2.667
ARS-ARS-ARS-LIV-NEW,ARS,ARS,ARS,LIV,NEW,3,3-1-1,34374,150.75,152.0,2.645,2.667
ARS-ARS-ARS-LIV-NFO,ARS,ARS,ARS,LIV,NFO,3,3-1-1,28465,148.75,152.0,2.61,2.667
ARS-ARS-ARS-LIV-SUN,ARS,ARS,ARS,LIV,SUN,3,3-1-1,34375,150.75,154.0,2.645,2.702
ARS-ARS-ARS-LIV-TOT,ARS,ARS,ARS,LIV,TOT,3,3-1-1,28466,148.75,153.0,2.61,2.684
ARS-ARS-ARS-LIV-WHU,ARS,ARS,ARS,LIV,WHU,3,3-1-1,38476,153.25,156.0,2.689,2.737
ARS-ARS-ARS-LIV-WOL,ARS,ARS,ARS,LIV,WOL,3,3-1-1,38964,153.75,157.0,2.697,2.754
ARS-ARS-ARS-MCI-MCI,ARS,ARS,ARS,MCI,MCI,2,3-2,22515,147.25,153.0,2.583,2.684
ARS-ARS-ARS-MCI-MUN,ARS,ARS,ARS,MCI,MUN,3,3-1-1,24662,147.75,152.0,2.592,2.667
ARS-ARS-ARS-MCI-NEW,ARS,ARS,ARS,MCI,NEW,3,3-1-1,28467,148.75,152.0,2.61,2.667
ARS-ARS-ARS-MCI-NFO,ARS,ARS,ARS,MCI,NFO,3,3-1-1,20285,146.75,152.0,2.575,2.667
ARS-ARS-ARS-MCI-SUN,ARS,ARS,ARS,MCI,SUN,3,3-1-1,28468,148.75,154.0,2.61,2.702
ARS-ARS-ARS-MCI-TOT,ARS,ARS,ARS,MCI,TOT,3,3-1-1,20286,146.75,153.0,2.575,2.684
ARS-ARS-ARS-MCI-WHU,ARS,ARS,ARS,MCI,WHU,3,3-1-1,35478,151.25,156.0,2.654,2.737
ARS-ARS-ARS-MCI-WOL,ARS,ARS,ARS,MCI,WOL,3,3-1-1,36431,151.75,157.0,2.662,2.754
ARS-ARS-ARS-MUN-MUN,ARS,ARS,ARS,MUN,MUN,2,3-2,26655,148.25,151.0,2.601,2.649
ARS-ARS-ARS-MUN-NEW,ARS,ARS,ARS,MUN,NEW,3,3-1-1,30228,149.25,151.0,2.618,2.649
ARS-ARS-ARS-MUN-NFO,ARS,ARS,ARS,MUN,NFO,3,3-1-1,22516,147.25,151.0,2.583,2.649
ARS-ARS-ARS-MUN-SUN,ARS,ARS,ARS,MUN,SUN,3,3-1-1,30229,149.25,153.0,2.618,2.684
ARS-ARS-ARS-MUN-TOT,ARS,ARS,ARS,MUN,TOT,3,3-1-1,22517,147.25,152.0,2.583,2.667
ARS-ARS-ARS-MUN-WHU,ARS,ARS,ARS,MUN,WHU,3,3-1-1,36432,151.75,155.0,2.662,2.719
ARS-ARS-ARS-MUN-WOL,ARS,ARS,ARS,MUN,WOL,3,3-1-1,37218,152.25,156.0,2.671,2.737
ARS-ARS-ARS-NEW-NEW,ARS,ARS,ARS,NEW,NEW,2,3-2,33198,150.25,151.0,2.636,2.649
ARS-ARS-ARS-NEW-NFO,ARS,ARS,ARS,NEW,NFO,3,3-1-1,26656,148.25,151.0,2.601,2.649
ARS-ARS-ARS-NEW-SUN,ARS,ARS,ARS,NEW,SUN,3,3-1-1,33199,150.25,153.0,2.636,2.684
ARS-ARS-ARS-NEW-TOT,ARS,ARS,ARS,NEW,TOT,3,3-1-1,26657,148.25,152.0,2.601,2.667
ARS-ARS-ARS-NEW-WHU,ARS,ARS,ARS,NEW,WHU,3,3-1-1,37886,152.75,155.0,2.68,2.719
ARS-ARS-ARS-NEW-WOL,ARS,ARS,ARS,NEW,WOL,3,3-1-1,38477,153.25,156.0,2.689,2.737
ARS-ARS-ARS-NFO-NFO,ARS,ARS,ARS,NFO,NFO,2,3-2,17929,146.25,151.0,2.566,2.649
ARS-ARS-ARS-NFO-SUN,ARS,ARS,ARS,NFO,SUN,3,3-1-1,26658,148.25,153.0,2.601,2.684
ARS-ARS-ARS-NFO-TOT,ARS,ARS,ARS,NFO,TOT,3,3-1-1,17930,146.25,152.0,2.566,2.667
ARS-ARS-ARS-NFO-WHU,ARS,ARS,ARS,NFO,WHU,3,3-1-1,34376,150.75,155.0,2.645,2.719
ARS-ARS-ARS-NFO-WOL,ARS,ARS,ARS,NFO,WOL,3,3-1-1,35479,151.25,156.0,2.654,2.737
ARS-ARS-ARS-SUN-SUN,ARS,ARS,ARS,SUN,SUN,2,3-2,33200,150.25,155.0,2.636,2.719
ARS-ARS-ARS-SUN-TOT,ARS,ARS,ARS,SUN,TOT,3,3-1-1,26659,148.25,154.0,2.601,2.702
ARS-ARS-ARS-SUN-WHU,ARS,ARS,ARS,SUN,WHU,3,3-1-1,37887,152.75,157.0,2.68,2.754
ARS-ARS-ARS-SUN-WOL,ARS,ARS,ARS,SUN,WOL,3,3-1-1,38478,153.25,158.0,2.689,2.772
ARS-ARS-ARS-TOT-TOT,ARS,ARS,ARS,TOT,TOT,2,3-2,17931,146.25,153.0,2.566,2.684
ARS-ARS-ARS-TOT-WHU,ARS,ARS,ARS,TOT,WHU,3,3-1-1,34377,150.75,156.0,2.645,2.737
ARS-ARS-ARS-TOT-WOL,ARS,ARS,ARS,TOT,WOL,3,3-1-1,35480,151.25,157.0,2.654,2.754
ARS-ARS-ARS-WHU-WHU,ARS,ARS,ARS,WHU,WHU,2,3-2,40032,155.25,159.0,2.724,2.789
ARS-ARS-ARS-WHU-WOL,ARS,ARS,ARS,WHU,WOL,3,3-1-1,40308,155.75,160.0,2.732,2.807
ARS-ARS-ARS-WOL-WOL,ARS,ARS,ARS,WOL,WOL,2,3-2,40555,156.25,161.0,2.741,2.825
ARS-ARS-AVL-AVL-AVL,ARS,ARS,AVL,AVL,AVL,2,3-2,37888,152.75,158.0,2.68,2.772
ARS-ARS-AVL-AVL-BHA,ARS,ARS,AVL,AVL,BHA,3,2-2-1,20287,146.75,153.0,2.575,2.684
ARS-ARS-AVL-AVL-BOU,ARS,ARS,AVL,AVL,BOU,3,2-2-1,20288,146.75,152.0,2.575,2.667
ARS-ARS-AVL-AVL-BRE,ARS,ARS,AVL,AVL,BRE,3,2-2-1,20289,146.75,152.0,2.575,2.667
ARS-ARS-AVL-AVL-BUR,ARS,ARS,AVL,AVL,BUR,3,2-2-1,17932,146.25,152.0,2.566,2.667
ARS-ARS-AVL-AVL-CHE,ARS,ARS,AVL,AVL,CHE,3,2-2-1,11275,144.75,151.0,2.539,2.649
ARS-ARS-AVL-AVL-CRY,ARS,ARS,AVL,AVL,CRY,3,2-2-1,26660,148.25,154.0,2.601,2.702
ARS-ARS-AVL-AVL-EVE,ARS,ARS,AVL,AVL,EVE,3,2-2-1,17933,146.25,152.0,2.566,2.667
ARS-ARS-AVL-AVL-FUL,ARS,ARS,AVL,AVL,FUL,3,2-2-1,22518,147.25,152.0,2.583,2.667
ARS-ARS-AVL-AVL-LEE,ARS,ARS,AVL,AVL,LEE,3,2-2-1,31832,149.75,155.0,2.627,2.719
ARS-ARS-AVL-AVL-LIV,ARS,ARS,AVL,AVL,LIV,3,2-2-1,9416,144.25,150.0,2.531,2.632
ARS-ARS-AVL-AVL-MCI,ARS,ARS,AVL,AVL,MCI,3,2-2-1,13363,145.25,151.0,2.548,2.649
ARS-ARS-AVL-AVL-MUN,ARS,ARS,AVL,AVL,MUN,3,2-2-1,7696,143.75,150.0,2.522,2.632
ARS-ARS-AVL-AVL-NEW,ARS,ARS,AVL,AVL,NEW,3,2-2-1,17934,146.25,150.0,2.566,2.632
ARS-ARS-AVL-AVL-NFO,ARS,ARS,AVL,AVL,NFO,3,2-2-1,11276,144.75,151.0,2.539,2.649
ARS-ARS-AVL-AVL-SUN,ARS,ARS,AVL,AVL,SUN,3,2-2-1,22519,147.25,154.0,2.583,2.702
ARS-ARS-AVL-AVL-TOT,ARS,ARS,AVL,AVL,TOT,3,2-2-1,13364,145.25,151.0,2.548,2.649
ARS-ARS-AVL-AVL-WHU,ARS,ARS,AVL,AVL,WHU,3,2-2-1,26661,148.25,155.0,2.601,2.719
