player_id,web_name,club_short,position,expected_role,draft_availability,cost,ownership_pct,total_season_xp,total_season_xmins,avg_xmins_season,xp_per_90_season,total_gw1_6_xp,total_gw1_6_xmins,avg_xmins_gw1_6,xp_per_90_gw1_6,n_gameweeks
70,Kluivert,BOU,MID,Regular Starter,eligible,6.0,0.9,105.49,2356.0,62.0,4.0298,15.32,372.0,62.0,3.7074,38
232,O'Brien,EVE,DEF,Regular Starter,eligible,5.0,0.5,105.41,2356.0,62.0,4.0268,17.38,372.0,62.0,4.2037,38
40,Rogers,CHE,MID,Regular Starter,eligible,7.5,31.6,105.1,2356.0,62.0,4.0149,16.65,372.0,62.0,4.0278,38
545,Sadiki,SUN,MID,Nailed Starter,eligible,5.0,0.4,104.93,2945.0,77.5,3.2068,16.7,465.0,77.5,3.2314,38
264,Bobb,FUL,MID,Regular Starter,eligible,5.5,0.5,104.87,2356.0,62.0,4.0059,15.99,372.0,62.0,3.8695,38
54,Gomes,AVL,MID,Regular Starter,eligible,5.5,0.3,104.2,2356.0,62.0,3.9805,16.47,372.0,62.0,3.9851,38
175,van Ewijk,COV,DEF,Regular Starter,eligible,4.0,16.8,104.2,2356.0,62.0,3.9806,16.67,372.0,62.0,4.0338,38
525,Fernandes,TOT,MID,Regular Starter,eligible,6.0,3.9,104.03,2356.0,62.0,3.9739,16.49,372.0,62.0,3.989,38
45,McGinn,AVL,MID,Regular Starter,eligible,5.5,2.7,103.95,2356.0,62.0,3.9708,16.47,372.0,62.0,3.9835,38
330,Bogle,LEE,DEF,Regular Starter,eligible,4.5,0.4,103.41,2356.0,62.0,3.9502,16.02,372.0,62.0,3.8752,38
158,Gittens,CHE,MID,Regular Starter,eligible,6.0,0.1,103.13,2356.0,62.0,3.9394,16.33,372.0,62.0,3.952,38
289,Crooks,HUL,MID,Regular Starter,eligible,4.5,0.6,102.83,2356.0,62.0,3.9283,16.14,372.0,62.0,3.9047,38
185,Sakamoto,COV,MID,Regular Starter,eligible,5.0,0.1,102.81,2356.0,62.0,3.9275,16.33,372.0,62.0,3.9512,38
321,Walle Egeli,IPS,FWD,Regular Starter,eligible,4.5,2.4,102.8,2356.0,62.0,3.927,16.49,372.0,62.0,3.9893,38
259,Diop,IPS,DEF,Regular Starter,eligible,4.0,20.1,102.34,2356.0,62.0,3.9093,16.58,372.0,62.0,4.0112,38
184,Grimes,COV,MID,Regular Starter,eligible,5.0,0.2,101.94,2356.0,62.0,3.8942,16.18,372.0,62.0,3.9142,38
152,Palestra,CHE,DEF,Regular Starter,eligible,5.5,1.5,101.9,2356.0,62.0,3.8926,16.2,372.0,62.0,3.9186,38
415,Dorgu,MUN,MID,Regular Starter,eligible,6.0,1.9,101.75,2356.0,62.0,3.8868,16.38,372.0,62.0,3.964,38
268,King,FUL,MID,Regular Starter,eligible,5.5,0.1,101.7,2356.0,62.0,3.8849,15.56,372.0,62.0,3.7644,38
305,Davis,IPS,DEF,Regular Starter,eligible,4.0,3.7,101.46,2356.0,62.0,3.876,16.45,372.0,62.0,3.9796,38
420,Yoro,MUN,DEF,Regular Starter,eligible,5.0,0.6,101.08,2356.0,62.0,3.8611,16.54,372.0,62.0,4.0006,38
249,Barry,EVE,FWD,Regular Starter,eligible,5.5,0.9,100.73,2356.0,62.0,3.8481,16.41,372.0,62.0,3.9699,38
233,Mykolenko,EVE,DEF,Regular Starter,eligible,4.5,1.4,100.5,2356.0,62.0,3.839,16.58,372.0,62.0,4.0108,38
449,Hall,NEW,DEF,Regular Starter,eligible,5.0,4.2,99.64,2356.0,62.0,3.8062,16.64,372.0,62.0,4.0255,38
79,Evanilson,BOU,FWD,Regular Starter,eligible,6.0,2.0,99.44,2356.0,62.0,3.7987,14.57,372.0,62.0,3.5255,38
263,Kevin,FUL,MID,Regular Starter,eligible,5.5,0.1,99.29,2356.0,62.0,3.7928,15.21,372.0,62.0,3.681,38
280,Coyle,HUL,DEF,Regular Starter,eligible,4.0,0.3,98.88,2356.0,62.0,3.7773,15.36,372.0,62.0,3.7153,38
455,Tonali,TOT,MID,Regular Starter,eligible,5.5,3.5,98.74,2356.0,62.0,3.7719,15.66,372.0,62.0,3.7882,38
290,Slater,HUL,MID,Regular Starter,eligible,4.5,1.8,98.23,2356.0,62.0,3.7525,15.45,372.0,62.0,3.7373,38
519,Gallagher,TOT,MID,Regular Starter,eligible,5.5,0.2,97.03,2356.0,62.0,3.7067,15.37,372.0,62.0,3.7194,38
462,Steur,NEW,MID,Regular Starter,eligible,5.0,0.1,96.57,2356.0,62.0,3.6891,15.69,372.0,62.0,3.7963,38
104,Onyeka,COV,MID,Regular Starter,eligible,5.0,0.2,96.36,2356.0,62.0,3.6808,15.31,372.0,62.0,3.7031,38
282,Giles,HUL,DEF,Regular Starter,eligible,4.0,0.6,94.92,2356.0,62.0,3.6258,14.72,372.0,62.0,3.5616,38
372,Mac Allister,LIV,MID,Regular Starter,watch,5.5,1.9,94.83,2266.0,59.6,3.7663,11.85,282.0,47.0,3.7814,38
64,Smith,BOU,DEF,Regular Starter,eligible,4.5,0.1,94.8,2356.0,62.0,3.6213,13.14,372.0,62.0,3.1781,38
246,Röhl,EVE,MID,Regular Starter,eligible,5.0,0.1,94.68,2356.0,62.0,3.6169,15.23,372.0,62.0,3.6856,38
564,Scherpen,IPS,GKP,Regular Starter,eligible,4.5,0.2,94.56,2356.0,62.0,3.6122,15.3,372.0,62.0,3.7009,38
161,Lavia,CHE,MID,Regular Starter,eligible,5.0,0.0,94.44,2356.0,62.0,3.6077,14.93,372.0,62.0,3.6132,38
86,Lewis-Potter,BRE,MID,Regular Starter,eligible,5.5,0.5,94.26,2356.0,62.0,3.6006,14.65,372.0,62.0,3.5439,38
491,Igor Jesus,NFO,FWD,Regular Starter,eligible,6.0,5.0,91.73,2356.0,62.0,3.5043,14.57,372.0,62.0,3.5253,38
265,Berge,FUL,MID,Regular Starter,eligible,5.0,0.4,91.02,2356.0,62.0,3.4771,14.09,372.0,62.0,3.4085,38
125,Georginio,BHA,FWD,Regular Starter,eligible,5.5,0.7,90.62,2356.0,62.0,3.4618,14.33,372.0,62.0,3.4666,38
277,Egan,HUL,DEF,Regular Starter,eligible,4.0,0.8,89.94,2356.0,62.0,3.4357,13.95,372.0,62.0,3.3761,38
454,Elanga,NEW,MID,Regular Starter,eligible,6.0,0.7,88.89,2356.0,62.0,3.3956,14.43,372.0,62.0,3.491,38
222,Strand Larsen,CRY,FWD,Regular Starter,eligible,6.0,0.6,85.16,2356.0,62.0,3.2532,13.52,372.0,62.0,3.2701,38
148,Hato,CHE,DEF,Regular Starter,eligible,4.5,1.3,81.19,2356.0,62.0,3.1014,12.93,372.0,62.0,3.1281,38
7,Lewis-Skelly,ARS,MID,Regular Starter,eligible,5.5,0.3,79.46,2356.0,62.0,3.0354,12.56,372.0,62.0,3.0376,38
392,Aït-Nouri,MCI,DEF,Rotation,not_role_eligible,5.5,0.9,77.27,1254.0,33.0,5.5457,12.17,198.0,33.0,5.5299,38
399,Cherki,MCI,MID,Rotation,not_role_eligible,7.5,9.5,73.7,1254.0,33.0,5.2896,11.59,198.0,33.0,5.2688,38
9,Hincapie,ARS,DEF,Rotation,not_role_eligible,5.5,4.6,70.55,1254.0,33.0,5.0636,11.12,198.0,33.0,5.0552,38
498,Senesi,TOT,DEF,Rotation,not_role_eligible,6.0,11.0,69.48,1254.0,33.0,4.9867,11.03,198.0,33.0,5.012,38
515,Maddison,TOT,MID,Rotation,not_role_eligible,6.5,2.2,69.43,1254.0,33.0,4.9832,11.04,198.0,33.0,5.0194,38
223,Mateta,CRY,FWD,Rotation,not_role_eligible,6.5,7.2,67.28,1254.0,33.0,4.8289,10.71,198.0,33.0,4.8665,38
85,Van den Berg,BRE,DEF,Rotation,not_role_eligible,5.0,0.7,67.15,1254.0,33.0,4.819,10.36,198.0,33.0,4.71,38
160,Garnacho,AVL,MID,Rotation,not_role_eligible,6.0,1.1,66.08,1254.0,33.0,4.7427,10.47,198.0,33.0,4.7588,38
231,Keane,EVE,DEF,Rotation,not_role_eligible,5.0,1.5,65.86,1254.0,33.0,4.7266,10.77,198.0,33.0,4.8938,38
14,Eze,ARS,MID,Rotation,not_role_eligible,6.5,3.3,65.24,1254.0,33.0,4.6825,10.28,198.0,33.0,4.6742,38
211,Yeremy,CRY,MID,Rotation,not_role_eligible,5.5,0.2,65.04,1254.0,33.0,4.6678,10.33,198.0,33.0,4.6941,38
318,Philogene,IPS,MID,Rotation,not_role_eligible,5.5,0.2,64.86,1254.0,33.0,4.6547,10.36,198.0,33.0,4.7099,38
452,Bruno G.,ARS,MID,Rotation,not_role_eligible,7.0,8.2,64.81,1254.0,33.0,4.6516,10.22,198.0,33.0,4.6435,38
501,Danso,TOT,DEF,Rotation,not_role_eligible,5.0,0.2,64.77,1254.0,33.0,4.6483,10.27,198.0,33.0,4.6683,38
453,Barnes,NEW,MID,Rotation,not_role_eligible,6.0,1.2,64.51,1254.0,33.0,4.6297,10.53,198.0,33.0,4.7868,38
115,De Cuyper,BHA,DEF,Rotation,not_role_eligible,4.5,1.5,64.29,1254.0,33.0,4.6139,10.3,198.0,33.0,4.6799,38
428,Cunha,MUN,MID,Rotation,not_role_eligible,8.0,14.9,64.16,1254.0,33.0,4.6051,10.32,198.0,33.0,4.6927,38
419,Martinez,MUN,DEF,Rotation,not_role_eligible,5.0,0.8,64.11,1254.0,33.0,4.6009,10.34,198.0,33.0,4.7015,38
6,Saliba,ARS,DEF,Rotation,exclude_gw1-5,6.0,0.5,63.79,1089.0,28.7,5.2719,2.11,33.0,5.5,5.7579,38
136,Welbeck,CHE,FWD,Rotation,not_role_eligible,6.0,2.8,63.5,1254.0,33.0,4.5575,10.05,198.0,33.0,4.5669,38
248,Beto,EVE,FWD,Rotation,not_role_eligible,5.5,3.3,63.08,1254.0,33.0,4.5275,10.26,198.0,33.0,4.6621,38
439,Šeško,MUN,FWD,Rotation,not_role_eligible,7.0,3.0,62.81,1254.0,33.0,4.508,10.12,198.0,33.0,4.6022,38
319,Szmodics,IPS,MID,Rotation,not_role_eligible,5.0,0.1,62.62,1254.0,33.0,4.4942,10.02,198.0,33.0,4.5542,38
465,Osula,NEW,FWD,Rotation,not_role_eligible,6.0,1.9,62.25,1254.0,33.0,4.468,10.15,198.0,33.0,4.6149,38
147,Tosin,CHE,DEF,Rotation,not_role_eligible,4.5,0.1,61.63,1254.0,33.0,4.4233,9.77,198.0,33.0,4.4411,38
558,Schlager,NFO,MID,Rotation,not_role_eligible,5.0,0.1,61.42,1254.0,33.0,4.4084,9.74,198.0,33.0,4.429,38
81,Rodríguez,BOU,FWD,Rotation,not_role_eligible,6.0,0.3,61.33,1254.0,33.0,4.402,9.0,198.0,33.0,4.0926,38
137,Tzimas,BHA,FWD,Rotation,not_role_eligible,5.5,0.0,61.01,1254.0,33.0,4.379,9.68,198.0,33.0,4.4019,38
278,Hughes,HUL,DEF,Rotation,exclude_gw1,4.0,2.2,60.92,1221.0,32.1,4.4904,8.33,165.0,27.5,4.5442,38
241,McNeil,EVE,MID,Rotation,not_role_eligible,5.5,0.1,60.8,1254.0,33.0,4.3636,9.79,198.0,33.0,4.4481,38
195,Simms,COV,FWD,Rotation,not_role_eligible,5.0,0.7,60.57,1254.0,33.0,4.3469,9.56,198.0,33.0,4.3444,38
373,C.Jones,LIV,MID,Rotation,not_role_eligible,5.5,0.1,60.06,1254.0,33.0,4.3106,9.61,198.0,33.0,4.3668,38
308,Furlong,IPS,DEF,Rotation,not_role_eligible,4.0,0.3,60.0,1254.0,33.0,4.3065,9.66,198.0,33.0,4.3919,38
213,Lerma,CRY,MID,Rotation,not_role_eligible,5.0,0.1,59.57,1254.0,33.0,4.2757,9.44,198.0,33.0,4.2887,38
337,Aaronson,LEE,MID,Rotation,not_role_eligible,5.5,0.7,59.51,1254.0,33.0,4.2708,9.33,198.0,33.0,4.2397,38
121,Mitoma,BHA,MID,Rotation,exclude_gw1,6.0,0.2,59.48,1221.0,32.1,4.3843,8.07,165.0,27.5,4.402,38
15,Ødegaard,ARS,MID,Rotation,not_role_eligible,6.5,3.0,59.36,1254.0,33.0,4.2599,9.36,198.0,33.0,4.2549,38
16,Madueke,ARS,MID,Rotation,not_role_eligible,6.5,0.4,59.25,1254.0,33.0,4.2524,9.35,198.0,33.0,4.2479,38
144,Gusto,CHE,DEF,Rotation,not_role_eligible,5.0,1.2,59.25,1254.0,33.0,4.2522,9.4,198.0,33.0,4.2719,38
516,Bentancur,TOT,MID,Rotation,not_role_eligible,5.5,0.1,59.11,1254.0,33.0,4.2422,9.36,198.0,33.0,4.2568,38
262,Smith Rowe,FUL,MID,Rotation,not_role_eligible,5.5,0.4,59.0,1254.0,33.0,4.2342,9.05,198.0,33.0,4.1155,38
258,Castagne,FUL,DEF,Rotation,not_role_eligible,4.5,0.2,58.69,1254.0,33.0,4.2121,8.79,198.0,33.0,3.9971,38
283,Jacob,NEW,DEF,Rotation,not_role_eligible,4.0,0.1,58.64,1254.0,33.0,4.2084,9.66,198.0,33.0,4.3894,38
267,Lukić,FUL,MID,Rotation,not_role_eligible,5.0,0.1,58.53,1254.0,33.0,4.2004,9.04,198.0,33.0,4.11,38
406,Kovačić,MCI,MID,Rotation,not_role_eligible,5.5,0.0,58.42,1254.0,33.0,4.1931,9.21,198.0,33.0,4.1862,38
339,Longstaff,LEE,MID,Rotation,not_role_eligible,5.0,0.2,58.35,1254.0,33.0,4.1881,9.15,198.0,33.0,4.1602,38
484,Hutchinson,NFO,MID,Rotation,not_role_eligible,5.5,0.2,58.11,1254.0,33.0,4.1708,9.23,198.0,33.0,4.1956,38
207,Mingueza,CRY,DEF,Rotation,not_role_eligible,4.5,0.1,58.03,1254.0,33.0,4.1647,9.2,198.0,33.0,4.1833,38
324,Mehmeti,IPS,MID,Rotation,not_role_eligible,5.0,0.1,57.63,1254.0,33.0,4.136,9.21,198.0,33.0,4.1862,38
43,Tielemans,MUN,MID,Rotation,not_role_eligible,6.0,0.9,57.54,1254.0,33.0,4.1297,9.2,198.0,33.0,4.1804,38
512,Kudus,TOT,MID,Rotation,not_role_eligible,6.5,0.3,57.45,1254.0,33.0,4.123,9.12,198.0,33.0,4.1453,38
554,Van Oevelen,IPS,GKP,Rotation,not_role_eligible,4.5,0.1,57.41,1254.0,33.0,4.1201,9.23,198.0,33.0,4.195,38
19,Zubimendi,ARS,MID,Rotation,not_role_eligible,5.5,1.5,57.4,1254.0,33.0,4.1199,9.06,198.0,33.0,4.1189,38
53,Manzambi,AVL,MID,Rotation,not_role_eligible,6.0,2.6,57.39,1254.0,33.0,4.1186,9.09,198.0,33.0,4.1307,38
313,Clarke,IPS,MID,Rotation,not_role_eligible,5.5,0.3,57.18,1254.0,33.0,4.104,9.11,198.0,33.0,4.1391,38
242,George,EVE,MID,Rotation,not_role_eligible,5.5,0.1,56.97,1254.0,33.0,4.0888,9.21,198.0,33.0,4.1859,38
164,Quenda,CHE,MID,Rotation,not_role_eligible,5.5,0.0,56.92,1254.0,33.0,4.0851,9.01,198.0,33.0,4.0938,38
482,Hudson-Odoi,NFO,MID,Rotation,not_role_eligible,6.0,0.0,56.75,1254.0,33.0,4.0728,9.01,198.0,33.0,4.0971,38
345,Tanaka,LEE,MID,Rotation,not_role_eligible,5.0,0.3,56.7,1254.0,33.0,4.0696,8.9,198.0,33.0,4.0459,38
303,Kipré,IPS,DEF,Rotation,not_role_eligible,4.0,0.3,56.51,1254.0,33.0,4.0561,9.11,198.0,33.0,4.1426,38
99,Milambo,BRE,MID,Rotation,not_role_eligible,5.0,0.0,56.51,1254.0,33.0,4.0557,8.81,198.0,33.0,4.0032,38
174,Kitching,COV,DEF,Rotation,not_role_eligible,4.0,0.4,56.46,1254.0,33.0,4.052,8.97,198.0,33.0,4.0795,38
176,Dasilva,COV,DEF,Rotation,not_role_eligible,4.0,0.4,56.46,1254.0,33.0,4.052,8.97,198.0,33.0,4.0795,38
563,Morita,HUL,MID,Rotation,not_role_eligible,5.0,0.1,56.21,1254.0,33.0,4.0341,8.82,198.0,33.0,4.0086,38
293,Kamara,HUL,MID,Rotation,not_role_eligible,5.0,0.1,56.21,1254.0,33.0,4.0341,8.82,198.0,33.0,4.0086,38
559,Bamba,NEW,MID,Rotation,not_role_eligible,5.0,0.1,56.17,1254.0,33.0,4.0315,9.11,198.0,33.0,4.1399,38
131,Baleba,BHA,MID,Rotation,not_role_eligible,5.0,0.6,56.17,1254.0,33.0,4.0311,8.88,198.0,33.0,4.0355,38
240,Iroegbunam,EVE,MID,Rotation,not_role_eligible,5.0,0.1,56.13,1254.0,33.0,4.0285,8.97,198.0,33.0,4.0759,38
183,Rudoni,COV,MID,Rotation,not_role_eligible,5.0,0.4,55.9,1254.0,33.0,4.012,8.85,198.0,33.0,4.0205,38
187,Eccles,COV,MID,Rotation,not_role_eligible,5.0,0.0,55.9,1254.0,33.0,4.012,8.85,198.0,33.0,4.0205,38
310,Matusiwa,IPS,MID,Rotation,exclude_gw1,5.0,0.1,55.85,1221.0,32.1,4.1165,7.54,165.0,27.5,4.1117,38
274,Butland,HUL,GKP,Rotation,not_role_eligible,4.5,1.0,55.83,1254.0,33.0,4.0068,8.72,198.0,33.0,3.9643,38
331,Gudmundsson,LEE,DEF,Rotation,not_role_eligible,4.5,0.5,55.29,1254.0,33.0,3.9685,8.59,198.0,33.0,3.9037,38
172,Wilson,COV,GKP,Rotation,not_role_eligible,4.5,0.7,55.19,1254.0,33.0,3.9611,8.77,198.0,33.0,3.988,38
102,Yarmoliuk,BRE,MID,Rotation,not_role_eligible,5.0,1.5,55.08,1254.0,33.0,3.953,8.64,198.0,33.0,3.9282,38
549,Talbi,SUN,MID,Rotation,not_role_eligible,5.5,0.2,55.08,1254.0,33.0,3.9534,8.74,198.0,33.0,3.9734,38
459,L.Miley,NEW,MID,Rotation,exclude_gw1,5.5,0.0,55.07,1221.0,32.1,4.0589,7.71,165.0,27.5,4.2036,38
100,Carvalho,BRE,MID,Rotation,exclude_gw1,5.0,0.0,55.01,1221.0,32.1,4.0551,7.31,165.0,27.5,3.9881,38
460,Willock,NEW,MID,Rotation,not_role_eligible,5.0,0.1,54.74,1254.0,33.0,3.9287,8.84,198.0,33.0,4.0159,38
209,Johnson,CRY,MID,Rotation,not_role_eligible,6.0,0.2,54.1,1254.0,33.0,3.8827,8.57,198.0,33.0,3.8971,38
483,Ndoye,NFO,MID,Rotation,not_role_eligible,5.5,0.6,54.05,1254.0,33.0,3.8791,8.58,198.0,33.0,3.8993,38
432,Mainoo,MUN,MID,Rotation,not_role_eligible,5.5,1.3,54.04,1254.0,33.0,3.8783,8.61,198.0,33.0,3.9118,38
556,Targett,HUL,DEF,Rotation,not_role_eligible,4.0,2.3,54.01,1254.0,33.0,3.8763,8.42,198.0,33.0,3.8263,38
37,Lindelöf,AVL,DEF,Rotation,not_role_eligible,4.5,0.2,53.57,1254.0,33.0,3.8444,8.46,198.0,33.0,3.8451,38
271,Muniz,FUL,FWD,Rotation,not_role_eligible,5.5,0.7,53.06,1254.0,33.0,3.808,8.18,198.0,33.0,3.7181,38
456,J.Ramsey,NEW,MID,Rotation,not_role_eligible,5.0,0.5,53.04,1254.0,33.0,3.807,8.53,198.0,33.0,3.8776,38
526,Solanke,TOT,FWD,Rotation,not_role_eligible,6.0,2.8,52.84,1254.0,33.0,3.7923,8.4,198.0,33.0,3.8162,38
317,Hirst,IPS,FWD,Rotation,not_role_eligible,5.0,0.5,52.82,1254.0,33.0,3.791,8.42,198.0,33.0,3.8291,38
497,Dubravka,TOT,GKP,Rotation,not_role_eligible,4.0,24.8,51.36,1254.0,33.0,3.6864,8.14,198.0,33.0,3.702,38
546,Adingra,SUN,MID,Rotation,not_role_eligible,5.0,0.3,50.58,1254.0,33.0,3.6301,8.02,198.0,33.0,3.6471,38
292,Ömür,HUL,MID,Rotation,not_role_eligible,5.0,0.0,49.55,1254.0,33.0,3.5565,7.8,198.0,33.0,3.5472,38
190,Tchaouna,COV,MID,Rotation,not_role_eligible,5.5,0.1,49.26,1254.0,33.0,3.5352,7.8,198.0,33.0,3.5476,38
506,Udogie,TOT,DEF,Rotation,not_role_eligible,4.5,0.4,48.73,1254.0,33.0,3.4976,7.73,198.0,33.0,3.5136,38
326,Perri,LEE,GKP,Rotation,not_role_eligible,4.5,0.7,48.35,1254.0,33.0,3.4698,7.5,198.0,33.0,3.4098,38
62,Diakité,BOU,DEF,Rotation,not_role_eligible,5.0,0.2,48.09,1254.0,33.0,3.4516,6.68,198.0,33.0,3.0352,38
359,Gomez,LIV,DEF,Rotation,exclude_gw1,5.0,0.1,47.49,1221.0,32.1,3.5004,6.72,165.0,27.5,3.6658,38
75,Christie,BOU,MID,Rotation,exclude_gw1,5.0,0.1,40.47,795.5,20.9,4.5789,5.3,107.5,17.9,4.4388,38
157,Estêvão,CHE,MID,Cameo,not_role_eligible,6.5,1.6,29.27,427.5,11.2,6.1624,4.63,67.5,11.2,6.1704,38
108,Wilson,BRE,FWD,Cameo,not_role_eligible,5.5,0.4,28.47,427.5,11.2,5.9927,4.45,67.5,11.2,5.9271,38
380,Ekitiké,LIV,FWD,Cameo,exclude_gw1,7.5,0.2,28.29,416.2,11.0,6.1177,3.89,56.2,9.4,6.2313,38
272,Kusi-Asare,FUL,FWD,Cameo,not_role_eligible,4.5,8.6,27.39,427.5,11.2,5.7661,4.22,67.5,11.2,5.6332,38
196,Markelo,COV,FWD,Cameo,not_role_eligible,5.0,0.1,27.09,427.5,11.2,5.7025,4.27,67.5,11.2,5.6909,38
401,Marmoush,MCI,FWD,Cameo,not_role_eligible,7.0,0.6,26.48,427.5,11.2,5.5737,4.17,67.5,11.2,5.5625,38
44,Bailey,AVL,MID,Cameo,not_role_eligible,5.5,0.1,26.45,427.5,11.2,5.5684,4.19,67.5,11.2,5.5878,38
215,Devenny,CRY,MID,Cameo,not_role_eligible,5.0,0.0,26.42,427.5,11.2,5.5612,4.19,67.5,11.2,5.5855,38
96,Damsgaard,BRE,MID,Cameo,not_role_eligible,5.5,0.7,26.36,427.5,11.2,5.5503,4.13,67.5,11.2,5.5107,38
269,Sessegnon,FUL,DEF,Cameo,not_role_eligible,4.5,0.4,25.96,427.5,11.2,5.4657,4.0,67.5,11.2,5.3304,38
553,Isidor,SUN,FWD,Cameo,not_role_eligible,5.5,1.3,25.56,427.5,11.2,5.3815,4.05,67.5,11.2,5.3955,38
30,Digne,AVL,DEF,Cameo,not_role_eligible,4.5,1.4,25.4,427.5,11.2,5.3478,4.03,67.5,11.2,5.3684,38
377,Munoz,LIV,MID,Cameo,not_role_eligible,6.5,0.8,25.39,427.5,11.2,5.3449,4.05,67.5,11.2,5.4034,38
463,Woltemade,NEW,FWD,Cameo,not_role_eligible,6.0,1.7,25.35,427.5,11.2,5.3376,4.08,67.5,11.2,5.4406,38
422,Mazraoui,MUN,DEF,Cameo,not_role_eligible,4.5,0.8,25.31,427.5,11.2,5.3294,4.04,67.5,11.2,5.3812,38
216,Esse,CRY,MID,Cameo,not_role_eligible,5.0,0.1,25.17,427.5,11.2,5.2982,3.99,67.5,11.2,5.3197,38
543,Diarra,SUN,MID,Cameo,not_role_eligible,5.5,0.1,25.15,427.5,11.2,5.2949,3.98,67.5,11.2,5.3081,38
547,Mundle,SUN,MID,Cameo,not_role_eligible,5.0,0.0,25.05,427.5,11.2,5.2745,3.97,67.5,11.2,5.2876,38
42,Guessand,AVL,MID,Cameo,not_role_eligible,5.5,0.0,25.0,427.5,11.2,5.2638,3.96,67.5,11.2,5.2821,38
105,Anthony,BRE,MID,Cameo,not_role_eligible,6.0,0.2,24.86,427.5,11.2,5.2335,3.9,67.5,11.2,5.1985,38
266,Cairney,FUL,MID,Cameo,not_role_eligible,5.0,0.0,24.76,427.5,11.2,5.2123,3.85,67.5,11.2,5.1377,38
470,Morato,NFO,DEF,Cameo,not_role_eligible,5.0,0.1,24.61,427.5,11.2,5.1813,3.91,67.5,11.2,5.2175,38
328,Struijk,BHA,DEF,Cameo,not_role_eligible,5.0,0.5,24.54,427.5,11.2,5.1667,3.89,67.5,11.2,5.1915,38
416,De Ligt,MUN,DEF,Cameo,exclude_gw1,5.0,0.0,24.43,416.2,11.0,5.2815,3.31,56.2,9.4,5.2946,38
500,Romero,TOT,DEF,Cameo,not_role_eligible,5.0,1.1,24.39,427.5,11.2,5.1357,3.88,67.5,11.2,5.1706,38
485,Bakwa,NFO,MID,Cameo,not_role_eligible,5.5,0.0,24.3,427.5,11.2,5.1155,3.85,67.5,11.2,5.1392,38
245,Dibling,EVE,MID,Cameo,not_role_eligible,5.5,0.1,24.12,427.5,11.2,5.0773,3.86,67.5,11.2,5.1432,38
433,Ugarte,MUN,MID,Cameo,exclude_gw1,5.0,0.0,23.94,416.2,11.0,5.1763,3.24,56.2,9.4,5.1815,38
71,Cook,BOU,MID,Cameo,not_role_eligible,5.0,0.1,23.79,427.5,11.2,5.0077,3.73,67.5,11.2,4.9717,38
341,Gnonto,LEE,MID,Cameo,not_role_eligible,5.0,0.1,23.78,427.5,11.2,5.0053,3.74,67.5,11.2,4.9865,38
93,Schuster,BRE,DEF,Cameo,not_role_eligible,4.5,0.1,23.65,427.5,11.2,4.9791,3.69,67.5,11.2,4.9266,38
63,Milosavljević,BOU,DEF,Cameo,not_role_eligible,5.0,0.1,23.48,427.5,11.2,4.9438,3.5,67.5,11.2,4.6702,38
360,Bradley,LIV,DEF,Cameo,exclude_gw1,5.0,0.0,23.24,416.2,11.0,5.0257,3.19,56.2,9.4,5.1034,38
