player_id,web_name,club_short,position,expected_role,draft_availability,rate_source,provenance_note,gw1_xp,gw1_xmins,gw2_xp,gw2_xmins,gw3_xp,gw3_xmins,gw4_xp,gw4_xmins,gw5_xp,gw5_xmins,total_5gw_xp,avg_gw_xp,total_5gw_xmins
450,Livramento,NEW,DEF,Nailed Starter,watch,fpl_recency_50_50,"50% 2025/26 (1326m) + 50% mean older usable [2023/24,2024/25]",2.4,77.5,3.0,77.5,3.03,77.5,2.98,77.5,3.89,77.5,15.3,3.06,387.5
473,Aina,NFO,DEF,Nailed Starter,eligible,fpl_recency_50_50,"50% 2025/26 (1587m) + 50% mean older usable [2023/24,2024/25]",3.76,77.5,2.34,77.5,2.98,77.5,2.36,77.5,3.77,77.5,15.2,3.04,387.5
232,O'Brien,EVE,DEF,Regular Starter,eligible,fpl_recency_50_50,50% 2025/26 (3118m) + 50% mean older usable [2024/25],3.0,62.0,3.0,62.0,2.5,62.0,3.0,62.0,3.64,62.0,15.14,3.03,310.0
514,Tel,TOT,MID,Regular Starter,eligible,fpl_recency_50_50,50% 2025/26 (1334m) + 50% mean older usable [2024/25],2.9,62.0,3.42,62.0,2.92,62.0,2.92,62.0,2.92,62.0,15.09,3.02,310.0
503,Van de Ven,TOT,DEF,Nailed Starter,eligible,fpl_recency_50_50,"50% 2025/26 (3041m) + 50% mean older usable [2023/24,2024/25]",2.83,77.5,3.73,77.5,2.85,77.5,2.84,77.5,2.84,77.5,15.08,3.02,387.5
455,Tonali,TOT,MID,Nailed Starter,eligible,fpl_recency_50_50,50% 2025/26 (2534m) + 50% mean older usable [2024/25],2.93,64.3,3.3,64.3,2.95,64.3,2.95,64.3,2.95,64.3,15.08,3.02,321.7
36,Maatsen,AVL,DEF,Regular Starter,eligible,fpl_recency_50_50,50% 2025/26 (1590m) + 50% mean older usable [2024/25],2.98,62.0,2.34,62.0,3.76,62.0,2.99,62.0,2.98,62.0,15.05,3.01,310.0
295,McBurnie,HUL,FWD,Regular Starter,eligible,fpl_single_usable_season,100% usable season 2023/24 (1279 mins),2.6,62.0,3.62,62.0,3.07,62.0,2.55,62.0,3.16,62.0,15.0,3.0,310.0
280,Coyle,HUL,DEF,Regular Starter,eligible,external_3season_research,External Hull DEF; FBref CBIT Defcon 7.36/90 (Coyle),2.51,62.0,3.75,62.0,3.05,62.0,2.47,62.0,3.12,62.0,14.9,2.98,310.0
159,Caicedo,CHE,MID,Nailed Starter,eligible,fpl_recency_50_50,"50% 2025/26 (2796m) + 50% mean older usable [2023/24,2024/25]",2.96,77.5,3.16,77.5,2.61,77.5,3.18,77.5,2.93,77.5,14.83,2.97,387.5
112,Van Hecke,TOT,DEF,Regular Starter,eligible,fpl_recency_50_50,"50% 2025/26 (3210m) + 50% mean older usable [2023/24,2024/25]",2.8,62.0,3.54,62.0,2.82,62.0,2.81,62.0,2.81,62.0,14.78,2.96,310.0
116,Dunk,BHA,DEF,Nailed Starter,eligible,fpl_recency_50_50,"50% 2025/26 (2837m) + 50% mean older usable [2023/24,2024/25]",2.89,77.5,2.16,77.5,3.75,77.5,3.72,77.5,2.19,77.5,14.72,2.94,387.5
15,Ødegaard,ARS,MID,Regular Starter,eligible,fpl_recency_50_50,"50% 2025/26 (1363m) + 50% mean older usable [2023/24,2024/25]",3.41,62.0,2.63,62.0,2.64,62.0,2.99,62.0,3.0,62.0,14.67,2.93,310.0
85,Van den Berg,BRE,DEF,Regular Starter,eligible,fpl_recency_50_50,50% 2025/26 (2761m) + 50% mean older usable [2024/25],2.92,62.0,2.91,62.0,3.61,62.0,2.91,62.0,2.33,62.0,14.67,2.93,310.0
31,Konsa,AVL,DEF,Nailed Starter,eligible,fpl_recency_50_50,"50% 2025/26 (3035m) + 50% mean older usable [2023/24,2024/25]",2.88,77.5,2.24,77.5,3.71,77.5,2.9,77.5,2.88,77.5,14.61,2.92,387.5
260,Wilson,LEE,MID,Regular Starter,eligible,fpl_recency_50_50,"50% 2025/26 (2674m) + 50% mean older usable [2023/24,2024/25]",2.81,62.0,2.82,62.0,2.81,62.0,3.31,62.0,2.84,62.0,14.59,2.92,310.0
481,Anderson,MCI,MID,Regular Starter,eligible,fpl_recency_50_50,"50% 2025/26 (3332m) + 50% mean older usable [2023/24,2024/25]",2.87,62.0,2.85,62.0,3.11,62.0,2.64,62.0,3.11,62.0,14.59,2.92,310.0
186,Mason-Clark,COV,MID,Regular Starter,eligible,external_3season_research,External Coventry MID; FBref CBITR 6.52/90 Coventry slice only,2.24,62.0,3.56,62.0,2.23,62.0,3.51,62.0,3.02,62.0,14.57,2.91,310.0
250,Leno,FUL,GKP,Nailed Starter,eligible,fpl_recency_50_50,"50% 2025/26 (3420m) + 50% mean older usable [2023/24,2024/25]",2.67,77.5,3.2,77.5,3.28,77.5,2.59,77.5,2.74,77.5,14.49,2.9,387.5
552,Brobbey,SUN,FWD,Nailed Starter,eligible,fpl_single_usable_season,100% usable season 2025/26 (1920 mins),3.35,77.5,3.4,77.5,2.87,77.5,2.57,77.5,2.27,77.5,14.47,2.89,387.5
315,Fatawu,IPS,MID,Regular Starter,eligible,fpl_single_usable_season,100% usable season 2024/25 (576 mins),3.23,62.0,2.69,62.0,2.66,62.0,2.93,62.0,2.93,62.0,14.45,2.89,310.0
254,Robinson,FUL,DEF,Nailed Starter,eligible,fpl_recency_50_50,"50% 2025/26 (1487m) + 50% mean older usable [2023/24,2024/25]",2.61,77.5,3.28,77.5,3.33,77.5,2.56,77.5,2.66,77.5,14.45,2.89,387.5
172,Wilson,COV,GKP,Regular Starter,eligible,external_3season_research,External: Coventry GKP saves,2.16,62.0,3.58,62.0,2.15,62.0,3.54,62.0,3.0,62.0,14.44,2.89,310.0
261,Iwobi,FUL,MID,Nailed Starter,eligible,fpl_recency_50_50,"50% 2025/26 (2420m) + 50% mean older usable [2023/24,2024/25]",2.73,77.5,3.09,77.5,3.15,77.5,2.67,77.5,2.77,77.5,14.41,2.88,387.5
16,Madueke,ARS,MID,Regular Starter,eligible,fpl_recency_50_50,"50% 2025/26 (1205m) + 50% mean older usable [2023/24,2024/25]",3.38,62.0,2.56,62.0,2.56,62.0,2.93,62.0,2.95,62.0,14.38,2.88,310.0
47,Kamara,AVL,MID,Nailed Starter,watch,fpl_recency_50_50,"50% 2025/26 (1410m) + 50% mean older usable [2023/24,2024/25]",2.86,77.5,2.65,77.5,3.12,77.5,2.88,77.5,2.86,77.5,14.37,2.87,387.5
13,Rice,ARS,MID,Regular Starter,eligible,fpl_recency_50_50,"50% 2025/26 (3093m) + 50% mean older usable [2023/24,2024/25]",3.23,62.0,2.64,62.0,2.65,62.0,2.91,62.0,2.92,62.0,14.35,2.87,310.0
184,Grimes,COV,MID,Regular Starter,eligible,external_3season_research,External Swansea/Coventry; FBref CBITR Defcon 10.80/90,2.45,62.0,3.26,62.0,2.44,62.0,3.21,62.0,2.92,62.0,14.28,2.86,310.0
525,Fernandes,TOT,MID,Regular Starter,eligible,fpl_recency_50_50,50% 2025/26 (3017m) + 50% mean older usable [2024/25],2.76,62.0,3.08,62.0,2.78,62.0,2.78,62.0,2.78,62.0,14.17,2.83,310.0
57,Petrović,BOU,GKP,Nailed Starter,eligible,fpl_recency_50_50,50% 2025/26 (3420m) + 50% mean older usable [2023/24],2.11,77.5,3.13,77.5,3.2,77.5,3.1,77.5,2.54,77.5,14.08,2.82,387.5
419,Martinez,MUN,DEF,Regular Starter,watch,fpl_recency_50_50,"50% 2025/26 (1229m) + 50% mean older usable [2023/24,2024/25]",3.28,62.0,3.28,62.0,2.64,62.0,2.13,62.0,2.66,62.0,13.98,2.8,310.0
19,Zubimendi,ARS,MID,Regular Starter,eligible,fpl_single_usable_season,100% usable season 2025/26 (2991 mins),3.05,62.0,2.63,62.0,2.64,62.0,2.82,62.0,2.83,62.0,13.97,2.79,310.0
310,Matusiwa,IPS,MID,Regular Starter,eligible,external_3season_research,External 2023-26: Azor Matusiwa; best-guess CBITR 13.57/90 from Ligue 1 FBref,2.98,62.0,2.69,62.0,2.65,62.0,2.81,62.0,2.81,62.0,13.94,2.79,310.0
332,Justin,LEE,DEF,Regular Starter,eligible,fpl_recency_50_50,50% 2025/26 (1893m) + 50% mean older usable [2024/25],2.62,62.0,2.63,62.0,2.63,62.0,3.37,62.0,2.64,62.0,13.89,2.78,310.0
526,Solanke,TOT,FWD,Regular Starter,eligible,fpl_recency_50_50,"50% 2025/26 (997m) + 50% mean older usable [2023/24,2024/25]",2.67,62.0,3.12,62.0,2.7,62.0,2.69,62.0,2.69,62.0,13.88,2.78,310.0
182,Amenda,COV,DEF,Regular Starter,eligible,external_3season_research,External YB/Frankfurt xG/xA; best-guess CBIT 8.03/90 from UCL scout sample,1.97,62.0,3.54,62.0,1.96,62.0,3.51,62.0,2.88,62.0,13.86,2.77,310.0
545,Sadiki,SUN,MID,Nailed Starter,eligible,fpl_single_usable_season,100% usable season 2025/26 (2891 mins),3.05,77.5,3.07,77.5,2.74,77.5,2.57,77.5,2.4,77.5,13.83,2.77,387.5
34,Pau,AVL,DEF,Regular Starter,eligible,fpl_recency_50_50,"50% 2025/26 (1673m) + 50% mean older usable [2023/24,2024/25]",2.73,62.0,2.21,62.0,3.38,62.0,2.74,62.0,2.73,62.0,13.79,2.76,310.0
214,Kamada,CRY,MID,Regular Starter,eligible,fpl_recency_50_50,50% 2025/26 (1899m) + 50% mean older usable [2024/25],2.74,62.0,2.48,62.0,2.76,62.0,3.01,62.0,2.73,62.0,13.72,2.74,310.0
5,J.Timber,ARS,DEF,Regular Starter,exclude_gw1,fpl_recency_50_50,50% 2025/26 (2452m) + 50% mean older usable [2024/25],0.0,0.0,3.16,62.0,3.16,62.0,3.68,62.0,3.69,62.0,13.68,2.74,248.0
46,Barkley,AVL,MID,Regular Starter,eligible,fpl_recency_50_50,"50% 2025/26 (844m) + 50% mean older usable [2023/24,2024/25]",2.71,62.0,2.38,62.0,3.09,62.0,2.72,62.0,2.71,62.0,13.61,2.72,310.0
512,Kudus,TOT,MID,Regular Starter,watch,fpl_recency_50_50,"50% 2025/26 (1535m) + 50% mean older usable [2023/24,2024/25]",2.62,62.0,3.03,62.0,2.63,62.0,2.63,62.0,2.63,62.0,13.54,2.71,310.0
86,Lewis-Potter,BRE,MID,Regular Starter,eligible,fpl_recency_50_50,"50% 2025/26 (1960m) + 50% mean older usable [2023/24,2024/25]",2.65,62.0,2.64,62.0,2.99,62.0,2.64,62.0,2.3,62.0,13.21,2.64,310.0
233,Mykolenko,EVE,DEF,Regular Starter,eligible,fpl_recency_50_50,"50% 2025/26 (2959m) + 50% mean older usable [2023/24,2024/25]",2.61,62.0,2.61,62.0,2.11,62.0,2.61,62.0,3.26,62.0,13.2,2.64,310.0
210,Wharton,CRY,MID,Regular Starter,watch,fpl_recency_50_50,"50% 2025/26 (2552m) + 50% mean older usable [2023/24,2024/25]",2.63,62.0,2.37,62.0,2.65,62.0,2.92,62.0,2.62,62.0,13.19,2.64,310.0
45,McGinn,AVL,MID,Regular Starter,eligible,fpl_recency_50_50,"50% 2025/26 (2136m) + 50% mean older usable [2023/24,2024/25]",2.62,62.0,2.31,62.0,2.98,62.0,2.63,62.0,2.61,62.0,13.14,2.63,310.0
313,Clarke,IPS,MID,Regular Starter,eligible,fpl_single_usable_season,100% usable season 2024/25 (1161 mins),2.87,62.0,2.46,62.0,2.43,62.0,2.63,62.0,2.63,62.0,13.01,2.6,310.0
37,Lindelöf,AVL,DEF,Regular Starter,eligible,fpl_recency_50_50,"50% 2025/26 (942m) + 50% mean older usable [2023/24,2024/25]",2.56,62.0,2.07,62.0,3.18,62.0,2.57,62.0,2.56,62.0,12.94,2.59,310.0
290,Slater,HUL,MID,Regular Starter,eligible,external_3season_research,External CHA 2023-26: Regan Slater Hull; CBITR Defcon; FBref+FotMob; mins~8905,2.4,62.0,2.86,62.0,2.6,62.0,2.36,62.0,2.66,62.0,12.89,2.58,310.0
102,Yarmoliuk,BRE,MID,Regular Starter,eligible,fpl_recency_50_50,"50% 2025/26 (2652m) + 50% mean older usable [2023/24,2024/25]",2.53,62.0,2.52,62.0,2.72,62.0,2.52,62.0,2.33,62.0,12.63,2.53,310.0
97,Jensen,BRE,MID,Regular Starter,eligible,fpl_recency_50_50,"50% 2025/26 (2239m) + 50% mean older usable [2023/24,2024/25]",2.52,62.0,2.51,62.0,2.79,62.0,2.52,62.0,2.26,62.0,12.61,2.52,310.0
246,Röhl,EVE,MID,Regular Starter,eligible,fpl_single_usable_season,100% usable season 2025/26 (675 mins),2.5,62.0,2.5,62.0,2.33,62.0,2.51,62.0,2.74,62.0,12.58,2.52,310.0
131,Baleba,BHA,MID,Regular Starter,eligible,fpl_recency_50_50,"50% 2025/26 (1646m) + 50% mean older usable [2023/24,2024/25]",2.48,62.0,2.26,62.0,2.67,62.0,2.65,62.0,2.28,62.0,12.35,2.47,310.0
98,Janelt,BRE,MID,Regular Starter,eligible,fpl_recency_50_50,"50% 2025/26 (1434m) + 50% mean older usable [2023/24,2024/25]",2.46,62.0,2.45,62.0,2.67,62.0,2.46,62.0,2.26,62.0,12.3,2.46,310.0
222,Strand Larsen,CRY,FWD,Regular Starter,eligible,fpl_recency_50_50,50% 2025/26 (2301m) + 50% mean older usable [2024/25],2.44,62.0,2.15,62.0,2.46,62.0,2.72,62.0,2.43,62.0,12.21,2.44,310.0
491,Igor Jesus,NFO,FWD,Regular Starter,eligible,fpl_single_usable_season,100% usable season 2025/26 (2293 mins),2.68,62.0,2.16,62.0,2.44,62.0,2.19,62.0,2.69,62.0,12.15,2.43,310.0
257,Bassey,FUL,DEF,Nailed Starter,eligible,fpl_recency_50_50,"50% 2025/26 (2532m) + 50% mean older usable [2023/24,2024/25]",2.18,77.5,2.78,77.5,2.82,77.5,2.14,77.5,2.21,77.5,12.12,2.42,387.5
259,Diop,IPS,DEF,Regular Starter,eligible,fpl_recency_50_50,"50% 2025/26 (812m) + 50% mean older usable [2023/24,2024/25]",3.16,62.0,1.98,62.0,1.95,62.0,2.49,62.0,2.49,62.0,12.07,2.41,310.0
104,Onyeka,COV,MID,Regular Starter,eligible,fpl_single_usable_season,100% usable season 2023/24 (1147 mins),1.94,62.0,2.8,62.0,1.94,62.0,2.77,62.0,2.44,62.0,11.9,2.38,310.0
506,Udogie,TOT,DEF,Regular Starter,eligible,fpl_recency_50_50,"50% 2025/26 (1335m) + 50% mean older usable [2023/24,2024/25]",2.22,62.0,2.94,62.0,2.23,62.0,2.23,62.0,2.23,62.0,11.86,2.37,310.0
267,Lukić,FUL,MID,Regular Starter,eligible,fpl_recency_50_50,"50% 2025/26 (1730m) + 50% mean older usable [2023/24,2024/25]",2.26,62.0,2.47,62.0,2.51,62.0,2.22,62.0,2.29,62.0,11.76,2.35,310.0
292,Ömür,HUL,MID,Regular Starter,eligible,external_3season_research,External 2023-26: Abdülkadir Ömür; best-guess CBITR 8.32/90 from Hull CHA FBref,2.22,62.0,2.56,62.0,2.36,62.0,2.19,62.0,2.42,62.0,11.75,2.35,310.0
316,Emersonn,IPS,FWD,Regular Starter,eligible,external_3season_research,External 2024-26: Emersonn; best-guess partial def actions 2.78/90 (Tkl+Int+Rec),2.54,62.0,2.1,62.0,2.07,62.0,2.31,62.0,2.31,62.0,11.33,2.27,310.0
64,Smith,BOU,DEF,Regular Starter,eligible,fpl_recency_50_50,"50% 2025/26 (1073m) + 50% mean older usable [2023/24,2024/25]",1.67,62.0,2.53,62.0,2.56,62.0,2.52,62.0,2.05,62.0,11.33,2.27,310.0
306,Greaves,IPS,DEF,Regular Starter,eligible,fpl_single_usable_season,100% usable season 2024/25 (2205 mins),3.01,62.0,1.8,62.0,1.77,62.0,2.31,62.0,2.31,62.0,11.2,2.24,310.0
402,Rodrigo,MCI,MID,Regular Starter,exclude_gw1,fpl_recency_50_50,50% 2025/26 (1510m) + 50% mean older usable [2023/24],0.0,0.0,2.73,62.0,3.0,62.0,2.48,62.0,2.99,62.0,11.2,2.24,248.0
258,Castagne,FUL,DEF,Regular Starter,eligible,fpl_recency_50_50,"50% 2025/26 (1838m) + 50% mean older usable [2023/24,2024/25]",2.02,62.0,2.55,62.0,2.58,62.0,1.98,62.0,2.05,62.0,11.18,2.24,310.0
330,Bogle,LEE,DEF,Regular Starter,eligible,fpl_recency_50_50,50% 2025/26 (2795m) + 50% mean older usable [2023/24],2.05,62.0,2.05,62.0,2.05,62.0,2.82,62.0,2.06,62.0,11.04,2.21,310.0
190,Tchaouna,COV,MID,Regular Starter,eligible,fpl_single_usable_season,100% usable season 2025/26 (1259 mins),1.89,62.0,2.51,62.0,1.88,62.0,2.48,62.0,2.24,62.0,10.99,2.2,310.0
148,Hato,CHE,DEF,Regular Starter,eligible,fpl_single_usable_season,100% usable season 2025/26 (1139 mins),2.11,62.0,2.76,62.0,1.2,62.0,2.77,62.0,2.09,62.0,10.92,2.18,310.0
359,Gomez,LIV,DEF,Regular Starter,exclude_gw1,fpl_recency_50_50,"50% 2025/26 (594m) + 50% mean older usable [2023/24,2024/25]",0.0,0.0,2.37,62.0,3.07,62.0,3.07,62.0,2.37,62.0,10.88,2.18,248.0
265,Berge,FUL,MID,Regular Starter,eligible,fpl_recency_50_50,"50% 2025/26 (2904m) + 50% mean older usable [2023/24,2024/25]",2.05,62.0,2.18,62.0,2.21,62.0,2.02,62.0,2.08,62.0,10.55,2.11,310.0
239,Garner,EVE,MID,Regular Starter,exclude_gw1,fpl_recency_50_50,"50% 2025/26 (3413m) + 50% mean older usable [2023/24,2024/25]",0.0,0.0,2.6,62.0,2.4,62.0,2.61,62.0,2.88,62.0,10.49,2.1,248.0
62,Diakité,BOU,DEF,Regular Starter,eligible,fpl_single_usable_season,100% usable season 2025/26 (1275 mins),1.37,62.0,2.2,62.0,2.23,62.0,2.19,62.0,1.73,62.0,9.72,1.94,310.0
304,O'Shea,IPS,DEF,Regular Starter,eligible,fpl_recency_50_50,50% 2024/25 (3122m) + 50% mean older usable [2023/24],2.44,62.0,1.27,62.0,1.24,62.0,1.76,62.0,1.76,62.0,8.46,1.69,310.0
385,Trafford,LEE,GKP,Nailed Starter,eligible,fpl_single_usable_season,100% usable season 2023/24 (2520 mins),1.23,32.9,1.23,32.9,1.23,32.9,1.51,32.9,1.24,32.9,6.45,1.29,164.6
277,Egan,HUL,DEF,Regular Starter,eligible,fpl_single_usable_season,100% usable season 2023/24 (482 mins),0.57,62.0,1.74,62.0,1.06,62.0,0.54,62.0,1.1,62.0,5.02,1.0,310.0
6,Saliba,ARS,DEF,Nailed Starter,exclude_gw1-5,fpl_recency_50_50,"50% 2025/26 (2614m) + 50% mean older usable [2023/24,2024/25]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Kroupi.Jr,BOU,MID,Nailed Starter,exclude_gw1-5,fpl_single_usable_season,100% usable season 2025/26 (1663 mins),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
