player_id,player_code,web_name,club_short,position,expected_role,p_start,p_sub_in,p_dnp,xmins_if_start,xmins_if_sub_in,draft_availability,availability_override,usable_season_count,usable_mins_total,rate_source,per90_xg,per90_xa,per90_defcon,per90_defensive_contribution,per90_saves,per90_goals_conceded,provenance_note
71,155408,Cook,BOU,MID,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,none,3,6635.0,fpl_recency_50_50,0.0194,0.0938,13.2163,13.2163,0.0,1.5673,"50% latest>=900 2024/25 (2976m) + 50% mean other usable [2023/24(2787m),2025/26(872m)]"
63,620487,Milosavljević,BOU,DEF,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,none,0,0.0,fallback_baseline,0.06,0.06,4.25,4.25,0.0,1.39,Position baseline (DEF); no usable FPL season and no external package
82,200720,Kelleher,BRE,GKP,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,none,3,5130.0,fpl_recency_50_50+defcon_baseline_fill,0.0,0.0032,0.0,0.0,2.848,1.2372,"50% latest>=900 2025/26 (3330m) + 50% mean other usable [2023/24(900m),2024/25(900m)]; defcon_baseline_fill"
84,432830,Collins,BRE,DEF,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,none,3,9040.0,fpl_recency_50_50,0.0635,0.0443,9.4501,9.4501,0.0,1.4746,"50% latest>=900 2025/26 (2971m) + 50% mean other usable [2023/24(2649m),2024/25(3420m)]"
88,607464,Kayode,BRE,DEF,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,none,2,3781.0,fpl_recency_50_50,0.034,0.1001,6.5526,6.5526,0.0,1.107,50% latest>=900 2025/26 (3258m) + 50% mean other usable [2024/25(523m)]
94,513418,Schade,BRE,MID,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,none,2,5025.0,fpl_recency_50_50,0.3648,0.0681,6.2921,6.2921,0.0,1.2283,50% latest>=900 2025/26 (2744m) + 50% mean other usable [2024/25(2281m)]
95,533463,O.Dango,BRE,MID,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,none,3,5483.0,fpl_recency_50_50,0.3013,0.1385,8.0802,8.0802,0.0,1.3973,"50% latest>=900 2025/26 (2271m) + 50% mean other usable [2023/24(1214m),2024/25(1998m)]"
106,502500,Thiago,BRE,FWD,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,none,1,3282.0,fpl_single_usable_season,0.5649,0.0502,5.8684,5.8684,0.0,1.3711,"100% latest-eligible 2025/26 (3282 mins, floor>=900)"
85,444765,Van den Berg,BRE,DEF,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,none,2,5345.0,fpl_recency_50_50,0.0912,0.0327,8.4212,8.4212,0.0,1.5216,50% latest>=900 2025/26 (2761m) + 50% mean other usable [2024/25(2584m)]
86,249231,Lewis-Potter,BRE,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,3,6480.0,fpl_recency_50_50,0.1918,0.1197,3.8238,3.8238,0.0,1.5482,"50% latest>=900 2025/26 (1960m) + 50% mean other usable [2023/24(1428m),2024/25(3092m)]"
102,508395,Yarmoliuk,BRE,MID,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,none,3,4757.0,fpl_recency_50_50,0.062,0.0714,12.4775,12.4775,0.0,1.4069,"50% latest>=900 2025/26 (2652m) + 50% mean other usable [2023/24(670m),2024/25(1435m)]"
98,204580,Janelt,BRE,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,3,6739.0,fpl_recency_50_50,0.0474,0.1204,10.3206,10.3206,0.0,1.4219,"50% latest>=900 2025/26 (1434m) + 50% mean other usable [2023/24(3054m),2024/25(2251m)]"
97,207283,Jensen,BRE,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,3,5286.0,fpl_recency_50_50,0.0578,0.2183,9.0493,9.0493,0.0,1.5754,"50% latest>=900 2025/26 (2239m) + 50% mean other usable [2023/24(2201m),2024/25(846m)]"
100,244858,Carvalho,BRE,MID,Rotation,0.4,0.25,0.35,70.0,20.0,exclude_gw1,api_unavailable_gw1,0,0.0,fallback_baseline,0.15,0.15,3.1,3.1,0.0,1.37,Position baseline (MID); no usable FPL season and no external package
99,543295,Milambo,BRE,MID,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,api_doubt_gw1,0,0.0,fallback_baseline,0.15,0.15,3.1,3.1,0.0,1.37,Position baseline (MID); no usable FPL season and no external package
105,444180,Anthony,BRE,MID,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,none,1,2717.0,fpl_single_usable_season,0.1693,0.0944,7.6849,7.6849,0.0,1.9544,"100% latest-eligible 2025/26 (2717 mins, floor>=900)"
93,513086,Schuster,BRE,DEF,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,none,0,0.0,fallback_baseline,0.06,0.06,4.25,4.25,0.0,1.39,Position baseline (DEF); no usable FPL season and no external package
96,440089,Damsgaard,BRE,MID,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,none,3,5786.0,fpl_recency_50_50,0.1005,0.1989,10.2628,10.2628,0.0,1.265,"50% latest>=900 2025/26 (2046m) + 50% mean other usable [2023/24(829m),2024/25(2911m)]"
108,75115,Wilson,BRE,FWD,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,none,2,2215.0,fpl_recency_50_50,0.6882,0.0445,2.9903,2.9903,0.0,1.5633,50% latest>=900 2025/26 (1234m) + 50% mean other usable [2023/24(981m)]
109,489639,Verbruggen,BHA,GKP,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,none,3,8550.0,fpl_recency_50_50+defcon_baseline_fill,0.0,0.0009,0.0,0.0,2.8005,1.3414,"50% latest>=900 2025/26 (3420m) + 50% mean other usable [2023/24(1890m),2024/25(3240m)]; defcon_baseline_fill"
113,231416,F.Kadıoğlu,BHA,DEF,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,1,3130.0,fpl_single_usable_season,0.0592,0.0952,4.8882,4.8882,0.0,1.1789,"100% latest-eligible 2025/26 (3130 mins, floor>=900)"
116,83299,Dunk,BHA,DEF,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,none,3,7787.0,fpl_recency_50_50,0.0625,0.0375,6.3887,6.3887,0.0,1.5042,"50% latest>=900 2025/26 (2837m) + 50% mean other usable [2023/24(2869m),2024/25(2081m)]"
504,610799,Vuskovic,BHA,DEF,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,none,0,0.0,external_3season_research,0.185,0.035,12.45,12.45,0.0,1.46,External Westerlo/HSV xG/xA; best-guess CBIT 12.45/90 from HSV Opta (blocks may be shots-only)
124,60307,Groß,BHA,MID,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,none,2,4748.0,fpl_recency_50_50,0.1308,0.2372,7.9768,7.9768,0.0,1.1906,50% latest>=900 2025/26 (1636m) + 50% mean other usable [2023/24(3112m)]
130,467779,Wieffer,BHA,DEF,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,none,2,2904.0,fpl_recency_50_50,0.0813,0.0889,13.9948,13.9948,0.0,1.6025,50% latest>=900 2025/26 (1901m) + 50% mean other usable [2024/25(1003m)]
131,535301,Baleba,BHA,MID,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,none,3,5620.0,fpl_recency_50_50,0.0621,0.034,12.0748,12.0748,0.0,1.3372,"50% latest>=900 2025/26 (1646m) + 50% mean other usable [2023/24(1314m),2024/25(2660m)]"
115,465730,De Cuyper,BHA,DEF,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,none,1,1404.0,fpl_single_usable_season,0.1064,0.2615,4.1026,4.1026,0.0,1.4744,"100% latest-eligible 2025/26 (1404 mins, floor>=900)"
127,514254,Gomez,BHA,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,2,2624.0,fpl_recency_50_50,0.2054,0.1395,11.3608,11.3608,0.0,1.7703,50% latest>=900 2025/26 (2117m) + 50% mean other usable [2024/25(507m)]
123,532529,Hinshelwood,BHA,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,3,4441.0,fpl_recency_50_50,0.2161,0.0884,6.5277,6.5277,0.0,1.4049,"50% latest>=900 2025/26 (1736m) + 50% mean other usable [2023/24(866m),2024/25(1839m)]"
122,592031,Minteh,BHA,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,2,4220.0,fpl_recency_50_50,0.1733,0.2179,7.7119,7.7119,0.0,1.4326,50% latest>=900 2025/26 (2389m) + 50% mean other usable [2024/25(1831m)]
136,50175,Welbeck,CHE,FWD,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,none,3,6045.0,fpl_recency_50_50,0.4174,0.062,4.268,4.268,0.0,1.3284,"50% latest>=900 2025/26 (2249m) + 50% mean other usable [2023/24(1687m),2024/25(2109m)]"
121,451340,Mitoma,BHA,MID,Rotation,0.4,0.25,0.35,70.0,20.0,exclude_gw1,api_unavailable_gw1,3,5796.0,fpl_recency_50_50,0.2386,0.1608,5.7203,5.7203,0.0,1.2807,"50% latest>=900 2025/26 (1714m) + 50% mean other usable [2023/24(1485m),2024/25(2597m)]"
137,608181,Tzimas,BHA,FWD,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,api_doubt_gw1,0,0.0,fallback_baseline,0.41,0.13,1.5,1.5,0.0,1.41,Position baseline (FWD); no usable FPL season and no external package
328,222694,Struijk,BHA,DEF,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,none,1,2935.0,fpl_single_usable_season,0.0938,0.0233,9.1073,9.1073,0.0,1.4719,"100% latest-eligible 2025/26 (2935 mins, floor>=900)"
125,463067,Georginio,BHA,FWD,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,2,3427.0,fpl_recency_50_50,0.198,0.119,6.8626,6.8626,0.0,1.2972,50% latest>=900 2025/26 (1776m) + 50% mean other usable [2024/25(1651m)]
129,509416,Ayari,BHA,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,2,3879.0,fpl_recency_50_50,0.1209,0.0872,10.5107,10.5107,0.0,1.2057,50% latest>=900 2025/26 (1921m) + 50% mean other usable [2024/25(1958m)]
140,215059,Sánchez,CHE,GKP,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,none,3,7353.0,fpl_recency_50_50+defcon_baseline_fill,0.0,0.0007,0.0,0.0,3.025,1.3835,"50% latest>=900 2025/26 (3040m) + 50% mean other usable [2023/24(1433m),2024/25(2880m)]; defcon_baseline_fill"
149,460028,Colwill,CHE,DEF,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,none,2,4944.0,fpl_recency_50_50,0.0598,0.032,6.3143,6.3143,0.0,1.2379,50% latest>=900 2024/25 (3150m) + 50% mean other usable [2023/24(1794m)]
200,437499,Lacroix,CHE,DEF,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,none,2,6201.0,fpl_recency_50_50,0.0863,0.0267,10.4083,10.4083,0.0,1.3354,50% latest>=900 2025/26 (3085m) + 50% mean other usable [2024/25(3116m)]
142,225796,James,CHE,DEF,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,2,3014.0,fpl_recency_50_50,0.0431,0.1225,5.0719,5.0719,0.0,1.0559,50% latest>=900 2025/26 (1957m) + 50% mean other usable [2024/25(1057m)]
155,448047,Enzo,CHE,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,3,8265.0,fpl_recency_50_50,0.2686,0.1901,7.5168,7.5168,0.0,1.4266,"50% latest>=900 2025/26 (3114m) + 50% mean other usable [2023/24(2208m),2024/25(2943m)]"
159,486672,Caicedo,CHE,MID,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,none,3,9012.0,fpl_recency_50_50,0.0321,0.073,12.0007,12.0007,0.0,1.4311,"50% latest>=900 2025/26 (2796m) + 50% mean other usable [2023/24(2865m),2024/25(3351m)]"
40,244850,Rogers,CHE,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,3,7031.0,fpl_recency_50_50,0.1885,0.1088,5.9436,5.9436,0.0,1.4074,"50% latest>=900 2025/26 (3280m) + 50% mean other usable [2023/24(636m),2024/25(3115m)]"
154,244851,Palmer,CHE,MID,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,none,3,7764.0,fpl_recency_50_50,0.5104,0.1947,5.519,5.519,0.0,1.4444,"50% latest>=900 2025/26 (1954m) + 50% mean other usable [2023/24(2617m),2024/25(3193m)]"
165,475168,João Pedro,CHE,FWD,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,none,3,6641.0,fpl_recency_50_50,0.4887,0.1203,4.5563,4.5563,0.0,1.353,"50% latest>=900 2025/26 (2658m) + 50% mean other usable [2023/24(2037m),2024/25(1946m)]"
148,551210,Hato,CHE,DEF,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,1,1139.0,fpl_single_usable_season,0.0237,0.0482,7.8227,7.8227,0.0,2.1335,"100% latest-eligible 2025/26 (1139 mins, floor>=900)"
144,482609,Gusto,CHE,DEF,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,none,3,5854.0,fpl_recency_50_50,0.0616,0.1261,5.3558,5.3558,0.0,1.3949,"50% latest>=900 2025/26 (2255m) + 50% mean other usable [2023/24(1746m),2024/25(1853m)]"
147,109646,Tosin,CHE,DEF,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,none,3,3807.0,fpl_recency_50_50,0.0438,0.0233,9.1958,9.1958,0.0,1.1969,"50% latest>=900 2024/25 (1403m) + 50% mean other usable [2023/24(1616m),2025/26(788m)]"
152,620109,Palestra,CHE,DEF,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,0,0.0,external_3season_research,0.05,0.08,7.5,7.5,0.0,1.35,External best-guess: Palestra Chelsea RWB/RB; CHA/U23 defensive proxy
161,514356,Lavia,CHE,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,1,792.0,fpl_equal_weight_thin_latest,0.0284,0.0432,10.0,10.0,0.0,1.25,Equal-weight usable ≥450 (no latest>=900): [2024/25(792m)]
156,247632,Neto,CHE,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,3,6407.0,fpl_recency_50_50,0.1602,0.2163,4.4556,4.4556,0.0,1.2143,"50% latest>=900 2025/26 (2629m) + 50% mean other usable [2023/24(1516m),2024/25(2262m)]"
158,463936,Gittens,CHE,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,1,486.0,fpl_equal_weight_thin_latest,0.15,0.1741,5.3704,5.3704,0.0,1.2963,Equal-weight usable ≥450 (no latest>=900): [2025/26(486m)]
164,593117,Quenda,CHE,MID,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,api_doubt_gw1,0,0.0,fallback_baseline,0.15,0.15,3.1,3.1,0.0,1.37,Position baseline (MID); no usable FPL season and no external package
157,624773,Estêvão,CHE,MID,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,none,1,839.0,fpl_equal_weight_thin_latest,0.3122,0.2296,6.0072,6.0072,0.0,1.18,Equal-weight usable ≥450 (no latest>=900): [2025/26(839m)]
172,110690,Wilson,COV,GKP,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,none,0,0.0,external_3season_research,0.0,0.0,0.0,0.0,2.25,1.07,External: Coventry GKP saves
182,539142,Amenda,COV,DEF,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,0,0.0,external_3season_research,0.035,0.015,8.03,8.03,0.0,1.3,External YB/Frankfurt xG/xA; best-guess CBIT 8.03/90 from UCL scout sample
173,461102,Thomas,COV,DEF,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,0,0.0,external_3season_research,0.091,0.043,9.102,9.102,0.0,1.204,External CHA 2023-26: Bobby Thomas Coventry CB; CBIT Defcon; FBref+FotMob; mins~10017
175,451284,van Ewijk,COV,DEF,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,0,0.0,external_3season_research,0.035,0.15,7.0,7.0,0.0,1.0,External Coventry DEF; FBref CBIT Defcon 7.00/90 (2023-25)
174,436761,Kitching,COV,DEF,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,none,0,0.0,fallback_baseline,0.06,0.06,4.25,4.25,0.0,1.39,Position baseline (DEF); no usable FPL season and no external package
176,173878,Dasilva,COV,DEF,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,none,0,0.0,fallback_baseline,0.06,0.06,4.25,4.25,0.0,1.39,Position baseline (DEF); no usable FPL season and no external package
190,469272,Tchaouna,COV,MID,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,none,1,1259.0,fpl_single_usable_season,0.0908,0.0651,4.9325,4.9325,0.0,1.7156,"100% latest-eligible 2025/26 (1259 mins, floor>=900)"
188,226965,Torp,COV,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,0,0.0,external_3season_research,0.185,0.205,11.05,11.05,0.0,1.35,External Coventry MID; FBref CBITR Defcon 11.05/90 (2023-25)
186,241293,Mason-Clark,COV,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,0,0.0,external_3season_research,0.255,0.155,6.52,6.52,0.0,1.35,External Coventry MID; FBref CBITR 6.52/90 Coventry slice only
104,428580,Onyeka,COV,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,1,1147.0,fpl_single_usable_season+defcon_baseline_fill,0.164,0.113,3.1,3.1,0.0,2.1186,"100% latest-eligible 2023/24 (1147 mins, floor>=900); defcon_baseline_fill"
184,168144,Grimes,COV,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,0,0.0,external_3season_research,0.045,0.205,10.8,10.8,0.0,1.25,External Swansea/Coventry; FBref CBITR Defcon 10.80/90
185,501459,Sakamoto,COV,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,0,0.0,external_3season_research,0.16,0.14,6.8,6.8,0.0,1.35,External best-guess: Sakamoto J-League/CHA creative MID proxy
187,439668,Eccles,COV,MID,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,none,0,0.0,fallback_baseline,0.15,0.15,3.1,3.1,0.0,1.37,Position baseline (MID); no usable FPL season and no external package
183,480457,Rudoni,COV,MID,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,api_doubt_gw1,0,0.0,fallback_baseline,0.15,0.15,3.1,3.1,0.0,1.37,Position baseline (MID); no usable FPL season and no external package
193,176412,Wright,COV,FWD,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,0,0.0,external_3season_research,0.57,0.11,5.279,5.279,0.0,1.238,External CHA 2023-26: Haji Wright; best-guess CBITR 5.28/90 from 23/24-24/25 FBref
194,230730,Thomas-Asante,COV,FWD,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,0,0.0,external_3season_research,0.38,0.1,2.2,2.2,0.0,1.4,External best-guess: Thomas-Asante CHA FWD xG proxy (~0.38/90)
195,218997,Simms,COV,FWD,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,none,0,0.0,fallback_baseline,0.41,0.13,1.5,1.5,0.0,1.41,Position baseline (FWD); no usable FPL season and no external package
196,551262,Markelo,COV,FWD,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,none,0,0.0,fallback_baseline,0.41,0.13,1.5,1.5,0.0,1.41,Position baseline (FWD); no usable FPL season and no external package
198,172649,Henderson,CRY,GKP,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,none,3,8370.0,fpl_recency_50_50+defcon_baseline_fill,0.0001,0.0018,0.0,0.0,2.9222,1.4414,"50% latest>=900 2025/26 (3330m) + 50% mean other usable [2023/24(1620m),2024/25(3420m)]; defcon_baseline_fill"
202,427623,Richards,CRY,DEF,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,none,3,6837.0,fpl_recency_50_50,0.0606,0.0337,9.4751,9.4751,0.0,1.441,"50% latest>=900 2025/26 (2825m) + 50% mean other usable [2023/24(2091m),2024/25(1921m)]"
204,244723,Mitchell,CRY,DEF,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,none,3,9547.0,fpl_recency_50_50,0.0405,0.0785,6.5494,6.5494,0.0,1.3714,"50% latest>=900 2025/26 (3253m) + 50% mean other usable [2023/24(3204m),2024/25(3090m)]"
201,247348,Muñoz,CRY,DEF,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,none,3,7069.0,fpl_recency_50_50,0.0999,0.1177,7.396,7.396,0.0,1.283,"50% latest>=900 2025/26 (2400m) + 50% mean other usable [2023/24(1440m),2024/25(3229m)]"
208,232185,Sarr,CRY,MID,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,none,2,4881.0,fpl_recency_50_50,0.4061,0.1376,5.9944,5.9944,0.0,1.2486,50% latest>=900 2025/26 (2173m) + 50% mean other usable [2024/25(2708m)]
203,651426,Canvot,CRY,DEF,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,1,1331.0,fpl_single_usable_season,0.1001,0.0223,11.4275,11.4275,0.0,1.5552,"100% latest-eligible 2025/26 (1331 mins, floor>=900)"
214,209400,Kamada,CRY,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,2,3444.0,fpl_recency_50_50,0.0715,0.1219,9.9677,9.9677,0.0,1.4499,50% latest>=900 2025/26 (1899m) + 50% mean other usable [2024/25(1545m)]
210,496221,Wharton,CRY,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,watch,api_doubt_gw1,3,5162.0,fpl_recency_50_50,0.0399,0.1949,11.6785,11.6785,0.0,1.3956,"50% latest>=900 2025/26 (2552m) + 50% mean other usable [2023/24(1296m),2024/25(1314m)]"
211,488024,Yeremy,CRY,MID,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,none,1,2074.0,fpl_single_usable_season,0.1966,0.2656,7.2469,7.2469,0.0,1.215,"100% latest-eligible 2025/26 (2074 mins, floor>=900)"
222,247412,Strand Larsen,CRY,FWD,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,2,4888.0,fpl_recency_50_50,0.28,0.0393,3.4408,3.4408,0.0,1.7063,50% latest>=900 2025/26 (2301m) + 50% mean other usable [2024/25(2587m)]
207,242313,Mingueza,CRY,DEF,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,none,0,0.0,fallback_baseline,0.06,0.06,4.25,4.25,0.0,1.39,Position baseline (DEF); no usable FPL season and no external package
223,231747,Mateta,CRY,FWD,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,none,3,7126.0,fpl_recency_50_50,0.5181,0.0592,4.487,4.487,0.0,1.341,"50% latest>=900 2025/26 (2210m) + 50% mean other usable [2023/24(2274m),2024/25(2642m)]"
209,242898,Johnson,CRY,MID,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,none,3,6198.0,fpl_recency_50_50,0.2765,0.0969,5.6508,5.6508,0.0,1.4333,"50% latest>=900 2025/26 (1710m) + 50% mean other usable [2023/24(2317m),2024/25(2171m)]"
213,152551,Lerma,CRY,MID,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,none,3,6391.0,fpl_recency_50_50,0.0832,0.0727,12.2315,12.2315,0.0,1.4416,"50% latest>=900 2025/26 (1722m) + 50% mean other usable [2023/24(2399m),2024/25(2270m)]"
216,606921,Esse,CRY,MID,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,none,0,0.0,fallback_baseline,0.15,0.15,3.1,3.1,0.0,1.37,Position baseline (MID); no usable FPL season and no external package
224,205533,Nketiah,CRY,FWD,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,2,2083.0,fpl_recency_50_50,0.4591,0.0591,4.8625,4.8625,0.0,1.174,50% latest>=900 2024/25 (1018m) + 50% mean other usable [2023/24(1065m)]
215,489706,Devenny,CRY,MID,Cameo,0.1,0.35,0.55,60.0,15.0,not_role_eligible,none,2,1279.0,fpl_equal_weight_thin_latest,0.2066,0.0597,9.2286,9.2286,0.0,1.5886,"Equal-weight usable ≥450 (no latest>=900): [2024/25(494m),2025/26(785m)]"
226,111234,Pickford,EVE,GKP,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,none,3,10260.0,fpl_recency_50_50+defcon_baseline_fill,0.0,0.0071,0.0,0.0,2.9145,1.2829,"50% latest>=900 2025/26 (3420m) + 50% mean other usable [2023/24(3420m),2024/25(3420m)]; defcon_baseline_fill"
229,17761,Tarkowski,EVE,DEF,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,none,3,9672.0,fpl_recency_50_50,0.0611,0.0638,10.5636,10.5636,0.0,1.2768,"50% latest>=900 2025/26 (3330m) + 50% mean other usable [2023/24(3420m),2024/25(2922m)]"
239,232928,Garner,EVE,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,exclude_gw1,api_unavailable_gw1,3,8004.0,fpl_recency_50_50,0.0568,0.129,11.1613,11.1613,0.0,1.2805,"50% latest>=900 2025/26 (3413m) + 50% mean other usable [2023/24(3001m),2024/25(1590m)]"
236,215413,Dewsbury-Hall,EVE,MID,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,none,1,2629.0,fpl_single_usable_season,0.1489,0.1828,7.8737,7.8737,0.0,1.3351,"100% latest-eligible 2025/26 (2629 mins, floor>=900)"
237,440993,Ndiaye,EVE,MID,Nailed Starter,0.9,0.05,0.05,85.0,20.0,eligible,none,2,5207.0,fpl_recency_50_50,0.2237,0.0966,9.4948,9.4948,0.0,1.1572,50% latest>=900 2025/26 (2781m) + 50% mean other usable [2024/25(2426m)]
232,512462,O'Brien,EVE,DEF,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,2,4686.0,fpl_recency_50_50,0.0462,0.0233,6.8638,6.8638,0.0,1.1518,50% latest>=900 2025/26 (3118m) + 50% mean other usable [2024/25(1568m)]
233,224967,Mykolenko,EVE,DEF,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,3,8510.0,fpl_recency_50_50,0.0213,0.0626,7.1924,7.1924,0.0,1.3367,"50% latest>=900 2025/26 (2959m) + 50% mean other usable [2023/24(2469m),2024/25(3082m)]"
246,513466,Röhl,EVE,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,1,675.0,fpl_equal_weight_thin_latest,0.0893,0.0467,9.0667,9.0667,0.0,1.7333,Equal-weight usable ≥450 (no latest>=900): [2025/26(675m)]
247,244860,Hackney,EVE,MID,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,0,0.0,external_3season_research,0.105,0.175,12.03,12.03,0.0,1.4,External Middlesbrough; FBref CBITR Defcon 12.03/90 (Hackney)
248,486385,Beto,EVE,FWD,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,none,3,4015.0,fpl_recency_50_50,0.5291,0.0203,5.0674,5.0674,0.0,1.3835,"50% latest>=900 2025/26 (1551m) + 50% mean other usable [2023/24(943m),2024/25(1521m)]"
231,106611,Keane,EVE,DEF,Rotation,0.4,0.25,0.35,70.0,20.0,not_role_eligible,none,2,3634.0,fpl_recency_50_50,0.0662,0.0094,9.6823,9.6823,0.0,1.5907,50% latest>=900 2025/26 (2588m) + 50% mean other usable [2024/25(1046m)]
230,480455,Branthwaite,EVE,DEF,Regular Starter,0.75,0.1,0.15,80.0,20.0,eligible,none,3,6303.0,fpl_recency_50_50,0.0445,0.0239,9.3612,9.3612,0.0,1.1186,"50% latest>=900 2024/25 (2509m) + 50% mean other usable [2023/24(3116m),2025/26(678m)]"
