horizon,strategy,type,pairing,gkp1,club1,price1,gkp2,club2,price2,total_price,num_gws,tot_rot_xp,rot_xp_per_gw,oc_score,dcs,s_risk,rot_avg_fdr,no_diff_pct,all_easy_pct,fdr_corr,foi,expected_cs
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Martinez (AVL) + Trafford (LEE),Martinez,AVL,5.0,Trafford,LEE,5.0,10.0,3,22.68,7.56,7.132,75.33,38.32,2.88,33.3,0.0,0.0533,0.5579,0.97
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Martinez (AVL) + Trafford (LEE),Martinez,AVL,5.0,Trafford,LEE,5.0,10.0,16,96.28,6.02,5.591,71.7,68.21,2.55,75.0,12.5,-0.1433,0.5174,4.72
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Martinez (AVL) + Trafford (LEE),Martinez,AVL,5.0,Trafford,LEE,5.0,10.0,19,113.84,5.99,5.565,70.54,66.45,2.59,73.7,10.5,-0.1037,0.5238,5.48
full_season,Active 2-GKP Rotation,Active 2-GKP,Martinez (AVL) + Trafford (LEE),Martinez,AVL,5.0,Trafford,LEE,5.0,10.0,38,227.57,5.99,5.562,72.67,71.88,2.51,81.6,13.2,-0.0716,0.5149,10.98
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Martinez (AVL) + Lammens (MUN),Martinez,AVL,5.0,Lammens,MUN,5.0,10.0,3,24.21,8.07,7.642,76.88,42.2,2.72,33.3,0.0,0.0329,0.4874,1.23
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Martinez (AVL) + Lammens (MUN),Martinez,AVL,5.0,Lammens,MUN,5.0,10.0,16,97.79,6.11,5.685,73.62,68.99,2.63,81.2,6.2,-0.0782,0.4911,4.91
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Martinez (AVL) + Lammens (MUN),Martinez,AVL,5.0,Lammens,MUN,5.0,10.0,19,116.53,6.13,5.706,74.65,70.63,2.63,84.2,5.3,-0.0934,0.4905,5.85
full_season,Active 2-GKP Rotation,Active 2-GKP,Martinez (AVL) + Lammens (MUN),Martinez,AVL,5.0,Lammens,MUN,5.0,10.0,38,233.3,6.14,5.713,74.65,70.36,2.63,84.2,5.3,-0.0724,0.4901,11.73
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Martinez (AVL) + Pope (NEW),Martinez,AVL,5.0,Pope,NEW,5.0,10.0,3,24.31,8.1,7.676,77.36,43.41,2.99,33.3,33.3,-0.9794,0.569,1.15
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Martinez (AVL) + Pope (NEW),Martinez,AVL,5.0,Pope,NEW,5.0,10.0,16,98.02,6.13,5.7,74.14,69.66,2.68,81.2,0.0,-0.3066,0.5436,4.72
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Martinez (AVL) + Pope (NEW),Martinez,AVL,5.0,Pope,NEW,5.0,10.0,19,116.87,6.15,5.724,73.39,66.71,2.67,73.7,5.3,-0.3883,0.5476,5.58
full_season,Active 2-GKP Rotation,Active 2-GKP,Martinez (AVL) + Pope (NEW),Martinez,AVL,5.0,Pope,NEW,5.0,10.0,38,233.49,6.14,5.718,70.37,59.46,2.75,68.4,5.3,-0.0259,0.5461,10.86
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Martinez (AVL) + Sels (NFO),Martinez,AVL,5.0,Sels,NFO,5.0,10.0,3,24.4,8.13,7.708,71.22,28.05,3.06,33.3,0.0,0.8403,0.5502,1.03
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Martinez (AVL) + Sels (NFO),Martinez,AVL,5.0,Sels,NFO,5.0,10.0,16,97.31,6.08,5.655,64.13,46.55,2.96,56.2,0.0,0.2377,0.5614,4.44
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Martinez (AVL) + Sels (NFO),Martinez,AVL,5.0,Sels,NFO,5.0,10.0,19,116.25,6.12,5.692,63.84,44.25,2.97,52.6,0.0,0.2546,0.5596,5.18
full_season,Active 2-GKP Rotation,Active 2-GKP,Martinez (AVL) + Sels (NFO),Martinez,AVL,5.0,Sels,NFO,5.0,10.0,38,232.79,6.13,5.699,65.51,48.11,2.91,55.3,0.0,0.0926,0.5519,10.46
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Martinez (AVL) + Roefs (SUN),Martinez,AVL,5.0,Roefs,SUN,5.0,10.0,3,23.75,7.92,7.489,76.81,42.02,2.98,33.3,0.0,-0.7728,0.5651,1.13
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Martinez (AVL) + Roefs (SUN),Martinez,AVL,5.0,Roefs,SUN,5.0,10.0,16,98.27,6.14,5.715,70.94,60.99,2.84,75.0,0.0,-0.0884,0.5429,4.59
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Martinez (AVL) + Roefs (SUN),Martinez,AVL,5.0,Roefs,SUN,5.0,10.0,19,116.56,6.13,5.708,69.68,58.14,2.85,68.4,0.0,-0.1752,0.5464,5.43
full_season,Active 2-GKP Rotation,Active 2-GKP,Martinez (AVL) + Roefs (SUN),Martinez,AVL,5.0,Roefs,SUN,5.0,10.0,38,233.12,6.13,5.708,69.49,57.68,2.85,68.4,0.0,-0.1168,0.5434,10.84
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Martinez (AVL) + Kinsky (TOT),Martinez,AVL,5.0,Kinsky,TOT,4.5,9.5,3,23.01,7.67,7.385,76.1,40.26,2.92,33.3,0.0,-0.3547,0.5653,0.94
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Martinez (AVL) + Kinsky (TOT),Martinez,AVL,5.0,Kinsky,TOT,4.5,9.5,16,97.4,6.09,5.803,68.28,50.6,2.83,56.2,6.2,0.0803,0.5699,4.67
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Martinez (AVL) + Kinsky (TOT),Martinez,AVL,5.0,Kinsky,TOT,4.5,9.5,19,114.95,6.05,5.765,68.35,52.34,2.82,57.9,5.3,0.0071,0.5691,5.44
full_season,Active 2-GKP Rotation,Active 2-GKP,Martinez (AVL) + Kinsky (TOT),Martinez,AVL,5.0,Kinsky,TOT,4.5,9.5,38,229.25,6.03,5.748,65.6,46.21,2.89,55.3,2.6,0.4128,0.5682,10.42
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Rushworth (COV),Verbruggen,BHA,4.5,Rushworth,COV,4.5,9.0,3,22.12,7.37,7.23,72.73,31.84,2.85,33.3,0.0,1.0,0.5088,1.23
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Rushworth (COV),Verbruggen,BHA,4.5,Rushworth,COV,4.5,9.0,16,89.21,5.58,5.433,63.75,55.09,2.75,75.0,6.2,1.0,0.4755,5.37
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Rushworth (COV),Verbruggen,BHA,4.5,Rushworth,COV,4.5,9.0,19,105.97,5.58,5.435,63.25,53.78,2.77,73.7,5.3,1.0,0.4807,6.3
full_season,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Rushworth (COV),Verbruggen,BHA,4.5,Rushworth,COV,4.5,9.0,38,210.63,5.54,5.401,59.57,46.04,2.88,63.2,2.6,1.0,0.4978,12.14
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Petrović (BOU),Verbruggen,BHA,4.5,Petrović,BOU,4.5,9.0,3,22.42,7.47,7.33,76.38,40.95,3.09,33.3,33.3,-0.978,0.5507,1.17
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Petrović (BOU),Verbruggen,BHA,4.5,Petrović,BOU,4.5,9.0,16,96.06,6.0,5.862,84.32,88.16,2.22,93.8,25.0,-0.5163,0.4786,6.09
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Petrović (BOU),Verbruggen,BHA,4.5,Petrović,BOU,4.5,9.0,19,113.72,5.99,5.843,83.86,87.81,2.25,94.7,26.3,-0.5056,0.49,7.17
full_season,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Petrović (BOU),Verbruggen,BHA,4.5,Petrović,BOU,4.5,9.0,38,223.46,5.88,5.738,77.07,75.32,2.45,84.2,21.1,-0.1766,0.5071,12.61
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Kelleher (BRE),Verbruggen,BHA,4.5,Kelleher,BRE,5.0,9.5,3,23.68,7.89,7.608,74.79,36.97,2.66,33.3,0.0,0.9108,0.477,1.25
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Kelleher (BRE),Verbruggen,BHA,4.5,Kelleher,BRE,5.0,9.5,16,93.46,5.84,5.557,70.42,66.48,2.67,81.2,6.2,0.1298,0.5031,4.69
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Kelleher (BRE),Verbruggen,BHA,4.5,Kelleher,BRE,5.0,9.5,19,111.62,5.87,5.59,70.59,65.48,2.67,78.9,5.3,0.1117,0.499,5.6
full_season,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Kelleher (BRE),Verbruggen,BHA,4.5,Kelleher,BRE,5.0,9.5,38,223.12,5.87,5.587,67.67,58.31,2.75,68.4,2.6,0.1308,0.5105,11.08
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Sánchez (CHE),Verbruggen,BHA,4.5,Sánchez,CHE,5.0,9.5,3,22.58,7.53,7.241,73.46,33.66,2.79,33.3,0.0,0.9391,0.5388,1.24
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Sánchez (CHE),Verbruggen,BHA,4.5,Sánchez,CHE,5.0,9.5,16,92.06,5.75,5.469,70.84,71.28,2.62,87.5,12.5,0.082,0.5112,4.89
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Sánchez (CHE),Verbruggen,BHA,4.5,Sánchez,CHE,5.0,9.5,19,109.11,5.74,5.458,69.32,67.94,2.65,84.2,10.5,0.1943,0.5155,5.79
full_season,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Sánchez (CHE),Verbruggen,BHA,4.5,Sánchez,CHE,5.0,9.5,38,218.3,5.74,5.46,70.05,69.69,2.66,84.2,7.9,-0.0491,0.5223,11.2
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Henderson (CRY),Verbruggen,BHA,4.5,Henderson,CRY,5.0,9.5,3,22.67,7.56,7.272,73.71,34.27,2.75,33.3,0.0,0.9949,0.5189,1.26
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Henderson (CRY),Verbruggen,BHA,4.5,Henderson,CRY,5.0,9.5,16,93.59,5.85,5.565,75.6,79.08,2.54,93.8,12.5,-0.3054,0.4946,4.97
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Henderson (CRY),Verbruggen,BHA,4.5,Henderson,CRY,5.0,9.5,19,110.74,5.83,5.544,73.27,74.14,2.58,89.5,10.5,-0.0531,0.4984,5.88
full_season,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Henderson (CRY),Verbruggen,BHA,4.5,Henderson,CRY,5.0,9.5,38,220.75,5.81,5.525,69.62,65.86,2.67,78.9,5.3,0.0511,0.5116,11.64
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Pickford (EVE),Verbruggen,BHA,4.5,Pickford,EVE,5.5,10.0,3,22.65,7.55,7.123,75.37,38.42,3.0,33.3,0.0,-0.3474,0.5356,1.14
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Pickford (EVE),Verbruggen,BHA,4.5,Pickford,EVE,5.5,10.0,16,92.94,5.81,5.382,66.42,63.96,2.68,75.0,6.2,0.0119,0.5079,4.57
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Pickford (EVE),Verbruggen,BHA,4.5,Pickford,EVE,5.5,10.0,19,110.07,5.79,5.366,65.6,62.57,2.72,73.7,5.3,0.0035,0.5123,5.37
full_season,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Pickford (EVE),Verbruggen,BHA,4.5,Pickford,EVE,5.5,10.0,38,220.39,5.8,5.373,63.35,56.67,2.77,65.8,2.6,0.098,0.5189,10.81
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Leno (FUL),Verbruggen,BHA,4.5,Leno,FUL,4.5,9.0,3,22.88,7.63,7.483,78.81,47.03,2.82,33.3,0.0,-0.9321,0.4943,1.24
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Leno (FUL),Verbruggen,BHA,4.5,Leno,FUL,4.5,9.0,16,93.22,5.83,5.684,75.32,73.28,2.62,87.5,6.2,-0.1862,0.4928,5.16
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Leno (FUL),Verbruggen,BHA,4.5,Leno,FUL,4.5,9.0,19,110.71,5.83,5.684,76.24,75.56,2.6,89.5,5.3,-0.311,0.493,6.22
full_season,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Leno (FUL),Verbruggen,BHA,4.5,Leno,FUL,4.5,9.0,38,220.99,5.82,5.673,74.56,71.83,2.63,84.2,2.6,-0.2616,0.5047,12.16
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Scherpen (IPS),Verbruggen,BHA,4.5,Scherpen,IPS,4.5,9.0,3,22.43,7.48,7.335,74.25,35.61,2.76,33.3,0.0,0.7796,0.5237,1.28
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Scherpen (IPS),Verbruggen,BHA,4.5,Scherpen,IPS,4.5,9.0,16,91.42,5.71,5.571,75.2,77.8,2.57,93.8,6.2,-0.2173,0.4951,5.29
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Scherpen (IPS),Verbruggen,BHA,4.5,Scherpen,IPS,4.5,9.0,19,108.33,5.7,5.559,73.29,73.54,2.6,89.5,5.3,-0.0506,0.4996,6.23
full_season,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Scherpen (IPS),Verbruggen,BHA,4.5,Scherpen,IPS,4.5,9.0,38,215.71,5.68,5.534,71.06,69.03,2.66,84.2,2.6,0.0099,0.5134,12.11
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Donnarumma (MCI),Verbruggen,BHA,4.5,Donnarumma,MCI,5.5,10.0,3,23.92,7.97,7.547,76.64,41.59,2.78,33.3,0.0,-0.0857,0.3802,1.69
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Donnarumma (MCI),Verbruggen,BHA,4.5,Donnarumma,MCI,5.5,10.0,16,98.43,6.15,5.725,81.47,86.9,2.36,100.0,18.8,-0.3772,0.3463,7.55
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Donnarumma (MCI),Verbruggen,BHA,4.5,Donnarumma,MCI,5.5,10.0,19,116.83,6.15,5.722,80.84,85.43,2.41,100.0,15.8,-0.3206,0.3516,8.9
full_season,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Donnarumma (MCI),Verbruggen,BHA,4.5,Donnarumma,MCI,5.5,10.0,38,235.47,6.2,5.77,81.13,84.12,2.39,97.4,15.8,-0.2581,0.3486,18.4
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Trafford (LEE),Verbruggen,BHA,4.5,Trafford,LEE,5.0,9.5,3,21.88,7.29,7.009,76.64,41.59,2.78,33.3,0.0,-0.0857,0.5162,1.14
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Trafford (LEE),Verbruggen,BHA,4.5,Trafford,LEE,5.0,9.5,16,90.66,5.67,5.382,75.59,86.9,2.36,100.0,18.8,-0.3772,0.4762,5.56
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Trafford (LEE),Verbruggen,BHA,4.5,Trafford,LEE,5.0,9.5,19,107.42,5.65,5.369,74.78,85.43,2.41,100.0,15.8,-0.3206,0.4825,6.49
full_season,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Trafford (LEE),Verbruggen,BHA,4.5,Trafford,LEE,5.0,9.5,38,214.57,5.65,5.362,74.14,84.12,2.39,97.4,15.8,-0.2581,0.4818,12.94
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Lammens (MUN),Verbruggen,BHA,4.5,Lammens,MUN,5.0,9.5,3,23.89,7.96,7.679,78.19,45.47,2.62,33.3,0.0,-0.106,0.451,1.38
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Lammens (MUN),Verbruggen,BHA,4.5,Lammens,MUN,5.0,9.5,16,94.79,5.92,5.64,72.38,67.81,2.62,87.5,12.5,0.5257,0.4562,5.27
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Lammens (MUN),Verbruggen,BHA,4.5,Lammens,MUN,5.0,9.5,19,113.16,5.96,5.671,73.65,69.64,2.61,89.5,10.5,0.448,0.4554,6.31
full_season,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Lammens (MUN),Verbruggen,BHA,4.5,Lammens,MUN,5.0,9.5,38,226.85,5.97,5.685,74.28,70.63,2.59,86.8,7.9,0.2183,0.461,12.78
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Pope (NEW),Verbruggen,BHA,4.5,Pope,NEW,5.0,9.5,3,23.94,7.98,7.695,78.79,46.99,2.82,33.3,33.3,-0.9419,0.5273,1.25
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Pope (NEW),Verbruggen,BHA,4.5,Pope,NEW,5.0,9.5,16,95.08,5.94,5.658,73.37,69.53,2.63,87.5,6.2,0.2553,0.5048,4.45
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Pope (NEW),Verbruggen,BHA,4.5,Pope,NEW,5.0,9.5,19,113.49,5.97,5.689,75.21,72.79,2.6,89.5,10.5,0.0711,0.5084,5.35
full_season,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Pope (NEW),Verbruggen,BHA,4.5,Pope,NEW,5.0,9.5,38,226.69,5.97,5.681,73.01,67.62,2.62,81.6,7.9,0.157,0.5132,10.45
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Sels (NFO),Verbruggen,BHA,4.5,Sels,NFO,5.0,9.5,3,24.13,8.04,7.759,73.01,32.51,2.9,33.3,0.0,0.757,0.509,1.14
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Sels (NFO),Verbruggen,BHA,4.5,Sels,NFO,5.0,9.5,16,94.07,5.88,5.594,72.06,68.96,2.68,81.2,6.2,-0.2368,0.5164,4.59
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Sels (NFO),Verbruggen,BHA,4.5,Sels,NFO,5.0,9.5,19,112.68,5.93,5.646,72.07,66.78,2.71,78.9,5.3,-0.1726,0.5152,5.38
full_season,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Sels (NFO),Verbruggen,BHA,4.5,Sels,NFO,5.0,9.5,38,225.66,5.94,5.654,68.4,57.27,2.79,68.4,2.6,0.1243,0.5176,10.44
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Roefs (SUN),Verbruggen,BHA,4.5,Roefs,SUN,5.0,9.5,3,23.38,7.79,7.508,78.06,45.16,2.82,33.3,0.0,-0.6773,0.5235,1.23
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Roefs (SUN),Verbruggen,BHA,4.5,Roefs,SUN,5.0,9.5,16,95.15,5.95,5.662,73.52,69.7,2.69,87.5,6.2,0.0731,0.5016,4.66
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Roefs (SUN),Verbruggen,BHA,4.5,Roefs,SUN,5.0,9.5,19,113.01,5.95,5.663,74.22,71.4,2.69,89.5,5.3,-0.0194,0.5051,5.55
full_season,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Roefs (SUN),Verbruggen,BHA,4.5,Roefs,SUN,5.0,9.5,38,226.05,5.95,5.664,71.35,64.19,2.73,78.9,2.6,0.0869,0.5104,10.89
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Kinsky (TOT),Verbruggen,BHA,4.5,Kinsky,TOT,4.5,9.0,3,22.63,7.54,7.4,77.37,43.44,2.83,33.3,0.0,-0.4809,0.5231,1.11
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Kinsky (TOT),Verbruggen,BHA,4.5,Kinsky,TOT,4.5,9.0,16,93.08,5.82,5.675,71.55,64.24,2.68,75.0,12.5,-0.0194,0.5258,4.75
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Kinsky (TOT),Verbruggen,BHA,4.5,Kinsky,TOT,4.5,9.0,19,110.25,5.8,5.66,72.44,67.08,2.67,78.9,10.5,-0.0952,0.5254,5.69
full_season,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Kinsky (TOT),Verbruggen,BHA,4.5,Kinsky,TOT,4.5,9.0,38,220.29,5.8,5.655,71.74,65.56,2.67,76.3,5.3,-0.0736,0.5311,11.01
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Petrović (BOU),Rushworth,COV,4.5,Petrović,BOU,4.5,9.0,3,22.1,7.37,7.223,76.38,40.95,3.09,33.3,33.3,-0.978,0.5874,1.08
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Petrović (BOU),Rushworth,COV,4.5,Petrović,BOU,4.5,9.0,16,94.78,5.92,5.782,82.95,88.16,2.22,93.8,25.0,-0.5163,0.5117,5.47
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Petrović (BOU),Rushworth,COV,4.5,Petrović,BOU,4.5,9.0,19,112.12,5.9,5.759,82.41,87.81,2.25,94.7,26.3,-0.5056,0.5237,6.46
full_season,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Petrović (BOU),Rushworth,COV,4.5,Petrović,BOU,4.5,9.0,38,221.1,5.82,5.676,76.01,75.32,2.45,84.2,21.1,-0.1766,0.5407,11.56
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Kelleher (BRE),Rushworth,COV,4.5,Kelleher,BRE,5.0,9.5,3,23.51,7.84,7.552,74.79,36.97,2.66,33.3,0.0,0.9108,0.5082,1.23
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Kelleher (BRE),Rushworth,COV,4.5,Kelleher,BRE,5.0,9.5,16,92.73,5.8,5.511,69.63,66.48,2.67,81.2,6.2,0.1298,0.5376,4.14
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Kelleher (BRE),Rushworth,COV,4.5,Kelleher,BRE,5.0,9.5,19,110.88,5.84,5.551,69.92,65.48,2.67,78.9,5.3,0.1117,0.5329,5.08
full_season,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Kelleher (BRE),Rushworth,COV,4.5,Kelleher,BRE,5.0,9.5,38,221.66,5.83,5.549,67.01,58.31,2.75,68.4,2.6,0.1308,0.5442,10.06
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Sánchez (CHE),Rushworth,COV,4.5,Sánchez,CHE,5.0,9.5,3,22.13,7.38,7.093,73.46,33.66,2.79,33.3,0.0,0.9391,0.5739,1.11
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Sánchez (CHE),Rushworth,COV,4.5,Sánchez,CHE,5.0,9.5,16,91.29,5.71,5.421,70.02,71.28,2.62,87.5,12.5,0.082,0.5462,4.17
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Sánchez (CHE),Rushworth,COV,4.5,Sánchez,CHE,5.0,9.5,19,108.07,5.69,5.403,68.38,67.94,2.65,84.2,10.5,0.1943,0.5506,4.98
full_season,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Sánchez (CHE),Rushworth,COV,4.5,Sánchez,CHE,5.0,9.5,38,216.33,5.69,5.408,69.16,69.69,2.66,84.2,7.9,-0.0491,0.5569,9.99
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Henderson (CRY),Rushworth,COV,4.5,Henderson,CRY,5.0,9.5,3,22.25,7.42,7.133,73.71,34.27,2.75,33.3,0.0,0.9949,0.5525,1.15
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Henderson (CRY),Rushworth,COV,4.5,Henderson,CRY,5.0,9.5,16,92.69,5.79,5.509,74.63,79.08,2.54,93.8,12.5,-0.3054,0.5286,4.49
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Henderson (CRY),Rushworth,COV,4.5,Henderson,CRY,5.0,9.5,19,109.59,5.77,5.483,72.22,74.14,2.58,89.5,10.5,-0.0531,0.5324,5.34
full_season,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Henderson (CRY),Rushworth,COV,4.5,Henderson,CRY,5.0,9.5,38,218.37,5.75,5.462,68.55,65.86,2.67,78.9,5.3,0.0511,0.5454,10.08
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Pickford (EVE),Rushworth,COV,4.5,Pickford,EVE,5.5,10.0,3,22.33,7.44,7.016,75.37,38.42,3.0,33.3,0.0,-0.3474,0.5707,1.05
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Pickford (EVE),Rushworth,COV,4.5,Pickford,EVE,5.5,10.0,16,92.19,5.76,5.335,65.61,63.96,2.68,75.0,6.2,0.0119,0.5427,4.26
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Pickford (EVE),Rushworth,COV,4.5,Pickford,EVE,5.5,10.0,19,109.16,5.75,5.319,64.78,62.57,2.72,73.7,5.3,0.0035,0.5471,5.02
full_season,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Pickford (EVE),Rushworth,COV,4.5,Pickford,EVE,5.5,10.0,38,218.5,5.75,5.323,62.49,56.67,2.77,65.8,2.6,0.098,0.5531,10.06
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Leno (FUL),Rushworth,COV,4.5,Leno,FUL,4.5,9.0,3,22.56,7.52,7.376,78.81,47.03,2.82,33.3,0.0,-0.9321,0.527,1.15
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Leno (FUL),Rushworth,COV,4.5,Leno,FUL,4.5,9.0,16,92.33,5.77,5.628,74.37,73.28,2.62,87.5,6.2,-0.1862,0.5266,4.82
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Leno (FUL),Rushworth,COV,4.5,Leno,FUL,4.5,9.0,19,109.53,5.76,5.622,75.18,75.56,2.6,89.5,5.3,-0.311,0.5267,5.67
full_season,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Leno (FUL),Rushworth,COV,4.5,Leno,FUL,4.5,9.0,38,218.75,5.76,5.614,73.55,71.83,2.63,84.2,2.6,-0.2616,0.5382,11.06
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Scherpen (IPS),Rushworth,COV,4.5,Scherpen,IPS,4.5,9.0,3,21.99,7.33,7.188,74.25,35.61,2.76,33.3,0.0,0.7796,0.5578,1.15
