horizon,strategy,type,pairing,gkp1,club1,price1,gkp2,club2,price2,total_price,num_gws,tot_rot_xp,rot_xp_per_gw,oc_score,dcs,s_risk,rot_avg_fdr,no_diff_pct,all_easy_pct,fdr_corr,foi,expected_cs
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Scherpen (IPS),Rushworth,COV,4.5,Scherpen,IPS,4.5,9.0,16,89.51,5.59,5.452,73.15,77.8,2.57,93.8,6.2,-0.2173,0.5291,4.73
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Scherpen (IPS),Rushworth,COV,4.5,Scherpen,IPS,4.5,9.0,19,106.14,5.59,5.444,71.31,73.54,2.6,89.5,5.3,-0.0506,0.5337,5.58
full_season,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Scherpen (IPS),Rushworth,COV,4.5,Scherpen,IPS,4.5,9.0,38,211.71,5.57,5.429,69.25,69.03,2.66,84.2,2.6,0.0099,0.5473,10.91
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Donnarumma (MCI),Rushworth,COV,4.5,Donnarumma,MCI,5.5,10.0,3,23.76,7.92,7.493,76.64,41.59,2.78,33.3,0.0,-0.0857,0.4051,1.65
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Donnarumma (MCI),Rushworth,COV,4.5,Donnarumma,MCI,5.5,10.0,16,98.33,6.15,5.719,81.36,86.9,2.36,100.0,18.8,-0.3772,0.3701,7.63
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Donnarumma (MCI),Rushworth,COV,4.5,Donnarumma,MCI,5.5,10.0,19,116.73,6.14,5.717,80.75,85.43,2.41,100.0,15.8,-0.3206,0.3757,8.98
full_season,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Donnarumma (MCI),Rushworth,COV,4.5,Donnarumma,MCI,5.5,10.0,38,235.37,6.19,5.767,81.08,84.12,2.39,97.4,15.8,-0.2581,0.3717,18.48
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Trafford (LEE),Rushworth,COV,4.5,Trafford,LEE,5.0,9.5,3,21.59,7.2,6.911,76.64,41.59,2.78,33.3,0.0,-0.0857,0.5501,1.05
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Trafford (LEE),Rushworth,COV,4.5,Trafford,LEE,5.0,9.5,16,89.05,5.57,5.281,73.86,86.9,2.36,100.0,18.8,-0.3772,0.509,4.94
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Trafford (LEE),Rushworth,COV,4.5,Trafford,LEE,5.0,9.5,19,105.51,5.55,5.269,73.07,85.43,2.41,100.0,15.8,-0.3206,0.5155,5.78
full_season,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Trafford (LEE),Rushworth,COV,4.5,Trafford,LEE,5.0,9.5,38,211.23,5.56,5.274,72.63,84.12,2.39,97.4,15.8,-0.2581,0.5138,11.67
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Lammens (MUN),Rushworth,COV,4.5,Lammens,MUN,5.0,9.5,3,23.73,7.91,7.625,78.19,45.47,2.62,33.3,0.0,-0.106,0.4807,1.34
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Lammens (MUN),Rushworth,COV,4.5,Lammens,MUN,5.0,9.5,16,94.39,5.9,5.615,71.95,67.81,2.62,87.5,12.5,0.5257,0.4873,5.14
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Lammens (MUN),Rushworth,COV,4.5,Lammens,MUN,5.0,9.5,19,112.76,5.93,5.65,73.29,69.64,2.61,89.5,10.5,0.448,0.4862,6.17
full_season,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Lammens (MUN),Rushworth,COV,4.5,Lammens,MUN,5.0,9.5,38,226.0,5.95,5.663,73.9,70.63,2.59,86.8,7.9,0.2183,0.4914,12.38
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Pope (NEW),Rushworth,COV,4.5,Pope,NEW,5.0,9.5,3,23.62,7.87,7.588,78.79,46.99,2.82,33.3,33.3,-0.9419,0.5625,1.15
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Pope (NEW),Rushworth,COV,4.5,Pope,NEW,5.0,9.5,16,94.59,5.91,5.627,72.86,69.53,2.63,87.5,6.2,0.2553,0.5393,4.28
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Pope (NEW),Rushworth,COV,4.5,Pope,NEW,5.0,9.5,19,112.85,5.94,5.655,74.63,72.79,2.6,89.5,10.5,0.0711,0.543,5.14
full_season,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Pope (NEW),Rushworth,COV,4.5,Pope,NEW,5.0,9.5,38,225.73,5.94,5.656,72.58,67.62,2.62,81.6,7.9,0.157,0.5471,10.15
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Sels (NFO),Rushworth,COV,4.5,Sels,NFO,5.0,9.5,3,23.97,7.99,7.705,73.01,32.51,2.9,33.3,0.0,0.757,0.5422,1.09
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Sels (NFO),Rushworth,COV,4.5,Sels,NFO,5.0,9.5,16,93.28,5.83,5.545,71.22,68.96,2.68,81.2,6.2,-0.2368,0.5518,3.83
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Sels (NFO),Rushworth,COV,4.5,Sels,NFO,5.0,9.5,19,111.89,5.89,5.604,71.36,66.78,2.71,78.9,5.3,-0.1726,0.5503,4.62
full_season,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Sels (NFO),Rushworth,COV,4.5,Sels,NFO,5.0,9.5,38,224.51,5.91,5.624,67.88,57.27,2.79,68.4,2.6,0.1243,0.5518,9.52
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Roefs (SUN),Rushworth,COV,4.5,Roefs,SUN,5.0,9.5,3,23.06,7.69,7.401,78.06,45.16,2.82,33.3,0.0,-0.6773,0.5581,1.14
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Roefs (SUN),Rushworth,COV,4.5,Roefs,SUN,5.0,9.5,16,94.57,5.91,5.626,72.9,69.7,2.69,87.5,6.2,0.0731,0.536,4.2
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Roefs (SUN),Rushworth,COV,4.5,Roefs,SUN,5.0,9.5,19,112.27,5.91,5.625,73.55,71.4,2.69,89.5,5.3,-0.0194,0.5395,5.04
full_season,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Roefs (SUN),Rushworth,COV,4.5,Roefs,SUN,5.0,9.5,38,224.8,5.92,5.631,70.78,64.19,2.73,78.9,2.6,0.0869,0.5441,10.16
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Kinsky (TOT),Rushworth,COV,4.5,Kinsky,TOT,4.5,9.0,3,22.31,7.44,7.293,77.37,43.44,2.83,33.3,0.0,-0.4809,0.5575,1.02
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Kinsky (TOT),Rushworth,COV,4.5,Kinsky,TOT,4.5,9.0,16,91.78,5.74,5.594,70.17,64.24,2.68,75.0,12.5,-0.0194,0.5619,4.38
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Kinsky (TOT),Rushworth,COV,4.5,Kinsky,TOT,4.5,9.0,19,108.73,5.72,5.58,71.07,67.08,2.67,78.9,10.5,-0.0952,0.5612,5.1
full_season,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Kinsky (TOT),Rushworth,COV,4.5,Kinsky,TOT,4.5,9.0,38,217.55,5.73,5.583,70.5,65.56,2.67,76.3,5.3,-0.0736,0.5663,10.1
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Kelleher (BRE),Petrović,BOU,4.5,Kelleher,BRE,5.0,9.5,3,22.91,7.64,7.353,77.48,43.7,2.98,33.3,33.3,-0.9768,0.55,1.02
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Kelleher (BRE),Petrović,BOU,4.5,Kelleher,BRE,5.0,9.5,16,97.25,6.08,5.793,74.96,67.68,2.49,68.8,18.8,-0.2878,0.5478,5.0
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Kelleher (BRE),Petrović,BOU,4.5,Kelleher,BRE,5.0,9.5,19,115.4,6.07,5.789,76.56,71.87,2.45,73.7,21.1,-0.4108,0.5482,5.93
full_season,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Kelleher (BRE),Petrović,BOU,4.5,Kelleher,BRE,5.0,9.5,38,228.55,6.01,5.73,71.75,62.37,2.64,68.4,18.4,-0.0794,0.5597,11.11
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Sánchez (CHE),Petrović,BOU,4.5,Sánchez,CHE,5.0,9.5,3,22.19,7.4,7.111,75.5,38.75,3.15,33.3,33.3,-0.8469,0.6183,1.02
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Sánchez (CHE),Petrović,BOU,4.5,Sánchez,CHE,5.0,9.5,16,95.83,5.99,5.705,77.4,77.58,2.41,87.5,25.0,-0.1254,0.5564,5.03
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Sánchez (CHE),Petrović,BOU,4.5,Sánchez,CHE,5.0,9.5,19,113.26,5.96,5.676,76.47,76.49,2.43,84.2,26.3,-0.2405,0.5662,5.97
full_season,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Sánchez (CHE),Petrović,BOU,4.5,Sánchez,CHE,5.0,9.5,38,224.38,5.9,5.62,74.1,72.96,2.52,81.6,23.7,-0.2272,0.5714,11.15
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Henderson (CRY),Petrović,BOU,4.5,Henderson,CRY,5.0,9.5,3,22.67,7.56,7.273,77.39,43.47,2.99,33.3,33.3,-0.9941,0.5882,1.14
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Henderson (CRY),Petrović,BOU,4.5,Henderson,CRY,5.0,9.5,16,96.21,6.01,5.729,71.59,62.03,2.55,68.8,25.0,0.2591,0.5446,4.97
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Henderson (CRY),Petrović,BOU,4.5,Henderson,CRY,5.0,9.5,19,114.12,6.01,5.722,73.8,67.85,2.51,73.7,26.3,-0.0592,0.5515,6.02
full_season,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Henderson (CRY),Petrović,BOU,4.5,Henderson,CRY,5.0,9.5,38,225.42,5.93,5.647,71.81,66.07,2.59,73.7,21.1,-0.069,0.5615,11.29
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Pickford (EVE),Petrović,BOU,4.5,Pickford,EVE,5.5,10.0,3,21.97,7.32,6.897,68.18,20.46,3.49,33.3,33.3,0.5352,0.6275,0.93
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Pickford (EVE),Petrović,BOU,4.5,Pickford,EVE,5.5,10.0,16,96.33,6.02,5.594,67.43,57.43,2.66,62.5,18.8,0.1357,0.5557,4.71
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Pickford (EVE),Petrović,BOU,4.5,Pickford,EVE,5.5,10.0,19,113.54,5.98,5.549,65.27,53.95,2.7,57.9,21.1,0.1483,0.567,5.55
full_season,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Pickford (EVE),Petrović,BOU,4.5,Pickford,EVE,5.5,10.0,38,224.66,5.91,5.485,66.88,60.68,2.67,65.8,18.4,-0.1214,0.5681,10.73
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Leno (FUL),Petrović,BOU,4.5,Leno,FUL,4.5,9.0,3,21.93,7.31,7.168,68.0,19.99,3.41,33.3,33.3,0.8361,0.5919,0.96
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Leno (FUL),Petrović,BOU,4.5,Leno,FUL,4.5,9.0,16,96.06,6.0,5.862,75.24,65.46,2.5,68.8,18.8,-0.0202,0.5389,5.24
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Leno (FUL),Petrović,BOU,4.5,Leno,FUL,4.5,9.0,19,113.24,5.96,5.817,73.38,62.7,2.55,68.4,21.1,0.1531,0.5473,6.1
full_season,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Leno (FUL),Petrović,BOU,4.5,Leno,FUL,4.5,9.0,38,226.12,5.95,5.808,74.52,65.95,2.58,73.7,18.4,-0.0234,0.555,11.92
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Scherpen (IPS),Petrović,BOU,4.5,Scherpen,IPS,4.5,9.0,3,22.23,7.41,7.267,74.54,36.35,3.18,33.3,33.3,-0.632,0.6021,1.06
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Scherpen (IPS),Petrović,BOU,4.5,Scherpen,IPS,4.5,9.0,16,94.51,5.91,5.765,77.6,75.51,2.49,87.5,18.8,-0.0843,0.5412,4.97
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Scherpen (IPS),Petrović,BOU,4.5,Scherpen,IPS,4.5,9.0,19,111.98,5.89,5.751,76.91,74.36,2.5,84.2,21.1,-0.1766,0.5508,5.94
full_season,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Scherpen (IPS),Petrović,BOU,4.5,Scherpen,IPS,4.5,9.0,38,222.03,5.84,5.7,74.19,69.75,2.58,78.9,18.4,-0.1787,0.5623,11.2
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Donnarumma (MCI),Petrović,BOU,4.5,Donnarumma,MCI,5.5,10.0,3,23.37,7.79,7.363,73.26,33.16,3.15,33.3,33.3,-0.1238,0.4438,1.4
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Donnarumma (MCI),Petrović,BOU,4.5,Donnarumma,MCI,5.5,10.0,16,100.44,6.28,5.85,79.03,75.42,2.3,81.2,31.2,0.0798,0.3809,7.51
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Donnarumma (MCI),Petrović,BOU,4.5,Donnarumma,MCI,5.5,10.0,19,119.04,6.27,5.839,78.04,73.44,2.34,78.9,31.6,0.092,0.3908,8.82
full_season,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Donnarumma (MCI),Petrović,BOU,4.5,Donnarumma,MCI,5.5,10.0,38,237.97,6.26,5.836,80.56,79.88,2.31,89.5,31.6,0.0149,0.3839,18.32
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Trafford (LEE),Petrović,BOU,4.5,Trafford,LEE,5.0,9.5,3,21.93,7.31,7.025,73.26,33.16,3.15,33.3,33.3,-0.1238,0.6026,1.01
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Trafford (LEE),Petrović,BOU,4.5,Trafford,LEE,5.0,9.5,16,94.65,5.92,5.631,75.27,75.42,2.3,81.2,31.2,0.0798,0.523,4.99
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Trafford (LEE),Petrović,BOU,4.5,Trafford,LEE,5.0,9.5,19,111.82,5.89,5.601,73.96,73.44,2.34,78.9,31.6,0.092,0.5356,5.91
full_season,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Trafford (LEE),Petrović,BOU,4.5,Trafford,LEE,5.0,9.5,38,221.2,5.82,5.536,75.43,79.88,2.31,89.5,31.6,0.0149,0.5303,11.27
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Lammens (MUN),Petrović,BOU,4.5,Lammens,MUN,5.0,9.5,3,23.29,7.76,7.479,74.15,35.38,3.05,33.3,33.3,-0.1035,0.527,1.19
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Lammens (MUN),Petrović,BOU,4.5,Lammens,MUN,5.0,9.5,16,97.62,6.1,5.817,81.29,82.53,2.27,87.5,25.0,-0.3495,0.4918,5.89
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Lammens (MUN),Petrović,BOU,4.5,Lammens,MUN,5.0,9.5,19,116.15,6.11,5.829,81.74,83.12,2.29,89.5,26.3,-0.3459,0.4974,7.0
full_season,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Lammens (MUN),Petrović,BOU,4.5,Lammens,MUN,5.0,9.5,38,230.26,6.06,5.775,76.92,73.38,2.44,81.6,21.1,-0.046,0.5046,12.98
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Pope (NEW),Petrović,BOU,4.5,Pope,NEW,5.0,9.5,3,22.77,7.59,7.305,66.69,16.73,3.92,33.3,33.3,0.9912,0.6444,0.77
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Pope (NEW),Petrović,BOU,4.5,Pope,NEW,5.0,9.5,16,98.23,6.14,5.855,83.42,86.2,2.28,93.8,18.8,-0.4427,0.5447,5.3
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Pope (NEW),Petrović,BOU,4.5,Pope,NEW,5.0,9.5,19,116.24,6.12,5.833,78.09,73.8,2.47,84.2,21.1,-0.0362,0.5605,5.98
full_season,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Pope (NEW),Petrović,BOU,4.5,Pope,NEW,5.0,9.5,38,231.25,6.09,5.801,76.78,71.9,2.5,81.6,21.1,-0.0515,0.5615,11.5
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Sels (NFO),Petrović,BOU,4.5,Sels,NFO,5.0,9.5,3,23.37,7.79,7.507,75.62,39.05,3.14,33.3,33.3,-0.8765,0.5863,0.88
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Sels (NFO),Petrović,BOU,4.5,Sels,NFO,5.0,9.5,16,97.22,6.08,5.791,70.84,57.47,2.67,62.5,18.8,0.0795,0.5658,4.75
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Sels (NFO),Petrović,BOU,4.5,Sels,NFO,5.0,9.5,19,115.83,6.1,5.812,72.21,60.03,2.64,63.2,21.1,-0.1295,0.5691,5.54
full_season,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Sels (NFO),Petrović,BOU,4.5,Sels,NFO,5.0,9.5,38,230.49,6.07,5.781,71.84,60.42,2.68,65.8,18.4,-0.1057,0.5674,11.0
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Roefs (SUN),Petrović,BOU,4.5,Roefs,SUN,5.0,9.5,3,22.42,7.47,7.19,67.22,18.05,3.6,33.3,33.3,0.8158,0.6222,0.9
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Roefs (SUN),Petrović,BOU,4.5,Roefs,SUN,5.0,9.5,16,98.38,6.15,5.864,78.2,72.74,2.5,81.2,18.8,-0.1756,0.5462,5.13
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Roefs (SUN),Petrović,BOU,4.5,Roefs,SUN,5.0,9.5,19,116.04,6.11,5.823,74.45,65.14,2.6,73.7,21.1,0.0381,0.5582,5.94
full_season,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Roefs (SUN),Petrović,BOU,4.5,Roefs,SUN,5.0,9.5,38,230.37,6.06,5.778,72.55,62.32,2.68,73.7,18.4,0.1557,0.5608,11.35
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Kinsky (TOT),Petrović,BOU,4.5,Kinsky,TOT,4.5,9.0,3,22.12,7.37,7.23,71.17,27.93,3.25,33.3,33.3,0.2877,0.6145,0.96
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Kinsky (TOT),Petrović,BOU,4.5,Kinsky,TOT,4.5,9.0,16,96.44,6.03,5.885,77.5,70.1,2.46,75.0,25.0,-0.1136,0.573,4.98
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Kinsky (TOT),Petrović,BOU,4.5,Kinsky,TOT,4.5,9.0,19,113.79,5.99,5.847,76.3,68.76,2.49,73.7,26.3,-0.104,0.5796,5.85
full_season,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Kinsky (TOT),Petrović,BOU,4.5,Kinsky,TOT,4.5,9.0,38,225.06,5.92,5.78,73.79,65.31,2.57,71.1,21.1,-0.0784,0.5831,11.04
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Kelleher (BRE) + Sánchez (CHE),Kelleher,BRE,5.0,Sánchez,CHE,5.0,10.0,3,23.97,7.99,7.562,75.93,39.82,2.6,33.3,0.0,0.7134,0.5375,1.25
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Kelleher (BRE) + Sánchez (CHE),Kelleher,BRE,5.0,Sánchez,CHE,5.0,10.0,16,94.57,5.91,5.484,67.02,61.1,2.81,75.0,6.2,-0.0002,0.5808,4.05
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Kelleher (BRE) + Sánchez (CHE),Kelleher,BRE,5.0,Sánchez,CHE,5.0,10.0,19,112.72,5.93,5.506,67.3,60.85,2.78,73.7,5.3,0.041,0.574,4.98
full_season,Active 2-GKP Rotation,Active 2-GKP,Kelleher (BRE) + Sánchez (CHE),Kelleher,BRE,5.0,Sánchez,CHE,5.0,10.0,38,225.74,5.94,5.514,68.28,62.98,2.76,73.7,5.3,-0.1942,0.5742,10.07
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Kelleher (BRE) + Henderson (CRY),Kelleher,BRE,5.0,Henderson,CRY,5.0,10.0,3,24.06,8.02,7.594,75.18,37.95,2.6,33.3,0.0,0.9479,0.5182,1.26
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Kelleher (BRE) + Henderson (CRY),Kelleher,BRE,5.0,Henderson,CRY,5.0,10.0,16,95.64,5.98,5.551,64.07,50.87,2.82,56.2,6.2,0.0867,0.565,4.32
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Kelleher (BRE) + Henderson (CRY),Kelleher,BRE,5.0,Henderson,CRY,5.0,10.0,19,113.79,5.99,5.562,64.7,51.94,2.79,57.9,5.3,0.1505,0.5576,5.25
full_season,Active 2-GKP Rotation,Active 2-GKP,Kelleher (BRE) + Henderson (CRY),Kelleher,BRE,5.0,Henderson,CRY,5.0,10.0,38,227.34,5.98,5.556,64.14,50.82,2.84,57.9,2.6,0.1325,0.5641,10.39
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Kelleher (BRE) + Leno (FUL),Kelleher,BRE,5.0,Leno,FUL,4.5,9.5,3,23.54,7.85,7.563,79.21,48.03,2.7,33.3,0.0,-0.6993,0.4944,1.12
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Kelleher (BRE) + Leno (FUL),Kelleher,BRE,5.0,Leno,FUL,4.5,9.5,16,94.41,5.9,5.616,67.1,55.64,2.85,62.5,0.0,-0.2148,0.5607,4.32
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Kelleher (BRE) + Leno (FUL),Kelleher,BRE,5.0,Leno,FUL,4.5,9.5,19,112.56,5.92,5.64,69.36,60.28,2.77,68.4,0.0,-0.2017,0.5503,5.25
full_season,Active 2-GKP Rotation,Active 2-GKP,Kelleher (BRE) + Leno (FUL),Kelleher,BRE,5.0,Leno,FUL,4.5,9.5,38,225.26,5.93,5.643,68.7,58.48,2.79,65.8,0.0,-0.2079,0.5563,10.55
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Kelleher (BRE) + Scherpen (IPS),Kelleher,BRE,5.0,Scherpen,IPS,4.5,9.5,3,23.82,7.94,7.657,77.02,42.54,2.57,33.3,0.0,0.4515,0.522,1.29
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Kelleher (BRE) + Scherpen (IPS),Kelleher,BRE,5.0,Scherpen,IPS,4.5,9.5,16,93.37,5.84,5.551,65.26,53.81,2.84,62.5,0.0,0.048,0.5645,4.11
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Kelleher (BRE) + Scherpen (IPS),Kelleher,BRE,5.0,Scherpen,IPS,4.5,9.5,19,111.52,5.87,5.585,66.36,55.11,2.8,63.2,0.0,0.0503,0.5578,5.04
full_season,Active 2-GKP Rotation,Active 2-GKP,Kelleher (BRE) + Scherpen (IPS),Kelleher,BRE,5.0,Scherpen,IPS,4.5,9.5,38,222.62,5.86,5.574,64.41,50.71,2.85,57.9,0.0,0.1257,0.5661,9.89
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Kelleher (BRE) + Trafford (LEE),Kelleher,BRE,5.0,Trafford,LEE,5.0,10.0,3,23.27,7.76,7.331,75.73,39.33,2.74,33.3,0.0,0.3334,0.5164,1.14
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Kelleher (BRE) + Trafford (LEE),Kelleher,BRE,5.0,Trafford,LEE,5.0,10.0,16,92.86,5.8,5.377,67.65,67.27,2.55,75.0,12.5,-0.0189,0.5431,4.38
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Kelleher (BRE) + Trafford (LEE),Kelleher,BRE,5.0,Trafford,LEE,5.0,10.0,19,111.01,5.84,5.416,69.16,69.36,2.56,78.9,10.5,-0.0553,0.5389,5.32
full_season,Active 2-GKP Rotation,Active 2-GKP,Kelleher (BRE) + Trafford (LEE),Kelleher,BRE,5.0,Trafford,LEE,5.0,10.0,38,222.44,5.85,5.427,71.76,75.4,2.48,86.8,13.2,-0.0949,0.5312,10.73
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Kelleher (BRE) + Lammens (MUN),Kelleher,BRE,5.0,Lammens,MUN,5.0,10.0,3,24.55,8.18,7.757,77.16,42.9,2.6,33.3,0.0,0.3141,0.4511,1.28
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Kelleher (BRE) + Lammens (MUN),Kelleher,BRE,5.0,Lammens,MUN,5.0,10.0,16,96.24,6.02,5.588,71.81,68.6,2.66,81.2,6.2,-0.1273,0.5157,4.97
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Kelleher (BRE) + Lammens (MUN),Kelleher,BRE,5.0,Lammens,MUN,5.0,10.0,19,114.86,6.05,5.618,72.86,69.94,2.64,84.2,5.3,-0.0359,0.5055,5.92
full_season,Active 2-GKP Rotation,Active 2-GKP,Kelleher (BRE) + Lammens (MUN),Kelleher,BRE,5.0,Lammens,MUN,5.0,10.0,38,229.24,6.03,5.606,71.43,66.9,2.67,81.6,5.3,0.0944,0.5069,11.69
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Kelleher (BRE) + Pope (NEW),Kelleher,BRE,5.0,Pope,NEW,5.0,10.0,3,24.34,8.11,7.688,80.06,50.15,2.71,33.3,33.3,-0.9965,0.5265,1.25
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Kelleher (BRE) + Pope (NEW),Kelleher,BRE,5.0,Pope,NEW,5.0,10.0,16,96.52,6.03,5.606,68.94,60.69,2.82,75.0,0.0,0.0376,0.5728,4.28
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Kelleher (BRE) + Pope (NEW),Kelleher,BRE,5.0,Pope,NEW,5.0,10.0,19,114.93,6.05,5.622,71.38,66.06,2.72,78.9,5.3,-0.1313,0.5655,5.21
