horizon,start_gw,end_gw,club1,gkp1,role1,price1,per90_saves1,per90_goals_conceded1,club2,gkp2,role2,price2,per90_saves2,per90_goals_conceded2,total_price,fdr_corr,avg_fdr1,avg_fdr2,rotated_avg_fdr,expected_cs,foi,fdr_gain,easy_gws,easy_gw_pct,tot_rot_xp,tot_rot_xp_fdr,fdr_selection_loss,xp_gain_vs_best_single,has_promoted_proxy,rqi,oc_rqi
gw1_10,1,10,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,IPS,Scherpen,Regular Starter,4.5,1.9,1.375,9.0,-0.4544,3.2,3.1,2.5,3.01,0.554,0.6,5,50.0,58.59,58.14,0.45,3.08,True,63.19,5.712
gw1_10,1,10,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,NEW,Horníček,Regular Starter,5.0,2.25,1.4474,9.5,0.0379,3.2,2.9,2.6,2.95,0.5622,0.3,5,50.0,56.43,55.69,0.74,0.92,False,55.12,5.349
gw1_10,1,10,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,HUL,Tzolakis,Regular Starter,4.5,1.72,1.375,9.0,0.0702,3.2,3.2,2.7,2.86,0.57,0.5,4,40.0,56.31,55.3,1.01,0.8,True,59.33,5.484
gw1_10,1,10,BRE,Kelleher,Nailed Starter,5.0,2.9459,1.3243,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,9.5,0.1111,3.1,3.3,2.8,3.23,0.5283,0.3,3,30.0,60.37,60.08,0.29,2.19,False,59.18,5.743
gw1_10,1,10,BRE,Kelleher,Nailed Starter,5.0,2.9459,1.3243,COV,Rushworth,Regular Starter,4.5,3.11,1.375,9.5,-0.239,3.1,2.9,2.4,3.38,0.5145,0.5,6,60.0,62.05,61.88,0.17,3.56,True,63.32,5.911
gw1_10,1,10,BRE,Kelleher,Nailed Starter,5.0,2.9459,1.3243,FUL,Leno,Nailed Starter,4.5,2.5789,1.3421,9.5,0.0,3.1,3.0,2.6,3.29,0.5261,0.4,5,50.0,60.65,60.65,0.0,2.47,False,60.53,5.771
gw1_10,1,10,BRE,Kelleher,Nailed Starter,5.0,2.9459,1.3243,TOT,Kinsky,Regular Starter,4.5,3.15,1.5,9.5,-0.2259,3.1,3.0,2.7,3.02,0.5592,0.3,4,40.0,59.65,59.45,0.2,1.47,False,58.26,5.671
gw1_10,1,10,BRE,Kelleher,Nailed Starter,5.0,2.9459,1.3243,IPS,Scherpen,Regular Starter,4.5,1.9,1.375,9.5,-0.0151,3.1,3.1,2.6,3.25,0.5387,0.5,5,50.0,59.85,59.28,0.57,1.67,True,59.39,5.691
gw1_10,1,10,BRE,Kelleher,Nailed Starter,5.0,2.9459,1.3243,HUL,Tzolakis,Regular Starter,4.5,1.72,1.375,9.5,-0.0328,3.1,3.2,2.6,3.02,0.5508,0.5,4,40.0,58.74,57.54,1.2,0.56,True,57.92,5.58
gw1_10,1,10,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,COV,Rushworth,Regular Starter,4.5,3.11,1.375,9.0,-0.4598,3.3,2.9,2.4,3.64,0.5011,0.5,6,60.0,62.54,62.42,0.12,4.05,True,69.13,6.107
gw1_10,1,10,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,CHE,Sánchez,Nailed Starter,5.0,2.9013,1.4507,9.5,-0.0401,3.3,3.1,2.8,3.04,0.5462,0.3,3,30.0,59.71,59.2,0.51,1.89,False,58.09,5.677
gw1_10,1,10,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,CRY,Henderson,Nailed Starter,5.0,2.8649,1.3784,9.5,0.1757,3.3,3.0,2.8,3.19,0.5315,0.2,3,30.0,59.47,59.01,0.46,1.65,False,58.11,5.653
gw1_10,1,10,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,FUL,Leno,Nailed Starter,4.5,2.5789,1.3421,9.0,0.1242,3.3,3.0,2.6,3.45,0.5155,0.4,6,60.0,60.27,60.27,0.0,2.45,False,65.32,5.88
gw1_10,1,10,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,LEE,Trafford,Nailed Starter,5.0,3.45,1.4737,9.5,0.0594,3.3,3.2,2.8,2.97,0.5622,0.4,2,20.0,59.84,59.26,0.57,2.02,False,57.91,5.69
gw1_10,1,10,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,MUN,Lammens,Nailed Starter,5.0,2.4688,1.2188,9.5,0.0,3.3,3.0,2.7,3.46,0.4979,0.3,4,40.0,61.25,61.24,0.01,2.7,False,61.26,5.831
gw1_10,1,10,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,NEW,Pope,Regular Starter,5.0,3.3154,1.4156,9.5,-0.1444,3.3,2.9,2.6,3.25,0.5285,0.3,4,40.0,60.27,59.81,0.46,2.45,False,60.06,5.733
gw1_10,1,10,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,NFO,Sels,Nailed Starter,5.0,3.2058,1.3161,9.5,-0.3077,3.3,3.1,2.6,3.45,0.5181,0.5,5,50.0,63.04,62.38,0.66,3.58,False,63.35,6.01
gw1_10,1,10,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,TOT,Kinsky,Regular Starter,4.5,3.15,1.5,9.0,0.0,3.3,3.0,2.7,3.17,0.5496,0.3,4,40.0,60.41,60.41,0.0,2.59,False,64.3,5.894
gw1_10,1,10,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,SUN,Roefs,Nailed Starter,5.0,3.1143,1.3143,9.5,-0.2873,3.3,2.9,2.4,3.77,0.4928,0.5,7,70.0,63.96,63.96,0.0,3.77,False,65.88,6.102
gw1_10,1,10,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,IPS,Scherpen,Regular Starter,4.5,1.9,1.375,9.0,-0.2709,3.3,3.1,2.6,3.29,0.5267,0.5,5,50.0,59.72,59.03,0.69,1.9,True,64.49,5.825
gw1_10,1,10,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,NEW,Horníček,Regular Starter,5.0,2.25,1.4474,9.5,-0.1444,3.3,2.9,2.6,3.1,0.5339,0.3,4,40.0,58.25,56.15,2.1,0.43,False,57.71,5.531
gw1_10,1,10,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,HUL,Tzolakis,Regular Starter,4.5,1.72,1.375,9.0,-0.5863,3.3,3.2,2.6,3.28,0.5347,0.6,4,40.0,59.98,57.85,2.12,2.16,True,64.62,5.851
gw1_10,1,10,COV,Rushworth,Regular Starter,4.5,3.11,1.375,CHE,Sánchez,Nailed Starter,5.0,2.9013,1.4507,9.5,0.5406,2.9,3.1,2.7,3.07,0.5399,0.2,5,50.0,59.58,59.55,0.03,1.09,True,58.57,5.664
gw1_10,1,10,COV,Rushworth,Regular Starter,4.5,3.11,1.375,CRY,Henderson,Nailed Starter,5.0,2.8649,1.3784,9.5,0.1392,2.9,3.0,2.5,3.26,0.5215,0.4,5,50.0,60.82,60.75,0.07,2.33,True,61.31,5.788
gw1_10,1,10,COV,Rushworth,Regular Starter,4.5,3.11,1.375,FUL,Leno,Nailed Starter,4.5,2.5789,1.3421,9.0,0.1969,2.9,3.0,2.4,3.51,0.5072,0.5,7,70.0,61.53,61.16,0.37,3.04,True,67.89,6.006
gw1_10,1,10,COV,Rushworth,Regular Starter,4.5,3.11,1.375,LEE,Trafford,Nailed Starter,5.0,3.45,1.4737,9.5,-0.0941,2.9,3.2,2.5,3.17,0.5493,0.4,5,50.0,60.84,60.84,0.0,2.35,True,60.78,5.79
gw1_10,1,10,COV,Rushworth,Regular Starter,4.5,3.11,1.375,MUN,Lammens,Nailed Starter,5.0,2.4688,1.2188,9.5,-0.4176,2.9,3.0,2.4,3.67,0.4855,0.5,6,60.0,62.36,62.03,0.34,3.81,True,64.25,5.942
gw1_10,1,10,COV,Rushworth,Regular Starter,4.5,3.11,1.375,NEW,Pope,Regular Starter,5.0,3.3154,1.4156,9.5,0.4741,2.9,2.9,2.5,3.28,0.5216,0.4,6,60.0,60.99,60.58,0.41,2.5,True,61.5,5.805
gw1_10,1,10,COV,Rushworth,Regular Starter,4.5,3.11,1.375,NFO,Sels,Nailed Starter,5.0,3.2058,1.3161,9.5,-0.3074,2.9,3.1,2.3,3.62,0.5077,0.6,7,70.0,63.37,63.1,0.26,3.91,True,65.42,6.043
gw1_10,1,10,COV,Rushworth,Regular Starter,4.5,3.11,1.375,TOT,Kinsky,Regular Starter,4.5,3.15,1.5,9.0,-0.1392,2.9,3.0,2.4,3.32,0.538,0.5,6,60.0,61.28,61.18,0.1,2.79,True,67.0,5.981
gw1_10,1,10,COV,Rushworth,Regular Starter,4.5,3.11,1.375,SUN,Roefs,Nailed Starter,5.0,3.1143,1.3143,9.5,0.0759,2.9,2.9,2.4,3.52,0.4907,0.5,6,60.0,62.98,61.91,1.07,2.79,True,64.83,6.004
gw1_10,1,10,COV,Rushworth,Regular Starter,4.5,3.11,1.375,IPS,Scherpen,Regular Starter,4.5,1.9,1.375,9.0,0.1027,2.9,3.1,2.5,3.32,0.5204,0.4,6,60.0,60.69,60.2,0.49,2.2,True,66.19,5.922
gw1_10,1,10,COV,Rushworth,Regular Starter,4.5,3.11,1.375,NEW,Horníček,Regular Starter,5.0,2.25,1.4474,9.5,0.4741,2.9,2.9,2.5,3.27,0.5269,0.4,6,60.0,58.78,57.77,1.01,0.29,True,58.94,5.584
gw1_10,1,10,COV,Rushworth,Regular Starter,4.5,3.11,1.375,HUL,Tzolakis,Regular Starter,4.5,1.72,1.375,9.0,0.3232,2.9,3.2,2.6,3.11,0.5336,0.3,5,50.0,59.06,59.01,0.05,0.57,True,63.62,5.759
gw1_10,1,10,CHE,Sánchez,Nailed Starter,5.0,2.9013,1.4507,FUL,Leno,Nailed Starter,4.5,2.5789,1.3421,9.5,0.0,3.1,3.0,2.5,3.27,0.5446,0.5,6,60.0,60.23,60.23,0.0,3.41,False,60.2,5.729
gw1_10,1,10,CHE,Sánchez,Nailed Starter,5.0,2.9013,1.4507,TOT,Kinsky,Regular Starter,4.5,3.15,1.5,9.5,0.1903,3.1,3.0,2.7,2.75,0.5838,0.3,3,30.0,58.6,58.56,0.04,2.5,False,56.6,5.566
gw1_10,1,10,CHE,Sánchez,Nailed Starter,5.0,2.9013,1.4507,IPS,Scherpen,Regular Starter,4.5,1.9,1.375,9.5,-0.0128,3.1,3.1,2.6,3.06,0.5586,0.5,5,50.0,58.93,58.56,0.37,2.84,True,57.97,5.599
gw1_10,1,10,CHE,Sánchez,Nailed Starter,5.0,2.9013,1.4507,HUL,Tzolakis,Regular Starter,4.5,1.72,1.375,9.5,-0.1657,3.1,3.2,2.7,2.82,0.5706,0.4,3,30.0,57.82,57.82,0.0,1.72,True,56.0,5.488
gw1_10,1,10,CRY,Henderson,Nailed Starter,5.0,2.8649,1.3784,FUL,Leno,Nailed Starter,4.5,2.5789,1.3421,9.5,-0.1768,3.0,3.0,2.5,3.3,0.5281,0.5,5,50.0,60.13,59.81,0.33,2.96,False,60.42,5.719
gw1_10,1,10,CRY,Henderson,Nailed Starter,5.0,2.8649,1.3784,TOT,Kinsky,Regular Starter,4.5,3.15,1.5,9.5,-0.5,3.0,3.0,2.6,2.95,0.5615,0.4,4,40.0,59.05,58.9,0.16,1.88,False,58.05,5.611
gw1_10,1,10,CRY,Henderson,Nailed Starter,5.0,2.8649,1.3784,IPS,Scherpen,Regular Starter,4.5,1.9,1.375,9.5,0.1676,3.0,3.1,2.6,3.07,0.5439,0.4,5,50.0,58.5,58.13,0.37,1.32,True,57.79,5.556
gw1_10,1,10,CRY,Henderson,Nailed Starter,5.0,2.8649,1.3784,HUL,Tzolakis,Regular Starter,4.5,1.72,1.375,9.5,0.0,3.0,3.2,2.7,3.02,0.5527,0.3,4,40.0,58.59,58.01,0.58,1.41,True,57.21,5.565
gw1_10,1,10,FUL,Leno,Nailed Starter,4.5,2.5789,1.3421,LEE,Trafford,Nailed Starter,5.0,3.45,1.4737,9.5,-0.5976,3.0,3.2,2.5,3.15,0.5547,0.5,5,50.0,60.12,60.06,0.06,3.3,False,59.87,5.718
gw1_10,1,10,FUL,Leno,Nailed Starter,4.5,2.5789,1.3421,MUN,Lammens,Nailed Starter,5.0,2.4688,1.2188,9.5,0.1768,3.0,3.0,2.6,3.48,0.4985,0.4,6,60.0,61.2,60.28,0.93,2.65,False,61.7,5.826
gw1_10,1,10,FUL,Leno,Nailed Starter,4.5,2.5789,1.3421,NEW,Pope,Regular Starter,5.0,3.3154,1.4156,9.5,0.2076,3.0,2.9,2.6,3.11,0.53,0.3,5,50.0,59.14,58.61,0.53,2.33,False,58.78,5.62
gw1_10,1,10,FUL,Leno,Nailed Starter,4.5,2.5789,1.3421,NFO,Sels,Nailed Starter,5.0,3.2058,1.3161,9.5,-0.2692,3.0,3.1,2.5,3.35,0.5179,0.5,6,60.0,62.42,61.37,1.05,2.96,False,63.16,5.948
gw1_10,1,10,FUL,Leno,Nailed Starter,4.5,2.5789,1.3421,TOT,Kinsky,Regular Starter,4.5,3.15,1.5,9.0,-0.1768,3.0,3.0,2.5,3.16,0.5485,0.5,5,50.0,59.37,59.37,0.0,2.55,False,64.16,5.79
gw1_10,1,10,FUL,Leno,Nailed Starter,4.5,2.5789,1.3421,SUN,Roefs,Nailed Starter,5.0,3.1143,1.3143,9.5,0.2142,3.0,2.9,2.5,3.5,0.4983,0.4,7,70.0,62.38,61.88,0.5,2.19,False,63.51,5.944
gw1_10,1,10,FUL,Leno,Nailed Starter,4.5,2.5789,1.3421,IPS,Scherpen,Regular Starter,4.5,1.9,1.375,9.0,-0.3555,3.0,3.1,2.4,3.38,0.5256,0.6,6,60.0,59.41,58.7,0.71,2.6,True,65.17,5.794
gw1_10,1,10,FUL,Leno,Nailed Starter,4.5,2.5789,1.3421,NEW,Horníček,Regular Starter,5.0,2.25,1.4474,9.5,0.2076,3.0,2.9,2.6,3.04,0.5354,0.3,5,50.0,57.51,56.42,1.08,0.69,False,56.86,5.457
gw1_10,1,10,FUL,Leno,Nailed Starter,4.5,2.5789,1.3421,HUL,Tzolakis,Regular Starter,4.5,1.72,1.375,9.0,-0.1282,3.0,3.2,2.6,3.2,0.5374,0.4,6,60.0,58.51,58.03,0.48,1.69,True,62.93,5.704
gw1_10,1,10,LEE,Trafford,Nailed Starter,5.0,3.45,1.4737,TOT,Kinsky,Regular Starter,4.5,3.15,1.5,9.5,0.2113,3.2,3.0,2.8,2.62,0.5968,0.2,3,30.0,57.83,57.74,0.1,2.01,False,54.99,5.489
gw1_10,1,10,LEE,Trafford,Nailed Starter,5.0,3.45,1.4737,IPS,Scherpen,Regular Starter,4.5,1.9,1.375,9.5,-0.0283,3.2,3.1,2.7,2.86,0.5738,0.4,4,40.0,58.17,57.69,0.48,2.4,True,56.32,5.523
gw1_10,1,10,LEE,Trafford,Nailed Starter,5.0,3.45,1.4737,HUL,Tzolakis,Regular Starter,4.5,1.72,1.375,9.5,-0.2146,3.2,3.2,2.7,2.83,0.5845,0.5,3,30.0,57.02,55.94,1.08,1.24,True,54.83,5.408
gw1_10,1,10,MUN,Lammens,Nailed Starter,5.0,2.4688,1.2188,TOT,Kinsky,Regular Starter,4.5,3.15,1.5,9.5,0.25,3.0,3.0,2.7,3.18,0.5337,0.3,3,30.0,60.09,59.82,0.27,1.54,False,59.26,5.715
gw1_10,1,10,MUN,Lammens,Nailed Starter,5.0,2.4688,1.2188,IPS,Scherpen,Regular Starter,4.5,1.9,1.375,9.5,-0.1676,3.0,3.1,2.6,3.42,0.511,0.4,4,40.0,59.88,59.18,0.7,1.33,True,59.98,5.694
gw1_10,1,10,MUN,Lammens,Nailed Starter,5.0,2.4688,1.2188,HUL,Tzolakis,Regular Starter,4.5,1.72,1.375,9.5,0.0,3.0,3.2,2.8,3.26,0.5223,0.2,3,30.0,59.45,58.74,0.71,0.9,True,58.28,5.651
gw1_10,1,10,NEW,Pope,Regular Starter,5.0,3.3154,1.4156,TOT,Kinsky,Regular Starter,4.5,3.15,1.5,9.5,-0.2936,2.9,3.0,2.6,2.87,0.5627,0.3,4,40.0,58.33,57.89,0.44,2.5,False,57.22,5.539
gw1_10,1,10,NEW,Pope,Regular Starter,5.0,3.3154,1.4156,IPS,Scherpen,Regular Starter,4.5,1.9,1.375,9.5,0.0197,2.9,3.1,2.6,3.03,0.5437,0.3,4,40.0,57.03,56.53,0.5,1.47,True,56.16,5.409
gw1_10,1,10,NEW,Pope,Regular Starter,5.0,3.3154,1.4156,HUL,Tzolakis,Regular Starter,4.5,1.72,1.375,9.5,0.2556,2.9,3.2,2.7,2.94,0.5549,0.2,4,40.0,56.82,56.59,0.24,1.26,True,55.2,5.388
gw1_10,1,10,NFO,Sels,Nailed Starter,5.0,3.2058,1.3161,TOT,Kinsky,Regular Starter,4.5,3.15,1.5,9.5,-0.571,3.1,3.0,2.5,3.23,0.5513,0.5,5,50.0,61.63,61.33,0.3,2.17,False,61.62,5.869
gw1_10,1,10,NFO,Sels,Nailed Starter,5.0,3.2058,1.3161,IPS,Scherpen,Regular Starter,4.5,1.9,1.375,9.5,0.4977,3.1,3.1,2.7,3.01,0.5391,0.4,5,50.0,59.91,59.85,0.06,0.45,True,58.95,5.697
gw1_10,1,10,NFO,Sels,Nailed Starter,5.0,3.2058,1.3161,HUL,Tzolakis,Regular Starter,4.5,1.72,1.375,9.5,0.1105,3.1,3.2,2.7,3.1,0.5449,0.4,5,50.0,59.84,58.99,0.86,0.38,True,58.76,5.69
gw1_10,1,10,TOT,Kinsky,Regular Starter,4.5,3.15,1.5,SUN,Roefs,Nailed Starter,5.0,3.1143,1.3143,9.5,-0.1514,3.0,2.9,2.4,3.39,0.529,0.5,6,60.0,62.44,61.53,0.91,2.25,False,63.46,5.95
gw1_10,1,10,TOT,Kinsky,Regular Starter,4.5,3.15,1.5,IPS,Scherpen,Regular Starter,4.5,1.9,1.375,9.0,-0.6704,3.0,3.1,2.5,3.08,0.5591,0.5,5,50.0,58.18,57.84,0.34,2.36,True,62.63,5.671
gw1_10,1,10,TOT,Kinsky,Regular Starter,4.5,3.15,1.5,NEW,Horníček,Regular Starter,5.0,2.25,1.4474,9.5,-0.2936,3.0,2.9,2.6,2.75,0.5685,0.3,4,40.0,56.45,55.27,1.18,0.62,False,55.02,5.351
gw1_10,1,10,TOT,Kinsky,Regular Starter,4.5,3.15,1.5,HUL,Tzolakis,Regular Starter,4.5,1.72,1.375,9.0,0.1814,3.0,3.2,2.7,2.76,0.5775,0.3,3,30.0,56.65,56.21,0.44,0.83,True,59.56,5.518
gw1_10,1,10,SUN,Roefs,Nailed Starter,5.0,3.1143,1.3143,IPS,Scherpen,Regular Starter,4.5,1.9,1.375,9.5,0.2132,2.9,3.1,2.5,3.22,0.5148,0.4,5,50.0,60.76,60.01,0.75,0.57,True,61.38,5.782
gw1_10,1,10,SUN,Roefs,Nailed Starter,5.0,3.1143,1.3143,HUL,Tzolakis,Regular Starter,4.5,1.72,1.375,9.5,0.4615,2.9,3.2,2.7,3.08,0.5257,0.2,5,50.0,60.19,58.81,1.38,0.0,True,59.53,5.725
gw1_10,1,10,IPS,Scherpen,Regular Starter,4.5,1.9,1.375,NEW,Horníček,Regular Starter,5.0,2.25,1.4474,9.5,0.0197,3.1,2.9,2.6,2.97,0.5493,0.3,4,40.0,54.04,53.49,0.56,1.1,True,52.73,5.11
gw1_10,1,10,IPS,Scherpen,Regular Starter,4.5,1.9,1.375,HUL,Tzolakis,Regular Starter,4.5,1.72,1.375,9.0,-0.1459,3.1,3.2,2.6,3.02,0.5532,0.5,4,40.0,55.43,55.19,0.24,2.49,True,59.19,5.396
gw1_10,1,10,NEW,Horníček,Regular Starter,5.0,2.25,1.4474,HUL,Tzolakis,Regular Starter,4.5,1.72,1.375,9.5,0.2556,2.9,3.2,2.7,2.94,0.5606,0.2,4,40.0,52.46,51.58,0.88,2.38,True,50.24,4.952
gw1_19,1,19,AVL,Martinez,Nailed Starter,5.0,3.0159,1.2381,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,9.5,-0.143,2.9474,3.0526,2.4737,6.64,0.5101,0.4737,11,57.9,120.02,119.36,0.66,4.44,False,64.28,6.022
gw1_19,1,19,AVL,Martinez,Nailed Starter,5.0,3.0159,1.2381,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,9.5,0.1724,2.9474,3.0526,2.6842,6.44,0.4794,0.2632,8,42.1,119.2,117.97,1.24,3.62,False,63.37,5.979
gw1_19,1,19,AVL,Martinez,Nailed Starter,5.0,3.0159,1.2381,COV,Rushworth,Regular Starter,4.5,3.11,1.375,9.5,-0.2898,2.9474,3.0526,2.4211,6.74,0.5014,0.5263,11,57.9,120.3,119.96,0.34,4.71,True,64.88,6.037
gw1_19,1,19,AVL,Martinez,Nailed Starter,5.0,3.0159,1.2381,FUL,Leno,Nailed Starter,4.5,2.5789,1.3421,9.5,-0.2356,2.9474,3.1053,2.5263,6.72,0.503,0.4211,10,52.6,119.12,119.12,0.0,3.54,False,63.64,5.975
gw1_19,1,19,AVL,Martinez,Nailed Starter,5.0,3.0159,1.2381,TOT,Kinsky,Regular Starter,4.5,3.15,1.5,9.5,0.1616,2.9474,3.0,2.5789,6.39,0.5229,0.3684,10,52.6,118.67,118.11,0.55,3.09,False,62.71,5.951
gw1_19,1,19,AVL,Martinez,Nailed Starter,5.0,3.0159,1.2381,IPS,Scherpen,Regular Starter,4.5,1.9,1.375,9.5,0.2362,2.9474,3.1053,2.6316,6.24,0.5117,0.3158,9,47.4,115.79,114.07,1.72,0.21,True,60.99,5.8
gw1_19,1,19,AVL,Martinez,Nailed Starter,5.0,3.0159,1.2381,HUL,Tzolakis,Regular Starter,4.5,1.72,1.375,9.5,0.2504,2.9474,3.1579,2.6842,6.32,0.5163,0.2632,8,42.1,116.32,116.1,0.22,0.74,True,60.94,5.828
gw1_19,1,19,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,BRE,Kelleher,Nailed Starter,5.0,2.9459,1.3243,9.5,-0.0773,3.0526,3.0526,2.5789,6.14,0.5373,0.4737,10,52.6,116.5,115.47,1.02,5.89,False,61.15,5.837
gw1_19,1,19,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,9.0,0.064,3.0526,3.0526,2.5789,6.49,0.5147,0.4737,10,52.6,117.46,115.71,1.75,5.15,False,67.17,6.035
gw1_19,1,19,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,COV,Rushworth,Regular Starter,4.5,3.11,1.375,9.0,0.1739,3.0526,3.0526,2.5789,5.96,0.544,0.4737,10,52.6,114.16,113.46,0.7,4.91,True,64.65,5.861
gw1_19,1,19,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,CHE,Sánchez,Nailed Starter,5.0,2.9013,1.4507,9.5,0.1215,3.0526,3.0,2.4737,6.12,0.5519,0.5263,12,63.2,114.98,114.98,0.0,6.65,False,60.5,5.757
gw1_19,1,19,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,CRY,Henderson,Nailed Starter,5.0,2.8649,1.3784,9.5,-0.1634,3.0526,3.1053,2.5263,6.08,0.5519,0.5263,10,52.6,114.79,114.12,0.67,7.48,False,60.13,5.747
gw1_19,1,19,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,FUL,Leno,Nailed Starter,4.5,2.5789,1.3421,9.0,0.1239,3.0526,3.1053,2.6316,5.86,0.5452,0.4211,9,47.4,113.3,112.68,0.63,6.04,False,63.86,5.816
gw1_19,1,19,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,LEE,Trafford,Nailed Starter,5.0,3.45,1.4737,9.5,0.1698,3.0526,3.1579,2.6316,5.57,0.5707,0.4211,9,47.4,114.56,113.31,1.25,6.23,False,59.09,5.735
gw1_19,1,19,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,MUN,Lammens,Nailed Starter,5.0,2.4688,1.2188,9.5,-0.2975,3.0526,3.0526,2.5263,6.52,0.5156,0.5263,9,47.4,116.62,115.46,1.16,5.95,False,61.92,5.843
gw1_19,1,19,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,NEW,Pope,Regular Starter,5.0,3.3154,1.4156,9.5,-0.1667,3.0526,3.0526,2.5789,5.82,0.5555,0.4737,9,47.4,112.87,112.67,0.2,5.6,False,58.67,5.646
gw1_19,1,19,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,NFO,Sels,Nailed Starter,5.0,3.2058,1.3161,9.5,-0.2805,3.0526,3.0,2.4737,6.26,0.5289,0.5263,10,52.6,118.18,117.04,1.14,4.65,False,62.83,5.926
gw1_19,1,19,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,TOT,Kinsky,Regular Starter,4.5,3.15,1.5,9.0,0.0,3.0526,3.0,2.5789,5.64,0.5622,0.4211,10,52.6,113.41,112.88,0.53,5.57,False,63.85,5.822
gw1_19,1,19,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,SUN,Roefs,Nailed Starter,5.0,3.1143,1.3143,9.5,-0.1918,3.0526,3.0526,2.4737,6.39,0.5306,0.5789,11,57.9,118.21,117.1,1.12,6.52,False,62.81,5.927
gw1_19,1,19,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,IPS,Scherpen,Regular Starter,4.5,1.9,1.375,9.0,-0.3121,3.0526,3.1053,2.5263,5.78,0.5466,0.5263,9,47.4,111.4,110.12,1.28,4.14,True,63.25,5.716
gw1_19,1,19,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,NEW,Horníček,Regular Starter,5.0,2.25,1.4474,9.5,-0.1667,3.0526,3.0526,2.5789,5.7,0.561,0.4737,9,47.4,109.31,107.64,1.67,2.04,False,56.48,5.459
gw1_19,1,19,BOU,Petrović,Nailed Starter,4.5,2.8684,1.4211,HUL,Tzolakis,Regular Starter,4.5,1.72,1.375,9.0,-0.0738,3.0526,3.1579,2.5789,5.8,0.5539,0.4737,9,47.4,109.54,108.52,1.01,2.27,True,61.75,5.618
gw1_19,1,19,BRE,Kelleher,Nailed Starter,5.0,2.9459,1.3243,BHA,Verbruggen,Nailed Starter,4.5,2.7895,1.2105,9.5,0.0796,3.0526,3.0526,2.6316,6.56,0.5034,0.4211,8,42.1,117.05,116.19,0.85,4.73,False,61.89,5.866
gw1_19,1,19,BRE,Kelleher,Nailed Starter,5.0,2.9459,1.3243,COV,Rushworth,Regular Starter,4.5,3.11,1.375,9.5,-0.2241,3.0526,3.0526,2.5263,6.24,0.5285,0.5263,10,52.6,116.47,116.14,0.33,5.86,True,61.58,5.836
gw1_19,1,19,BRE,Kelleher,Nailed Starter,5.0,2.9459,1.3243,FUL,Leno,Nailed Starter,4.5,2.5789,1.3421,9.5,-0.0086,3.0526,3.1053,2.6316,6.11,0.5319,0.4211,8,42.1,114.32,113.8,0.52,3.71,False,59.72,5.722
gw1_19,1,19,BRE,Kelleher,Nailed Starter,5.0,2.9459,1.3243,TOT,Kinsky,Regular Starter,4.5,3.15,1.5,9.5,-0.0808,3.0526,3.0,2.5789,6.03,0.548,0.4211,10,52.6,115.3,114.91,0.39,4.69,False,60.24,5.774
gw1_19,1,19,BRE,Kelleher,Nailed Starter,5.0,2.9459,1.3243,IPS,Scherpen,Regular Starter,4.5,1.9,1.375,9.5,-0.1601,3.0526,3.1053,2.5263,6.19,0.5337,0.5263,10,52.6,113.25,112.37,0.87,2.64,True,59.59,5.666
