num_unique_clubs,allocation_pattern,clubs,club1,club2,club3,club4,club5,gw1_avg_fdr,gw1_max_fdr,gw2_avg_fdr,gw3_avg_fdr,gw2_3_rot_fdr,effective_avg_fdr,avg_fdr_corr
3,2+2+1,BRE-BRE-IPS-IPS-MUN,BRE,BRE,IPS,IPS,MUN,2.49,2.8,2.94,2.37,2.65,2.5811,0.3023
3,2+2+1,BRE-BRE-IPS-MUN-MUN,BRE,BRE,IPS,MUN,MUN,2.61,2.8,2.78,2.37,2.58,2.5916,0.2749
3,2+2+1,BRE-BHA-BHA-CHE-CHE,BRE,BHA,BHA,CHE,CHE,2.52,2.6,3.28,2.63,2.96,2.7576,0.9005
4,2+1+1+1,BRE-BHA-BHA-CHE-CRY,BRE,BHA,BHA,CHE,CRY,2.52,2.6,3.28,2.56,2.92,2.7417,0.925
4,2+1+1+1,BRE-BHA-BHA-CHE-IPS,BRE,BHA,BHA,CHE,IPS,2.49,2.6,3.28,2.63,2.96,2.7458,0.8371
4,2+1+1+1,BRE-BHA-BHA-CHE-MUN,BRE,BHA,BHA,CHE,MUN,2.61,2.8,3.03,2.5,2.77,2.6957,0.5074
3,2+2+1,BRE-BHA-BHA-CRY-CRY,BRE,BHA,BHA,CRY,CRY,2.53,2.6,3.28,2.5,2.89,2.7257,0.9697
4,2+1+1+1,BRE-BHA-BHA-CRY-IPS,BRE,BHA,BHA,CRY,IPS,2.5,2.6,3.28,2.56,2.92,2.7299,0.8482
4,2+1+1+1,BRE-BHA-BHA-CRY-MUN,BRE,BHA,BHA,CRY,MUN,2.61,2.8,3.03,2.44,2.74,2.6798,0.5856
3,2+2+1,BRE-BHA-BHA-IPS-IPS,BRE,BHA,BHA,IPS,IPS,2.47,2.6,3.28,2.63,2.96,2.734,0.7843
4,2+1+1+1,BRE-BHA-BHA-IPS-MUN,BRE,BHA,BHA,IPS,MUN,2.58,2.8,3.03,2.5,2.77,2.6839,0.4229
3,2+2+1,BRE-BHA-BHA-MUN-MUN,BRE,BHA,BHA,MUN,MUN,2.7,2.8,2.78,2.38,2.58,2.6338,0.4026
4,2+1+1+1,BRE-BHA-CHE-CHE-CRY,BRE,BHA,CHE,CHE,CRY,2.48,2.6,3.5,2.56,3.03,2.7802,0.8958
4,2+1+1+1,BRE-BHA-CHE-CHE-IPS,BRE,BHA,CHE,CHE,IPS,2.45,2.6,3.42,2.78,3.1,2.803,0.8342
4,2+1+1+1,BRE-BHA-CHE-CHE-MUN,BRE,BHA,CHE,CHE,MUN,2.56,2.8,3.03,2.5,2.77,2.6744,0.4541
4,2+1+1+1,BRE-BHA-CHE-CRY-CRY,BRE,BHA,CHE,CRY,CRY,2.48,2.6,3.5,2.5,3.0,2.7642,0.9248
5,1+1+1+1+1,BRE-BHA-CHE-CRY-IPS,BRE,BHA,CHE,CRY,IPS,2.45,2.6,3.42,2.56,2.99,2.7467,0.8296
5,1+1+1+1+1,BRE-BHA-CHE-CRY-MUN,BRE,BHA,CHE,CRY,MUN,2.57,2.8,3.03,2.44,2.74,2.6584,0.5168
4,2+1+1+1,BRE-BHA-CHE-IPS-IPS,BRE,BHA,CHE,IPS,IPS,2.42,2.6,3.42,2.78,3.1,2.7912,0.792
5,1+1+1+1+1,BRE-BHA-CHE-IPS-MUN,BRE,BHA,CHE,IPS,MUN,2.54,2.8,3.03,2.5,2.77,2.6626,0.3803
4,2+1+1+1,BRE-BHA-CHE-MUN-MUN,BRE,BHA,CHE,MUN,MUN,2.65,2.8,2.78,2.38,2.58,2.6124,0.3097
4,2+1+1+1,BRE-BHA-CRY-CRY-IPS,BRE,BHA,CRY,CRY,IPS,2.46,2.6,3.42,2.5,2.96,2.7307,0.8452
4,2+1+1+1,BRE-BHA-CRY-CRY-MUN,BRE,BHA,CRY,CRY,MUN,2.57,2.8,3.03,2.44,2.74,2.6601,0.5995
4,2+1+1+1,BRE-BHA-CRY-IPS-IPS,BRE,BHA,CRY,IPS,IPS,2.43,2.6,3.42,2.56,2.99,2.7349,0.774
5,1+1+1+1+1,BRE-BHA-CRY-IPS-MUN,BRE,BHA,CRY,IPS,MUN,2.54,2.8,3.03,2.44,2.74,2.6466,0.4295
4,2+1+1+1,BRE-BHA-CRY-MUN-MUN,BRE,BHA,CRY,MUN,MUN,2.65,2.8,2.78,2.38,2.58,2.6142,0.426
4,2+1+1+1,BRE-BHA-IPS-IPS-MUN,BRE,BHA,IPS,IPS,MUN,2.51,2.8,3.03,2.5,2.77,2.6508,0.317
4,2+1+1+1,BRE-BHA-IPS-MUN-MUN,BRE,BHA,IPS,MUN,MUN,2.62,2.8,2.78,2.38,2.58,2.6006,0.2147
3,2+2+1,BRE-CHE-CHE-CRY-CRY,BRE,CHE,CHE,CRY,CRY,2.43,2.6,3.72,2.5,3.11,2.8028,0.8921
4,2+1+1+1,BRE-CHE-CHE-CRY-IPS,BRE,CHE,CHE,CRY,IPS,2.4,2.6,3.64,2.71,3.18,2.8256,0.8232
4,2+1+1+1,BRE-CHE-CHE-CRY-MUN,BRE,CHE,CHE,CRY,MUN,2.52,2.8,3.25,2.44,2.85,2.6969,0.4601
3,2+2+1,BRE-CHE-CHE-IPS-IPS,BRE,CHE,CHE,IPS,IPS,2.37,2.6,3.56,2.92,3.24,2.8484,0.8119
4,2+1+1+1,BRE-CHE-CHE-IPS-MUN,BRE,CHE,CHE,IPS,MUN,2.49,2.8,3.17,2.65,2.91,2.7197,0.3499
3,2+2+1,BRE-CHE-CHE-MUN-MUN,BRE,CHE,CHE,MUN,MUN,2.6,2.8,2.78,2.38,2.58,2.5911,0.229
4,2+1+1+1,BRE-CHE-CRY-CRY-IPS,BRE,CHE,CRY,CRY,IPS,2.41,2.6,3.64,2.5,3.07,2.7692,0.8231
4,2+1+1+1,BRE-CHE-CRY-CRY-MUN,BRE,CHE,CRY,CRY,MUN,2.52,2.8,3.25,2.44,2.85,2.6987,0.5272
4,2+1+1+1,BRE-CHE-CRY-IPS-IPS,BRE,CHE,CRY,IPS,IPS,2.38,2.6,3.56,2.71,3.14,2.792,0.7783
5,1+1+1+1+1,BRE-CHE-CRY-IPS-MUN,BRE,CHE,CRY,IPS,MUN,2.49,2.8,3.17,2.44,2.81,2.6634,0.3835
4,2+1+1+1,BRE-CHE-CRY-MUN-MUN,BRE,CHE,CRY,MUN,MUN,2.61,2.8,2.78,2.38,2.58,2.5928,0.3297
4,2+1+1+1,BRE-CHE-IPS-IPS-MUN,BRE,CHE,IPS,IPS,MUN,2.46,2.8,3.17,2.65,2.91,2.7079,0.2973
4,2+1+1+1,BRE-CHE-IPS-MUN-MUN,BRE,CHE,IPS,MUN,MUN,2.58,2.8,2.78,2.38,2.58,2.5793,0.1447
3,2+2+1,BRE-CRY-CRY-IPS-IPS,BRE,CRY,CRY,IPS,IPS,2.38,2.6,3.56,2.5,3.03,2.7357,0.7648
4,2+1+1+1,BRE-CRY-CRY-IPS-MUN,BRE,CRY,CRY,IPS,MUN,2.5,2.8,3.17,2.44,2.81,2.6651,0.4371
3,2+2+1,BRE-CRY-CRY-MUN-MUN,BRE,CRY,CRY,MUN,MUN,2.61,2.8,2.78,2.38,2.58,2.5946,0.4505
4,2+1+1+1,BRE-CRY-IPS-IPS-MUN,BRE,CRY,IPS,IPS,MUN,2.47,2.8,3.17,2.44,2.81,2.6516,0.3174
4,2+1+1+1,BRE-CRY-IPS-MUN-MUN,BRE,CRY,IPS,MUN,MUN,2.58,2.8,2.78,2.38,2.58,2.581,0.232
3,2+2+1,BRE-IPS-IPS-MUN-MUN,BRE,IPS,IPS,MUN,MUN,2.55,2.8,2.78,2.38,2.58,2.5675,0.071
3,2+2+1,BHA-BHA-CHE-CHE-CRY,BHA,BHA,CHE,CHE,CRY,2.49,2.6,3.6,2.7,3.15,2.8498,0.9545
3,2+2+1,BHA-BHA-CHE-CHE-IPS,BHA,BHA,CHE,CHE,IPS,2.46,2.6,3.52,2.91,3.21,2.8726,0.921
3,2+2+1,BHA-BHA-CHE-CHE-MUN,BHA,BHA,CHE,CHE,MUN,2.58,2.8,3.13,2.64,2.88,2.744,0.4662
3,2+2+1,BHA-BHA-CHE-CRY-CRY,BHA,BHA,CHE,CRY,CRY,2.5,2.6,3.6,2.63,3.12,2.8339,0.9657
4,2+1+1+1,BHA-BHA-CHE-CRY-IPS,BHA,BHA,CHE,CRY,IPS,2.47,2.6,3.52,2.7,3.11,2.8163,0.8986
4,2+1+1+1,BHA-BHA-CHE-CRY-MUN,BHA,BHA,CHE,CRY,MUN,2.58,2.8,3.13,2.57,2.85,2.728,0.5109
3,2+2+1,BHA-BHA-CHE-IPS-IPS,BHA,BHA,CHE,IPS,IPS,2.44,2.6,3.52,2.91,3.21,2.8608,0.8892
4,2+1+1+1,BHA-BHA-CHE-IPS-MUN,BHA,BHA,CHE,IPS,MUN,2.55,2.8,3.13,2.64,2.88,2.7322,0.4026
3,2+2+1,BHA-BHA-CHE-MUN-MUN,BHA,BHA,CHE,MUN,MUN,2.66,2.8,2.88,2.51,2.7,2.6821,0.2572
3,2+2+1,BHA-BHA-CRY-CRY-IPS,BHA,BHA,CRY,CRY,IPS,2.47,2.6,3.52,2.63,3.08,2.8003,0.8963
3,2+2+1,BHA-BHA-CRY-CRY-MUN,BHA,BHA,CRY,CRY,MUN,2.58,2.8,3.13,2.51,2.82,2.7121,0.5758
3,2+2+1,BHA-BHA-CRY-IPS-IPS,BHA,BHA,CRY,IPS,IPS,2.44,2.6,3.52,2.7,3.11,2.8045,0.8533
4,2+1+1+1,BHA-BHA-CRY-IPS-MUN,BHA,BHA,CRY,IPS,MUN,2.55,2.8,3.13,2.57,2.85,2.7162,0.4339
3,2+2+1,BHA-BHA-CRY-MUN-MUN,BHA,BHA,CRY,MUN,MUN,2.67,2.8,2.88,2.45,2.66,2.6661,0.3556
3,2+2+1,BHA-BHA-IPS-IPS-MUN,BHA,BHA,IPS,IPS,MUN,2.52,2.8,3.13,2.64,2.88,2.7204,0.3496
3,2+2+1,BHA-BHA-IPS-MUN-MUN,BHA,BHA,IPS,MUN,MUN,2.64,2.8,2.88,2.51,2.7,2.6703,0.1725
3,2+2+1,BHA-CHE-CHE-CRY-CRY,BHA,CHE,CHE,CRY,CRY,2.45,2.6,3.82,2.63,3.23,2.8724,0.9466
4,2+1+1+1,BHA-CHE-CHE-CRY-IPS,BHA,CHE,CHE,CRY,IPS,2.42,2.6,3.74,2.84,3.29,2.8952,0.9059
4,2+1+1+1,BHA-CHE-CHE-CRY-MUN,BHA,CHE,CHE,CRY,MUN,2.53,2.8,3.35,2.57,2.96,2.7666,0.4679
3,2+2+1,BHA-CHE-CHE-IPS-IPS,BHA,CHE,CHE,IPS,IPS,2.39,2.6,3.66,3.06,3.36,2.918,0.9227
4,2+1+1+1,BHA-CHE-CHE-IPS-MUN,BHA,CHE,CHE,IPS,MUN,2.5,2.8,3.27,2.78,3.03,2.7894,0.3859
3,2+2+1,BHA-CHE-CHE-MUN-MUN,BHA,CHE,CHE,MUN,MUN,2.62,2.8,2.88,2.51,2.7,2.6607,0.1901
4,2+1+1+1,BHA-CHE-CRY-CRY-IPS,BHA,CHE,CRY,CRY,IPS,2.42,2.6,3.74,2.63,3.19,2.8389,0.8879
4,2+1+1+1,BHA-CHE-CRY-CRY-MUN,BHA,CHE,CRY,CRY,MUN,2.54,2.8,3.35,2.51,2.93,2.7506,0.5171
4,2+1+1+1,BHA-CHE-CRY-IPS-IPS,BHA,CHE,CRY,IPS,IPS,2.39,2.6,3.66,2.84,3.25,2.8617,0.8712
5,1+1+1+1+1,BHA-CHE-CRY-IPS-MUN,BHA,CHE,CRY,IPS,MUN,2.51,2.8,3.27,2.57,2.92,2.733,0.4015
4,2+1+1+1,BHA-CHE-CRY-MUN-MUN,BHA,CHE,CRY,MUN,MUN,2.62,2.8,2.88,2.45,2.66,2.6448,0.273
4,2+1+1+1,BHA-CHE-IPS-IPS-MUN,BHA,CHE,IPS,IPS,MUN,2.48,2.8,3.27,2.78,3.03,2.7776,0.3435
4,2+1+1+1,BHA-CHE-IPS-MUN-MUN,BHA,CHE,IPS,MUN,MUN,2.59,2.8,2.88,2.51,2.7,2.6489,0.1161
3,2+2+1,BHA-CRY-CRY-IPS-IPS,BHA,CRY,CRY,IPS,IPS,2.4,2.6,3.66,2.63,3.15,2.8053,0.8398
4,2+1+1+1,BHA-CRY-CRY-IPS-MUN,BHA,CRY,CRY,IPS,MUN,2.51,2.8,3.27,2.51,2.89,2.7171,0.4373
3,2+2+1,BHA-CRY-CRY-MUN-MUN,BHA,CRY,CRY,MUN,MUN,2.62,2.8,2.88,2.45,2.66,2.6465,0.3759
4,2+1+1+1,BHA-CRY-IPS-IPS-MUN,BHA,CRY,IPS,IPS,MUN,2.48,2.8,3.27,2.57,2.92,2.7212,0.3457
4,2+1+1+1,BHA-CRY-IPS-MUN-MUN,BHA,CRY,IPS,MUN,MUN,2.59,2.8,2.88,2.45,2.66,2.633,0.1855
3,2+2+1,BHA-IPS-IPS-MUN-MUN,BHA,IPS,IPS,MUN,MUN,2.57,2.8,2.88,2.51,2.7,2.6371,0.0526
3,2+2+1,CHE-CHE-CRY-CRY-IPS,CHE,CHE,CRY,CRY,IPS,2.38,2.4,3.96,2.78,3.37,2.9178,0.8917
3,2+2+1,CHE-CHE-CRY-CRY-MUN,CHE,CHE,CRY,CRY,MUN,2.49,2.8,3.57,2.51,3.04,2.7891,0.4706
3,2+2+1,CHE-CHE-CRY-IPS-IPS,CHE,CHE,CRY,IPS,IPS,2.35,2.4,3.88,2.99,3.44,2.9406,0.9013
4,2+1+1+1,CHE-CHE-CRY-IPS-MUN,CHE,CHE,CRY,IPS,MUN,2.46,2.8,3.49,2.72,3.11,2.8119,0.3813
3,2+2+1,CHE-CHE-CRY-MUN-MUN,CHE,CHE,CRY,MUN,MUN,2.57,2.8,3.1,2.45,2.77,2.6833,0.2025
3,2+2+1,CHE-CHE-IPS-IPS-MUN,CHE,CHE,IPS,IPS,MUN,2.43,2.8,3.41,2.93,3.17,2.8347,0.3496
3,2+2+1,CHE-CHE-IPS-MUN-MUN,CHE,CHE,IPS,MUN,MUN,2.54,2.8,3.02,2.66,2.84,2.7061,0.0719
3,2+2+1,CHE-CRY-CRY-IPS-IPS,CHE,CRY,CRY,IPS,IPS,2.35,2.4,3.88,2.78,3.33,2.8842,0.8542
4,2+1+1+1,CHE-CRY-CRY-IPS-MUN,CHE,CRY,CRY,IPS,MUN,2.46,2.8,3.49,2.51,3.0,2.7556,0.4015
3,2+2+1,CHE-CRY-CRY-MUN-MUN,CHE,CRY,CRY,MUN,MUN,2.58,2.8,3.1,2.45,2.77,2.685,0.2898
4,2+1+1+1,CHE-CRY-IPS-IPS-MUN,CHE,CRY,IPS,IPS,MUN,2.43,2.8,3.41,2.72,3.07,2.7784,0.3362
4,2+1+1+1,CHE-CRY-IPS-MUN-MUN,CHE,CRY,IPS,MUN,MUN,2.55,2.8,3.02,2.45,2.73,2.6497,0.1256
3,2+2+1,CHE-IPS-IPS-MUN-MUN,CHE,IPS,IPS,MUN,MUN,2.52,2.8,3.02,2.66,2.84,2.6943,0.0191
3,2+2+1,CRY-CRY-IPS-IPS-MUN,CRY,CRY,IPS,IPS,MUN,2.44,2.8,3.41,2.51,2.96,2.722,0.3429
3,2+2+1,CRY-CRY-IPS-MUN-MUN,CRY,CRY,IPS,MUN,MUN,2.55,2.8,3.02,2.45,2.73,2.6515,0.1995
3,2+2+1,CRY-IPS-IPS-MUN-MUN,CRY,IPS,IPS,MUN,MUN,2.52,2.8,3.02,2.45,2.73,2.6379,0.0594
