horizon,strategy,type,pairing,gkp1,club1,price1,gkp2,club2,price2,total_price,num_gws,tot_rot_xp,rot_xp_per_gw,oc_score,dcs,s_risk,rot_avg_fdr,no_diff_pct,all_easy_pct,fdr_corr,foi,expected_cs
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Donnarumma (MCI),Verbruggen,BHA,4.5,Donnarumma,MCI,5.5,10.0,3,25.44,8.48,8.037,74.07,35.17,2.75,33.3,33.3,0.866,0.3675,1.72
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Donnarumma (MCI),Verbruggen,BHA,4.5,Donnarumma,MCI,5.5,10.0,16,103.72,6.48,6.041,83.36,78.07,2.56,93.8,50.0,-0.2424,0.3861,7.06
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Donnarumma (MCI),Verbruggen,BHA,4.5,Donnarumma,MCI,5.5,10.0,19,123.28,6.49,6.047,83.19,77.41,2.58,94.7,47.4,-0.14,0.3832,8.48
full_season,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Donnarumma (MCI),Verbruggen,BHA,4.5,Donnarumma,MCI,5.5,10.0,38,245.78,6.47,6.026,83.3,78.56,2.58,97.4,44.7,-0.1178,0.3889,16.88
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Trafford (LEE),Verbruggen,BHA,4.5,Trafford,LEE,5.0,9.5,3,23.68,7.89,7.599,76.67,41.67,2.75,33.3,33.3,0.0,0.5285,1.2
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Trafford (LEE),Verbruggen,BHA,4.5,Trafford,LEE,5.0,9.5,16,96.79,6.05,5.755,77.99,76.9,2.62,100.0,37.5,0.1352,0.5344,4.98
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Trafford (LEE),Verbruggen,BHA,4.5,Trafford,LEE,5.0,9.5,19,114.74,6.04,5.745,77.78,76.82,2.63,100.0,36.8,0.1259,0.5334,5.95
full_season,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Trafford (LEE),Verbruggen,BHA,4.5,Trafford,LEE,5.0,9.5,38,229.59,6.04,5.747,77.73,76.57,2.61,97.4,42.1,0.0659,0.5305,12.13
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Lammens (MUN),Verbruggen,BHA,4.5,Lammens,MUN,5.0,9.5,3,24.95,8.32,8.021,83.93,59.83,2.25,33.3,33.3,-0.866,0.4087,1.63
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Lammens (MUN),Verbruggen,BHA,4.5,Lammens,MUN,5.0,9.5,16,96.19,6.01,5.717,76.6,75.04,2.69,93.8,37.5,-0.2277,0.4936,5.38
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Lammens (MUN),Verbruggen,BHA,4.5,Lammens,MUN,5.0,9.5,19,115.25,6.07,5.772,78.83,78.28,2.58,94.7,47.4,-0.2564,0.4802,6.72
full_season,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Lammens (MUN),Verbruggen,BHA,4.5,Lammens,MUN,5.0,9.5,38,232.24,6.11,5.817,80.82,81.33,2.5,94.7,55.3,-0.417,0.474,13.79
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Pope (NEW),Verbruggen,BHA,4.5,Pope,NEW,5.0,9.5,3,23.58,7.86,7.565,74.33,35.83,3.0,33.3,33.3,0.0,0.5405,1.09
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Pope (NEW),Verbruggen,BHA,4.5,Pope,NEW,5.0,9.5,16,95.69,5.98,5.686,76.87,77.05,2.56,93.8,50.0,-0.1069,0.5145,5.09
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Pope (NEW),Verbruggen,BHA,4.5,Pope,NEW,5.0,9.5,19,113.59,5.98,5.684,76.85,77.09,2.58,94.7,47.4,-0.0978,0.5186,6.03
full_season,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Pope (NEW),Verbruggen,BHA,4.5,Pope,NEW,5.0,9.5,38,227.4,5.98,5.69,74.8,71.73,2.63,89.5,47.4,0.1032,0.5208,12.08
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Sels (NFO),Verbruggen,BHA,4.5,Sels,NFO,5.0,9.5,3,24.64,8.21,7.919,75.17,37.92,2.75,33.3,33.3,0.5,0.4926,1.33
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Sels (NFO),Verbruggen,BHA,4.5,Sels,NFO,5.0,9.5,16,98.31,6.14,5.85,83.21,85.88,2.44,100.0,56.2,-0.4781,0.4917,5.89
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Sels (NFO),Verbruggen,BHA,4.5,Sels,NFO,5.0,9.5,19,117.07,6.16,5.867,81.64,81.22,2.47,94.7,57.9,-0.3209,0.4919,6.93
full_season,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Sels (NFO),Verbruggen,BHA,4.5,Sels,NFO,5.0,9.5,38,233.54,6.15,5.851,80.48,79.0,2.53,94.7,52.6,-0.1888,0.4984,13.43
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Roefs (SUN),Verbruggen,BHA,4.5,Roefs,SUN,5.0,9.5,3,24.91,8.3,8.008,83.93,59.83,2.25,33.3,33.3,-0.866,0.4274,1.58
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Roefs (SUN),Verbruggen,BHA,4.5,Roefs,SUN,5.0,9.5,16,97.64,6.1,5.808,79.71,78.94,2.56,93.8,50.0,-0.359,0.5051,5.61
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Roefs (SUN),Verbruggen,BHA,4.5,Roefs,SUN,5.0,9.5,19,116.67,6.14,5.846,81.4,81.54,2.47,94.7,57.9,-0.3632,0.4928,6.89
full_season,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Roefs (SUN),Verbruggen,BHA,4.5,Roefs,SUN,5.0,9.5,38,232.73,6.12,5.83,80.58,80.18,2.53,94.7,52.6,-0.3451,0.4988,13.24
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Kinsky (TOT),Verbruggen,BHA,4.5,Kinsky,TOT,4.5,9.0,3,23.47,7.82,7.675,81.6,54.0,2.5,33.3,33.3,-0.866,0.4939,1.17
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Kinsky (TOT),Verbruggen,BHA,4.5,Kinsky,TOT,4.5,9.0,16,96.02,6.0,5.854,76.85,69.81,2.62,87.5,50.0,0.2469,0.5308,5.27
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Kinsky (TOT),Verbruggen,BHA,4.5,Kinsky,TOT,4.5,9.0,19,113.92,6.0,5.849,77.88,72.61,2.58,89.5,52.6,0.1486,0.525,6.21
full_season,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Kinsky (TOT),Verbruggen,BHA,4.5,Kinsky,TOT,4.5,9.0,38,227.9,6.0,5.85,76.8,69.86,2.63,86.8,50.0,0.1772,0.5315,12.24
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Tzolakis (HUL),Verbruggen,BHA,4.5,Tzolakis,HUL,4.5,9.0,3,22.88,7.63,7.479,78.17,45.42,2.75,33.3,33.3,-0.5,0.4947,1.3
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Tzolakis (HUL),Verbruggen,BHA,4.5,Tzolakis,HUL,4.5,9.0,16,95.83,5.99,5.842,80.97,80.61,2.62,100.0,37.5,-0.359,0.5181,5.17
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Tzolakis (HUL),Verbruggen,BHA,4.5,Tzolakis,HUL,4.5,9.0,19,113.91,6.0,5.848,81.55,81.81,2.58,100.0,42.1,-0.3761,0.5144,6.31
full_season,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Tzolakis (HUL),Verbruggen,BHA,4.5,Tzolakis,HUL,4.5,9.0,38,227.64,5.99,5.843,81.35,81.53,2.55,97.4,47.4,-0.4325,0.5123,12.66
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Horníček (NEW),Verbruggen,BHA,4.5,Horníček,NEW,5.0,9.5,3,22.78,7.59,7.3,74.33,35.83,3.0,33.3,33.3,0.0,0.5454,1.09
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Horníček (NEW),Verbruggen,BHA,4.5,Horníček,NEW,5.0,9.5,16,95.41,5.96,5.669,76.57,77.05,2.56,93.8,50.0,-0.1069,0.5196,4.9
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Horníček (NEW),Verbruggen,BHA,4.5,Horníček,NEW,5.0,9.5,19,113.31,5.96,5.669,76.59,77.09,2.58,94.7,47.4,-0.0978,0.5237,5.84
full_season,Active 2-GKP Rotation,Active 2-GKP,Verbruggen (BHA) + Horníček (NEW),Verbruggen,BHA,4.5,Horníček,NEW,5.0,9.5,38,226.34,5.96,5.662,74.32,71.73,2.63,89.5,47.4,0.1032,0.5259,11.59
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Petrović (BOU),Rushworth,COV,4.5,Petrović,BOU,4.5,9.0,3,22.42,7.47,7.325,68.17,20.42,3.75,33.3,33.3,0.5,0.6506,0.7
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Petrović (BOU),Rushworth,COV,4.5,Petrović,BOU,4.5,9.0,16,95.4,5.96,5.815,81.52,83.13,2.44,100.0,56.2,-0.1124,0.524,5.11
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Petrović (BOU),Rushworth,COV,4.5,Petrović,BOU,4.5,9.0,19,112.59,5.93,5.779,77.66,75.06,2.58,94.7,52.6,0.1739,0.544,5.72
full_season,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Petrović (BOU),Rushworth,COV,4.5,Petrović,BOU,4.5,9.0,38,223.63,5.88,5.738,74.9,69.93,2.68,89.5,44.7,0.1793,0.5546,11.0
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Kelleher (BRE),Rushworth,COV,4.5,Kelleher,BRE,5.0,9.5,3,23.74,7.91,7.62,75.83,39.58,3.0,33.3,33.3,-0.5,0.5425,1.18
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Kelleher (BRE),Rushworth,COV,4.5,Kelleher,BRE,5.0,9.5,16,95.52,5.97,5.675,76.62,76.9,2.56,93.8,50.0,-0.0863,0.5258,5.05
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Kelleher (BRE),Rushworth,COV,4.5,Kelleher,BRE,5.0,9.5,19,113.8,5.99,5.695,77.9,79.27,2.53,94.7,52.6,-0.2241,0.5285,6.13
full_season,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Kelleher (BRE),Rushworth,COV,4.5,Kelleher,BRE,5.0,9.5,38,227.69,5.99,5.697,77.37,77.82,2.58,94.7,47.4,-0.1951,0.5343,11.97
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Sánchez (CHE),Rushworth,COV,4.5,Sánchez,CHE,5.0,9.5,3,22.75,7.58,7.288,67.4,18.5,3.75,33.3,33.3,0.7559,0.6263,0.84
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Sánchez (CHE),Rushworth,COV,4.5,Sánchez,CHE,5.0,9.5,16,94.97,5.94,5.641,76.72,78.62,2.5,93.8,56.2,-0.1222,0.5307,4.96
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Sánchez (CHE),Rushworth,COV,4.5,Sánchez,CHE,5.0,9.5,19,112.25,5.91,5.613,73.07,70.68,2.63,89.5,52.6,0.2429,0.5458,5.7
full_season,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Sánchez (CHE),Rushworth,COV,4.5,Sánchez,CHE,5.0,9.5,38,224.12,5.9,5.603,72.03,68.5,2.68,86.8,47.4,0.1939,0.5557,11.17
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Henderson (CRY),Rushworth,COV,4.5,Henderson,CRY,5.0,9.5,3,23.09,7.7,7.401,75.0,37.5,3.25,33.3,33.3,-1.0,0.6165,1.0
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Henderson (CRY),Rushworth,COV,4.5,Henderson,CRY,5.0,9.5,16,94.77,5.92,5.629,72.03,67.39,2.69,87.5,43.8,0.3755,0.5347,4.7
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Henderson (CRY),Rushworth,COV,4.5,Henderson,CRY,5.0,9.5,19,112.4,5.92,5.621,73.0,70.17,2.68,89.5,42.1,0.1471,0.5476,5.6
full_season,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Henderson (CRY),Rushworth,COV,4.5,Henderson,CRY,5.0,9.5,38,225.21,5.93,5.632,73.67,71.38,2.66,89.5,44.7,0.067,0.5466,11.35
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Pickford (EVE),Rushworth,COV,4.5,Pickford,EVE,5.5,10.0,3,22.86,7.62,7.18,68.17,20.42,3.5,33.3,33.3,0.5,0.6134,0.87
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Pickford (EVE),Rushworth,COV,4.5,Pickford,EVE,5.5,10.0,16,96.6,6.04,5.596,78.58,85.19,2.44,100.0,56.2,-0.387,0.5138,5.28
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Pickford (EVE),Rushworth,COV,4.5,Pickford,EVE,5.5,10.0,19,114.0,6.0,5.558,75.31,78.62,2.53,94.7,52.6,-0.1377,0.5295,6.05
full_season,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Pickford (EVE),Rushworth,COV,4.5,Pickford,EVE,5.5,10.0,38,226.52,5.96,5.519,73.46,75.66,2.58,92.1,50.0,-0.0828,0.5331,11.95
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Leno (FUL),Rushworth,COV,4.5,Leno,FUL,4.5,9.0,3,22.65,7.55,7.403,68.17,20.42,3.5,33.3,33.3,0.5,0.6187,0.93
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Leno (FUL),Rushworth,COV,4.5,Leno,FUL,4.5,9.0,16,95.22,5.95,5.804,80.66,81.49,2.5,100.0,50.0,-0.0874,0.5214,5.02
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Leno (FUL),Rushworth,COV,4.5,Leno,FUL,4.5,9.0,19,112.55,5.92,5.776,77.96,75.92,2.58,94.7,47.4,0.0585,0.5368,5.78
full_season,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Leno (FUL),Rushworth,COV,4.5,Leno,FUL,4.5,9.0,38,224.29,5.9,5.755,76.98,74.36,2.63,94.7,42.1,0.1026,0.5434,11.41
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Scherpen (IPS),Rushworth,COV,4.5,Scherpen,IPS,4.5,9.0,3,23.09,7.7,7.549,73.5,33.75,3.25,33.3,33.3,-0.5,0.5996,1.06
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Scherpen (IPS),Rushworth,COV,4.5,Scherpen,IPS,4.5,9.0,16,93.96,5.87,5.725,74.51,69.49,2.69,93.8,37.5,0.5118,0.5329,4.5
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Scherpen (IPS),Rushworth,COV,4.5,Scherpen,IPS,4.5,9.0,19,111.58,5.87,5.725,74.52,69.49,2.68,89.5,42.1,0.2381,0.5435,5.46
full_season,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Scherpen (IPS),Rushworth,COV,4.5,Scherpen,IPS,4.5,9.0,38,221.83,5.84,5.69,73.72,68.99,2.74,89.5,36.8,0.1399,0.5525,10.68
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Donnarumma (MCI),Rushworth,COV,4.5,Donnarumma,MCI,5.5,10.0,3,25.02,8.34,7.899,75.83,39.58,3.0,33.3,33.3,-0.5,0.4167,1.52
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Donnarumma (MCI),Rushworth,COV,4.5,Donnarumma,MCI,5.5,10.0,16,103.64,6.48,6.036,85.24,83.01,2.44,100.0,56.2,-0.096,0.4011,7.21
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Donnarumma (MCI),Rushworth,COV,4.5,Donnarumma,MCI,5.5,10.0,19,123.2,6.48,6.042,85.78,84.06,2.42,100.0,57.9,-0.1852,0.4036,8.63
full_season,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Donnarumma (MCI),Rushworth,COV,4.5,Donnarumma,MCI,5.5,10.0,38,245.46,6.46,6.018,83.53,79.49,2.55,97.4,47.4,-0.1607,0.4147,16.95
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Trafford (LEE),Rushworth,COV,4.5,Trafford,LEE,5.0,9.5,3,23.2,7.73,7.439,72.0,30.0,3.25,33.3,33.3,0.0,0.6162,0.96
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Trafford (LEE),Rushworth,COV,4.5,Trafford,LEE,5.0,9.5,16,95.96,6.0,5.703,78.12,79.45,2.5,93.8,56.2,-0.2326,0.5485,4.92
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Trafford (LEE),Rushworth,COV,4.5,Trafford,LEE,5.0,9.5,19,113.7,5.98,5.69,77.71,79.0,2.53,94.7,52.6,-0.1887,0.5592,5.78
full_season,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Trafford (LEE),Rushworth,COV,4.5,Trafford,LEE,5.0,9.5,38,226.48,5.96,5.666,76.6,77.27,2.61,94.7,44.7,-0.2032,0.5638,11.15
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Lammens (MUN),Rushworth,COV,4.5,Lammens,MUN,5.0,9.5,3,23.94,7.98,7.684,72.83,32.08,3.0,33.3,33.3,0.5,0.489,1.28
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Lammens (MUN),Rushworth,COV,4.5,Lammens,MUN,5.0,9.5,16,95.21,5.95,5.656,78.25,81.81,2.56,100.0,43.8,-0.3246,0.5112,5.1
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Lammens (MUN),Rushworth,COV,4.5,Lammens,MUN,5.0,9.5,19,113.68,5.98,5.689,79.07,82.45,2.53,100.0,47.4,-0.2975,0.5077,6.28
full_season,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Lammens (MUN),Rushworth,COV,4.5,Lammens,MUN,5.0,9.5,38,227.2,5.98,5.685,78.45,81.06,2.55,100.0,44.7,-0.1939,0.5098,12.64
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Pope (NEW),Rushworth,COV,4.5,Pope,NEW,5.0,9.5,3,22.87,7.62,7.331,68.17,20.42,3.5,33.3,33.3,0.5,0.6326,0.75
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Pope (NEW),Rushworth,COV,4.5,Pope,NEW,5.0,9.5,16,94.43,5.9,5.608,72.99,70.71,2.62,87.5,50.0,0.127,0.5346,4.99
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Pope (NEW),Rushworth,COV,4.5,Pope,NEW,5.0,9.5,19,111.84,5.89,5.592,71.17,66.85,2.68,84.2,47.4,0.2394,0.5501,5.65
full_season,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Pope (NEW),Rushworth,COV,4.5,Pope,NEW,5.0,9.5,38,222.73,5.86,5.567,71.56,68.9,2.68,86.8,44.7,0.1408,0.5563,11.1
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Sels (NFO),Rushworth,COV,4.5,Sels,NFO,5.0,9.5,3,23.91,7.97,7.677,76.93,42.33,3.0,33.3,33.3,-0.866,0.5598,1.18
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Sels (NFO),Rushworth,COV,4.5,Sels,NFO,5.0,9.5,16,96.49,6.03,5.736,77.4,76.25,2.56,93.8,50.0,0.0,0.5144,5.14
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Sels (NFO),Rushworth,COV,4.5,Sels,NFO,5.0,9.5,19,114.93,6.05,5.755,78.89,79.17,2.53,94.7,52.6,-0.2104,0.5215,6.22
full_season,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Sels (NFO),Rushworth,COV,4.5,Sels,NFO,5.0,9.5,38,229.07,6.03,5.734,78.63,79.42,2.58,97.4,44.7,-0.2325,0.5328,12.16
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Roefs (SUN),Rushworth,COV,4.5,Roefs,SUN,5.0,9.5,3,24.01,8.0,7.71,72.83,32.08,3.0,33.3,33.3,0.5,0.5108,1.2
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Roefs (SUN),Rushworth,COV,4.5,Roefs,SUN,5.0,9.5,16,95.6,5.98,5.681,77.01,77.63,2.62,100.0,37.5,0.0382,0.529,4.98
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Roefs (SUN),Rushworth,COV,4.5,Roefs,SUN,5.0,9.5,19,114.15,6.01,5.714,78.31,79.49,2.58,100.0,42.1,-0.0661,0.5261,6.08
full_season,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Roefs (SUN),Rushworth,COV,4.5,Roefs,SUN,5.0,9.5,38,227.56,5.99,5.694,77.26,77.68,2.63,97.4,39.5,-0.1649,0.5363,12.03
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Kinsky (TOT),Rushworth,COV,4.5,Kinsky,TOT,4.5,9.0,3,22.85,7.62,7.471,69.0,22.5,3.25,33.3,33.3,1.0,0.592,0.95
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Kinsky (TOT),Rushworth,COV,4.5,Kinsky,TOT,4.5,9.0,16,95.1,5.94,5.797,76.56,71.53,2.56,87.5,56.2,0.2122,0.5485,4.91
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Kinsky (TOT),Rushworth,COV,4.5,Kinsky,TOT,4.5,9.0,19,112.49,5.92,5.773,76.45,72.27,2.58,89.5,52.6,0.1948,0.5554,5.75
full_season,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Kinsky (TOT),Rushworth,COV,4.5,Kinsky,TOT,4.5,9.0,38,223.72,5.89,5.74,75.08,70.26,2.66,89.5,44.7,0.2167,0.5682,10.95
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Tzolakis (HUL),Rushworth,COV,4.5,Tzolakis,HUL,4.5,9.0,3,21.99,7.33,7.182,67.07,17.67,3.5,33.3,33.3,0.866,0.5957,0.76
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Tzolakis (HUL),Rushworth,COV,4.5,Tzolakis,HUL,4.5,9.0,16,93.97,5.87,5.726,76.23,73.74,2.62,93.8,43.8,0.1401,0.5402,4.8
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Tzolakis (HUL),Rushworth,COV,4.5,Tzolakis,HUL,4.5,9.0,19,111.16,5.85,5.704,74.12,69.44,2.68,89.5,42.1,0.2449,0.549,5.4
full_season,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Tzolakis (HUL),Rushworth,COV,4.5,Tzolakis,HUL,4.5,9.0,38,221.03,5.82,5.669,73.37,69.02,2.71,89.5,39.5,0.2181,0.5531,10.38
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Horníček (NEW),Rushworth,COV,4.5,Horníček,NEW,5.0,9.5,3,22.08,7.36,7.066,68.17,20.42,3.5,33.3,33.3,0.5,0.6383,0.75
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Horníček (NEW),Rushworth,COV,4.5,Horníček,NEW,5.0,9.5,16,93.77,5.86,5.566,72.28,70.71,2.62,87.5,50.0,0.127,0.5399,4.5
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Horníček (NEW),Rushworth,COV,4.5,Horníček,NEW,5.0,9.5,19,110.96,5.84,5.546,70.38,66.85,2.68,84.2,47.4,0.2394,0.5555,5.1
full_season,Active 2-GKP Rotation,Active 2-GKP,Rushworth (COV) + Horníček (NEW),Rushworth,COV,4.5,Horníček,NEW,5.0,9.5,38,220.52,5.8,5.509,70.57,68.9,2.68,86.8,44.7,0.1408,0.5617,9.79
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Kelleher (BRE),Petrović,BOU,4.5,Kelleher,BRE,5.0,9.5,3,22.98,7.66,7.367,70.5,26.25,3.25,33.3,33.3,0.5,0.5556,1.04
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Kelleher (BRE),Petrović,BOU,4.5,Kelleher,BRE,5.0,9.5,16,95.57,5.97,5.679,75.4,73.71,2.56,87.5,56.2,-0.0779,0.5338,5.19
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Kelleher (BRE),Petrović,BOU,4.5,Kelleher,BRE,5.0,9.5,19,113.33,5.96,5.67,75.5,74.31,2.58,89.5,52.6,-0.0773,0.5373,6.14
full_season,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Kelleher (BRE),Petrović,BOU,4.5,Kelleher,BRE,5.0,9.5,38,227.13,5.98,5.683,76.69,76.76,2.55,92.1,52.6,-0.1472,0.5368,12.21
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Sánchez (CHE),Petrović,BOU,4.5,Sánchez,CHE,5.0,9.5,3,22.01,7.34,7.042,72.57,31.42,3.25,33.3,33.3,-0.189,0.6183,0.8
gw4_19,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Sánchez (CHE),Petrović,BOU,4.5,Sánchez,CHE,5.0,9.5,16,93.95,5.87,5.577,75.36,77.95,2.44,93.8,68.8,0.1629,0.5394,5.04
gw1_19,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Sánchez (CHE),Petrović,BOU,4.5,Sánchez,CHE,5.0,9.5,19,110.73,5.83,5.534,74.6,77.9,2.47,94.7,63.2,0.1215,0.5519,5.75
full_season,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Sánchez (CHE),Petrović,BOU,4.5,Sánchez,CHE,5.0,9.5,38,220.38,5.8,5.505,73.98,77.59,2.53,94.7,55.3,0.0,0.5564,11.33
gw1_3,Active 2-GKP Rotation,Active 2-GKP,Petrović (BOU) + Henderson (CRY),Petrović,BOU,4.5,Henderson,CRY,5.0,9.5,3,22.17,7.39,7.096,71.17,27.92,3.5,33.3,0.0,-0.5,0.6277,0.84
