horizon,budget_band,total_price,dcs,oc_score,s_risk,tot_rot_xp,rot_xp_per_gw,rot_avg_fdr,no_diff_pct,avg_fdr_corr,gkp_strategy,gkp_pairing,def_lineup
gw1_3_bb1,Band 3: Single Anchor (£33.5m-£34.5m),34.5,79.13,26.177,56.05,83.83,27.94,2.31,33.3,-0.5513,Active 2-GKP Rotation,Verbruggen (BHA) + Lammens (MUN),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + O'Reilly (MCI) + O'Nien (SUN)
gw1_3_bb1,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.0,79.09,26.013,57.6,83.78,27.93,2.23,33.3,-0.5013,Active 2-GKP Rotation,Verbruggen (BHA) + Lammens (MUN),Calafiori (ARS) + Vuskovic (BHA) + O'Reilly (MCI) + O'Nien (SUN) + Hume (SUN)
gw1_3_bb1,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.0,79.08,26.01,57.6,83.77,27.92,2.23,33.3,-0.5013,Active 2-GKP Rotation,Verbruggen (BHA) + Lammens (MUN),Calafiori (ARS) + Vuskovic (BHA) + O'Reilly (MCI) + Heaven (MUN) + O'Nien (SUN)
gw1_3_bb1,Band 3: Single Anchor (£33.5m-£34.5m),34.5,79.07,26.163,56.05,83.79,27.93,2.31,33.3,-0.5513,Active 2-GKP Rotation,Verbruggen (BHA) + Roefs (SUN),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + O'Reilly (MCI) + O'Nien (SUN)
gw1_3_bb1,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.0,79.04,26.0,57.6,83.74,27.91,2.23,33.3,-0.5013,Active 2-GKP Rotation,Verbruggen (BHA) + Roefs (SUN),Calafiori (ARS) + Vuskovic (BHA) + O'Reilly (MCI) + O'Nien (SUN) + Hume (SUN)
gw1_3_bb1,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.0,79.03,25.996,57.6,83.73,27.91,2.23,33.3,-0.5013,Active 2-GKP Rotation,Verbruggen (BHA) + Roefs (SUN),Calafiori (ARS) + Vuskovic (BHA) + O'Reilly (MCI) + Heaven (MUN) + O'Nien (SUN)
gw1_3_bb1,Band 3: Single Anchor (£33.5m-£34.5m),34.5,78.98,26.14,56.05,83.72,27.91,2.31,33.3,-0.5513,Active 2-GKP Rotation,Verbruggen (BHA) + Lammens (MUN),Calafiori (ARS) + Vuskovic (BHA) + Mendy (HUL) + O'Reilly (MCI) + O'Nien (SUN)
gw1_3_bb1,Band 3: Single Anchor (£33.5m-£34.5m),34.5,78.93,26.127,56.05,83.68,27.89,2.31,33.3,-0.5513,Active 2-GKP Rotation,Verbruggen (BHA) + Roefs (SUN),Calafiori (ARS) + Vuskovic (BHA) + Mendy (HUL) + O'Reilly (MCI) + O'Nien (SUN)
gw1_3_bb1,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.0,78.82,26.1,56.05,84.04,28.01,2.31,33.3,-0.5513,Active 2-GKP Rotation,Martinez (AVL) + Lammens (MUN),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + O'Reilly (MCI) + O'Nien (SUN)
gw1_3_bb1,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.5,78.78,25.936,57.6,83.99,28.0,2.23,33.3,-0.5013,Active 2-GKP Rotation,Martinez (AVL) + Lammens (MUN),Calafiori (ARS) + Vuskovic (BHA) + O'Reilly (MCI) + O'Nien (SUN) + Hume (SUN)
gw1_3_bb1,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.0,78.77,26.086,56.05,84.0,28.0,2.31,33.3,-0.5513,Active 2-GKP Rotation,Martinez (AVL) + Roefs (SUN),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + O'Reilly (MCI) + O'Nien (SUN)
gw1_3_bb1,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.5,78.77,25.932,57.6,83.98,27.99,2.23,33.3,-0.5013,Active 2-GKP Rotation,Martinez (AVL) + Lammens (MUN),Calafiori (ARS) + Vuskovic (BHA) + O'Reilly (MCI) + Heaven (MUN) + O'Nien (SUN)
gw1_3_bb1,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.5,78.73,25.922,57.6,83.95,27.98,2.23,33.3,-0.5013,Active 2-GKP Rotation,Martinez (AVL) + Roefs (SUN),Calafiori (ARS) + Vuskovic (BHA) + O'Reilly (MCI) + O'Nien (SUN) + Hume (SUN)
gw1_3_bb1,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.5,78.72,25.919,57.6,83.94,27.98,2.23,33.3,-0.5013,Active 2-GKP Rotation,Martinez (AVL) + Roefs (SUN),Calafiori (ARS) + Vuskovic (BHA) + O'Reilly (MCI) + Heaven (MUN) + O'Nien (SUN)
gw1_3_bb1,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.5,78.68,25.909,57.6,83.91,27.97,2.23,33.3,-0.5013,Active 2-GKP Rotation,Verbruggen (BHA) + Lammens (MUN),Calafiori (ARS) + Vuskovic (BHA) + O'Reilly (MCI) + O'Nien (SUN) + Ballard (SUN)
gw1_3_bb1,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.0,78.67,26.063,56.05,83.93,27.98,2.31,33.3,-0.5513,Active 2-GKP Rotation,Martinez (AVL) + Lammens (MUN),Calafiori (ARS) + Vuskovic (BHA) + Mendy (HUL) + O'Reilly (MCI) + O'Nien (SUN)
gw1_3_bb1,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.0,78.62,26.05,56.05,83.89,27.96,2.31,33.3,-0.5513,Active 2-GKP Rotation,Martinez (AVL) + Roefs (SUN),Calafiori (ARS) + Vuskovic (BHA) + Mendy (HUL) + O'Reilly (MCI) + O'Nien (SUN)
gw1_3_bb1,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.5,78.62,25.896,57.6,83.87,27.96,2.23,33.3,-0.5013,Active 2-GKP Rotation,Verbruggen (BHA) + Roefs (SUN),Calafiori (ARS) + Vuskovic (BHA) + O'Reilly (MCI) + O'Nien (SUN) + Ballard (SUN)
gw1_3_bb1,Band 3: Single Anchor (£33.5m-£34.5m),33.5,78.6,26.044,56.05,82.55,27.52,2.31,33.3,-0.5513,Active 2-GKP Rotation,Verbruggen (BHA) + Lammens (MUN),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Gvardiol (MCI) + O'Nien (SUN)
gw1_3_bb1,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.5,78.57,25.882,57.6,83.83,27.94,2.23,33.3,-0.5013,Active 2-GKP Rotation,Verbruggen (BHA) + Lammens (MUN),Calafiori (ARS) + Vuskovic (BHA) + O'Reilly (MCI) + Dalot (MUN) + O'Nien (SUN)
gw1_3_bb1,Band 3: Single Anchor (£33.5m-£34.5m),33.5,78.55,26.031,56.05,82.51,27.5,2.31,33.3,-0.5513,Active 2-GKP Rotation,Verbruggen (BHA) + Roefs (SUN),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Gvardiol (MCI) + O'Nien (SUN)
gw1_3_bb1,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.5,78.52,25.869,57.6,83.79,27.93,2.23,33.3,-0.5013,Active 2-GKP Rotation,Verbruggen (BHA) + Roefs (SUN),Calafiori (ARS) + Vuskovic (BHA) + O'Reilly (MCI) + Dalot (MUN) + O'Nien (SUN)
gw1_3_bb1,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.0,78.51,26.023,56.05,83.81,27.94,2.31,33.3,-0.5513,Active 2-GKP Rotation,Verbruggen (BHA) + Lammens (MUN),Calafiori (ARS) + Vuskovic (BHA) + O'Reilly (MCI) + O'Nien (SUN) + Robertson (TOT)
gw1_3_bb1,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.0,78.46,26.01,56.05,83.77,27.92,2.31,33.3,-0.5513,Active 2-GKP Rotation,Verbruggen (BHA) + Roefs (SUN),Calafiori (ARS) + Vuskovic (BHA) + O'Reilly (MCI) + O'Nien (SUN) + Robertson (TOT)
gw1_3_bb1,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.0,78.45,25.956,56.55,83.61,27.87,2.31,33.3,-0.6183,Active 2-GKP Rotation,Kelleher (BRE) + Lammens (MUN),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + O'Reilly (MCI) + O'Nien (SUN)
