horizon,budget_band,total_price,dcs,oc_score,s_risk,tot_rot_xp,rot_xp_per_gw,rot_avg_fdr,no_diff_pct,avg_fdr_corr,gkp_strategy,gkp_pairing,def_lineup
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.0,79.82,23.632,83.22,485.37,25.55,2.49,100.0,-0.2794,Active 2-GKP Rotation,Sels (NFO) + Kinsky (TOT),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + O'Reilly (MCI) + Hume (SUN)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),34.5,79.82,23.731,82.25,484.45,25.5,2.53,100.0,-0.2745,Active 2-GKP Rotation,Verbruggen (BHA) + Tzolakis (HUL),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + O'Reilly (MCI) + Hume (SUN)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.0,79.82,23.802,81.52,488.6,25.72,2.52,100.0,-0.1694,Active 2-GKP Rotation,Rushworth (COV) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Mendy (HUL) + Muharemović (LEE) + Gvardiol (MCI)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),33.5,79.81,23.799,81.52,480.16,25.27,2.5,97.3,-0.2681,Active 2-GKP Rotation,Verbruggen (BHA) + Roefs (SUN),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Gvardiol (MCI) + O'Nien (SUN)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),34.0,79.81,23.936,80.17,485.56,25.56,2.54,97.3,-0.2049,Active 2-GKP Rotation,Verbruggen (BHA) + Rushworth (COV),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Mendy (HUL) + O'Reilly (MCI)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),34.0,79.8,23.703,82.47,481.12,25.32,2.5,100.0,-0.2258,Active 2-GKP Rotation,Martinez (AVL) + Rushworth (COV),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Justin (LEE) + Gvardiol (MCI)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),34.5,79.8,23.833,81.17,486.39,25.6,2.5,97.3,-0.2221,Active 2-GKP Rotation,Leno (FUL) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Gvardiol (MCI) + Hume (SUN)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),33.5,79.8,23.698,82.53,478.23,25.17,2.5,100.0,-0.2268,Active 2-GKP Rotation,Petrović (BOU) + Sels (NFO),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Gvardiol (MCI) + O'Nien (SUN)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.0,79.79,23.761,81.86,487.82,25.67,2.54,100.0,-0.2689,Active 2-GKP Rotation,Verbruggen (BHA) + Tzolakis (HUL),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Muharemović (LEE) + O'Reilly (MCI)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.5,79.78,23.662,82.83,488.74,25.72,2.5,100.0,-0.2737,Active 2-GKP Rotation,Sels (NFO) + Kinsky (TOT),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Muharemović (LEE) + O'Reilly (MCI)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),34.5,79.78,23.876,80.7,487.2,25.64,2.52,97.3,-0.2285,Active 2-GKP Rotation,Verbruggen (BHA) + Sels (NFO),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Mendy (HUL) + O'Reilly (MCI)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),34.5,79.76,23.753,81.87,484.87,25.52,2.52,100.0,-0.2083,Active 2-GKP Rotation,Petrović (BOU) + Sels (NFO),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Mendy (HUL) + O'Reilly (MCI)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),34.5,79.76,23.854,80.86,486.8,25.62,2.52,97.3,-0.2497,Active 2-GKP Rotation,Verbruggen (BHA) + Roefs (SUN),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Mendy (HUL) + O'Reilly (MCI)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.5,79.75,23.694,82.43,489.35,25.76,2.5,100.0,-0.2203,Active 2-GKP Rotation,Martinez (AVL) + Rushworth (COV),Calafiori (ARS) + Vuskovic (BHA) + Muharemović (LEE) + O'Reilly (MCI) + O'Nien (SUN)
