horizon,budget_band,total_price,dcs,oc_score,s_risk,tot_rot_xp,rot_xp_per_gw,rot_avg_fdr,no_diff_pct,avg_fdr_corr,gkp_strategy,gkp_pairing,def_lineup
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.0,80.41,24.051,80.51,493.33,25.96,2.52,97.3,-0.2037,Active 2-GKP Rotation,Leno (FUL) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Mendy (HUL) + O'Reilly (MCI)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),36.0,80.41,23.899,82.04,496.04,26.11,2.5,100.0,-0.1681,Active 2-GKP Rotation,Rushworth (COV) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Muharemović (LEE) + O'Reilly (MCI) + O'Nien (SUN)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.0,80.41,23.895,82.08,490.36,25.81,2.5,100.0,-0.1734,Active 2-GKP Rotation,Rushworth (COV) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Muharemović (LEE) + Gvardiol (MCI)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),34.0,80.41,23.95,81.53,485.81,25.57,2.52,100.0,-0.1623,Active 2-GKP Rotation,Scherpen (IPS) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Mendy (HUL) + Gvardiol (MCI)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.0,80.39,24.092,80.04,494.12,26.01,2.53,97.3,-0.1565,Active 2-GKP Rotation,Verbruggen (BHA) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + O'Reilly (MCI) + O'Nien (SUN)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),34.5,80.35,23.755,83.33,484.91,25.52,2.49,100.0,-0.2939,Active 2-GKP Rotation,Roefs (SUN) + Kinsky (TOT),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + O'Reilly (MCI) + O'Nien (SUN)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.5,80.35,23.912,81.76,493.48,25.97,2.52,100.0,-0.1697,Active 2-GKP Rotation,Scherpen (IPS) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Justin (LEE) + O'Reilly (MCI) + O'Nien (SUN)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),34.5,80.32,23.833,82.47,486.39,25.6,2.49,100.0,-0.1791,Active 2-GKP Rotation,Rushworth (COV) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Gvardiol (MCI) + Hume (SUN)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.5,80.32,24.001,80.78,495.17,26.06,2.52,97.3,-0.2165,Active 2-GKP Rotation,Leno (FUL) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Justin (LEE) + O'Reilly (MCI)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),34.5,80.31,23.899,81.8,487.64,25.67,2.52,100.0,-0.1751,Active 2-GKP Rotation,Scherpen (IPS) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Justin (LEE) + Gvardiol (MCI)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),33.5,80.31,23.791,82.86,480.0,25.26,2.49,100.0,-0.2314,Active 2-GKP Rotation,Martinez (AVL) + Rushworth (COV),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Gvardiol (MCI) + O'Nien (SUN)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),34.5,80.26,23.846,82.2,486.64,25.61,2.51,100.0,-0.213,Active 2-GKP Rotation,Martinez (AVL) + Rushworth (COV),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Mendy (HUL) + O'Reilly (MCI)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),36.0,80.26,23.89,81.76,495.87,26.1,2.52,100.0,-0.1697,Active 2-GKP Rotation,Scherpen (IPS) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Muharemović (LEE) + O'Reilly (MCI) + O'Nien (SUN)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.0,80.26,23.886,81.8,490.19,25.8,2.52,100.0,-0.1751,Active 2-GKP Rotation,Scherpen (IPS) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Muharemović (LEE) + Gvardiol (MCI)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),36.0,80.25,23.815,82.47,494.44,26.02,2.49,100.0,-0.1791,Active 2-GKP Rotation,Rushworth (COV) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + O'Reilly (MCI) + Ballard (SUN)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),34.0,80.23,23.974,80.83,486.27,25.59,2.51,97.3,-0.2233,Active 2-GKP Rotation,Verbruggen (BHA) + Rushworth (COV),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + O'Reilly (MCI) + O'Nien (SUN)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),33.5,80.23,23.875,81.84,481.59,25.35,2.51,100.0,-0.1651,Active 2-GKP Rotation,Rushworth (COV) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Muharemović (LEE) + O'Nien (SUN)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),34.5,80.2,23.913,81.36,487.91,25.68,2.5,97.3,-0.247,Active 2-GKP Rotation,Verbruggen (BHA) + Sels (NFO),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + O'Reilly (MCI) + O'Nien (SUN)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.0,80.19,24.007,80.41,492.49,25.92,2.51,97.3,-0.1509,Active 2-GKP Rotation,Rushworth (COV) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Greaves (IPS) + O'Reilly (MCI) + O'Nien (SUN)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),34.5,80.17,23.79,82.53,485.58,25.56,2.5,100.0,-0.2268,Active 2-GKP Rotation,Petrović (BOU) + Sels (NFO),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + O'Reilly (MCI) + O'Nien (SUN)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),34.5,80.17,23.824,82.19,486.22,25.59,2.5,100.0,-0.1807,Active 2-GKP Rotation,Scherpen (IPS) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Gvardiol (MCI) + Hume (SUN)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.5,80.17,23.925,81.17,493.74,25.99,2.5,97.3,-0.2221,Active 2-GKP Rotation,Leno (FUL) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + O'Reilly (MCI) + Hume (SUN)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.0,80.17,23.796,82.47,488.48,25.71,2.5,100.0,-0.2258,Active 2-GKP Rotation,Martinez (AVL) + Rushworth (COV),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Justin (LEE) + O'Reilly (MCI)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),34.5,80.17,23.892,81.52,487.51,25.66,2.5,97.3,-0.2681,Active 2-GKP Rotation,Verbruggen (BHA) + Roefs (SUN),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + O'Reilly (MCI) + O'Nien (SUN)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.0,80.15,23.834,82.04,489.2,25.75,2.5,100.0,-0.1681,Active 2-GKP Rotation,Rushworth (COV) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Muharemović (LEE) + Gvardiol (MCI) + O'Nien (SUN)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.5,80.14,23.883,81.52,492.94,25.94,2.52,100.0,-0.1694,Active 2-GKP Rotation,Rushworth (COV) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Mendy (HUL) + Justin (LEE) + O'Reilly (MCI)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),36.0,80.13,23.955,80.78,497.11,26.16,2.52,97.3,-0.2165,Active 2-GKP Rotation,Leno (FUL) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Muharemović (LEE) + O'Reilly (MCI)
gw1_19,Band 2: Mid-Value (£31.5m-£33.0m),33.0,80.11,23.801,82.25,477.4,25.13,2.53,100.0,-0.2745,Active 2-GKP Rotation,Verbruggen (BHA) + Tzolakis (HUL),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Gvardiol (MCI) + O'Nien (SUN)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),36.0,80.1,23.806,82.19,494.27,26.01,2.5,100.0,-0.1807,Active 2-GKP Rotation,Scherpen (IPS) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + O'Reilly (MCI) + Ballard (SUN)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),33.5,80.1,23.703,83.22,478.32,25.17,2.49,100.0,-0.2794,Active 2-GKP Rotation,Sels (NFO) + Kinsky (TOT),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Gvardiol (MCI) + O'Nien (SUN)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),33.5,80.09,23.866,81.56,481.42,25.34,2.52,100.0,-0.1667,Active 2-GKP Rotation,Scherpen (IPS) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Muharemović (LEE) + O'Nien (SUN)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),36.0,80.08,23.867,81.52,495.43,26.08,2.52,100.0,-0.1694,Active 2-GKP Rotation,Rushworth (COV) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Mendy (HUL) + Muharemović (LEE) + O'Reilly (MCI)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),34.5,80.07,23.814,82.04,486.03,25.58,2.5,100.0,-0.1681,Active 2-GKP Rotation,Rushworth (COV) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Justin (LEE) + Gvardiol (MCI) + O'Nien (SUN)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),34.0,80.06,23.856,81.59,484.04,25.48,2.55,100.0,-0.2561,Active 2-GKP Rotation,Verbruggen (BHA) + Tzolakis (HUL),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Mendy (HUL) + O'Reilly (MCI)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),34.5,80.05,23.758,82.56,484.96,25.52,2.51,100.0,-0.261,Active 2-GKP Rotation,Sels (NFO) + Kinsky (TOT),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Mendy (HUL) + O'Reilly (MCI)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),34.0,80.04,23.959,80.51,485.98,25.58,2.52,97.3,-0.2037,Active 2-GKP Rotation,Leno (FUL) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Mendy (HUL) + Gvardiol (MCI)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.0,80.04,23.998,80.13,492.32,25.91,2.52,97.3,-0.1525,Active 2-GKP Rotation,Scherpen (IPS) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Greaves (IPS) + O'Reilly (MCI) + O'Nien (SUN)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.0,80.03,23.72,82.86,487.05,25.63,2.49,100.0,-0.2314,Active 2-GKP Rotation,Martinez (AVL) + Rushworth (COV),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + O'Reilly (MCI) + Hume (SUN)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),34.0,80.02,24.0,80.04,486.77,25.62,2.53,97.3,-0.1565,Active 2-GKP Rotation,Verbruggen (BHA) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Gvardiol (MCI) + O'Nien (SUN)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.0,80.01,24.079,79.22,493.87,25.99,2.53,97.3,-0.0472,Active 2-GKP Rotation,Donnarumma (MCI) + Tzolakis (HUL),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + O'Reilly (MCI) + O'Nien (SUN)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.0,80.0,23.825,81.76,489.03,25.74,2.52,100.0,-0.1697,Active 2-GKP Rotation,Scherpen (IPS) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Muharemović (LEE) + Gvardiol (MCI) + O'Nien (SUN)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.5,79.99,23.874,81.24,492.77,25.94,2.54,100.0,-0.1711,Active 2-GKP Rotation,Scherpen (IPS) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Mendy (HUL) + Justin (LEE) + O'Reilly (MCI)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.5,79.99,23.751,82.47,490.42,25.81,2.5,100.0,-0.2258,Active 2-GKP Rotation,Martinez (AVL) + Rushworth (COV),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Muharemović (LEE) + O'Reilly (MCI)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),33.5,79.98,23.663,83.33,477.56,25.13,2.49,100.0,-0.2939,Active 2-GKP Rotation,Roefs (SUN) + Kinsky (TOT),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Gvardiol (MCI) + O'Nien (SUN)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.5,79.98,23.921,80.74,493.65,25.98,2.52,97.3,-0.2111,Active 2-GKP Rotation,Leno (FUL) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Justin (LEE) + O'Reilly (MCI) + O'Nien (SUN)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.0,79.97,24.055,79.38,493.41,25.97,2.55,97.3,-0.1381,Active 2-GKP Rotation,Verbruggen (BHA) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Mendy (HUL) + O'Reilly (MCI)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),34.5,79.97,23.806,81.86,485.88,25.57,2.54,100.0,-0.2689,Active 2-GKP Rotation,Verbruggen (BHA) + Tzolakis (HUL),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Justin (LEE) + O'Reilly (MCI)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.0,79.96,23.707,82.83,486.8,25.62,2.5,100.0,-0.2737,Active 2-GKP Rotation,Sels (NFO) + Kinsky (TOT),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Justin (LEE) + O'Reilly (MCI)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),34.5,79.94,23.908,80.78,487.81,25.67,2.52,97.3,-0.2165,Active 2-GKP Rotation,Leno (FUL) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Justin (LEE) + Gvardiol (MCI)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),34.5,79.94,23.718,82.67,484.2,25.48,2.51,100.0,-0.2754,Active 2-GKP Rotation,Roefs (SUN) + Kinsky (TOT),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Mendy (HUL) + O'Reilly (MCI)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),36.0,79.93,23.858,81.24,495.26,26.07,2.54,100.0,-0.1711,Active 2-GKP Rotation,Scherpen (IPS) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Mendy (HUL) + Muharemović (LEE) + O'Reilly (MCI)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),34.5,79.92,23.805,81.76,485.86,25.57,2.52,100.0,-0.1697,Active 2-GKP Rotation,Scherpen (IPS) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Justin (LEE) + Gvardiol (MCI) + O'Nien (SUN)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),34.0,79.89,23.927,80.44,485.39,25.55,2.51,97.3,-0.1553,Active 2-GKP Rotation,Rushworth (COV) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Hill (BOU) + Thomas (COV) + O'Nien (SUN)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),33.5,79.89,23.754,82.2,479.29,25.23,2.51,100.0,-0.213,Active 2-GKP Rotation,Martinez (AVL) + Rushworth (COV),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Mendy (HUL) + Gvardiol (MCI)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),36.0,79.89,23.899,80.74,496.04,26.11,2.52,97.3,-0.2111,Active 2-GKP Rotation,Leno (FUL) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Muharemović (LEE) + O'Reilly (MCI) + O'Nien (SUN)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.0,79.89,23.895,80.78,490.36,25.81,2.52,97.3,-0.2165,Active 2-GKP Rotation,Leno (FUL) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Muharemović (LEE) + Gvardiol (MCI)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.5,79.88,24.005,79.65,495.25,26.07,2.54,97.3,-0.1509,Active 2-GKP Rotation,Verbruggen (BHA) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Justin (LEE) + O'Reilly (MCI)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.0,79.88,23.722,82.47,487.08,25.64,2.49,100.0,-0.1791,Active 2-GKP Rotation,Rushworth (COV) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Gvardiol (MCI) + Ballard (SUN)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.5,79.87,23.921,80.46,493.65,25.98,2.51,97.3,-0.1577,Active 2-GKP Rotation,Rushworth (COV) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Kayode (BRE) + Thomas (COV) + O'Reilly (MCI)
gw1_19,Band 2: Mid-Value (£31.5m-£33.0m),33.0,79.86,23.881,80.83,478.92,25.21,2.51,97.3,-0.2233,Active 2-GKP Rotation,Verbruggen (BHA) + Rushworth (COV),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Gvardiol (MCI) + O'Nien (SUN)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.0,79.86,23.948,80.18,491.37,25.86,2.52,97.3,-0.167,Active 2-GKP Rotation,Rushworth (COV) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Mendy (HUL) + O'Reilly (MCI) + O'Nien (SUN)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.0,79.84,23.667,82.94,486.04,25.58,2.5,100.0,-0.2883,Active 2-GKP Rotation,Roefs (SUN) + Kinsky (TOT),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Justin (LEE) + O'Reilly (MCI)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),33.5,79.83,23.82,81.36,480.56,25.29,2.5,97.3,-0.247,Active 2-GKP Rotation,Verbruggen (BHA) + Sels (NFO),Calafiori (ARS) + Vuskovic (BHA) + Thomas (COV) + Gvardiol (MCI) + O'Nien (SUN)
gw1_19,Band 3: Single Anchor (£33.5m-£34.5m),34.5,79.83,23.795,81.62,485.67,25.56,2.51,100.0,-0.1358,Active 2-GKP Rotation,Rushworth (COV) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Hill (BOU) + Thomas (COV) + Justin (LEE)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),36.0,79.83,23.754,82.04,493.29,25.96,2.5,100.0,-0.1681,Active 2-GKP Rotation,Rushworth (COV) + Donnarumma (MCI),Calafiori (ARS) + Vuskovic (BHA) + Justin (LEE) + O'Reilly (MCI) + Hume (SUN)
gw1_19,Band 4: Premium / Dual Anchor (£35.0m-£36.0m),35.0,79.83,23.716,82.43,486.96,25.63,2.5,100.0,-0.2203,Active 2-GKP Rotation,Martinez (AVL) + Rushworth (COV),Calafiori (ARS) + Vuskovic (BHA) + Justin (LEE) + O'Reilly (MCI) + O'Nien (SUN)
