model,evaluation_season,gw_start,gw_end,seed_season,pool,position,eval_target,component,sample_count,mean_projected,mean_actual,signed_bias,bias_share,mae,rmse,mse_contrib,mse_share,rank_by_mse_share,twin_source,mse_share_twin,twin_shrink,signed_bias_twin,twin_link_bias,demotion_label,snapshot_backed,total_mse,total_signed_bias,shrink_theta,bias_tau
participation_state_hybrid,2025-26,1,38,2024-25,mins_60,MID,realized,xp_bonus,3242,0.20494202445710893,0.3260333127698951,-0.1210912883127862,0.13535864381809135,0.4560861427868333,0.858811587498197,2.4666762627396777,0.20351646297492657,2,none,,,,,no_twin,false,12.12027875623789,-0.8945959038679564,0.5,0.05
participation_state_hybrid,2025-26,1,38,2024-25,mins_60,FWD,realized,xp_minutes,756,1.4879327925643717,2.0291005291005293,-0.5411677365361575,0.8042613503160103,0.548616826159161,0.688798585969788,0.7936128871000973,0.05648736561926969,4,none,,,,,no_twin,false,14.049387476292042,-0.6728754730331401,0.5,0.05
participation_state_hybrid,2025-26,1,38,2024-25,mins_60,FWD,realized,xp_goals,756,1.4472549890445283,1.3915343915343916,0.05572059751013684,-0.082809672433093,1.875546137740314,2.4181051007276357,8.109292288729806,0.5771989919428171,1,process_ga,0.2761657669051919,0.5215414947700541,-0.010893159103619765,0.06661375661375635,structural,false,14.049387476292042,-0.6728754730331401,0.5,0.05
participation_state_hybrid,2025-26,1,38,2024-25,mins_60,FWD,realized,xp_assists,756,0.226257775143551,0.3412698412698413,-0.11501206612629022,0.170926227415969,0.5129115968984944,1.0834189802592171,1.4563987488861685,0.10366279322453037,3,process_ga,0.010462797034100852,0.8990689261918811,0.06542444181021768,-0.18043650793650795,structural,false,14.049387476292042,-0.6728754730331401,0.5,0.05
participation_state_hybrid,2025-26,1,38,2024-25,mins_60,FWD,realized,xp_clean_sheet,756,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,10,poisson_xgc,0.0,,0.0,0.0,no_twin,false,14.049387476292042,-0.6728754730331401,0.5,0.05
participation_state_hybrid,2025-26,1,38,2024-25,mins_60,FWD,realized,xp_conceded,756,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,11,poisson_xgc,0.0,,0.0,0.0,no_twin,false,14.049387476292042,-0.6728754730331401,0.5,0.05
participation_state_hybrid,2025-26,1,38,2024-25,mins_60,FWD,realized,xp_saves,756,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,12,none,,,,,no_twin,false,14.049387476292042,-0.6728754730331401,0.5,0.05
participation_state_hybrid,2025-26,1,38,2024-25,mins_60,FWD,realized,xp_penalties_saved,756,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,13,none,,,,,no_twin,false,14.049387476292042,-0.6728754730331401,0.5,0.05
participation_state_hybrid,2025-26,1,38,2024-25,mins_60,FWD,realized,xp_penalties_missed,756,-0.014812122612346951,-0.021164021164021163,0.006351898551674212,-0.009439931764850303,0.03580525691354347,0.20847222104021376,0.039059790600688184,0.0027801774751106067,7,none,,,,,no_twin,false,14.049387476292042,-0.6728754730331401,0.5,0.05
participation_state_hybrid,2025-26,1,38,2024-25,mins_60,FWD,realized,xp_own_goals,756,-0.0038413733689297066,-0.005291005291005291,0.0014496319220755843,-0.002154383656668353,0.009132378659934997,0.1039866889923001,0.01943753399269219,0.001383514692401537,8,none,,,,,no_twin,false,14.049387476292042,-0.6728754730331401,0.5,0.05
participation_state_hybrid,2025-26,1,38,2024-25,mins_60,FWD,realized,xp_yellow_cards,756,-0.0841385040041772,-0.11243386243386243,0.028295358429685225,-0.042051404106227,0.17539653398993485,0.3206581335292923,-0.056032881963529166,-0.003988279350831709,5,none,,,,,no_twin,false,14.049387476292042,-0.6728754730331401,0.5,0.05
participation_state_hybrid,2025-26,1,38,2024-25,mins_60,FWD,realized,xp_red_cards,756,-0.00022235813348374676,0.0,-0.00022235813348374676,0.0003304595610855254,0.00022235813348374676,0.004064881563141569,-0.00013830973595684303,-9.84453850320784e-06,9,none,,,,,no_twin,false,14.049387476292042,-0.6728754730331401,0.5,0.05
participation_state_hybrid,2025-26,1,38,2024-25,mins_60,FWD,realized,xp_defcon,756,0.024049857115339447,0.023809523809523808,0.00024033330581563648,-0.0003571735268225473,0.04484474523552673,0.20972919343214702,0.055522639491392696,0.003951961577334644,6,none,,,,,no_twin,false,14.049387476292042,-0.6728754730331401,0.5,0.05
participation_state_hybrid,2025-26,1,38,2024-25,mins_60,FWD,realized,xp_bonus,756,0.42321489978943555,0.5317460317460317,-0.10853113195659615,0.16129452819459633,0.7013232165513328,1.0972543526354035,3.632234779190682,0.2585333193578709,2,none,,,,,no_twin,false,14.049387476292042,-0.6728754730331401,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,ALL,realized,xp_minutes,3335,0.8342205781073722,0.7727136431784108,0.06150693492896145,0.3402979325138001,0.4712107255593164,0.6153431824619829,0.6625487188534092,0.1315128491572174,4,none,,,,,no_twin,false,5.037901034760211,0.1807443685437823,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,ALL,realized,xp_goals,3335,0.33547471628761544,0.19640179910044978,0.1390729171871657,0.7694453681054942,0.44816221532455275,1.0922812647472173,1.6353709376383359,0.32461354964194417,1,process_ga,0.15642452653695024,0.5181207725016719,0.11179855436857498,0.02727436281859072,structural,false,5.037901034760211,0.1807443685437823,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,ALL,realized,xp_assists,3335,0.12162863932875051,0.11694152923538231,0.0046871100933681955,0.025932260745555793,0.2159529577897106,0.6144013761969931,0.5505721125806378,0.1092860119287443,5,process_ga,0.024177873501910422,0.7787651587316164,0.03862714007837569,-0.0339400299850075,variance,false,5.037901034760211,0.1807443685437823,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,ALL,realized,xp_clean_sheet,3335,0.21263998622004046,0.23568215892053973,-0.023042172700499273,-0.12748487206625025,0.3553787805793319,0.7931233756953346,0.9817167345098462,0.19486622062169448,2,poisson_xgc,0.07563694442862212,0.61185194546642,-0.018026559588115,-0.005015613112384243,variance,false,5.037901034760211,0.1807443685437823,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,ALL,realized,xp_conceded,3335,-0.08439778735093216,-0.07886056971514242,-0.005537217635789724,-0.030635630201935864,0.11752658105082682,0.2761100498686788,0.100988907054361,0.020045829871917633,7,poisson_xgc,-0.003126602101719161,0.8440273053449764,-0.0018579014023713694,-0.003679316233418356,variance,false,5.037901034760211,0.1807443685437823,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,ALL,realized,xp_saves,3335,0.0196791708130187,0.018890554722638682,0.0007886160903800205,0.0043631571856635265,0.02153271835163458,0.11242492839595657,0.023787606189757084,0.004721729550784893,9,none,,,,,no_twin,false,5.037901034760211,0.1807443685437823,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,ALL,realized,xp_penalties_saved,3335,0.0009965177572271399,0.0029985007496251873,-0.0020019829923980477,-0.01107632292241017,0.003995018506852327,0.12486376945934248,0.019259275337227762,0.003822876869621645,10,none,,,,,no_twin,false,5.037901034760211,0.1807443685437823,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,ALL,realized,xp_penalties_missed,3335,-0.0018276469977603,-0.0017991004497751124,-2.8546547985187586e-05,-0.0001579387961859108,0.003594587346195384,0.06290891979372769,0.0063437341006412325,0.0012592018098154592,13,none,,,,,no_twin,false,5.037901034760211,0.1807443685437823,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,ALL,realized,xp_own_goals,3335,-0.004705686937920605,-0.004197901049475262,-0.0005077858884453425,-0.002809414713921446,0.008885768363139597,0.09410781223594276,0.008755782281220058,0.0017379821915530754,12,none,,,,,no_twin,false,5.037901034760211,0.1807443685437823,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,ALL,realized,xp_yellow_cards,3335,-0.059452261312885384,-0.05577211394302849,-0.003680147369856897,-0.0203610624192999,0.10412059506093793,0.23090963900668593,0.017142414127139023,0.0034026897330576384,11,none,,,,,no_twin,false,5.037901034760211,0.1807443685437823,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,ALL,realized,xp_red_cards,3335,-0.0038643677456477146,-0.005397301349325337,0.0015329336036776229,0.008481224704416144,0.00925802139001727,0.1282295785372608,0.02519020398152945,0.005000138710094456,8,none,,,,,no_twin,false,5.037901034760211,0.1807443685437823,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,ALL,realized,xp_defcon,3335,0.11110213556231022,0.09835082458770615,0.012751310974604078,0.07054887008286118,0.1719057673105623,0.4007510151932272,0.26817140956748814,0.05323078157295567,6,none,,,,,no_twin,false,5.037901034760211,0.1807443685437823,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,ALL,realized,xp_bonus,3335,0.08995502248875563,0.09475262368815592,-0.0047976011994002934,-0.026543572217787546,0.15648683102037458,0.45884880555600494,0.7380531985386185,0.14650013834059913,3,none,,,,,no_twin,false,5.037901034760211,0.1807443685437823,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,GKP,realized,xp_minutes,365,0.5911610255199847,0.547945205479452,0.0432158200405327,-1.0849921217210312,0.30412573719420205,0.48619531153310824,0.40957531465942715,0.12816569687158558,3,none,,,,,no_twin,false,3.1956703287760164,-0.039830538098270335,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,GKP,realized,xp_goals,365,0.00021506043276811582,0.0,0.00021506043276811582,-0.005399385572886723,0.00021506043276811582,0.0028296519764480403,0.00047583823742843875,0.00014890091544915118,10,process_ga,0.00014890091544915118,0.0,0.00021506043276811582,0.0,structural,false,3.1956703287760164,-0.039830538098270335,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,GKP,realized,xp_assists,365,0.0031467288739534588,0.00821917808219178,-0.005072449208238325,0.1273507577458161,0.011334119400735818,0.1568896660831037,0.0748779010960832,0.02343104682039039,7,process_ga,0.0005110387532736312,0.9781896746999409,0.00043440010683017127,-0.0055068493150684916,variance,false,3.1956703287760164,-0.039830538098270335,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,GKP,realized,xp_clean_sheet,365,0.29627821303216256,0.3287671232876712,-0.03248891025550867,0.8156784167804031,0.47286199302125265,0.9950044458189761,1.5512685737993508,0.4854282245044679,1,poisson_xgc,0.11501859855029077,0.7630574557799901,-0.018658877141939978,-0.013830033113568674,variance,false,3.1956703287760164,-0.039830538098270335,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,GKP,realized,xp_conceded,365,-0.15423854759463126,-0.13972602739726028,-0.014512520197370963,0.36435661907367445,0.2036269575969098,0.35756753692163984,0.18775625862084525,0.058753325375949635,5,poisson_xgc,-0.008891848359354446,0.8486579559121554,-0.0072288949591435255,-0.007283625238227426,variance,false,3.1956703287760164,-0.039830538098270335,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,GKP,realized,xp_saves,365,0.1798083141408695,0.1726027397260274,0.007205574414842101,-0.18090577629316557,0.19674415261014058,0.3398318709618719,0.21734703189819143,0.06801297053111176,4,none,,,,,no_twin,false,3.1956703287760164,-0.039830538098270335,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,GKP,realized,xp_penalties_saved,365,0.009105169096856195,0.0273972602739726,-0.018292091177116408,0.4592479050116261,0.0365024293708288,0.37743131346522896,0.1759717349305605,0.05506567224597288,6,none,,,,,no_twin,false,3.1956703287760164,-0.039830538098270335,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,GKP,realized,xp_penalties_missed,365,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,12,none,,,,,no_twin,false,3.1956703287760164,-0.039830538098270335,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,GKP,realized,xp_own_goals,365,-0.006830848485593032,-0.005479452054794521,-0.0013513964307985114,0.033928651113483116,0.012310300540387552,0.10928344354562818,0.027088502970115617,0.008476626242135204,8,none,,,,,no_twin,false,3.1956703287760164,-0.039830538098270335,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,GKP,realized,xp_yellow_cards,365,-0.013885320497664801,-0.00821917808219178,-0.005666142415473021,0.14225623569266008,0.02124497950303908,0.09358350776015259,0.008780261803337033,0.0027475493089113446,9,none,,,,,no_twin,false,3.1956703287760164,-0.039830538098270335,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,GKP,realized,xp_red_cards,365,-0.0002970767493543741,0.0,-0.0002970767493543741,0.007458517096139226,0.0002970767493543741,0.004029817651521386,-0.0001776038818661997,-5.5576409201829123e-05,11,none,,,,,no_twin,false,3.1956703287760164,-0.039830538098270335,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,GKP,realized,xp_defcon,365,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,13,none,,,,,no_twin,false,3.1956703287760164,-0.039830538098270335,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,GKP,realized,xp_bonus,365,0.061186196187173074,0.07397260273972603,-0.012786406552552951,0.3210201810732808,0.12598190837713383,0.41684223789500013,0.5427065146425432,0.16982556359322798,2,none,,,,,no_twin,false,3.1956703287760164,-0.039830538098270335,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,DEF,realized,xp_minutes,1085,0.9325855380741593,0.8691244239631336,0.06346111411102574,0.5615494764342723,0.5391217660375142,0.6840266474798895,0.8269925379850582,0.13954121110940682,3,none,,,,,no_twin,false,5.92651111030316,0.11301072616787253,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,DEF,realized,xp_goals,1085,0.23239195954940672,0.11612903225806452,0.1162629272913422,1.0287778092730655,0.33048078386136476,0.8795773805011767,1.0395151044704203,0.1754008530690573,2,process_ga,0.08039392133509772,0.5416560414136314,0.07711085355862331,0.03915207373271891,structural,false,5.92651111030316,0.11301072616787253,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,DEF,realized,xp_assists,1085,0.10144313384762456,0.08571428571428572,0.015728848133338847,0.13918013507827856,0.1756510992886417,0.5229707181208968,0.37091405726933513,0.06258556684800709,6,process_ga,0.015727760955728774,0.7486998720659571,0.031240368870666033,-0.015511520737327186,variance,false,5.92651111030316,0.11301072616787253,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,DEF,realized,xp_clean_sheet,1085,0.4228645637141897,0.4682027649769585,-0.04533820126276887,-0.4011849388120995,0.712411868988449,1.2177767250622828,2.245902755215985,0.37895866782591753,1,poisson_xgc,0.1512335603748087,0.6009233375174283,-0.041627405646705536,-0.003710795616063356,variance,false,5.92651111030316,0.11301072616787253,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,DEF,realized,xp_conceded,1085,-0.20752954003992474,-0.19539170506912443,-0.012137834970800303,-0.10740427375690052,0.2927440629323829,0.4374019284748525,0.24725066417482527,0.04171942979149795,7,poisson_xgc,-0.0065564433952679324,0.8428443670482746,-0.003278852089236059,-0.008858982881564254,variance,false,5.92651111030316,0.11301072616787253,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,DEF,realized,xp_saves,1085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,none,,,,,no_twin,false,5.92651111030316,0.11301072616787253,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,DEF,realized,xp_penalties_saved,1085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,none,,,,,no_twin,false,5.92651111030316,0.11301072616787253,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,DEF,realized,xp_penalties_missed,1085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,none,,,,,no_twin,false,5.92651111030316,0.11301072616787253,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,DEF,realized,xp_own_goals,1085,-0.009017383618394357,-0.007373271889400922,-0.0016441117289934357,-0.014548280368990632,0.01633588274568039,0.1237427986163442,0.025033001415338343,0.004223901879103678,8,none,,,,,no_twin,false,5.92651111030316,0.11301072616787253,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,DEF,realized,xp_yellow_cards,1085,-0.07338151632997937,-0.06728110599078341,-0.006100410339195964,-0.053980808247653146,0.12745401022574893,0.2549848256947416,0.010505291631788465,0.0017725929195551758,10,none,,,,,no_twin,false,5.92651111030316,0.11301072616787253,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,DEF,realized,xp_red_cards,1085,-0.0034430563983975948,-0.005529953917050691,0.002086897518653097,0.018466366772593792,0.008973010315448286,0.13008192813047975,0.0244237303757664,0.004121097543090077,9,none,,,,,no_twin,false,5.92651111030316,0.11301072616787253,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,DEF,realized,xp_defcon,1085,0.20279203972106558,0.19723502304147467,0.005557016679590906,0.04917247121601713,0.31321176488008107,0.5517515066411153,0.49078039643060145,0.08281101432129037,5,none,,,,,no_twin,false,5.92651111030316,0.11301072616787253,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,DEF,realized,xp_bonus,1085,0.06453540239466653,0.08940092165898618,-0.024865519264319656,-0.2200279575885833,0.13960268809688442,0.41546487269119686,0.6451935713340418,0.10886566469307404,4,none,,,,,no_twin,false,5.92651111030316,0.11301072616787253,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,MID,realized,xp_minutes,1490,0.8434916595737361,0.7805369127516778,0.06295474682205822,0.299204981256321,0.4762171113958111,0.6034326385862265,0.6389676450714793,0.12975303068435542,4,none,,,,,no_twin,false,4.924491102068115,0.21040674709932902,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,MID,realized,xp_goals,1490,0.3843900542399408,0.25838926174496646,0.1260007924949744,0.5988438784973555,0.5560306506741812,1.2822926948542375,2.2341682096395274,0.45368509422247805,1,process_ga,0.20879559148360752,0.5397785950154704,0.12425582605202137,0.001744966442953022,structural,false,4.924491102068115,0.21040674709932902,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,MID,realized,xp_assists,1490,0.17239019143028572,0.15704697986577182,0.015343211564513896,0.07292167088762917,0.29333819704221853,0.7291653917905437,0.7780013294676337,0.15798613772312436,3,process_ga,0.03720022554463895,0.7645348757760412,0.05146401693364141,-0.03612080536912751,variance,false,4.924491102068115,0.21040674709932902,0.5,0.05
participation_state_hybrid,2026-27,1,5,2025-26,all,MID,realized,xp_clean_sheet,1490,0.09543943265583883,0.10604026845637583,-0.010600835800537015,-0.05038258490604658,0.16082330733345473,0.29248784613418954,0.18188442331827537,0.03693466381569666,6,poisson_xgc,0.022374784416905436,0.39420636049226754,-0.005464665062335513,-0.005136170738201495,structural,false,4.924491102068115,0.21040674709932902,0.5,0.05
