num_unique_clubs,allocation_pattern,clubs,club1,club2,club3,club4,club5,gw1_avg_fdr,gw1_max_fdr,gw2_avg_fdr,gw3_avg_fdr,gw2_3_rot_fdr,effective_avg_fdr,avg_fdr_corr
4,2+1+1+1,ARS-CHE-LIV-LIV-MUN,ARS,CHE,LIV,LIV,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3256
4,2+1+1+1,ARS-CHE-LIV-LIV-SUN,ARS,CHE,LIV,LIV,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3256
4,2+1+1+1,ARS-CHE-MCI-MCI-MUN,ARS,CHE,MCI,MCI,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3256
4,2+1+1+1,ARS-CHE-MCI-MCI-SUN,ARS,CHE,MCI,MCI,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3256
4,2+1+1+1,BRE-BRE-CHE-IPS-MUN,BRE,BRE,CHE,IPS,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3256
4,2+1+1+1,CHE-IPS-LIV-LIV-MUN,CHE,IPS,LIV,LIV,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3256
4,2+1+1+1,CHE-IPS-MCI-MCI-MUN,CHE,IPS,MCI,MCI,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3256
3,2+2+1,AVL-AVL-EVE-MUN-MUN,AVL,AVL,EVE,MUN,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3196
3,2+2+1,AVL-AVL-EVE-SUN-SUN,AVL,AVL,EVE,SUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3196
3,2+2+1,BHA-BHA-EVE-MUN-MUN,BHA,BHA,EVE,MUN,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3196
3,2+2+1,BHA-BHA-EVE-SUN-SUN,BHA,BHA,EVE,SUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3196
3,3+1+1,BRE-BRE-BRE-MUN-NFO,BRE,BRE,BRE,MUN,NFO,2.6,3.0,2.67,2.0,2.33,2.4545,-0.3
3,3+1+1,BRE-BRE-BRE-NFO-SUN,BRE,BRE,BRE,NFO,SUN,2.6,3.0,2.67,2.0,2.33,2.4545,-0.3
4,2+1+1+1,BRE-BRE-CRY-MUN-SUN,BRE,BRE,CRY,MUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3
4,2+1+1+1,BRE-BRE-EVE-MUN-SUN,BRE,BRE,EVE,MUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3
4,2+1+1+1,BRE-BRE-LEE-MUN-SUN,BRE,BRE,LEE,MUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3
4,2+1+1+1,BRE-CRY-LIV-MUN-MUN,BRE,CRY,LIV,MUN,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3
4,2+1+1+1,BRE-CRY-LIV-SUN-SUN,BRE,CRY,LIV,SUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3
4,2+1+1+1,BRE-CRY-MCI-MUN-MUN,BRE,CRY,MCI,MUN,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3
4,2+1+1+1,BRE-CRY-MCI-SUN-SUN,BRE,CRY,MCI,SUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3
4,2+1+1+1,BRE-EVE-LIV-MUN-MUN,BRE,EVE,LIV,MUN,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3
4,2+1+1+1,BRE-EVE-LIV-SUN-SUN,BRE,EVE,LIV,SUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3
4,2+1+1+1,BRE-EVE-MCI-MUN-MUN,BRE,EVE,MCI,MUN,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3
4,2+1+1+1,BRE-EVE-MCI-SUN-SUN,BRE,EVE,MCI,SUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3
4,2+1+1+1,BRE-LEE-LIV-MUN-MUN,BRE,LEE,LIV,MUN,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3
4,2+1+1+1,BRE-LEE-LIV-SUN-SUN,BRE,LEE,LIV,SUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3
4,2+1+1+1,BRE-LEE-MCI-MUN-MUN,BRE,LEE,MCI,MUN,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3
4,2+1+1+1,BRE-LEE-MCI-SUN-SUN,BRE,LEE,MCI,SUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3
4,2+1+1+1,CRY-LIV-LIV-MUN-SUN,CRY,LIV,LIV,MUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3
4,2+1+1+1,CRY-LIV-MCI-MUN-MUN,CRY,LIV,MCI,MUN,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3
4,2+1+1+1,CRY-LIV-MCI-SUN-SUN,CRY,LIV,MCI,SUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3
4,2+1+1+1,CRY-LIV-MUN-MUN-TOT,CRY,LIV,MUN,MUN,TOT,2.6,3.0,2.0,2.67,2.33,2.4545,-0.3
4,2+1+1+1,CRY-LIV-TOT-SUN-SUN,CRY,LIV,TOT,SUN,SUN,2.6,3.0,2.0,2.67,2.33,2.4545,-0.3
4,2+1+1+1,CRY-MCI-MCI-MUN-SUN,CRY,MCI,MCI,MUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3
4,2+1+1+1,CRY-MCI-MUN-MUN-TOT,CRY,MCI,MUN,MUN,TOT,2.6,3.0,2.0,2.67,2.33,2.4545,-0.3
4,2+1+1+1,CRY-MCI-TOT-SUN-SUN,CRY,MCI,TOT,SUN,SUN,2.6,3.0,2.0,2.67,2.33,2.4545,-0.3
4,2+1+1+1,EVE-LIV-LIV-MUN-SUN,EVE,LIV,LIV,MUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3
4,2+1+1+1,EVE-LIV-MCI-MUN-MUN,EVE,LIV,MCI,MUN,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3
4,2+1+1+1,EVE-LIV-MCI-SUN-SUN,EVE,LIV,MCI,SUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3
4,2+1+1+1,EVE-MCI-MCI-MUN-SUN,EVE,MCI,MCI,MUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3
4,2+1+1+1,LEE-LIV-LIV-MUN-SUN,LEE,LIV,LIV,MUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3
4,2+1+1+1,LEE-LIV-MCI-MUN-MUN,LEE,LIV,MCI,MUN,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3
4,2+1+1+1,LEE-LIV-MCI-SUN-SUN,LEE,LIV,MCI,SUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3
4,2+1+1+1,LEE-MCI-MCI-MUN-SUN,LEE,MCI,MCI,MUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.3
4,2+1+1+1,AVL-BRE-LEE-MUN-MUN,AVL,BRE,LEE,MUN,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2866
4,2+1+1+1,AVL-BRE-LEE-SUN-SUN,AVL,BRE,LEE,SUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2866
4,2+1+1+1,AVL-LEE-LIV-MUN-MUN,AVL,LEE,LIV,MUN,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2866
4,2+1+1+1,AVL-LEE-LIV-SUN-SUN,AVL,LEE,LIV,SUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2866
4,2+1+1+1,AVL-LEE-MCI-MUN-MUN,AVL,LEE,MCI,MUN,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2866
4,2+1+1+1,AVL-LEE-MCI-SUN-SUN,AVL,LEE,MCI,SUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2866
4,2+1+1+1,BRE-BHA-LEE-MUN-MUN,BRE,BHA,LEE,MUN,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2866
4,2+1+1+1,BRE-BHA-LEE-SUN-SUN,BRE,BHA,LEE,SUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2866
4,2+1+1+1,BHA-LEE-LIV-MUN-MUN,BHA,LEE,LIV,MUN,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2866
4,2+1+1+1,BHA-LEE-LIV-SUN-SUN,BHA,LEE,LIV,SUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2866
4,2+1+1+1,BHA-LEE-MCI-MUN-MUN,BHA,LEE,MCI,MUN,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2866
4,2+1+1+1,BHA-LEE-MCI-SUN-SUN,BHA,LEE,MCI,SUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2866
4,2+1+1+1,AVL-MUN-NFO-TOT-TOT,AVL,MUN,NFO,TOT,TOT,2.6,3.0,2.0,2.67,2.33,2.4545,-0.283
4,2+1+1+1,AVL-NFO-TOT-TOT-SUN,AVL,NFO,TOT,TOT,SUN,2.6,3.0,2.0,2.67,2.33,2.4545,-0.283
4,2+1+1+1,BHA-MUN-NFO-TOT-TOT,BHA,MUN,NFO,TOT,TOT,2.6,3.0,2.0,2.67,2.33,2.4545,-0.283
4,2+1+1+1,BHA-NFO-TOT-TOT-SUN,BHA,NFO,TOT,TOT,SUN,2.6,3.0,2.0,2.67,2.33,2.4545,-0.283
4,2+1+1+1,AVL-BRE-EVE-MUN-MUN,AVL,BRE,EVE,MUN,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2732
4,2+1+1+1,AVL-BRE-EVE-SUN-SUN,AVL,BRE,EVE,SUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2732
4,2+1+1+1,AVL-CRY-MUN-MUN-TOT,AVL,CRY,MUN,MUN,TOT,2.6,3.0,2.0,2.67,2.33,2.4545,-0.2732
4,2+1+1+1,AVL-CRY-TOT-SUN-SUN,AVL,CRY,TOT,SUN,SUN,2.6,3.0,2.0,2.67,2.33,2.4545,-0.2732
4,2+1+1+1,AVL-EVE-LIV-MUN-MUN,AVL,EVE,LIV,MUN,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2732
4,2+1+1+1,AVL-EVE-LIV-SUN-SUN,AVL,EVE,LIV,SUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2732
4,2+1+1+1,AVL-EVE-MCI-MUN-MUN,AVL,EVE,MCI,MUN,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2732
4,2+1+1+1,AVL-EVE-MCI-SUN-SUN,AVL,EVE,MCI,SUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2732
4,2+1+1+1,BRE-BHA-EVE-MUN-MUN,BRE,BHA,EVE,MUN,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2732
4,2+1+1+1,BRE-BHA-EVE-SUN-SUN,BRE,BHA,EVE,SUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2732
4,2+1+1+1,BHA-CRY-MUN-MUN-TOT,BHA,CRY,MUN,MUN,TOT,2.6,3.0,2.0,2.67,2.33,2.4545,-0.2732
4,2+1+1+1,BHA-CRY-TOT-SUN-SUN,BHA,CRY,TOT,SUN,SUN,2.6,3.0,2.0,2.67,2.33,2.4545,-0.2732
4,2+1+1+1,BHA-EVE-LIV-MUN-MUN,BHA,EVE,LIV,MUN,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2732
4,2+1+1+1,BHA-EVE-LIV-SUN-SUN,BHA,EVE,LIV,SUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2732
4,2+1+1+1,BHA-EVE-MCI-MUN-MUN,BHA,EVE,MCI,MUN,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2732
4,2+1+1+1,BHA-EVE-MCI-SUN-SUN,BHA,EVE,MCI,SUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2732
4,2+1+1+1,LIV-MUN-NFO-TOT-TOT,LIV,MUN,NFO,TOT,TOT,2.6,3.0,2.0,2.67,2.33,2.4545,-0.2732
4,2+1+1+1,LIV-NFO-TOT-TOT-SUN,LIV,NFO,TOT,TOT,SUN,2.6,3.0,2.0,2.67,2.33,2.4545,-0.2732
4,2+1+1+1,MCI-MUN-NFO-TOT-TOT,MCI,MUN,NFO,TOT,TOT,2.6,3.0,2.0,2.67,2.33,2.4545,-0.2732
4,2+1+1+1,MCI-NFO-TOT-TOT-SUN,MCI,NFO,TOT,TOT,SUN,2.6,3.0,2.0,2.67,2.33,2.4545,-0.2732
5,1+1+1+1+1,ARS-LIV-MCI-MUN-TOT,ARS,LIV,MCI,MUN,TOT,2.6,3.0,2.33,2.33,2.33,2.4545,-0.25
5,1+1+1+1+1,ARS-LIV-MCI-TOT-SUN,ARS,LIV,MCI,TOT,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.25
4,2+1+1+1,AVL-BRE-CRY-MUN-MUN,AVL,BRE,CRY,MUN,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.25
4,2+1+1+1,AVL-BRE-CRY-SUN-SUN,AVL,BRE,CRY,SUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.25
4,2+1+1+1,AVL-CRY-LIV-MUN-MUN,AVL,CRY,LIV,MUN,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.25
4,2+1+1+1,AVL-CRY-LIV-SUN-SUN,AVL,CRY,LIV,SUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.25
4,2+1+1+1,AVL-CRY-MCI-MUN-MUN,AVL,CRY,MCI,MUN,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.25
4,2+1+1+1,AVL-CRY-MCI-SUN-SUN,AVL,CRY,MCI,SUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.25
4,2+1+1+1,BRE-BHA-CRY-MUN-MUN,BRE,BHA,CRY,MUN,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.25
4,2+1+1+1,BRE-BHA-CRY-SUN-SUN,BRE,BHA,CRY,SUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.25
4,2+1+1+1,BHA-CRY-LIV-MUN-MUN,BHA,CRY,LIV,MUN,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.25
4,2+1+1+1,BHA-CRY-LIV-SUN-SUN,BHA,CRY,LIV,SUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.25
4,2+1+1+1,BHA-CRY-MCI-MUN-MUN,BHA,CRY,MCI,MUN,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.25
4,2+1+1+1,BHA-CRY-MCI-SUN-SUN,BHA,CRY,MCI,SUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.25
5,1+1+1+1+1,IPS-LIV-MCI-MUN-TOT,IPS,LIV,MCI,MUN,TOT,2.6,3.0,2.33,2.33,2.33,2.4545,-0.25
4,2+1+1+1,AVL-AVL-LEE-MUN-SUN,AVL,AVL,LEE,MUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2464
4,2+1+1+1,BHA-BHA-LEE-MUN-SUN,BHA,BHA,LEE,MUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2464
5,1+1+1+1+1,ARS-AVL-LIV-MUN-TOT,ARS,AVL,LIV,MUN,TOT,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2366
5,1+1+1+1+1,ARS-AVL-LIV-TOT-SUN,ARS,AVL,LIV,TOT,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2366
5,1+1+1+1+1,ARS-AVL-MCI-MUN-TOT,ARS,AVL,MCI,MUN,TOT,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2366
5,1+1+1+1+1,ARS-AVL-MCI-TOT-SUN,ARS,AVL,MCI,TOT,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2366
5,1+1+1+1+1,ARS-BHA-LIV-MUN-TOT,ARS,BHA,LIV,MUN,TOT,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2366
5,1+1+1+1+1,ARS-BHA-LIV-TOT-SUN,ARS,BHA,LIV,TOT,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2366
5,1+1+1+1+1,ARS-BHA-MCI-MUN-TOT,ARS,BHA,MCI,MUN,TOT,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2366
5,1+1+1+1+1,ARS-BHA-MCI-TOT-SUN,ARS,BHA,MCI,TOT,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2366
5,1+1+1+1+1,AVL-IPS-LIV-MUN-TOT,AVL,IPS,LIV,MUN,TOT,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2366
5,1+1+1+1+1,AVL-IPS-MCI-MUN-TOT,AVL,IPS,MCI,MUN,TOT,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2366
5,1+1+1+1+1,BHA-IPS-LIV-MUN-TOT,BHA,IPS,LIV,MUN,TOT,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2366
5,1+1+1+1+1,BHA-IPS-MCI-MUN-TOT,BHA,IPS,MCI,MUN,TOT,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2366
5,1+1+1+1+1,LIV-MCI-MUN-NFO-TOT,LIV,MCI,MUN,NFO,TOT,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2366
5,1+1+1+1+1,LIV-MCI-NFO-TOT-SUN,LIV,MCI,NFO,TOT,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2366
4,2+1+1+1,BRE-CHE-CRY-MUN-MUN,BRE,CHE,CRY,MUN,MUN,2.6,3.0,2.0,2.67,2.33,2.4545,-0.2311
4,2+1+1+1,BRE-CHE-CRY-SUN-SUN,BRE,CHE,CRY,SUN,SUN,2.6,3.0,2.0,2.67,2.33,2.4545,-0.2311
4,2+1+1+1,CHE-CRY-LIV-MUN-MUN,CHE,CRY,LIV,MUN,MUN,2.6,3.0,2.0,2.67,2.33,2.4545,-0.2311
4,2+1+1+1,CHE-CRY-LIV-SUN-SUN,CHE,CRY,LIV,SUN,SUN,2.6,3.0,2.0,2.67,2.33,2.4545,-0.2311
4,2+1+1+1,CHE-CRY-MCI-MUN-MUN,CHE,CRY,MCI,MUN,MUN,2.6,3.0,2.0,2.67,2.33,2.4545,-0.2311
4,2+1+1+1,CHE-CRY-MCI-SUN-SUN,CHE,CRY,MCI,SUN,SUN,2.6,3.0,2.0,2.67,2.33,2.4545,-0.2311
5,1+1+1+1+1,BRE-CHE-LIV-MUN-NFO,BRE,CHE,LIV,MUN,NFO,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2272
5,1+1+1+1+1,BRE-CHE-LIV-NFO-SUN,BRE,CHE,LIV,NFO,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2272
5,1+1+1+1+1,BRE-CHE-MCI-MUN-NFO,BRE,CHE,MCI,MUN,NFO,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2272
5,1+1+1+1+1,BRE-CHE-MCI-NFO-SUN,BRE,CHE,MCI,NFO,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2272
5,1+1+1+1+1,CHE-LIV-MCI-MUN-NFO,CHE,LIV,MCI,MUN,NFO,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2272
5,1+1+1+1+1,CHE-LIV-MCI-NFO-SUN,CHE,LIV,MCI,NFO,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2272
5,1+1+1+1+1,ARS-BRE-CHE-LIV-MUN,ARS,BRE,CHE,LIV,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2256
5,1+1+1+1+1,ARS-BRE-CHE-LIV-SUN,ARS,BRE,CHE,LIV,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2256
5,1+1+1+1+1,ARS-BRE-CHE-MCI-MUN,ARS,BRE,CHE,MCI,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2256
5,1+1+1+1+1,ARS-BRE-CHE-MCI-SUN,ARS,BRE,CHE,MCI,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2256
5,1+1+1+1+1,ARS-CHE-LIV-MCI-MUN,ARS,CHE,LIV,MCI,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2256
5,1+1+1+1+1,ARS-CHE-LIV-MCI-SUN,ARS,CHE,LIV,MCI,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2256
5,1+1+1+1+1,BRE-CHE-IPS-LIV-MUN,BRE,CHE,IPS,LIV,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2256
5,1+1+1+1+1,BRE-CHE-IPS-MCI-MUN,BRE,CHE,IPS,MCI,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2256
5,1+1+1+1+1,CHE-IPS-LIV-MCI-MUN,CHE,IPS,LIV,MCI,MUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2256
5,1+1+1+1+1,AVL-LIV-MUN-NFO-TOT,AVL,LIV,MUN,NFO,TOT,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2232
5,1+1+1+1+1,AVL-LIV-NFO-TOT-SUN,AVL,LIV,NFO,TOT,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2232
5,1+1+1+1+1,AVL-MCI-MUN-NFO-TOT,AVL,MCI,MUN,NFO,TOT,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2232
5,1+1+1+1+1,AVL-MCI-NFO-TOT-SUN,AVL,MCI,NFO,TOT,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2232
5,1+1+1+1+1,BHA-LIV-MUN-NFO-TOT,BHA,LIV,MUN,NFO,TOT,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2232
5,1+1+1+1+1,BHA-LIV-NFO-TOT-SUN,BHA,LIV,NFO,TOT,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2232
5,1+1+1+1+1,BHA-MCI-MUN-NFO-TOT,BHA,MCI,MUN,NFO,TOT,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2232
5,1+1+1+1+1,BHA-MCI-NFO-TOT-SUN,BHA,MCI,NFO,TOT,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2232
4,2+1+1+1,AVL-AVL-EVE-MUN-SUN,AVL,AVL,EVE,MUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2196
4,2+1+1+1,BHA-BHA-EVE-MUN-SUN,BHA,BHA,EVE,MUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2196
4,2+1+1+1,ARS-AVL-MUN-TOT-TOT,ARS,AVL,MUN,TOT,TOT,2.6,3.0,2.0,2.67,2.33,2.4545,-0.2098
4,2+1+1+1,ARS-AVL-TOT-TOT-SUN,ARS,AVL,TOT,TOT,SUN,2.6,3.0,2.0,2.67,2.33,2.4545,-0.2098
4,2+1+1+1,ARS-BHA-MUN-TOT-TOT,ARS,BHA,MUN,TOT,TOT,2.6,3.0,2.0,2.67,2.33,2.4545,-0.2098
4,2+1+1+1,ARS-BHA-TOT-TOT-SUN,ARS,BHA,TOT,TOT,SUN,2.6,3.0,2.0,2.67,2.33,2.4545,-0.2098
4,2+1+1+1,AVL-IPS-MUN-TOT-TOT,AVL,IPS,MUN,TOT,TOT,2.6,3.0,2.0,2.67,2.33,2.4545,-0.2098
4,2+1+1+1,BHA-IPS-MUN-TOT-TOT,BHA,IPS,MUN,TOT,TOT,2.6,3.0,2.0,2.67,2.33,2.4545,-0.2098
4,2+1+1+1,ARS-BRE-BRE-LIV-MUN,ARS,BRE,BRE,LIV,MUN,2.6,3.0,2.67,2.0,2.33,2.4545,-0.2
4,2+1+1+1,ARS-BRE-BRE-LIV-SUN,ARS,BRE,BRE,LIV,SUN,2.6,3.0,2.67,2.0,2.33,2.4545,-0.2
4,2+1+1+1,ARS-BRE-BRE-MCI-MUN,ARS,BRE,BRE,MCI,MUN,2.6,3.0,2.67,2.0,2.33,2.4545,-0.2
4,2+1+1+1,ARS-BRE-BRE-MCI-SUN,ARS,BRE,BRE,MCI,SUN,2.6,3.0,2.67,2.0,2.33,2.4545,-0.2
4,2+1+1+1,ARS-BRE-LIV-LIV-MUN,ARS,BRE,LIV,LIV,MUN,2.6,3.0,2.67,2.0,2.33,2.4545,-0.2
4,2+1+1+1,ARS-BRE-LIV-LIV-SUN,ARS,BRE,LIV,LIV,SUN,2.6,3.0,2.67,2.0,2.33,2.4545,-0.2
4,2+1+1+1,ARS-BRE-MCI-MCI-MUN,ARS,BRE,MCI,MCI,MUN,2.6,3.0,2.67,2.0,2.33,2.4545,-0.2
4,2+1+1+1,ARS-BRE-MCI-MCI-SUN,ARS,BRE,MCI,MCI,SUN,2.6,3.0,2.67,2.0,2.33,2.4545,-0.2
4,2+1+1+1,ARS-LIV-LIV-MCI-MUN,ARS,LIV,LIV,MCI,MUN,2.6,3.0,2.67,2.0,2.33,2.4545,-0.2
4,2+1+1+1,ARS-LIV-LIV-MCI-SUN,ARS,LIV,LIV,MCI,SUN,2.6,3.0,2.67,2.0,2.33,2.4545,-0.2
4,2+1+1+1,ARS-LIV-MCI-MCI-MUN,ARS,LIV,MCI,MCI,MUN,2.6,3.0,2.67,2.0,2.33,2.4545,-0.2
4,2+1+1+1,ARS-LIV-MCI-MCI-SUN,ARS,LIV,MCI,MCI,SUN,2.6,3.0,2.67,2.0,2.33,2.4545,-0.2
4,2+1+1+1,ARS-LIV-MUN-TOT-TOT,ARS,LIV,MUN,TOT,TOT,2.6,3.0,2.0,2.67,2.33,2.4545,-0.2
4,2+1+1+1,ARS-LIV-TOT-TOT-SUN,ARS,LIV,TOT,TOT,SUN,2.6,3.0,2.0,2.67,2.33,2.4545,-0.2
4,2+1+1+1,ARS-MCI-MUN-TOT-TOT,ARS,MCI,MUN,TOT,TOT,2.6,3.0,2.0,2.67,2.33,2.4545,-0.2
4,2+1+1+1,ARS-MCI-TOT-TOT-SUN,ARS,MCI,TOT,TOT,SUN,2.6,3.0,2.0,2.67,2.33,2.4545,-0.2
4,2+1+1+1,BRE-BRE-IPS-LIV-MUN,BRE,BRE,IPS,LIV,MUN,2.6,3.0,2.67,2.0,2.33,2.4545,-0.2
4,2+1+1+1,BRE-BRE-IPS-MCI-MUN,BRE,BRE,IPS,MCI,MUN,2.6,3.0,2.67,2.0,2.33,2.4545,-0.2
5,1+1+1+1+1,BRE-CRY-LIV-MUN-SUN,BRE,CRY,LIV,MUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2
5,1+1+1+1+1,BRE-CRY-MCI-MUN-SUN,BRE,CRY,MCI,MUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2
5,1+1+1+1+1,BRE-EVE-LIV-MUN-SUN,BRE,EVE,LIV,MUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2
5,1+1+1+1+1,BRE-EVE-MCI-MUN-SUN,BRE,EVE,MCI,MUN,SUN,2.6,3.0,2.33,2.33,2.33,2.4545,-0.2
4,2+1+1+1,BRE-IPS-LIV-LIV-MUN,BRE,IPS,LIV,LIV,MUN,2.6,3.0,2.67,2.0,2.33,2.4545,-0.2
