pre_clubs,pre_unique,pre_pattern,pre_sun,gw13_eff_fdr,gw1_avg_fdr,gw23_rot_fdr,pre_corr,n_swaps,out_clubs,in_clubs,post_clubs,post_unique,post_pattern,post_sun,gw419_rot_fdr,gw419_no_diff_pct,gw419_all_easy_pct,post_corr,path_eff_fdr,scenario_eligible,scenario_rank
LIV-MCI-NFO-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.3,2,"SUN,SUN","AVL,CHE",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.423722,True,1.0
AVL-LIV-NFO-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.2366,2,"SUN,SUN","CHE,MCI",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.423722,True,2.0
AVL-MCI-NFO-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.2366,2,"SUN,SUN","CHE,LIV",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.423722,True,3.0
LIV-MCI-MUN-NFO-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.2,2,"MUN,SUN","AVL,CHE",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.423722,True,4.0
CHE-LIV-NFO-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.1382,2,"SUN,SUN","BOU,EVE",BOU-CHE-EVE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0785,2.423722,True,5.0
CHE-MCI-NFO-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.1382,2,"SUN,SUN","AVL,LIV",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.423722,True,6.0
AVL-LIV-MUN-NFO-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.1366,2,"MUN,SUN","CHE,MCI",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.423722,True,7.0
AVL-MCI-MUN-NFO-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.1366,2,"MUN,SUN","CHE,LIV",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.423722,True,8.0
AVL-CHE-NFO-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.0652,2,"SUN,SUN","LIV,MCI",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.423722,True,9.0
CHE-LIV-MUN-NFO-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.0382,2,"MUN,SUN","BOU,EVE",BOU-CHE-EVE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0785,2.423722,True,10.0
CHE-MCI-MUN-NFO-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.0382,2,"MUN,SUN","AVL,LIV",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.423722,True,11.0
AVL-CHE-MUN-NFO-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,0.0348,2,"MUN,SUN","LIV,MCI",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.423722,True,12.0
LIV-MUN-MUN-NFO-SUN,4,2+1+1+1,1,2.2727,2.2,2.33,-0.1,2,"MUN,MUN","BOU,CHE",BOU-CHE-LIV-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,18.8,-0.0575,2.4407,True,13.0
LIV-MUN-NFO-SUN-SUN,4,2+1+1+1,2,2.2727,2.2,2.33,-0.1,2,"MUN,SUN","BOU,CHE",BOU-CHE-LIV-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,18.8,-0.0575,2.4407,True,14.0
LIV-MCI-MUN-MUN-SUN,4,2+1+1+1,1,2.2727,2.4,2.17,-0.3,2,"MUN,MUN","BHA,COV",BHA-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.1292,2.4407,True,15.0
LIV-MCI-MUN-SUN-SUN,4,2+1+1+1,2,2.2727,2.4,2.17,-0.3,2,"MUN,SUN","BHA,COV",BHA-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.1292,2.4407,True,16.0
BHA-LIV-MUN-MUN-SUN,4,2+1+1+1,1,2.2727,2.4,2.17,-0.2732,2,"MUN,MUN","COV,MCI",BHA-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.1292,2.4407,True,17.0
BHA-LIV-MUN-SUN-SUN,4,2+1+1+1,2,2.2727,2.4,2.17,-0.2732,2,"MUN,SUN","COV,MCI",BHA-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.1292,2.4407,True,18.0
BHA-MCI-MUN-MUN-SUN,4,2+1+1+1,1,2.2727,2.4,2.17,-0.2732,2,"MUN,MUN","COV,LIV",BHA-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.1292,2.4407,True,19.0
BHA-MCI-MUN-SUN-SUN,4,2+1+1+1,2,2.2727,2.4,2.17,-0.2732,2,"MUN,SUN","COV,LIV",BHA-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.1292,2.4407,True,20.0
AVL-MUN-MUN-NFO-SUN,4,2+1+1+1,1,2.2727,2.2,2.33,-0.0098,2,"MUN,SUN","BOU,LIV",AVL-BOU-LIV-MUN-NFO,5,1+1+1+1+1,0,2.5,100.0,12.5,-0.0977,2.457622,True,21.0
AVL-MUN-NFO-SUN-SUN,4,2+1+1+1,2,2.2727,2.2,2.33,-0.0098,2,"SUN,SUN","BOU,LIV",AVL-BOU-LIV-MUN-NFO,5,1+1+1+1+1,0,2.5,100.0,12.5,-0.0977,2.457622,True,22.0
BHA-MUN-MUN-NFO-SUN,4,2+1+1+1,1,2.2727,2.2,2.33,-0.0098,2,"MUN,MUN","LIV,TOT",BHA-LIV-NFO-TOT-SUN,5,1+1+1+1+1,1,2.5,100.0,18.8,-0.1476,2.457622,True,23.0
BHA-MUN-NFO-SUN-SUN,4,2+1+1+1,2,2.2727,2.2,2.33,-0.0098,2,"MUN,SUN","LIV,TOT",BHA-LIV-NFO-TOT-SUN,5,1+1+1+1+1,1,2.5,100.0,18.8,-0.1476,2.457622,True,24.0
ARS-LIV-MUN-MUN-SUN,4,2+1+1+1,1,2.2727,2.2,2.33,0.0,2,"MUN,MUN","COV,MCI",ARS-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,31.2,-0.0733,2.457622,True,25.0
ARS-LIV-MUN-SUN-SUN,4,2+1+1+1,2,2.2727,2.2,2.33,0.0,2,"MUN,SUN","COV,MCI",ARS-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,31.2,-0.0733,2.457622,True,26.0
ARS-MCI-MUN-MUN-SUN,4,2+1+1+1,1,2.2727,2.2,2.33,0.0,2,"MUN,MUN","COV,LIV",ARS-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,31.2,-0.0733,2.457622,True,27.0
ARS-MCI-MUN-SUN-SUN,4,2+1+1+1,2,2.2727,2.2,2.33,0.0,2,"MUN,SUN","COV,LIV",ARS-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,31.2,-0.0733,2.457622,True,28.0
BRE-MCI-MUN-MUN-SUN,4,2+1+1+1,1,2.2727,2.4,2.17,-0.3,2,"MUN,MUN","AVL,CHE",AVL-BRE-CHE-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,18.8,-0.0507,2.457622,True,29.0
BRE-MCI-MUN-SUN-SUN,4,2+1+1+1,2,2.2727,2.4,2.17,-0.3,2,"MUN,SUN","AVL,CHE",AVL-BRE-CHE-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,18.8,-0.0507,2.457622,True,30.0
AVL-BRE-MUN-MUN-SUN,4,2+1+1+1,1,2.2727,2.4,2.17,-0.2732,2,"MUN,MUN","CHE,MCI",AVL-BRE-CHE-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,18.8,-0.0507,2.457622,True,31.0
AVL-BRE-MUN-SUN-SUN,4,2+1+1+1,2,2.2727,2.4,2.17,-0.2732,2,"MUN,SUN","CHE,MCI",AVL-BRE-CHE-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,18.8,-0.0507,2.457622,True,32.0
AVL-LIV-MUN-MUN-SUN,4,2+1+1+1,1,2.2727,2.4,2.17,-0.2732,2,"MUN,SUN","BOU,COV",AVL-BOU-COV-LIV-MUN,5,1+1+1+1+1,0,2.5,100.0,12.5,-0.1393,2.457622,True,33.0
AVL-LIV-MUN-SUN-SUN,4,2+1+1+1,2,2.2727,2.4,2.17,-0.2732,2,"SUN,SUN","BOU,COV",AVL-BOU-COV-LIV-MUN,5,1+1+1+1+1,0,2.5,100.0,12.5,-0.1393,2.457622,True,34.0
AVL-MCI-MUN-MUN-SUN,4,2+1+1+1,1,2.2727,2.4,2.17,-0.2732,2,"MUN,MUN","BRE,CHE",AVL-BRE-CHE-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,18.8,-0.0507,2.457622,True,35.0
AVL-MCI-MUN-SUN-SUN,4,2+1+1+1,2,2.2727,2.4,2.17,-0.2732,2,"MUN,SUN","BRE,CHE",AVL-BRE-CHE-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,18.8,-0.0507,2.457622,True,36.0
LIV-MUN-NFO-NFO-SUN,4,2+1+1+1,1,2.3636,2.2,2.5,-0.1,2,"MUN,SUN","BHA,BOU",BOU-BHA-LIV-NFO-NFO,4,2+1+1+1,0,2.4792,100.0,25.0,-0.147,2.457647,True,37.0
ARS-LIV-NFO-SUN-SUN,4,2+1+1+1,2,2.3636,2.2,2.5,-0.0634,2,"ARS,SUN","BOU,CHE",BOU-CHE-LIV-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,18.8,-0.0575,2.457647,True,38.0
MUN-NFO-NFO-TOT-SUN,4,2+1+1+1,1,2.3636,2.2,2.5,0.0268,2,"MUN,SUN","BOU,CHE",BOU-CHE-NFO-NFO-TOT,4,2+1+1+1,0,2.4792,100.0,18.8,-0.1349,2.457647,True,39.0
ARS-LIV-MUN-NFO-SUN,5,1+1+1+1+1,1,2.3636,2.2,2.5,0.0366,2,"ARS,MUN","BOU,CHE",BOU-CHE-LIV-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,18.8,-0.0575,2.457647,True,40.0
ARS-NFO-TOT-SUN-SUN,4,2+1+1+1,2,2.3636,2.2,2.5,0.15,2,"ARS,SUN","BOU,CHE",BOU-CHE-NFO-TOT-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1412,2.457647,True,41.0
CHE-MUN-NFO-NFO-SUN,4,2+1+1+1,1,2.3636,2.2,2.5,0.2235,2,"MUN,SUN","BOU,LIV",BOU-CHE-LIV-NFO-NFO,4,2+1+1+1,0,2.4792,100.0,25.0,-0.0743,2.457647,True,42.0
ARS-MUN-NFO-TOT-SUN,5,1+1+1+1+1,1,2.3636,2.2,2.5,0.25,2,"ARS,MUN","BOU,CHE",BOU-CHE-NFO-TOT-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1412,2.457647,True,43.0
MUN-MUN-NFO-TOT-SUN,4,2+1+1+1,1,2.3636,2.2,2.5,0.2634,2,"MUN,MUN","BOU,CHE",BOU-CHE-NFO-TOT-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1412,2.457647,True,44.0
MUN-NFO-TOT-SUN-SUN,4,2+1+1+1,2,2.3636,2.2,2.5,0.2634,2,"MUN,SUN","BOU,CHE",BOU-CHE-NFO-TOT-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1412,2.457647,True,45.0
ARS-CHE-NFO-SUN-SUN,4,2+1+1+1,2,2.3636,2.2,2.5,0.3618,2,"ARS,SUN","BOU,COV",BOU-CHE-COV-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.0616,2.457647,True,46.0
CHE-MUN-MUN-NFO-SUN,4,2+1+1+1,1,2.3636,2.2,2.5,0.4507,2,"MUN,MUN","BOU,COV",BOU-CHE-COV-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.0616,2.457647,True,47.0
CHE-MUN-NFO-SUN-SUN,4,2+1+1+1,2,2.3636,2.2,2.5,0.4507,2,"MUN,SUN","BOU,COV",BOU-CHE-COV-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.0616,2.457647,True,48.0
ARS-CHE-MUN-NFO-SUN,5,1+1+1+1+1,1,2.3636,2.2,2.5,0.4618,2,"ARS,MUN","BOU,COV",BOU-CHE-COV-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.0616,2.457647,True,49.0
EVE-MUN-MUN-NFO-SUN,4,2+1+1+1,1,2.3636,2.2,2.5,0.5,2,"MUN,MUN","BOU,COV",BOU-COV-EVE-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,31.2,-0.0867,2.457647,True,50.0
EVE-MUN-NFO-SUN-SUN,4,2+1+1+1,2,2.3636,2.2,2.5,0.5,2,"MUN,SUN","BOU,COV",BOU-COV-EVE-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,31.2,-0.0867,2.457647,True,51.0
ARS-LIV-MCI-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.3,2,"ARS,SUN","BHA,COV",BHA-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.1292,2.457647,True,52.0
BRE-LIV-NFO-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.3,2,"BRE,SUN","BOU,CHE",BOU-CHE-LIV-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,18.8,-0.0575,2.457647,True,53.0
LIV-LIV-MUN-NFO-SUN,4,2+1+1+1,1,2.3636,2.4,2.33,-0.3,2,"LIV,MUN","BOU,CHE",BOU-CHE-LIV-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,18.8,-0.0575,2.457647,True,54.0
ARS-AVL-LIV-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.2366,2,"SUN,SUN","BOU,COV",ARS-AVL-BOU-COV-LIV,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.124,2.457647,True,55.0
ARS-AVL-MCI-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.2366,2,"SUN,SUN","COV,LIV",ARS-AVL-COV-LIV-MCI,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.0988,2.457647,True,56.0
ARS-BHA-LIV-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.2366,2,"ARS,SUN","COV,MCI",BHA-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.1292,2.457647,True,57.0
ARS-BHA-MCI-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.2366,2,"ARS,SUN","COV,LIV",BHA-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.1292,2.457647,True,58.0
AVL-BRE-NFO-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.2366,2,"SUN,SUN","BOU,COV",AVL-BOU-BRE-COV-NFO,5,1+1+1+1+1,0,2.4792,100.0,18.8,-0.14,2.457647,True,59.0
BHA-LIV-NFO-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.2366,2,"SUN,SUN","BOU,NFO",BOU-BHA-LIV-NFO-NFO,4,2+1+1+1,0,2.4792,100.0,25.0,-0.147,2.457647,True,60.0
BHA-MCI-NFO-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.2366,2,"NFO,SUN","COV,LIV",BHA-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.1292,2.457647,True,61.0
LIV-NFO-TOT-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.2366,2,"SUN,SUN","EVE,NEW",EVE-LIV-NEW-NFO-TOT,5,1+1+1+1+1,0,2.4792,100.0,25.0,-0.1014,2.457647,True,62.0
MCI-NFO-TOT-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.2366,2,"SUN,SUN","CHE,NEW",CHE-MCI-NEW-NFO-TOT,5,1+1+1+1+1,0,2.4792,100.0,18.8,-0.0976,2.457647,True,63.0
ARS-LIV-MCI-MUN-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.2,2,"ARS,MUN","BHA,COV",BHA-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.1292,2.457647,True,64.0
BRE-LIV-MUN-NFO-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.2,2,"BRE,MUN","BOU,CHE",BOU-CHE-LIV-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,18.8,-0.0575,2.457647,True,65.0
AVL-NFO-TOT-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.1964,2,"SUN,SUN","CHE,FUL",AVL-CHE-FUL-NFO-TOT,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.1683,2.457647,True,66.0
BHA-NFO-TOT-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.1964,2,"BHA,SUN","BOU,CHE",BOU-CHE-NFO-TOT-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1412,2.457647,True,67.0
BRE-CHE-NFO-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.1382,2,"BRE,SUN","BOU,COV",BOU-CHE-COV-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.0616,2.457647,True,68.0
ARS-AVL-LIV-MUN-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.1366,2,"MUN,SUN","BOU,COV",ARS-AVL-BOU-COV-LIV,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.124,2.457647,True,69.0
ARS-AVL-MCI-MUN-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.1366,2,"MUN,SUN","COV,LIV",ARS-AVL-COV-LIV-MCI,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.0988,2.457647,True,70.0
ARS-BHA-LIV-MUN-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.1366,2,"ARS,MUN","COV,MCI",BHA-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.1292,2.457647,True,71.0
ARS-BHA-MCI-MUN-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.1366,2,"ARS,MUN","COV,LIV",BHA-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.1292,2.457647,True,72.0
AVL-BRE-MUN-NFO-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.1366,2,"MUN,SUN","BOU,COV",AVL-BOU-BRE-COV-NFO,5,1+1+1+1+1,0,2.4792,100.0,18.8,-0.14,2.457647,True,73.0
BHA-LIV-MUN-NFO-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.1366,2,"MUN,SUN","BOU,NFO",BOU-BHA-LIV-NFO-NFO,4,2+1+1+1,0,2.4792,100.0,25.0,-0.147,2.457647,True,74.0
BHA-MCI-MUN-NFO-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.1366,2,"MUN,NFO","COV,LIV",BHA-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.1292,2.457647,True,75.0
LIV-MUN-NFO-TOT-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.1366,2,"MUN,SUN","EVE,NEW",EVE-LIV-NEW-NFO-TOT,5,1+1+1+1+1,0,2.4792,100.0,25.0,-0.1014,2.457647,True,76.0
MCI-MUN-NFO-TOT-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.1366,2,"MUN,SUN","CHE,NEW",CHE-MCI-NEW-NFO-TOT,5,1+1+1+1+1,0,2.4792,100.0,18.8,-0.0976,2.457647,True,77.0
AVL-MUN-NFO-TOT-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.0964,2,"MUN,SUN","CHE,FUL",AVL-CHE-FUL-NFO-TOT,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.1683,2.457647,True,78.0
BHA-MUN-NFO-TOT-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.0964,2,"BHA,MUN","BOU,CHE",BOU-CHE-NFO-TOT-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1412,2.457647,True,79.0
BHA-CHE-NFO-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.0652,2,"BHA,SUN","BOU,COV",BOU-CHE-COV-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.0616,2.457647,True,80.0
BRE-CHE-MUN-NFO-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.0382,2,"BRE,MUN","BOU,COV",BOU-CHE-COV-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.0616,2.457647,True,81.0
ARS-CHE-LIV-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.0366,2,"ARS,SUN","BOU,NFO",BOU-CHE-LIV-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,18.8,-0.0575,2.457647,True,82.0
ARS-CHE-MCI-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.0366,2,"ARS,SUN","COV,EVE",CHE-COV-EVE-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1133,2.457647,True,83.0
BHA-CHE-MUN-NFO-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,0.0348,2,"BHA,MUN","BOU,COV",BOU-CHE-COV-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.0616,2.457647,True,84.0
ARS-CHE-LIV-MUN-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,0.0634,2,"ARS,MUN","BOU,NFO",BOU-CHE-LIV-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,18.8,-0.0575,2.457647,True,85.0
ARS-CHE-MCI-MUN-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,0.0634,2,"ARS,MUN","COV,EVE",CHE-COV-EVE-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1133,2.457647,True,86.0
CHE-LIV-MUN-MUN-SUN,4,2+1+1+1,1,2.3636,2.4,2.33,0.089,2,"MUN,MUN","BOU,NFO",BOU-CHE-LIV-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,18.8,-0.0575,2.457647,True,87.0
CHE-LIV-MUN-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,0.089,2,"MUN,SUN","BOU,NFO",BOU-CHE-LIV-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,18.8,-0.0575,2.457647,True,88.0
CHE-MCI-MUN-MUN-SUN,4,2+1+1+1,1,2.3636,2.4,2.33,0.089,2,"MUN,MUN","COV,EVE",CHE-COV-EVE-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1133,2.457647,True,89.0
CHE-MCI-MUN-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,0.089,2,"MUN,SUN","COV,EVE",CHE-COV-EVE-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1133,2.457647,True,90.0
EVE-MCI-MUN-MUN-SUN,4,2+1+1+1,1,2.3636,2.4,2.33,0.1,2,"MUN,MUN","CHE,COV",CHE-COV-EVE-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1133,2.457647,True,91.0
EVE-MCI-MUN-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,0.1,2,"MUN,SUN","CHE,COV",CHE-COV-EVE-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1133,2.457647,True,92.0
ARS-MUN-MUN-NFO-SUN,4,2+1+1+1,1,2.2727,2.0,2.5,0.4366,2,"MUN,MUN","BOU,COV",ARS-BOU-COV-NFO-SUN,5,1+1+1+1+1,1,2.5208,100.0,31.2,-0.0469,2.474544,True,93.0
ARS-MUN-NFO-SUN-SUN,4,2+1+1+1,2,2.2727,2.0,2.5,0.4366,2,"MUN,SUN","BOU,COV",ARS-BOU-COV-NFO-SUN,5,1+1+1+1+1,1,2.5208,100.0,31.2,-0.0469,2.474544,True,94.0
ARS-AVL-MUN-MUN-SUN,4,2+1+1+1,1,2.2727,2.2,2.33,0.0902,2,"MUN,MUN","CHE,MCI",ARS-AVL-CHE-MCI-SUN,5,1+1+1+1+1,1,2.5208,100.0,18.8,-0.0784,2.474544,True,95.0
ARS-AVL-MUN-SUN-SUN,4,2+1+1+1,2,2.2727,2.2,2.33,0.0902,2,"MUN,SUN","CHE,MCI",ARS-AVL-CHE-MCI-SUN,5,1+1+1+1+1,1,2.5208,100.0,18.8,-0.0784,2.474544,True,96.0
ARS-MCI-NFO-SUN-SUN,4,2+1+1+1,2,2.3636,2.2,2.5,-0.0634,2,"NFO,SUN","COV,LIV",ARS-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,31.2,-0.0733,2.474569,True,97.0
ARS-ARS-LIV-MUN-SUN,4,2+1+1+1,1,2.3636,2.2,2.5,0.0,2,"ARS,MUN","COV,MCI",ARS-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,31.2,-0.0733,2.474569,True,98.0
ARS-ARS-MCI-MUN-SUN,4,2+1+1+1,1,2.3636,2.2,2.5,0.0,2,"ARS,MUN","COV,LIV",ARS-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,31.2,-0.0733,2.474569,True,99.0
ARS-MCI-MUN-NFO-SUN,5,1+1+1+1+1,1,2.3636,2.2,2.5,0.0366,2,"MUN,NFO","COV,LIV",ARS-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,31.2,-0.0733,2.474569,True,100.0
ARS-BRE-LIV-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.3,2,"BRE,SUN","COV,MCI",ARS-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,31.2,-0.0733,2.474569,True,101.0
ARS-BRE-MCI-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.3,2,"BRE,SUN","COV,LIV",ARS-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,31.2,-0.0733,2.474569,True,102.0
ARS-LIV-LIV-MUN-SUN,4,2+1+1+1,1,2.3636,2.4,2.33,-0.3,2,"LIV,MUN","COV,MCI",ARS-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,31.2,-0.0733,2.474569,True,103.0
ARS-MCI-MCI-MUN-SUN,4,2+1+1+1,1,2.3636,2.4,2.33,-0.3,2,"MCI,MUN","COV,LIV",ARS-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,31.2,-0.0733,2.474569,True,104.0
