tier,tier_id,lineup_summary,clubs,total_price,bb_rqi,tot_effective_xp,gw1_xp_5def,gw2_3_xp_6def,gw1_avg_fdr,gw2_3_rot_fdr,effective_avg_fdr,avg_fdr_corr
Band 3: Single Anchor (£24.5m-£25.0m),3,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Muharemović (LEE £5.0m) + Jacquet (LIV £5.0m) + Maguire (MUN £5.0m),BHA-CRY-LEE-LIV-MUN,24.5,65.08000183105469,62.98,26.76,36.22,2.8,2.5,2.6364,-0.0134
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Muharemović (LEE £5.0m) + Jacquet (LIV £5.0m) + O'Nien (SUN £4.0m),BHA-CRY-LEE-LIV-SUN,23.5,66.94999694824219,60.97,25.8,35.17,2.8,2.5,2.6364,-0.0134
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Muharemović (LEE £5.0m) + Jacquet (LIV £5.0m) + Hume (SUN £4.5m),BHA-CRY-LEE-LIV-SUN,24.0,66.0199966430664,61.17,25.9,35.27,2.8,2.5,2.6364,-0.0134
Band 3: Single Anchor (£24.5m-£25.0m),3,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Muharemović (LEE £5.0m) + Jacquet (LIV £5.0m) + Ballard (SUN £5.0m),BHA-CRY-LEE-LIV-SUN,24.5,65.08000183105469,63.03,26.83,36.2,2.8,2.5,2.6364,-0.0134
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Muharemović (LEE £5.0m) + Jacquet (LIV £5.0m) + O'Reilly (MCI £6.5m),BHA-CRY-LEE-LIV-MCI,26.0,59.04999923706055,66.15,27.36,38.79,3.0,2.5,2.7273,0.4598
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Muharemović (LEE £5.0m) + Jacquet (LIV £5.0m) + Robertson (TOT £4.5m),BHA-CRY-LEE-LIV-TOT,24.0,62.79999923706055,61.25,25.43,35.83,3.0,2.5,2.7273,-0.0134
Band 1: Budget (£20.5m-£22.5m),1,Dunk (BHA £4.5m) + Ajer (BRE £4.5m) + Hato (CHE £4.5m) + Muharemović (LEE £5.0m) + O'Nien (SUN £4.0m),BHA-BRE-CHE-LEE-SUN,22.5,51.33000183105469,49.71,20.82,28.89,2.8,2.33,2.5455,-0.1982
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Muharemović (LEE £5.0m) + Gvardiol (MCI £5.5m) + O'Nien (SUN £4.0m),BHA-CRY-LEE-MCI-SUN,24.0,65.94000244140625,59.96,25.58,34.38,2.8,2.5,2.6364,-0.0134
Band 1: Budget (£20.5m-£22.5m),1,Dunk (BHA £4.5m) + Ajer (BRE £4.5m) + Hato (CHE £4.5m) + Jacquet (LIV £5.0m) + O'Nien (SUN £4.0m),BHA-BRE-CHE-LIV-SUN,22.5,54.9900016784668,51.06,20.89,30.17,2.8,2.17,2.4545,-0.2061
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Muharemović (LEE £5.0m) + O'Reilly (MCI £6.5m) + Maguire (MUN £5.0m),BHA-CRY-LEE-MCI-MUN,26.0,62.27000045776367,65.35,27.64,37.71,2.8,2.5,2.6364,-0.0134
Band 3: Single Anchor (£24.5m-£25.0m),3,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Muharemović (LEE £5.0m) + O'Reilly (MCI £6.5m) + O'Nien (SUN £4.0m),BHA-CRY-LEE-MCI-SUN,25.0,64.13999938964844,63.33,26.67,36.66,2.8,2.5,2.6364,-0.0134
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Muharemović (LEE £5.0m) + O'Reilly (MCI £6.5m) + Ballard (SUN £5.0m),BHA-CRY-LEE-MCI-SUN,26.0,62.27000045776367,65.39,27.7,37.69,2.8,2.5,2.6364,-0.0134
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Muharemović (LEE £5.0m) + Shaw (MUN £4.5m) + Ballard (SUN £5.0m),BHA-CRY-LEE-MUN-SUN,24.0,69.22000122070312,60.0,26.27,33.73,2.6,2.5,2.5455,-0.0866
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Muharemović (LEE £5.0m) + Maguire (MUN £5.0m) + O'Nien (SUN £4.0m),BHA-CRY-LEE-MUN-SUN,23.5,69.3499984741211,59.55,26.08,33.47,2.6,2.5,2.5455,-0.0866
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Muharemović (LEE £5.0m) + Maguire (MUN £5.0m) + Hume (SUN £4.5m),BHA-CRY-LEE-MUN-SUN,24.0,68.77999877929688,59.75,26.18,33.57,2.6,2.5,2.5455,-0.0866
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Muharemović (LEE £5.0m) + Maguire (MUN £5.0m) + Robertson (TOT £4.5m),BHA-CRY-LEE-MUN-TOT,24.0,65.70999908447266,59.83,25.7,34.13,2.8,2.5,2.6364,-0.1866
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Vuskovic (BHA £5.0m) + Lacroix (CHE £6.0m) + O'Reilly (MCI £6.5m) + Shaw (MUN £4.5m) + O'Nien (SUN £4.0m),BHA-CHE-MCI-MUN-SUN,26.0,67.9000015258789,61.75,27.21,34.54,2.6,2.17,2.3636,-0.1903
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Muharemović (LEE £5.0m) + Ballard (SUN £5.0m) + Robertson (TOT £4.5m),BHA-CRY-LEE-SUN-TOT,24.0,65.94999694824219,59.97,25.77,34.2,2.8,2.5,2.6364,-0.1866
Band 3: Single Anchor (£24.5m-£25.0m),3,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Jacquet (LIV £5.0m) + Gvardiol (MCI £5.5m) + Maguire (MUN £5.0m),BHA-CRY-LIV-MCI-MUN,25.0,65.3499984741211,63.32,26.62,36.7,2.8,2.33,2.5455,0.1232
Band 1: Budget (£20.5m-£22.5m),1,Dunk (BHA £4.5m) + Ajer (BRE £4.5m) + Hato (CHE £4.5m) + Shaw (MUN £4.5m) + Jair Cunha (NFO £4.5m),BHA-BRE-CHE-MUN-NFO,22.5,49.81999969482422,47.11,20.8,26.32,2.6,2.33,2.4545,-0.1809
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Jacquet (LIV £5.0m) + Gvardiol (MCI £5.5m) + O'Nien (SUN £4.0m),BHA-CRY-LIV-MCI-SUN,24.0,67.2300033569336,61.3,25.65,35.65,2.8,2.33,2.5455,0.1232
Band 3: Single Anchor (£24.5m-£25.0m),3,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Jacquet (LIV £5.0m) + Gvardiol (MCI £5.5m) + Ballard (SUN £5.0m),BHA-CRY-LIV-MCI-SUN,25.0,65.3499984741211,63.37,26.68,36.68,2.8,2.33,2.5455,0.1232
Band 1: Budget (£20.5m-£22.5m),1,Dunk (BHA £4.5m) + Ajer (BRE £4.5m) + Hato (CHE £4.5m) + Shaw (MUN £4.5m) + O'Nien (SUN £4.0m),BHA-BRE-CHE-MUN-SUN,22.0,52.209999084472656,47.24,20.32,26.92,2.6,2.17,2.3636,-0.1903
Band 1: Budget (£20.5m-£22.5m),1,Dunk (BHA £4.5m) + Ajer (BRE £4.5m) + Hato (CHE £4.5m) + Shaw (MUN £4.5m) + Hume (SUN £4.5m),BHA-BRE-CHE-MUN-SUN,22.5,51.630001068115234,47.44,20.42,27.02,2.6,2.17,2.3636,-0.1903
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Gabriel (ARS £8.0m) + Vuskovic (BHA £5.0m) + Shaw (MUN £4.5m) + Jair Cunha (NFO £4.5m) + O'Nien (SUN £4.0m),ARS-BHA-MUN-NFO-SUN,26.0,69.16000366210938,59.16,28.34,30.81,2.2,2.67,2.4545,0.1634
Band 1: Budget (£20.5m-£22.5m),1,Dunk (BHA £4.5m) + Ajer (BRE £4.5m) + Hato (CHE £4.5m) + Maguire (MUN £5.0m) + O'Nien (SUN £4.0m),BHA-BRE-CHE-MUN-SUN,22.5,55.630001068115234,49.64,21.16,28.48,2.6,2.17,2.3636,-0.1903
Band 1: Budget (£20.5m-£22.5m),1,Dunk (BHA £4.5m) + Ajer (BRE £4.5m) + Hato (CHE £4.5m) + Jair Cunha (NFO £4.5m) + O'Nien (SUN £4.0m),BHA-BRE-CHE-NFO-SUN,22.0,50.189998626708984,46.8,20.68,26.12,2.6,2.33,2.4545,-0.1809
Band 1: Budget (£20.5m-£22.5m),1,Dunk (BHA £4.5m) + Ajer (BRE £4.5m) + Hato (CHE £4.5m) + Jair Cunha (NFO £4.5m) + Hume (SUN £4.5m),BHA-BRE-CHE-NFO-SUN,22.5,49.61000061035156,47.0,20.78,26.22,2.6,2.33,2.4545,-0.1809
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Vuskovic (BHA £5.0m) + Ajer (BRE £4.5m) + Lacroix (CHE £6.0m) + Maguire (MUN £5.0m) + Ballard (SUN £5.0m),BHA-BRE-CHE-MUN-SUN,25.5,68.83999633789062,60.92,26.59,34.33,2.6,2.17,2.3636,-0.1903
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Vuskovic (BHA £5.0m) + Ajer (BRE £4.5m) + Lacroix (CHE £6.0m) + Maguire (MUN £5.0m) + Mukiele (SUN £5.5m),BHA-BRE-CHE-MUN-SUN,26.0,67.9000015258789,60.06,26.2,33.86,2.6,2.17,2.3636,-0.1903
Band 1: Budget (£20.5m-£22.5m),1,Dunk (BHA £4.5m) + Ajer (BRE £4.5m) + Hato (CHE £4.5m) + N.Williams (NFO £5.0m) + O'Nien (SUN £4.0m),BHA-BRE-CHE-NFO-SUN,22.5,49.150001525878906,46.74,20.72,26.03,2.6,2.33,2.4545,-0.1809
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Jacquet (LIV £5.0m) + O'Reilly (MCI £6.5m) + Shaw (MUN £4.5m),BHA-CRY-LIV-MCI-MUN,25.5,64.41000366210938,64.99,26.87,38.13,2.8,2.33,2.5455,0.1232
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Jacquet (LIV £5.0m) + O'Reilly (MCI £6.5m) + Maguire (MUN £5.0m),BHA-CRY-LIV-MCI-MUN,26.0,63.47999954223633,66.69,27.71,38.98,2.8,2.33,2.5455,0.1232
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Jacquet (LIV £5.0m) + O'Reilly (MCI £6.5m) + Jair Cunha (NFO £4.5m),BHA-CRY-LIV-MCI-NFO,25.5,61.9900016784668,64.84,27.22,37.62,2.8,2.67,2.7273,0.5964
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Calafiori (ARS £5.5m) + Muñoz (CRY £5.5m) + Gvardiol (MCI £5.5m) + Maguire (MUN £5.0m) + O'Nien (SUN £4.0m),ARS-CRY-MCI-MUN-SUN,25.5,67.94000244140625,59.07,27.52,31.55,2.4,2.5,2.4545,-0.05
Band 3: Single Anchor (£24.5m-£25.0m),3,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Jacquet (LIV £5.0m) + O'Reilly (MCI £6.5m) + O'Nien (SUN £4.0m),BHA-CRY-LIV-MCI-SUN,25.0,65.3499984741211,64.68,26.75,37.93,2.8,2.33,2.5455,0.1232
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Jacquet (LIV £5.0m) + O'Reilly (MCI £6.5m) + N.Williams (NFO £5.0m),BHA-CRY-LIV-MCI-NFO,26.0,61.04999923706055,64.88,27.26,37.62,2.8,2.67,2.7273,0.5964
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Jacquet (LIV £5.0m) + O'Reilly (MCI £6.5m) + Ballard (SUN £5.0m),BHA-CRY-LIV-MCI-SUN,26.0,63.47999954223633,66.74,27.78,38.96,2.8,2.33,2.5455,0.1232
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Jacquet (LIV £5.0m) + O'Reilly (MCI £6.5m) + Robertson (TOT £4.5m),BHA-CRY-LIV-MCI-TOT,25.5,61.20000076293945,64.96,26.37,38.59,3.0,2.33,2.6364,0.1732
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Jacquet (LIV £5.0m) + O'Reilly (MCI £6.5m) + Van Hecke (TOT £5.0m),BHA-CRY-LIV-MCI-TOT,26.0,60.27000045776367,65.0,26.45,38.55,3.0,2.33,2.6364,0.1732
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Jacquet (LIV £5.0m) + Shaw (MUN £4.5m) + Jair Cunha (NFO £4.5m),BHA-CRY-LIV-MUN-NFO,23.5,67.36000061035156,59.12,25.78,33.34,2.6,2.67,2.6364,0.1232
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Jacquet (LIV £5.0m) + Shaw (MUN £4.5m) + N.Williams (NFO £5.0m),BHA-CRY-LIV-MUN-NFO,24.0,66.31999969482422,59.07,25.82,33.24,2.6,2.67,2.6364,0.1232
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Jacquet (LIV £5.0m) + O'Reilly (MCI £6.5m) + Hume (SUN £4.5m),BHA-CRY-LIV-MCI-SUN,25.5,64.41000366210938,64.88,26.85,38.03,2.8,2.33,2.5455,0.1232
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Jacquet (LIV £5.0m) + Shaw (MUN £4.5m) + O'Nien (SUN £4.0m),BHA-CRY-LIV-MUN-SUN,23.0,69.62999725341797,58.52,25.31,33.22,2.6,2.33,2.4545,-0.15
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Jacquet (LIV £5.0m) + Shaw (MUN £4.5m) + Hume (SUN £4.5m),BHA-CRY-LIV-MUN-SUN,23.5,69.05999755859375,58.72,25.41,33.32,2.6,2.33,2.4545,-0.15
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Jacquet (LIV £5.0m) + Shaw (MUN £4.5m) + Ballard (SUN £5.0m),BHA-CRY-LIV-MUN-SUN,24.0,70.44000244140625,61.34,26.34,35.0,2.6,2.33,2.4545,-0.15
Band 3: Single Anchor (£24.5m-£25.0m),3,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Jacquet (LIV £5.0m) + Shaw (MUN £4.5m) + Mukiele (SUN £5.5m),BHA-CRY-LIV-MUN-SUN,24.5,69.5,60.25,25.95,34.3,2.6,2.33,2.4545,-0.15
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Jacquet (LIV £5.0m) + Shaw (MUN £4.5m) + Robertson (TOT £4.5m),BHA-CRY-LIV-MUN-TOT,23.5,66.58000183105469,59.13,24.93,34.2,2.8,2.33,2.5455,-0.2
Band 1: Budget (£20.5m-£22.5m),1,Vuskovic (BHA £5.0m) + Ajer (BRE £4.5m) + Chadi Riad (CRY £4.5m) + Greaves (IPS £4.0m) + Shaw (MUN £4.5m),BHA-BRE-CRY-IPS-MUN,22.5,56.369998931884766,52.05,22.98,29.07,2.6,2.67,2.6364,0.0366
Band 1: Budget (£20.5m-£22.5m),1,Vuskovic (BHA £5.0m) + Ajer (BRE £4.5m) + Chadi Riad (CRY £4.5m) + Greaves (IPS £4.0m) + Jair Cunha (NFO £4.5m),BHA-BRE-CRY-IPS-NFO,22.5,53.18000030517578,51.63,23.33,28.3,2.6,3.0,2.8182,0.4464
Band 1: Budget (£20.5m-£22.5m),1,Dunk (BHA £4.5m) + Ajer (BRE £4.5m) + Colwill (CHE £5.0m) + Chadi Riad (CRY £4.5m) + O'Nien (SUN £4.0m),BHA-BRE-CHE-CRY-SUN,22.5,47.040000915527344,47.35,20.51,26.84,2.8,2.33,2.5455,-0.1872
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Jacquet (LIV £5.0m) + Maguire (MUN £5.0m) + Jair Cunha (NFO £4.5m),BHA-CRY-LIV-MUN-NFO,24.0,68.0199966430664,61.06,26.63,34.43,2.6,2.67,2.6364,0.1232
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Jacquet (LIV £5.0m) + Maguire (MUN £5.0m) + O'Nien (SUN £4.0m),BHA-CRY-LIV-MUN-SUN,23.5,71.37999725341797,60.9,26.15,34.75,2.6,2.33,2.4545,-0.15
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Jacquet (LIV £5.0m) + Maguire (MUN £5.0m) + Hume (SUN £4.5m),BHA-CRY-LIV-MUN-SUN,24.0,70.44000244140625,61.1,26.25,34.85,2.6,2.33,2.4545,-0.15
Band 3: Single Anchor (£24.5m-£25.0m),3,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Jacquet (LIV £5.0m) + Maguire (MUN £5.0m) + Ballard (SUN £5.0m),BHA-CRY-LIV-MUN-SUN,24.5,69.5,63.04,27.18,35.86,2.6,2.33,2.4545,-0.15
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Jacquet (LIV £5.0m) + Maguire (MUN £5.0m) + Robertson (TOT £4.5m),BHA-CRY-LIV-MUN-TOT,24.0,67.2300033569336,61.18,25.77,35.41,2.8,2.33,2.5455,-0.2
Band 1: Budget (£20.5m-£22.5m),1,Vuskovic (BHA £5.0m) + Ajer (BRE £4.5m) + Chadi Riad (CRY £4.5m) + Bogle (LEE £4.5m) + O'Nien (SUN £4.0m),BHA-BRE-CRY-LEE-SUN,22.5,48.880001068115234,49.03,21.64,27.39,2.8,2.5,2.6364,-0.0134
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Jacquet (LIV £5.0m) + Jair Cunha (NFO £4.5m) + O'Nien (SUN £4.0m),BHA-CRY-LIV-NFO-SUN,23.0,67.72000122070312,58.81,25.66,33.14,2.6,2.67,2.6364,0.1232
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Jacquet (LIV £5.0m) + Jair Cunha (NFO £4.5m) + Ballard (SUN £5.0m),BHA-CRY-LIV-NFO-SUN,24.0,68.0199966430664,61.19,26.69,34.5,2.6,2.67,2.6364,0.1232
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Jacquet (LIV £5.0m) + Jair Cunha (NFO £4.5m) + Hume (SUN £4.5m),BHA-CRY-LIV-NFO-SUN,23.5,67.1500015258789,59.01,25.76,33.24,2.6,2.67,2.6364,0.1232
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Jacquet (LIV £5.0m) + N.Williams (NFO £5.0m) + O'Nien (SUN £4.0m),BHA-CRY-LIV-NFO-SUN,23.5,66.68000030517578,58.75,25.7,33.05,2.6,2.67,2.6364,0.1232
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Vuskovic (BHA £5.0m) + Branthwaite (EVE £5.5m) + Jacquet (LIV £5.0m) + O'Reilly (MCI £6.5m) + O'Nien (SUN £4.0m),BHA-EVE-LIV-MCI-SUN,26.0,63.47999954223633,65.49,27.56,37.93,2.8,2.33,2.5455,-0.2
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Jacquet (LIV £5.0m) + O'Nien (SUN £4.0m) + Robertson (TOT £4.5m),BHA-CRY-LIV-SUN-TOT,23.0,66.94999694824219,58.82,24.81,34.0,2.8,2.33,2.5455,-0.2
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Jacquet (LIV £5.0m) + Hume (SUN £4.5m) + Robertson (TOT £4.5m),BHA-CRY-LIV-SUN-TOT,23.5,66.37999725341797,59.02,24.91,34.1,2.8,2.33,2.5455,-0.2
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Jacquet (LIV £5.0m) + Ballard (SUN £5.0m) + Robertson (TOT £4.5m),BHA-CRY-LIV-SUN-TOT,24.0,67.2300033569336,61.31,25.84,35.47,2.8,2.33,2.5455,-0.2
Band 1: Budget (£20.5m-£22.5m),1,Dunk (BHA £4.5m) + Ajer (BRE £4.5m) + Colwill (CHE £5.0m) + Mykolenko (EVE £4.5m) + O'Nien (SUN £4.0m),BHA-BRE-CHE-EVE-SUN,22.5,47.150001525878906,47.41,20.35,27.06,2.8,2.33,2.5455,-0.1903
Band 1: Budget (£20.5m-£22.5m),1,Vuskovic (BHA £5.0m) + Ajer (BRE £4.5m) + Chadi Riad (CRY £4.5m) + Shaw (MUN £4.5m) + O'Nien (SUN £4.0m),BHA-BRE-CRY-MUN-SUN,22.5,60.65999984741211,53.07,23.69,29.39,2.6,2.33,2.4545,-0.15
Band 1: Budget (£20.5m-£22.5m),1,Vuskovic (BHA £5.0m) + Ajer (BRE £4.5m) + Chadi Riad (CRY £4.5m) + Jair Cunha (NFO £4.5m) + O'Nien (SUN £4.0m),BHA-BRE-CRY-NFO-SUN,22.5,58.75,53.36,24.04,29.32,2.6,2.67,2.6364,0.1232
Band 3: Single Anchor (£24.5m-£25.0m),3,Vuskovic (BHA £5.0m) + Gvardiol (MCI £5.5m) + Shaw (MUN £4.5m) + Milenković (NFO £5.5m) + Hume (SUN £4.5m),BHA-MCI-MUN-NFO-SUN,25.0,71.05999755859375,59.61,26.59,33.02,2.4,2.33,2.3636,-0.1366
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Vuskovic (BHA £5.0m) + Gvardiol (MCI £5.5m) + Shaw (MUN £4.5m) + Milenković (NFO £5.5m) + Ballard (SUN £5.0m),BHA-MCI-MUN-NFO-SUN,25.5,70.83999633789062,61.74,27.52,34.21,2.4,2.33,2.3636,-0.1366
Band 1: Budget (£20.5m-£22.5m),1,Hato (CHE £4.5m) + Chadi Riad (CRY £4.5m) + Shaw (MUN £4.5m) + Jair Cunha (NFO £4.5m) + O'Nien (SUN £4.0m),CHE-CRY-MUN-NFO-SUN,22.0,54.79999923706055,48.24,22.05,26.19,2.4,2.5,2.4545,0.1673
Band 1: Budget (£20.5m-£22.5m),1,Hato (CHE £4.5m) + Chadi Riad (CRY £4.5m) + Shaw (MUN £4.5m) + Jair Cunha (NFO £4.5m) + Hume (SUN £4.5m),CHE-CRY-MUN-NFO-SUN,22.5,54.22999954223633,48.44,22.15,26.29,2.4,2.5,2.4545,0.1673
Band 4: Premium / Dual Anchor (£25.5m-£26.0m),4,Vuskovic (BHA £5.0m) + Gvardiol (MCI £5.5m) + Shaw (MUN £4.5m) + Milenković (NFO £5.5m) + Mukiele (SUN £5.5m),BHA-MCI-MUN-NFO-SUN,26.0,69.9000015258789,60.69,27.13,33.56,2.4,2.33,2.3636,-0.1366
Band 1: Budget (£20.5m-£22.5m),1,Hato (CHE £4.5m) + Chadi Riad (CRY £4.5m) + Shaw (MUN £4.5m) + Jair Cunha (NFO £4.5m) + Robertson (TOT £4.5m),CHE-CRY-MUN-NFO-TOT,22.5,51.79999923706055,48.87,21.67,27.19,2.6,2.5,2.5455,-0.0382
Band 1: Budget (£20.5m-£22.5m),1,Hato (CHE £4.5m) + Chadi Riad (CRY £4.5m) + Shaw (MUN £4.5m) + N.Williams (NFO £5.0m) + O'Nien (SUN £4.0m),CHE-CRY-MUN-NFO-SUN,22.5,53.7599983215332,48.18,22.09,26.09,2.4,2.5,2.4545,0.1673
Band 1: Budget (£20.5m-£22.5m),1,Dunk (BHA £4.5m) + Ajer (BRE £4.5m) + Colwill (CHE £5.0m) + Greaves (IPS £4.0m) + Shaw (MUN £4.5m),BHA-BRE-CHE-IPS-MUN,22.5,50.970001220703125,47.75,20.73,27.01,2.6,2.33,2.4545,-0.1793
Band 1: Budget (£20.5m-£22.5m),1,Dunk (BHA £4.5m) + Ajer (BRE £4.5m) + Colwill (CHE £5.0m) + Greaves (IPS £4.0m) + Jair Cunha (NFO £4.5m),BHA-BRE-CHE-IPS-NFO,22.5,47.83000183105469,47.35,21.09,26.26,2.6,2.67,2.6364,-0.0333
Band 1: Budget (£20.5m-£22.5m),1,Hato (CHE £4.5m) + Chadi Riad (CRY £4.5m) + Shaw (MUN £4.5m) + O'Nien (SUN £4.0m) + Robertson (TOT £4.5m),CHE-CRY-MUN-SUN-TOT,22.0,52.790000915527344,48.9,21.2,27.7,2.6,2.5,2.5455,0.189
Band 1: Budget (£20.5m-£22.5m),1,Hato (CHE £4.5m) + Chadi Riad (CRY £4.5m) + Shaw (MUN £4.5m) + O'Nien (SUN £4.0m) + Van Hecke (TOT £5.0m),CHE-CRY-MUN-SUN-TOT,22.5,52.04999923706055,49.01,21.28,27.73,2.6,2.5,2.5455,0.189
Band 1: Budget (£20.5m-£22.5m),1,Hato (CHE £4.5m) + Chadi Riad (CRY £4.5m) + Shaw (MUN £4.5m) + Hume (SUN £4.5m) + Robertson (TOT £4.5m),CHE-CRY-MUN-SUN-TOT,22.5,52.220001220703125,49.1,21.3,27.8,2.6,2.5,2.5455,0.189
Band 1: Budget (£20.5m-£22.5m),1,Dunk (BHA £4.5m) + Ajer (BRE £4.5m) + Colwill (CHE £5.0m) + Bogle (LEE £4.5m) + O'Nien (SUN £4.0m),BHA-BRE-CHE-LEE-SUN,22.5,44.970001220703125,46.21,19.4,26.81,2.8,2.33,2.5455,-0.1982
Band 2: Mid-Value (£23.0m-£24.0m),2,Vuskovic (BHA £5.0m) + Chadi Riad (CRY £4.5m) + Gvardiol (MCI £5.5m) + Shaw (MUN £4.5m) + O'Nien (SUN £4.0m),BHA-CRY-MCI-MUN-SUN,23.5,66.8499984741211,57.51,25.09,32.43,2.6,2.33,2.4545,-0.15
