pre_clubs,pre_unique,pre_pattern,pre_sun,gw13_eff_fdr,gw1_avg_fdr,gw23_rot_fdr,pre_corr,n_swaps,out_clubs,in_clubs,post_clubs,post_unique,post_pattern,post_sun,gw419_rot_fdr,gw419_no_diff_pct,gw419_all_easy_pct,post_corr,path_eff_fdr,scenario_eligible,scenario_rank
BRE-BHA-LIV-MCI-NFO,5,1+1+1+1+1,0,2.6364,2.8,2.5,0.6098,2,"BHA,BRE","AVL,CHE",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
CHE-CHE-CRY-LIV-MCI,4,2+1+1+1,0,2.6364,3.0,2.33,-0.3292,2,"CHE,CRY","AVL,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
AVL-CHE-CHE-CRY-LIV,4,2+1+1+1,0,2.6364,3.0,2.33,-0.3134,2,"CHE,CRY","BOU,NFO",AVL-BOU-CHE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,18.8,-0.0994,2.474583,False,
AVL-CHE-CHE-CRY-MCI,4,2+1+1+1,0,2.6364,3.0,2.33,-0.3134,2,"CHE,CRY","LIV,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
AVL-CHE-EVE-LIV-LIV,4,2+1+1+1,0,2.6364,3.0,2.33,-0.3061,2,"EVE,LIV","BOU,NFO",AVL-BOU-CHE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,18.8,-0.0994,2.474583,False,
AVL-CHE-EVE-MCI-MCI,4,2+1+1+1,0,2.6364,3.0,2.33,-0.3061,2,"EVE,MCI","LIV,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
BHA-CHE-EVE-LIV-LIV,4,2+1+1+1,0,2.6364,3.0,2.33,-0.3061,2,"BHA,LIV","BOU,NFO",BOU-CHE-EVE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0785,2.474583,False,
AVL-CHE-CHE-LEE-LIV,4,2+1+1+1,0,2.6364,3.0,2.33,-0.2988,2,"CHE,LEE","BOU,NFO",AVL-BOU-CHE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,18.8,-0.0994,2.474583,False,
AVL-CHE-CHE-LEE-MCI,4,2+1+1+1,0,2.6364,3.0,2.33,-0.2988,2,"CHE,LEE","LIV,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
AVL-AVL-CHE-EVE-LIV,4,2+1+1+1,0,2.6364,3.0,2.33,-0.2964,2,"AVL,EVE","BOU,NFO",AVL-BOU-CHE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,18.8,-0.0994,2.474583,False,
AVL-AVL-CHE-EVE-MCI,4,2+1+1+1,0,2.6364,3.0,2.33,-0.2964,2,"AVL,EVE","LIV,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
BHA-BHA-CHE-EVE-LIV,4,2+1+1+1,0,2.6364,3.0,2.33,-0.2964,2,"BHA,BHA","BOU,NFO",BOU-CHE-EVE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0785,2.474583,False,
BRE-BRE-CHE-EVE-LIV,4,2+1+1+1,0,2.6364,3.0,2.33,-0.289,2,"BRE,BRE","BOU,NFO",BOU-CHE-EVE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0785,2.474583,False,
BRE-CHE-EVE-LIV-LIV,4,2+1+1+1,0,2.6364,3.0,2.33,-0.289,2,"BRE,LIV","BOU,NFO",BOU-CHE-EVE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0785,2.474583,False,
CHE-EVE-LIV-LIV-MCI,4,2+1+1+1,0,2.6364,3.0,2.33,-0.289,2,"LIV,MCI","BOU,NFO",BOU-CHE-EVE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0785,2.474583,False,
CHE-EVE-LIV-MCI-MCI,4,2+1+1+1,0,2.6364,3.0,2.33,-0.289,2,"MCI,MCI","BOU,NFO",BOU-CHE-EVE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0785,2.474583,False,
CHE-CHE-LEE-LIV-MCI,4,2+1+1+1,0,2.6364,3.0,2.33,-0.278,2,"CHE,LEE","AVL,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
CHE-EVE-LIV-LIV-TOT,4,2+1+1+1,0,2.6364,3.0,2.33,-0.2689,2,"LIV,TOT","BOU,NFO",BOU-CHE-EVE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0785,2.474583,False,
AVL-CHE-EVE-LIV-TOT,5,1+1+1+1+1,0,2.6364,3.0,2.33,-0.2092,2,"EVE,TOT","BOU,NFO",AVL-BOU-CHE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,18.8,-0.0994,2.474583,False,
AVL-CHE-EVE-MCI-TOT,5,1+1+1+1+1,0,2.6364,3.0,2.33,-0.2092,2,"EVE,TOT","LIV,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
BHA-CHE-EVE-LIV-TOT,5,1+1+1+1+1,0,2.6364,3.0,2.33,-0.2092,2,"BHA,TOT","BOU,NFO",BOU-CHE-EVE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0785,2.474583,False,
AVL-BRE-CHE-EVE-LIV,5,1+1+1+1+1,0,2.6364,3.0,2.33,-0.2061,2,"BRE,EVE","BOU,NFO",AVL-BOU-CHE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,18.8,-0.0994,2.474583,False,
AVL-BRE-CHE-EVE-MCI,5,1+1+1+1+1,0,2.6364,3.0,2.33,-0.2061,2,"BRE,EVE","LIV,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
AVL-CHE-CRY-LIV-TOT,5,1+1+1+1+1,0,2.6364,3.0,2.33,-0.2061,2,"CRY,TOT","BOU,NFO",AVL-BOU-CHE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,18.8,-0.0994,2.474583,False,
AVL-CHE-CRY-MCI-TOT,5,1+1+1+1+1,0,2.6364,3.0,2.33,-0.2061,2,"CRY,TOT","LIV,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
AVL-CHE-EVE-LIV-MCI,5,1+1+1+1+1,0,2.6364,3.0,2.33,-0.2061,2,"EVE,MCI","BOU,NFO",AVL-BOU-CHE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,18.8,-0.0994,2.474583,False,
BRE-BHA-CHE-EVE-LIV,5,1+1+1+1+1,0,2.6364,3.0,2.33,-0.2061,2,"BHA,BRE","BOU,NFO",BOU-CHE-EVE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0785,2.474583,False,
BHA-CHE-EVE-LIV-MCI,5,1+1+1+1+1,0,2.6364,3.0,2.33,-0.2061,2,"BHA,MCI","BOU,NFO",BOU-CHE-EVE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0785,2.474583,False,
BRE-CHE-EVE-LIV-MCI,5,1+1+1+1+1,0,2.6364,3.0,2.33,-0.189,2,"BRE,MCI","BOU,NFO",BOU-CHE-EVE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0785,2.474583,False,
CHE-CRY-LIV-MCI-TOT,5,1+1+1+1+1,0,2.6364,3.0,2.33,-0.189,2,"CRY,TOT","AVL,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
CHE-EVE-LIV-MCI-TOT,5,1+1+1+1+1,0,2.6364,3.0,2.33,-0.1689,2,"MCI,TOT","BOU,NFO",BOU-CHE-EVE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0785,2.474583,False,
AVL-CHE-LEE-LIV-TOT,5,1+1+1+1+1,0,2.6364,3.0,2.33,-0.1671,2,"LEE,TOT","BOU,NFO",AVL-BOU-CHE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,18.8,-0.0994,2.474583,False,
AVL-CHE-LEE-MCI-TOT,5,1+1+1+1+1,0,2.6364,3.0,2.33,-0.1671,2,"LEE,TOT","LIV,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
AVL-EVE-LIV-MCI-TOT,5,1+1+1+1+1,0,2.6364,3.0,2.33,-0.15,2,"EVE,TOT","CHE,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
AVL-AVL-CHE-LEE-LIV,4,2+1+1+1,0,2.6364,3.0,2.33,-0.1177,2,"AVL,LEE","BOU,NFO",AVL-BOU-CHE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,18.8,-0.0994,2.474583,False,
AVL-AVL-CHE-LEE-MCI,4,2+1+1+1,0,2.6364,3.0,2.33,-0.1177,2,"AVL,LEE","LIV,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
AVL-CHE-LEE-LIV-LIV,4,2+1+1+1,0,2.6364,3.0,2.33,-0.114,2,"LEE,LIV","BOU,NFO",AVL-BOU-CHE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,18.8,-0.0994,2.474583,False,
AVL-CHE-LEE-MCI-MCI,4,2+1+1+1,0,2.6364,3.0,2.33,-0.114,2,"LEE,MCI","LIV,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
CHE-LEE-LIV-MCI-TOT,5,1+1+1+1+1,0,2.6364,3.0,2.33,-0.1134,2,"LEE,TOT","AVL,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
CHE-LEE-LIV-LIV-MCI,4,2+1+1+1,0,2.6364,3.0,2.33,-0.0835,2,"LEE,LIV","AVL,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
CHE-LEE-LIV-MCI-MCI,4,2+1+1+1,0,2.6364,3.0,2.33,-0.0835,2,"LEE,MCI","AVL,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
AVL-BRE-CHE-LEE-LIV,5,1+1+1+1+1,0,2.6364,3.0,2.33,-0.014,2,"BRE,LEE","BOU,NFO",AVL-BOU-CHE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,18.8,-0.0994,2.474583,False,
AVL-BRE-CHE-LEE-MCI,5,1+1+1+1+1,0,2.6364,3.0,2.33,-0.014,2,"BRE,LEE","LIV,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
AVL-CHE-LEE-LIV-MCI,5,1+1+1+1+1,0,2.6364,3.0,2.33,-0.014,2,"LEE,MCI","BOU,NFO",AVL-BOU-CHE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,18.8,-0.0994,2.474583,False,
BHA-CHE-LEE-LIV-MCI,5,1+1+1+1+1,0,2.6364,3.0,2.33,-0.014,2,"BHA,LEE","AVL,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
CHE-CRY-LIV-LIV-MCI,4,2+1+1+1,0,2.6364,3.0,2.33,-0.0091,2,"CRY,LIV","AVL,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
CHE-CRY-LIV-MCI-MCI,4,2+1+1+1,0,2.6364,3.0,2.33,-0.0091,2,"CRY,MCI","AVL,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
AVL-CHE-CRY-LIV-LIV,4,2+1+1+1,0,2.6364,3.0,2.33,-0.003,2,"CRY,LIV","BOU,NFO",AVL-BOU-CHE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,18.8,-0.0994,2.474583,False,
AVL-CHE-CRY-MCI-MCI,4,2+1+1+1,0,2.6364,3.0,2.33,-0.003,2,"CRY,MCI","LIV,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
BRE-CHE-LEE-LIV-MCI,5,1+1+1+1+1,0,2.6364,3.0,2.33,0.0165,2,"BRE,LEE","AVL,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
CHE-EVE-LIV-TOT-TOT,4,2+1+1+1,0,2.6364,3.0,2.33,0.0512,2,"TOT,TOT","BOU,NFO",BOU-CHE-EVE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0785,2.474583,False,
AVL-AVL-BRE-CHE-LIV,4,2+1+1+1,0,2.6364,3.0,2.33,0.061,2,"AVL,BRE","BOU,NFO",AVL-BOU-CHE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,18.8,-0.0994,2.474583,False,
AVL-AVL-BRE-CHE-MCI,4,2+1+1+1,0,2.6364,3.0,2.33,0.061,2,"AVL,BRE","LIV,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
AVL-AVL-CHE-LIV-MCI,4,2+1+1+1,0,2.6364,3.0,2.33,0.061,2,"AVL,MCI","BOU,NFO",AVL-BOU-CHE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,18.8,-0.0994,2.474583,False,
BHA-BHA-CHE-LIV-MCI,4,2+1+1+1,0,2.6364,3.0,2.33,0.061,2,"BHA,BHA","AVL,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
AVL-BRE-BRE-CHE-LIV,4,2+1+1+1,0,2.6364,3.0,2.33,0.0781,2,"BRE,BRE","BOU,NFO",AVL-BOU-CHE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,18.8,-0.0994,2.474583,False,
AVL-BRE-BRE-CHE-MCI,4,2+1+1+1,0,2.6364,3.0,2.33,0.0781,2,"BRE,BRE","LIV,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
AVL-BRE-CHE-LIV-LIV,4,2+1+1+1,0,2.6364,3.0,2.33,0.0781,2,"BRE,LIV","BOU,NFO",AVL-BOU-CHE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,18.8,-0.0994,2.474583,False,
AVL-BRE-CHE-MCI-MCI,4,2+1+1+1,0,2.6364,3.0,2.33,0.0781,2,"BRE,MCI","LIV,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
AVL-CHE-LIV-LIV-MCI,4,2+1+1+1,0,2.6364,3.0,2.33,0.0781,2,"LIV,MCI","BOU,NFO",AVL-BOU-CHE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,18.8,-0.0994,2.474583,False,
AVL-CHE-LIV-MCI-MCI,4,2+1+1+1,0,2.6364,3.0,2.33,0.0781,2,"MCI,MCI","BOU,NFO",AVL-BOU-CHE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,18.8,-0.0994,2.474583,False,
BHA-CHE-LIV-LIV-MCI,4,2+1+1+1,0,2.6364,3.0,2.33,0.0781,2,"BHA,LIV","AVL,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
BHA-CHE-LIV-MCI-MCI,4,2+1+1+1,0,2.6364,3.0,2.33,0.0781,2,"BHA,MCI","AVL,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
AVL-LEE-LIV-MCI-TOT,5,1+1+1+1+1,0,2.6364,3.0,2.33,0.0866,2,"LEE,TOT","CHE,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
BRE-CHE-CRY-LIV-MCI,5,1+1+1+1+1,0,2.6364,3.0,2.33,0.0909,2,"BRE,CRY","AVL,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
AVL-BRE-CHE-CRY-LIV,5,1+1+1+1+1,0,2.6364,3.0,2.33,0.097,2,"BRE,CRY","BOU,NFO",AVL-BOU-CHE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,18.8,-0.0994,2.474583,False,
AVL-BRE-CHE-CRY-MCI,5,1+1+1+1+1,0,2.6364,3.0,2.33,0.097,2,"BRE,CRY","LIV,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
AVL-CHE-CRY-LIV-MCI,5,1+1+1+1+1,0,2.6364,3.0,2.33,0.097,2,"CRY,MCI","BOU,NFO",AVL-BOU-CHE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,18.8,-0.0994,2.474583,False,
BHA-CHE-CRY-LIV-MCI,5,1+1+1+1+1,0,2.6364,3.0,2.33,0.097,2,"BHA,CRY","AVL,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
BRE-BRE-CHE-LIV-MCI,4,2+1+1+1,0,2.6364,3.0,2.33,0.122,2,"BRE,BRE","AVL,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
BRE-CHE-LIV-LIV-MCI,4,2+1+1+1,0,2.6364,3.0,2.33,0.122,2,"BRE,LIV","AVL,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
BRE-CHE-LIV-MCI-MCI,4,2+1+1+1,0,2.6364,3.0,2.33,0.122,2,"BRE,MCI","AVL,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
AVL-AVL-LIV-MCI-TOT,4,2+1+1+1,0,2.6364,3.0,2.33,0.1732,2,"AVL,TOT","CHE,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
AVL-CRY-LIV-MCI-TOT,5,1+1+1+1+1,0,2.6364,3.0,2.33,0.1732,2,"CRY,TOT","CHE,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
AVL-BRE-CHE-LIV-MCI,5,1+1+1+1+1,0,2.6364,3.0,2.33,0.1781,2,"BRE,MCI","BOU,NFO",AVL-BOU-CHE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,18.8,-0.0994,2.474583,False,
BRE-BHA-CHE-LIV-MCI,5,1+1+1+1+1,0,2.6364,3.0,2.33,0.1781,2,"BHA,BRE","AVL,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
AVL-LIV-LIV-MCI-TOT,4,2+1+1+1,0,2.6364,3.0,2.33,0.2232,2,"LIV,TOT","CHE,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
AVL-LIV-MCI-MCI-TOT,4,2+1+1+1,0,2.6364,3.0,2.33,0.2232,2,"MCI,TOT","CHE,NFO",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.474583,False,
BHA-MUN-NFO-NFO-SUN,4,2+1+1+1,1,2.4545,2.2,2.67,0.0268,2,"MUN,SUN","BOU,LIV",BOU-BHA-LIV-NFO-NFO,4,2+1+1+1,0,2.4792,100.0,25.0,-0.147,2.474595,False,
ARS-AVL-MUN-MUN-NFO,4,2+1+1+1,0,2.4545,2.2,2.67,0.0634,2,"MUN,MUN","BOU,LIV",ARS-AVL-BOU-LIV-NFO,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.1091,2.474595,False,
ARS-AVL-NFO-SUN-SUN,4,2+1+1+1,2,2.4545,2.2,2.67,0.0634,2,"SUN,SUN","BOU,LIV",ARS-AVL-BOU-LIV-NFO,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.1091,2.474595,False,
AVL-IPS-MUN-MUN-NFO,4,2+1+1+1,0,2.4545,2.2,2.67,0.0634,2,"MUN,MUN","BOU,CHE",AVL-BOU-CHE-IPS-NFO,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.117,2.474595,False,
ARS-AVL-MUN-NFO-SUN,5,1+1+1+1+1,1,2.4545,2.2,2.67,0.1634,2,"MUN,SUN","BOU,LIV",ARS-AVL-BOU-LIV-NFO,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.1091,2.474595,False,
EVE-MUN-NFO-NFO-SUN,4,2+1+1+1,1,2.4545,2.2,2.67,0.3,2,"MUN,NFO","BOU,COV",BOU-COV-EVE-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,31.2,-0.0867,2.474595,False,
ARS-EVE-NFO-SUN-SUN,4,2+1+1+1,2,2.4545,2.2,2.67,0.4366,2,"ARS,SUN","BOU,COV",BOU-COV-EVE-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,31.2,-0.0867,2.474595,False,
ARS-EVE-MUN-NFO-SUN,5,1+1+1+1+1,1,2.4545,2.2,2.67,0.5366,2,"ARS,MUN","BOU,COV",BOU-COV-EVE-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,31.2,-0.0867,2.474595,False,
LIV-MUN-NFO-NFO-TOT,4,2+1+1+1,0,2.4545,2.4,2.5,-0.2732,2,"MUN,TOT","BHA,BOU",BOU-BHA-LIV-NFO-NFO,4,2+1+1+1,0,2.4792,100.0,25.0,-0.147,2.474595,False,
LIV-NFO-NFO-TOT-SUN,4,2+1+1+1,1,2.4545,2.4,2.5,-0.2732,2,"SUN,TOT","BHA,BOU",BOU-BHA-LIV-NFO-NFO,4,2+1+1+1,0,2.4792,100.0,25.0,-0.147,2.474595,False,
MCI-MUN-NFO-NFO-TOT,4,2+1+1+1,0,2.4545,2.4,2.5,-0.2732,2,"MCI,MUN","BOU,CHE",BOU-CHE-NFO-NFO-TOT,4,2+1+1+1,0,2.4792,100.0,18.8,-0.1349,2.474595,False,
MCI-NFO-NFO-TOT-SUN,4,2+1+1+1,1,2.4545,2.4,2.5,-0.2732,2,"MCI,NFO","BOU,CHE",BOU-CHE-NFO-TOT-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1412,2.474595,False,
ARS-ARS-LIV-MCI-MUN,4,2+1+1+1,0,2.4545,2.4,2.5,-0.2,2,"ARS,MUN","AVL,COV",ARS-AVL-COV-LIV-MCI,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.0988,2.474595,False,
ARS-ARS-LIV-MCI-SUN,4,2+1+1+1,1,2.4545,2.4,2.5,-0.2,2,"ARS,ARS","BHA,COV",BHA-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.1292,2.474595,False,
IPS-IPS-LIV-MCI-MUN,4,2+1+1+1,0,2.4545,2.4,2.5,-0.2,2,"IPS,MUN","CHE,NEW",CHE-IPS-LIV-MCI-NEW,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.1753,2.474595,False,
IPS-IPS-MCI-MUN-TOT,4,2+1+1+1,0,2.4545,2.4,2.5,-0.2,2,"IPS,MUN","CHE,FUL",CHE-FUL-IPS-MCI-TOT,5,1+1+1+1+1,0,2.4792,100.0,18.8,-0.1129,2.474595,False,
BRE-CHE-MUN-NFO-NFO,4,2+1+1+1,0,2.4545,2.4,2.5,-0.1655,2,"BRE,MUN","BOU,TOT",BOU-CHE-NFO-NFO-TOT,4,2+1+1+1,0,2.4792,100.0,18.8,-0.1349,2.474595,False,
BRE-CHE-NFO-NFO-SUN,4,2+1+1+1,1,2.4545,2.4,2.5,-0.1655,2,"BRE,NFO","BOU,TOT",BOU-CHE-NFO-TOT-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1412,2.474595,False,
ARS-LIV-LIV-MUN-NFO,4,2+1+1+1,0,2.4545,2.4,2.5,-0.1634,2,"LIV,MUN","AVL,BOU",ARS-AVL-BOU-LIV-NFO,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.1091,2.474595,False,
ARS-LIV-LIV-NFO-SUN,4,2+1+1+1,1,2.4545,2.4,2.5,-0.1634,2,"LIV,SUN","AVL,BOU",ARS-AVL-BOU-LIV-NFO,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.1091,2.474595,False,
CRY-MCI-MUN-MUN-NFO,4,2+1+1+1,0,2.4545,2.4,2.5,-0.1634,2,"MUN,MUN","BHA,LIV",BHA-CRY-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4792,100.0,25.0,-0.0977,2.474595,False,
CRY-MCI-NFO-SUN-SUN,4,2+1+1+1,2,2.4545,2.4,2.5,-0.1634,2,"SUN,SUN","BHA,LIV",BHA-CRY-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4792,100.0,25.0,-0.0977,2.474595,False,
IPS-LIV-LIV-MUN-NFO,4,2+1+1+1,0,2.4545,2.4,2.5,-0.1634,2,"LIV,MUN","BOU,CHE",BOU-CHE-IPS-LIV-NFO,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.1093,2.474595,False,
IPS-MCI-MCI-MUN-NFO,4,2+1+1+1,0,2.4545,2.4,2.5,-0.1634,2,"MCI,MUN","CHE,LIV",CHE-IPS-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.0652,2.474595,False,
ARS-LIV-MUN-NFO-TOT,5,1+1+1+1+1,0,2.4545,2.4,2.5,-0.15,2,"MUN,TOT","AVL,BOU",ARS-AVL-BOU-LIV-NFO,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.1091,2.474595,False,
ARS-LIV-NFO-TOT-SUN,5,1+1+1+1+1,1,2.4545,2.4,2.5,-0.15,2,"ARS,LIV","BOU,CHE",BOU-CHE-NFO-TOT-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1412,2.474595,False,
ARS-MCI-MUN-NFO-TOT,5,1+1+1+1+1,0,2.4545,2.4,2.5,-0.15,2,"ARS,MUN","CHE,NEW",CHE-MCI-NEW-NFO-TOT,5,1+1+1+1+1,0,2.4792,100.0,18.8,-0.0976,2.474595,False,
