pre_clubs,pre_unique,pre_pattern,pre_sun,gw13_eff_fdr,gw1_avg_fdr,gw23_rot_fdr,pre_corr,n_swaps,out_clubs,in_clubs,post_clubs,post_unique,post_pattern,post_sun,gw419_rot_fdr,gw419_no_diff_pct,gw419_all_easy_pct,post_corr,path_eff_fdr,scenario_eligible,scenario_rank
LIV-MCI-MUN-MUN-NFO,4,2+1+1+1,0,2.3636,2.4,2.33,-0.3,2,"MUN,MUN","AVL,CHE",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.423722,True,1.0
LIV-MCI-NFO-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.3,2,"SUN,SUN","AVL,CHE",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.423722,True,2.0
AVL-LIV-MUN-MUN-NFO,4,2+1+1+1,0,2.3636,2.4,2.33,-0.2366,2,"MUN,MUN","BOU,CHE",AVL-BOU-CHE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,18.8,-0.0994,2.423722,True,3.0
AVL-LIV-NFO-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.2366,2,"SUN,SUN","BOU,CHE",AVL-BOU-CHE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,18.8,-0.0994,2.423722,True,4.0
AVL-MCI-MUN-MUN-NFO,4,2+1+1+1,0,2.3636,2.4,2.33,-0.2366,2,"MUN,MUN","CHE,LIV",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.423722,True,5.0
AVL-MCI-NFO-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.2366,2,"SUN,SUN","CHE,LIV",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.423722,True,6.0
LIV-MCI-MUN-NFO-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.2,2,"MUN,SUN","AVL,CHE",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.423722,True,7.0
CHE-LIV-MUN-MUN-NFO,4,2+1+1+1,0,2.3636,2.4,2.33,-0.1382,2,"MUN,MUN","AVL,BOU",AVL-BOU-CHE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,18.8,-0.0994,2.423722,True,8.0
CHE-LIV-NFO-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.1382,2,"SUN,SUN","AVL,BOU",AVL-BOU-CHE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,18.8,-0.0994,2.423722,True,9.0
CHE-MCI-MUN-MUN-NFO,4,2+1+1+1,0,2.3636,2.4,2.33,-0.1382,2,"MUN,MUN","AVL,LIV",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.423722,True,10.0
CHE-MCI-NFO-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.1382,2,"SUN,SUN","AVL,LIV",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.423722,True,11.0
AVL-LIV-MUN-NFO-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.1366,2,"MUN,SUN","BOU,CHE",AVL-BOU-CHE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,18.8,-0.0994,2.423722,True,12.0
AVL-MCI-MUN-NFO-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.1366,2,"MUN,SUN","CHE,LIV",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.423722,True,13.0
AVL-CHE-MUN-MUN-NFO,4,2+1+1+1,0,2.3636,2.4,2.33,-0.0652,2,"MUN,MUN","BOU,LIV",AVL-BOU-CHE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,18.8,-0.0994,2.423722,True,14.0
AVL-CHE-NFO-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.0652,2,"SUN,SUN","BOU,LIV",AVL-BOU-CHE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,18.8,-0.0994,2.423722,True,15.0
CHE-LIV-MUN-NFO-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.0382,2,"MUN,SUN","AVL,BOU",AVL-BOU-CHE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,18.8,-0.0994,2.423722,True,16.0
CHE-MCI-MUN-NFO-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.0382,2,"MUN,SUN","AVL,LIV",AVL-CHE-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4375,100.0,25.0,-0.0529,2.423722,True,17.0
AVL-CHE-MUN-NFO-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,0.0348,2,"MUN,SUN","BOU,LIV",AVL-BOU-CHE-LIV-NFO,5,1+1+1+1+1,0,2.4375,100.0,18.8,-0.0994,2.423722,True,18.0
LIV-MUN-MUN-NFO-SUN,4,2+1+1+1,1,2.2727,2.2,2.33,-0.1,2,"MUN,MUN","BOU,CHE",BOU-CHE-LIV-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,18.8,-0.0575,2.4407,True,19.0
LIV-MUN-NFO-SUN-SUN,4,2+1+1+1,2,2.2727,2.2,2.33,-0.1,2,"MUN,SUN","BOU,CHE",BOU-CHE-LIV-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,18.8,-0.0575,2.4407,True,20.0
LIV-MCI-MUN-MUN-SUN,4,2+1+1+1,1,2.2727,2.4,2.17,-0.3,2,"MUN,MUN","BHA,COV",BHA-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.1292,2.4407,True,21.0
LIV-MCI-MUN-SUN-SUN,4,2+1+1+1,2,2.2727,2.4,2.17,-0.3,2,"MUN,SUN","BHA,COV",BHA-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.1292,2.4407,True,22.0
BHA-LIV-MUN-MUN-SUN,4,2+1+1+1,1,2.2727,2.4,2.17,-0.2732,2,"MUN,MUN","COV,MCI",BHA-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.1292,2.4407,True,23.0
BHA-LIV-MUN-SUN-SUN,4,2+1+1+1,2,2.2727,2.4,2.17,-0.2732,2,"MUN,SUN","COV,MCI",BHA-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.1292,2.4407,True,24.0
BHA-MCI-MUN-MUN-SUN,4,2+1+1+1,1,2.2727,2.4,2.17,-0.2732,2,"MUN,MUN","COV,LIV",BHA-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.1292,2.4407,True,25.0
BHA-MCI-MUN-SUN-SUN,4,2+1+1+1,2,2.2727,2.4,2.17,-0.2732,2,"MUN,SUN","COV,LIV",BHA-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.1292,2.4407,True,26.0
AVL-MUN-MUN-NFO-SUN,4,2+1+1+1,1,2.2727,2.2,2.33,-0.0098,2,"MUN,SUN","BOU,LIV",AVL-BOU-LIV-MUN-NFO,5,1+1+1+1+1,0,2.5,100.0,12.5,-0.0977,2.457622,True,27.0
AVL-MUN-NFO-SUN-SUN,4,2+1+1+1,2,2.2727,2.2,2.33,-0.0098,2,"SUN,SUN","BOU,LIV",AVL-BOU-LIV-MUN-NFO,5,1+1+1+1+1,0,2.5,100.0,12.5,-0.0977,2.457622,True,28.0
BHA-MUN-MUN-NFO-SUN,4,2+1+1+1,1,2.2727,2.2,2.33,-0.0098,2,"MUN,MUN","LIV,TOT",BHA-LIV-NFO-TOT-SUN,5,1+1+1+1+1,1,2.5,100.0,18.8,-0.1476,2.457622,True,29.0
BHA-MUN-NFO-SUN-SUN,4,2+1+1+1,2,2.2727,2.2,2.33,-0.0098,2,"MUN,SUN","LIV,TOT",BHA-LIV-NFO-TOT-SUN,5,1+1+1+1+1,1,2.5,100.0,18.8,-0.1476,2.457622,True,30.0
ARS-LIV-MUN-MUN-SUN,4,2+1+1+1,1,2.2727,2.2,2.33,0.0,2,"MUN,MUN","COV,MCI",ARS-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,31.2,-0.0733,2.457622,True,31.0
ARS-LIV-MUN-SUN-SUN,4,2+1+1+1,2,2.2727,2.2,2.33,0.0,2,"MUN,SUN","COV,MCI",ARS-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,31.2,-0.0733,2.457622,True,32.0
ARS-MCI-MUN-MUN-SUN,4,2+1+1+1,1,2.2727,2.2,2.33,0.0,2,"MUN,MUN","COV,LIV",ARS-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,31.2,-0.0733,2.457622,True,33.0
ARS-MCI-MUN-SUN-SUN,4,2+1+1+1,2,2.2727,2.2,2.33,0.0,2,"MUN,SUN","COV,LIV",ARS-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,31.2,-0.0733,2.457622,True,34.0
BRE-MCI-MUN-MUN-SUN,4,2+1+1+1,1,2.2727,2.4,2.17,-0.3,2,"MUN,MUN","AVL,CHE",AVL-BRE-CHE-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,18.8,-0.0507,2.457622,True,35.0
BRE-MCI-MUN-SUN-SUN,4,2+1+1+1,2,2.2727,2.4,2.17,-0.3,2,"MUN,SUN","AVL,CHE",AVL-BRE-CHE-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,18.8,-0.0507,2.457622,True,36.0
AVL-BRE-MUN-MUN-SUN,4,2+1+1+1,1,2.2727,2.4,2.17,-0.2732,2,"MUN,MUN","CHE,MCI",AVL-BRE-CHE-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,18.8,-0.0507,2.457622,True,37.0
AVL-BRE-MUN-SUN-SUN,4,2+1+1+1,2,2.2727,2.4,2.17,-0.2732,2,"MUN,SUN","CHE,MCI",AVL-BRE-CHE-MCI-SUN,5,1+1+1+1+1,1,2.5,100.0,18.8,-0.0507,2.457622,True,38.0
AVL-LIV-MUN-MUN-SUN,4,2+1+1+1,1,2.2727,2.4,2.17,-0.2732,2,"MUN,SUN","BOU,COV",AVL-BOU-COV-LIV-MUN,5,1+1+1+1+1,0,2.5,100.0,12.5,-0.1393,2.457622,True,39.0
AVL-LIV-MUN-SUN-SUN,4,2+1+1+1,2,2.2727,2.4,2.17,-0.2732,2,"SUN,SUN","BOU,COV",AVL-BOU-COV-LIV-MUN,5,1+1+1+1+1,0,2.5,100.0,12.5,-0.1393,2.457622,True,40.0
AVL-MCI-MUN-MUN-SUN,4,2+1+1+1,1,2.2727,2.4,2.17,-0.2732,2,"MUN,MUN","CHE,NEW",AVL-CHE-MCI-NEW-SUN,5,1+1+1+1+1,1,2.5,100.0,12.5,-0.1692,2.457622,True,41.0
AVL-MCI-MUN-SUN-SUN,4,2+1+1+1,2,2.2727,2.4,2.17,-0.2732,2,"MUN,SUN","CHE,NEW",AVL-CHE-MCI-NEW-SUN,5,1+1+1+1+1,1,2.5,100.0,12.5,-0.1692,2.457622,True,42.0
LIV-MUN-NFO-NFO-SUN,4,2+1+1+1,1,2.3636,2.2,2.5,-0.1,2,"MUN,SUN","BHA,BOU",BOU-BHA-LIV-NFO-NFO,4,2+1+1+1,0,2.4792,100.0,25.0,-0.147,2.457647,True,43.0
ARS-LIV-MUN-MUN-NFO,4,2+1+1+1,0,2.3636,2.2,2.5,-0.0634,2,"MUN,MUN","AVL,BOU",ARS-AVL-BOU-LIV-NFO,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.1091,2.457647,True,44.0
ARS-LIV-NFO-SUN-SUN,4,2+1+1+1,2,2.3636,2.2,2.5,-0.0634,2,"SUN,SUN","AVL,BOU",ARS-AVL-BOU-LIV-NFO,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.1091,2.457647,True,45.0
IPS-LIV-MUN-MUN-NFO,4,2+1+1+1,0,2.3636,2.2,2.5,-0.0634,2,"MUN,MUN","BOU,CHE",BOU-CHE-IPS-LIV-NFO,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.1093,2.457647,True,46.0
IPS-MCI-MUN-MUN-NFO,4,2+1+1+1,0,2.3636,2.2,2.5,-0.0634,2,"MUN,MUN","CHE,LIV",CHE-IPS-LIV-MCI-NFO,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.0652,2.457647,True,47.0
MUN-NFO-NFO-TOT-SUN,4,2+1+1+1,1,2.3636,2.2,2.5,0.0268,2,"MUN,NFO","BOU,CHE",BOU-CHE-NFO-TOT-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1412,2.457647,True,48.0
ARS-LIV-MUN-NFO-SUN,5,1+1+1+1+1,1,2.3636,2.2,2.5,0.0366,2,"MUN,SUN","AVL,BOU",ARS-AVL-BOU-LIV-NFO,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.1091,2.457647,True,49.0
ARS-NFO-TOT-SUN-SUN,4,2+1+1+1,2,2.3636,2.2,2.5,0.15,2,"ARS,SUN","BOU,CHE",BOU-CHE-NFO-TOT-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1412,2.457647,True,50.0
CHE-MUN-NFO-NFO-SUN,4,2+1+1+1,1,2.3636,2.2,2.5,0.2235,2,"MUN,NFO","BOU,TOT",BOU-CHE-NFO-TOT-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1412,2.457647,True,51.0
ARS-MUN-NFO-TOT-SUN,5,1+1+1+1+1,1,2.3636,2.2,2.5,0.25,2,"ARS,MUN","BOU,CHE",BOU-CHE-NFO-TOT-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1412,2.457647,True,52.0
MUN-MUN-NFO-TOT-SUN,4,2+1+1+1,1,2.3636,2.2,2.5,0.2634,2,"MUN,MUN","BOU,CHE",BOU-CHE-NFO-TOT-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1412,2.457647,True,53.0
MUN-NFO-TOT-SUN-SUN,4,2+1+1+1,2,2.3636,2.2,2.5,0.2634,2,"MUN,SUN","BOU,CHE",BOU-CHE-NFO-TOT-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1412,2.457647,True,54.0
ARS-CHE-NFO-SUN-SUN,4,2+1+1+1,2,2.3636,2.2,2.5,0.3618,2,"ARS,SUN","BOU,TOT",BOU-CHE-NFO-TOT-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1412,2.457647,True,55.0
CHE-IPS-MUN-MUN-NFO,4,2+1+1+1,0,2.3636,2.2,2.5,0.3618,2,"MUN,MUN","BOU,FUL",BOU-CHE-FUL-IPS-NFO,5,1+1+1+1+1,0,2.4792,100.0,6.2,-0.1258,2.457647,True,56.0
CHE-MUN-MUN-NFO-SUN,4,2+1+1+1,1,2.3636,2.2,2.5,0.4507,2,"MUN,MUN","BOU,TOT",BOU-CHE-NFO-TOT-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1412,2.457647,True,57.0
CHE-MUN-NFO-SUN-SUN,4,2+1+1+1,2,2.3636,2.2,2.5,0.4507,2,"MUN,SUN","BOU,TOT",BOU-CHE-NFO-TOT-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1412,2.457647,True,58.0
ARS-CHE-MUN-NFO-SUN,5,1+1+1+1+1,1,2.3636,2.2,2.5,0.4618,2,"ARS,MUN","BOU,TOT",BOU-CHE-NFO-TOT-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1412,2.457647,True,59.0
EVE-MUN-MUN-NFO-SUN,4,2+1+1+1,1,2.3636,2.2,2.5,0.5,2,"MUN,MUN","BOU,COV",BOU-COV-EVE-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,31.2,-0.0867,2.457647,True,60.0
EVE-MUN-NFO-SUN-SUN,4,2+1+1+1,2,2.3636,2.2,2.5,0.5,2,"MUN,SUN","BOU,COV",BOU-COV-EVE-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,31.2,-0.0867,2.457647,True,61.0
ARS-LIV-MCI-MUN-MUN,4,2+1+1+1,0,2.3636,2.4,2.33,-0.3,2,"MUN,MUN","AVL,COV",ARS-AVL-COV-LIV-MCI,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.0988,2.457647,True,62.0
ARS-LIV-MCI-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.3,2,"ARS,SUN","BHA,COV",BHA-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.1292,2.457647,True,63.0
BRE-LIV-NFO-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.3,2,"BRE,SUN","BOU,CHE",BOU-CHE-LIV-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,18.8,-0.0575,2.457647,True,64.0
IPS-LIV-MCI-MUN-MUN,4,2+1+1+1,0,2.3636,2.4,2.33,-0.3,2,"MUN,MUN","CHE,NEW",CHE-IPS-LIV-MCI-NEW,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.1753,2.457647,True,65.0
LIV-LIV-MUN-NFO-SUN,4,2+1+1+1,1,2.3636,2.4,2.33,-0.3,2,"LIV,MUN","BOU,CHE",BOU-CHE-LIV-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,18.8,-0.0575,2.457647,True,66.0
ARS-AVL-LIV-MUN-MUN,4,2+1+1+1,0,2.3636,2.4,2.33,-0.2366,2,"MUN,MUN","BOU,COV",ARS-AVL-BOU-COV-LIV,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.124,2.457647,True,67.0
ARS-AVL-LIV-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.2366,2,"SUN,SUN","BOU,COV",ARS-AVL-BOU-COV-LIV,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.124,2.457647,True,68.0
ARS-AVL-MCI-MUN-MUN,4,2+1+1+1,0,2.3636,2.4,2.33,-0.2366,2,"MUN,MUN","COV,LIV",ARS-AVL-COV-LIV-MCI,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.0988,2.457647,True,69.0
ARS-AVL-MCI-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.2366,2,"SUN,SUN","COV,LIV",ARS-AVL-COV-LIV-MCI,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.0988,2.457647,True,70.0
ARS-BHA-LIV-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.2366,2,"ARS,SUN","COV,MCI",BHA-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.1292,2.457647,True,71.0
ARS-BHA-MCI-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.2366,2,"ARS,SUN","COV,LIV",BHA-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.1292,2.457647,True,72.0
AVL-BRE-MUN-MUN-NFO,4,2+1+1+1,0,2.3636,2.4,2.33,-0.2366,2,"MUN,MUN","BOU,COV",AVL-BOU-BRE-COV-NFO,5,1+1+1+1+1,0,2.4792,100.0,18.8,-0.14,2.457647,True,73.0
AVL-BRE-NFO-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.2366,2,"SUN,SUN","BOU,COV",AVL-BOU-BRE-COV-NFO,5,1+1+1+1+1,0,2.4792,100.0,18.8,-0.14,2.457647,True,74.0
AVL-IPS-MCI-MUN-MUN,4,2+1+1+1,0,2.3636,2.4,2.33,-0.2366,2,"MUN,MUN","CHE,NFO",AVL-CHE-IPS-MCI-NFO,5,1+1+1+1+1,0,2.4792,100.0,18.8,-0.0641,2.457647,True,75.0
BHA-LIV-MUN-MUN-NFO,4,2+1+1+1,0,2.3636,2.4,2.33,-0.2366,2,"MUN,MUN","BOU,NEW",BOU-BHA-LIV-NEW-NFO,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.1525,2.457647,True,76.0
BHA-LIV-NFO-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.2366,2,"SUN,SUN","BOU,NEW",BOU-BHA-LIV-NEW-NFO,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.1525,2.457647,True,77.0
BHA-MCI-MUN-MUN-NFO,4,2+1+1+1,0,2.3636,2.4,2.33,-0.2366,2,"MUN,MUN","LIV,NEW",BHA-LIV-MCI-NEW-NFO,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.1303,2.457647,True,78.0
BHA-MCI-NFO-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.2366,2,"SUN,SUN","LIV,NEW",BHA-LIV-MCI-NEW-NFO,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.1303,2.457647,True,79.0
LIV-MUN-MUN-NFO-TOT,4,2+1+1+1,0,2.3636,2.4,2.33,-0.2366,2,"MUN,MUN","EVE,NEW",EVE-LIV-NEW-NFO-TOT,5,1+1+1+1+1,0,2.4792,100.0,25.0,-0.1014,2.457647,True,80.0
LIV-NFO-TOT-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.2366,2,"LIV,SUN","BOU,CHE",BOU-CHE-NFO-TOT-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1412,2.457647,True,81.0
MCI-MUN-MUN-NFO-TOT,4,2+1+1+1,0,2.3636,2.4,2.33,-0.2366,2,"MUN,MUN","CHE,NEW",CHE-MCI-NEW-NFO-TOT,5,1+1+1+1+1,0,2.4792,100.0,18.8,-0.0976,2.457647,True,82.0
MCI-NFO-TOT-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.2366,2,"MCI,SUN","BOU,CHE",BOU-CHE-NFO-TOT-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1412,2.457647,True,83.0
ARS-LIV-MCI-MUN-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.2,2,"ARS,MUN","BHA,COV",BHA-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.1292,2.457647,True,84.0
BRE-LIV-MUN-NFO-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.2,2,"BRE,MUN","BOU,CHE",BOU-CHE-LIV-NFO-SUN,5,1+1+1+1+1,1,2.4792,100.0,18.8,-0.0575,2.457647,True,85.0
AVL-MUN-MUN-NFO-TOT,4,2+1+1+1,0,2.3636,2.4,2.33,-0.1964,2,"MUN,MUN","FUL,LEE",AVL-FUL-LEE-NFO-TOT,5,1+1+1+1+1,0,2.4792,100.0,0.0,-0.2008,2.457647,True,86.0
AVL-NFO-TOT-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.1964,2,"SUN,SUN","FUL,LEE",AVL-FUL-LEE-NFO-TOT,5,1+1+1+1+1,0,2.4792,100.0,0.0,-0.2008,2.457647,True,87.0
BHA-NFO-TOT-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.1964,2,"BHA,SUN","BOU,CHE",BOU-CHE-NFO-TOT-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1412,2.457647,True,88.0
IPS-MCI-MUN-MUN-TOT,4,2+1+1+1,0,2.3636,2.4,2.33,-0.15,2,"MUN,MUN","CHE,FUL",CHE-FUL-IPS-MCI-TOT,5,1+1+1+1+1,0,2.4792,100.0,18.8,-0.1129,2.457647,True,89.0
BRE-CHE-MUN-MUN-NFO,4,2+1+1+1,0,2.3636,2.4,2.33,-0.1382,2,"MUN,MUN","AVL,BOU",AVL-BOU-BRE-CHE-NFO,5,1+1+1+1+1,0,2.4792,100.0,6.2,-0.1001,2.457647,True,90.0
BRE-CHE-NFO-SUN-SUN,4,2+1+1+1,2,2.3636,2.4,2.33,-0.1382,2,"BRE,SUN","BOU,TOT",BOU-CHE-NFO-TOT-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1412,2.457647,True,91.0
ARS-AVL-LIV-MUN-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.1366,2,"MUN,SUN","BOU,COV",ARS-AVL-BOU-COV-LIV,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.124,2.457647,True,92.0
ARS-AVL-MCI-MUN-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.1366,2,"MUN,SUN","COV,LIV",ARS-AVL-COV-LIV-MCI,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.0988,2.457647,True,93.0
ARS-BHA-LIV-MUN-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.1366,2,"ARS,MUN","COV,MCI",BHA-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.1292,2.457647,True,94.0
ARS-BHA-MCI-MUN-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.1366,2,"ARS,MUN","COV,LIV",BHA-COV-LIV-MCI-SUN,5,1+1+1+1+1,1,2.4792,100.0,25.0,-0.1292,2.457647,True,95.0
AVL-BRE-MUN-NFO-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.1366,2,"MUN,SUN","BOU,COV",AVL-BOU-BRE-COV-NFO,5,1+1+1+1+1,0,2.4792,100.0,18.8,-0.14,2.457647,True,96.0
BHA-LIV-MUN-NFO-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.1366,2,"MUN,SUN","BOU,NEW",BOU-BHA-LIV-NEW-NFO,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.1525,2.457647,True,97.0
BHA-MCI-MUN-NFO-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.1366,2,"MUN,SUN","LIV,NEW",BHA-LIV-MCI-NEW-NFO,5,1+1+1+1+1,0,2.4792,100.0,12.5,-0.1303,2.457647,True,98.0
LIV-MUN-NFO-TOT-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.1366,2,"LIV,MUN","BOU,CHE",BOU-CHE-NFO-TOT-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1412,2.457647,True,99.0
MCI-MUN-NFO-TOT-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.1366,2,"MCI,MUN","BOU,CHE",BOU-CHE-NFO-TOT-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1412,2.457647,True,100.0
AVL-MUN-NFO-TOT-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.0964,2,"MUN,SUN","FUL,LEE",AVL-FUL-LEE-NFO-TOT,5,1+1+1+1+1,0,2.4792,100.0,0.0,-0.2008,2.457647,True,101.0
BHA-MUN-NFO-TOT-SUN,5,1+1+1+1+1,1,2.3636,2.4,2.33,-0.0964,2,"BHA,MUN","BOU,CHE",BOU-CHE-NFO-TOT-SUN,5,1+1+1+1+1,1,2.4792,100.0,12.5,-0.1412,2.457647,True,102.0
BHA-CHE-MUN-MUN-NFO,4,2+1+1+1,0,2.3636,2.4,2.33,-0.0652,2,"MUN,MUN","BOU,NFO",BOU-BHA-CHE-NFO-NFO,4,2+1+1+1,0,2.4792,100.0,18.8,-0.1158,2.457647,True,103.0
