horizon,start_gw,end_gw,num_gws,clubs,club1,club2,club3,club4,club5,promoted_count,is_pl_proven,rot_avg_fdr,max_worst_starter,no_diff_gws,no_diff_pct,all_easy_gws,all_easy_pct,avg_fdr_corr
gw1_3,1,3,3,ARS-AVL-BOU-BRE-BHA,ARS,AVL,BOU,BRE,BHA,0,True,2.6667,4.0,2,66.7,1,33.3,0.1732
gw1_3,1,3,3,ARS-AVL-BOU-BRE-CHE,ARS,AVL,BOU,BRE,CHE,0,True,2.5556,3.0,3,100.0,0,0.0,-0.2061
gw1_3,1,3,3,ARS-AVL-BOU-BRE-COV,ARS,AVL,BOU,BRE,COV,1,False,2.5556,3.0,3,100.0,0,0.0,-0.15
gw1_3,1,3,3,ARS-AVL-BOU-BRE-CRY,ARS,AVL,BOU,BRE,CRY,0,True,2.7778,4.0,2,66.7,0,0.0,0.1232
gw1_3,1,3,3,ARS-AVL-BOU-BRE-EVE,ARS,AVL,BOU,BRE,EVE,0,True,2.6667,3.0,3,100.0,0,0.0,-0.2
gw1_3,1,3,3,ARS-AVL-BOU-BRE-FUL,ARS,AVL,BOU,BRE,FUL,0,True,2.6667,3.0,3,100.0,0,0.0,0.0366
gw1_3,1,3,3,ARS-AVL-BOU-BRE-HUL,ARS,AVL,BOU,BRE,HUL,1,False,2.5556,3.0,3,100.0,0,0.0,-0.0634
gw1_3,1,3,3,ARS-AVL-BOU-BRE-IPS,ARS,AVL,BOU,BRE,IPS,0,True,2.6667,4.0,2,66.7,0,0.0,-0.0634
gw1_3,1,3,3,ARS-AVL-BOU-BRE-LEE,ARS,AVL,BOU,BRE,LEE,0,True,2.6667,3.0,3,100.0,0,0.0,-0.0134
gw1_3,1,3,3,ARS-AVL-BOU-BRE-LIV,ARS,AVL,BOU,BRE,LIV,0,True,2.5556,3.0,3,100.0,1,33.3,0.1732
gw1_3,1,3,3,ARS-AVL-BOU-BRE-MCI,ARS,AVL,BOU,BRE,MCI,0,True,2.5556,3.0,3,100.0,1,33.3,0.1732
gw1_3,1,3,3,ARS-AVL-BOU-BRE-MUN,ARS,AVL,BOU,BRE,MUN,0,True,2.4444,3.0,3,100.0,0,0.0,-0.2
gw1_3,1,3,3,ARS-AVL-BOU-BRE-NEW,ARS,AVL,BOU,BRE,NEW,0,True,2.6667,3.0,3,100.0,0,0.0,0.0366
gw1_3,1,3,3,ARS-AVL-BOU-BRE-NFO,ARS,AVL,BOU,BRE,NFO,0,True,2.6667,4.0,2,66.7,0,0.0,0.0366
gw1_3,1,3,3,ARS-AVL-BOU-BRE-TOT,ARS,AVL,BOU,BRE,TOT,0,True,2.5556,3.0,3,100.0,0,0.0,-0.15
gw1_3,1,3,3,ARS-AVL-BOU-BRE-SUN,ARS,AVL,BOU,BRE,SUN,1,False,2.4444,3.0,3,100.0,0,0.0,-0.2
gw1_3,1,3,3,ARS-AVL-BOU-BHA-CHE,ARS,AVL,BOU,BHA,CHE,0,True,2.6667,4.0,2,66.7,0,0.0,-0.1964
gw1_3,1,3,3,ARS-AVL-BOU-BHA-COV,ARS,AVL,BOU,BHA,COV,1,False,2.6667,4.0,2,66.7,0,0.0,-0.1732
gw1_3,1,3,3,ARS-AVL-BOU-BHA-CRY,ARS,AVL,BOU,BHA,CRY,0,True,2.8889,4.0,2,66.7,0,0.0,0.1732
gw1_3,1,3,3,ARS-AVL-BOU-BHA-EVE,ARS,AVL,BOU,BHA,EVE,0,True,2.7778,4.0,2,66.7,0,0.0,-0.1732
gw1_3,1,3,3,ARS-AVL-BOU-BHA-FUL,ARS,AVL,BOU,BHA,FUL,0,True,2.7778,4.0,2,66.7,0,0.0,0.0
gw1_3,1,3,3,ARS-AVL-BOU-BHA-HUL,ARS,AVL,BOU,BHA,HUL,1,False,2.6667,4.0,2,66.7,0,0.0,-0.1
gw1_3,1,3,3,ARS-AVL-BOU-BHA-IPS,ARS,AVL,BOU,BHA,IPS,0,True,2.7778,4.0,2,66.7,0,0.0,0.0
gw1_3,1,3,3,ARS-AVL-BOU-BHA-LEE,ARS,AVL,BOU,BHA,LEE,0,True,2.7778,4.0,2,66.7,0,0.0,0.0
gw1_3,1,3,3,ARS-AVL-BOU-BHA-LIV,ARS,AVL,BOU,BHA,LIV,0,True,2.6667,4.0,2,66.7,1,33.3,0.1732
gw1_3,1,3,3,ARS-AVL-BOU-BHA-MCI,ARS,AVL,BOU,BHA,MCI,0,True,2.6667,4.0,2,66.7,1,33.3,0.1732
gw1_3,1,3,3,ARS-AVL-BOU-BHA-MUN,ARS,AVL,BOU,BHA,MUN,0,True,2.5556,4.0,2,66.7,0,0.0,-0.1732
gw1_3,1,3,3,ARS-AVL-BOU-BHA-NEW,ARS,AVL,BOU,BHA,NEW,0,True,2.7778,4.0,2,66.7,0,0.0,0.0
gw1_3,1,3,3,ARS-AVL-BOU-BHA-NFO,ARS,AVL,BOU,BHA,NFO,0,True,2.7778,4.0,2,66.7,0,0.0,0.1
gw1_3,1,3,3,ARS-AVL-BOU-BHA-TOT,ARS,AVL,BOU,BHA,TOT,0,True,2.6667,4.0,2,66.7,0,0.0,-0.1732
gw1_3,1,3,3,ARS-AVL-BOU-BHA-SUN,ARS,AVL,BOU,BHA,SUN,1,False,2.5556,4.0,2,66.7,0,0.0,-0.1732
gw1_3,1,3,3,ARS-AVL-BOU-CHE-COV,ARS,AVL,BOU,CHE,COV,1,False,2.6667,4.0,2,66.7,0,0.0,-0.2092
gw1_3,1,3,3,ARS-AVL-BOU-CHE-CRY,ARS,AVL,BOU,CHE,CRY,0,True,2.7778,4.0,2,66.7,0,0.0,-0.1872
gw1_3,1,3,3,ARS-AVL-BOU-CHE-EVE,ARS,AVL,BOU,CHE,EVE,0,True,2.7778,4.0,2,66.7,0,0.0,-0.1903
gw1_3,1,3,3,ARS-AVL-BOU-CHE-FUL,ARS,AVL,BOU,CHE,FUL,0,True,2.6667,3.0,3,100.0,0,0.0,-0.2171
gw1_3,1,3,3,ARS-AVL-BOU-CHE-HUL,ARS,AVL,BOU,CHE,HUL,1,False,2.5556,3.0,3,100.0,0,0.0,-0.2155
gw1_3,1,3,3,ARS-AVL-BOU-CHE-IPS,ARS,AVL,BOU,CHE,IPS,0,True,2.7778,4.0,1,33.3,0,0.0,-0.1793
gw1_3,1,3,3,ARS-AVL-BOU-CHE-LEE,ARS,AVL,BOU,CHE,LEE,0,True,2.6667,3.0,3,100.0,0,0.0,-0.1982
gw1_3,1,3,3,ARS-AVL-BOU-CHE-LIV,ARS,AVL,BOU,CHE,LIV,0,True,2.5556,3.0,3,100.0,0,0.0,-0.2061
gw1_3,1,3,3,ARS-AVL-BOU-CHE-MCI,ARS,AVL,BOU,CHE,MCI,0,True,2.5556,3.0,3,100.0,0,0.0,-0.2061
gw1_3,1,3,3,ARS-AVL-BOU-CHE-MUN,ARS,AVL,BOU,CHE,MUN,0,True,2.4444,3.0,3,100.0,0,0.0,-0.1903
gw1_3,1,3,3,ARS-AVL-BOU-CHE-NEW,ARS,AVL,BOU,CHE,NEW,0,True,2.6667,3.0,3,100.0,0,0.0,-0.2171
gw1_3,1,3,3,ARS-AVL-BOU-CHE-NFO,ARS,AVL,BOU,CHE,NFO,0,True,2.6667,4.0,2,66.7,0,0.0,-0.1809
gw1_3,1,3,3,ARS-AVL-BOU-CHE-TOT,ARS,AVL,BOU,CHE,TOT,0,True,2.5556,3.0,3,100.0,0,0.0,-0.2092
gw1_3,1,3,3,ARS-AVL-BOU-CHE-SUN,ARS,AVL,BOU,CHE,SUN,1,False,2.4444,3.0,3,100.0,0,0.0,-0.1903
gw1_3,1,3,3,ARS-AVL-BOU-COV-CRY,ARS,AVL,BOU,COV,CRY,1,False,2.7778,4.0,2,66.7,0,0.0,-0.2
gw1_3,1,3,3,ARS-AVL-BOU-COV-EVE,ARS,AVL,BOU,COV,EVE,1,False,2.7778,4.0,2,66.7,0,0.0,-0.2232
gw1_3,1,3,3,ARS-AVL-BOU-COV-FUL,ARS,AVL,BOU,COV,FUL,1,False,2.7778,4.0,2,66.7,0,0.0,-0.1366
gw1_3,1,3,3,ARS-AVL-BOU-COV-HUL,ARS,AVL,BOU,COV,HUL,2,False,2.6667,4.0,2,66.7,0,0.0,-0.15
gw1_3,1,3,3,ARS-AVL-BOU-COV-IPS,ARS,AVL,BOU,COV,IPS,1,False,2.7778,4.0,1,33.3,0,0.0,-0.2366
gw1_3,1,3,3,ARS-AVL-BOU-COV-LEE,ARS,AVL,BOU,COV,LEE,1,False,2.6667,3.0,3,100.0,0,0.0,-0.1866
gw1_3,1,3,3,ARS-AVL-BOU-COV-LIV,ARS,AVL,BOU,COV,LIV,1,False,2.5556,3.0,3,100.0,0,0.0,-0.15
gw1_3,1,3,3,ARS-AVL-BOU-COV-MCI,ARS,AVL,BOU,COV,MCI,1,False,2.5556,3.0,3,100.0,0,0.0,-0.15
gw1_3,1,3,3,ARS-AVL-BOU-COV-MUN,ARS,AVL,BOU,COV,MUN,1,False,2.4444,3.0,3,100.0,0,0.0,-0.2232
gw1_3,1,3,3,ARS-AVL-BOU-COV-NEW,ARS,AVL,BOU,COV,NEW,1,False,2.7778,4.0,2,66.7,0,0.0,-0.1366
gw1_3,1,3,3,ARS-AVL-BOU-COV-NFO,ARS,AVL,BOU,COV,NFO,1,False,2.6667,4.0,2,66.7,0,0.0,-0.2232
gw1_3,1,3,3,ARS-AVL-BOU-COV-TOT,ARS,AVL,BOU,COV,TOT,1,False,2.5556,3.0,3,100.0,0,0.0,-0.1732
gw1_3,1,3,3,ARS-AVL-BOU-COV-SUN,ARS,AVL,BOU,COV,SUN,2,False,2.4444,3.0,3,100.0,0,0.0,-0.2232
gw1_3,1,3,3,ARS-AVL-BOU-CRY-EVE,ARS,AVL,BOU,CRY,EVE,0,True,2.8889,4.0,2,66.7,0,0.0,-0.15
gw1_3,1,3,3,ARS-AVL-BOU-CRY-FUL,ARS,AVL,BOU,CRY,FUL,0,True,2.8889,4.0,2,66.7,0,0.0,-0.0634
gw1_3,1,3,3,ARS-AVL-BOU-CRY-HUL,ARS,AVL,BOU,CRY,HUL,1,False,2.7778,4.0,2,66.7,0,0.0,-0.15
gw1_3,1,3,3,ARS-AVL-BOU-CRY-IPS,ARS,AVL,BOU,CRY,IPS,0,True,2.8889,4.0,2,66.7,0,0.0,0.0366
gw1_3,1,3,3,ARS-AVL-BOU-CRY-LEE,ARS,AVL,BOU,CRY,LEE,0,True,2.8889,4.0,2,66.7,0,0.0,-0.0134
gw1_3,1,3,3,ARS-AVL-BOU-CRY-LIV,ARS,AVL,BOU,CRY,LIV,0,True,2.7778,4.0,2,66.7,0,0.0,0.1232
gw1_3,1,3,3,ARS-AVL-BOU-CRY-MCI,ARS,AVL,BOU,CRY,MCI,0,True,2.7778,4.0,2,66.7,0,0.0,0.1232
gw1_3,1,3,3,ARS-AVL-BOU-CRY-MUN,ARS,AVL,BOU,CRY,MUN,0,True,2.6667,4.0,2,66.7,0,0.0,-0.15
gw1_3,1,3,3,ARS-AVL-BOU-CRY-NEW,ARS,AVL,BOU,CRY,NEW,0,True,2.8889,4.0,2,66.7,0,0.0,-0.0634
gw1_3,1,3,3,ARS-AVL-BOU-CRY-NFO,ARS,AVL,BOU,CRY,NFO,0,True,2.8889,4.0,2,66.7,0,0.0,0.1232
gw1_3,1,3,3,ARS-AVL-BOU-CRY-TOT,ARS,AVL,BOU,CRY,TOT,0,True,2.7778,4.0,2,66.7,0,0.0,-0.2
gw1_3,1,3,3,ARS-AVL-BOU-CRY-SUN,ARS,AVL,BOU,CRY,SUN,1,False,2.6667,4.0,2,66.7,0,0.0,-0.15
gw1_3,1,3,3,ARS-AVL-BOU-EVE-FUL,ARS,AVL,BOU,EVE,FUL,0,True,2.7778,3.0,3,100.0,0,0.0,-0.2366
gw1_3,1,3,3,ARS-AVL-BOU-EVE-HUL,ARS,AVL,BOU,EVE,HUL,1,False,2.6667,3.0,3,100.0,0,0.0,-0.2366
gw1_3,1,3,3,ARS-AVL-BOU-EVE-IPS,ARS,AVL,BOU,EVE,IPS,0,True,2.8889,4.0,1,33.3,0,0.0,-0.1366
gw1_3,1,3,3,ARS-AVL-BOU-EVE-LEE,ARS,AVL,BOU,EVE,LEE,0,True,2.7778,3.0,3,100.0,0,0.0,-0.1866
gw1_3,1,3,3,ARS-AVL-BOU-EVE-LIV,ARS,AVL,BOU,EVE,LIV,0,True,2.6667,3.0,3,100.0,0,0.0,-0.2
gw1_3,1,3,3,ARS-AVL-BOU-EVE-MCI,ARS,AVL,BOU,EVE,MCI,0,True,2.6667,3.0,3,100.0,0,0.0,-0.2
gw1_3,1,3,3,ARS-AVL-BOU-EVE-MUN,ARS,AVL,BOU,EVE,MUN,0,True,2.5556,3.0,3,100.0,0,0.0,-0.1732
gw1_3,1,3,3,ARS-AVL-BOU-EVE-NEW,ARS,AVL,BOU,EVE,NEW,0,True,2.7778,3.0,3,100.0,0,0.0,-0.2366
gw1_3,1,3,3,ARS-AVL-BOU-EVE-NFO,ARS,AVL,BOU,EVE,NFO,0,True,2.7778,4.0,2,66.7,0,0.0,-0.1366
gw1_3,1,3,3,ARS-AVL-BOU-EVE-TOT,ARS,AVL,BOU,EVE,TOT,0,True,2.6667,3.0,3,100.0,0,0.0,-0.2232
gw1_3,1,3,3,ARS-AVL-BOU-EVE-SUN,ARS,AVL,BOU,EVE,SUN,1,False,2.5556,3.0,3,100.0,0,0.0,-0.1732
gw1_3,1,3,3,ARS-AVL-BOU-FUL-HUL,ARS,AVL,BOU,FUL,HUL,1,False,2.7778,4.0,2,66.7,0,0.0,-0.0634
gw1_3,1,3,3,ARS-AVL-BOU-FUL-IPS,ARS,AVL,BOU,FUL,IPS,0,True,2.7778,4.0,2,66.7,0,0.0,-0.2
gw1_3,1,3,3,ARS-AVL-BOU-FUL-LEE,ARS,AVL,BOU,FUL,LEE,0,True,2.7778,3.0,3,100.0,0,0.0,-0.1
gw1_3,1,3,3,ARS-AVL-BOU-FUL-LIV,ARS,AVL,BOU,FUL,LIV,0,True,2.6667,3.0,3,100.0,0,0.0,0.0366
gw1_3,1,3,3,ARS-AVL-BOU-FUL-MCI,ARS,AVL,BOU,FUL,MCI,0,True,2.6667,3.0,3,100.0,0,0.0,0.0366
gw1_3,1,3,3,ARS-AVL-BOU-FUL-MUN,ARS,AVL,BOU,FUL,MUN,0,True,2.5556,3.0,3,100.0,0,0.0,-0.2366
gw1_3,1,3,3,ARS-AVL-BOU-FUL-NEW,ARS,AVL,BOU,FUL,NEW,0,True,2.8889,4.0,2,66.7,0,0.0,0.0
gw1_3,1,3,3,ARS-AVL-BOU-FUL-NFO,ARS,AVL,BOU,FUL,NFO,0,True,2.7778,4.0,2,66.7,0,0.0,-0.1366
gw1_3,1,3,3,ARS-AVL-BOU-FUL-TOT,ARS,AVL,BOU,FUL,TOT,0,True,2.6667,3.0,3,100.0,0,0.0,-0.1366
gw1_3,1,3,3,ARS-AVL-BOU-FUL-SUN,ARS,AVL,BOU,FUL,SUN,1,False,2.5556,3.0,3,100.0,0,0.0,-0.2366
gw1_3,1,3,3,ARS-AVL-BOU-HUL-IPS,ARS,AVL,BOU,HUL,IPS,1,False,2.6667,4.0,2,66.7,0,0.0,-0.2366
gw1_3,1,3,3,ARS-AVL-BOU-HUL-LEE,ARS,AVL,BOU,HUL,LEE,1,False,2.6667,3.0,3,100.0,0,0.0,-0.15
gw1_3,1,3,3,ARS-AVL-BOU-HUL-LIV,ARS,AVL,BOU,HUL,LIV,1,False,2.5556,3.0,3,100.0,0,0.0,-0.0634
gw1_3,1,3,3,ARS-AVL-BOU-HUL-MCI,ARS,AVL,BOU,HUL,MCI,1,False,2.5556,3.0,3,100.0,0,0.0,-0.0634
gw1_3,1,3,3,ARS-AVL-BOU-HUL-MUN,ARS,AVL,BOU,HUL,MUN,1,False,2.4444,3.0,3,100.0,0,0.0,-0.2366
gw1_3,1,3,3,ARS-AVL-BOU-HUL-NEW,ARS,AVL,BOU,HUL,NEW,1,False,2.7778,4.0,2,66.7,0,0.0,-0.0634
gw1_3,1,3,3,ARS-AVL-BOU-HUL-NFO,ARS,AVL,BOU,HUL,NFO,1,False,2.6667,4.0,2,66.7,0,0.0,-0.2
gw1_3,1,3,3,ARS-AVL-BOU-HUL-TOT,ARS,AVL,BOU,HUL,TOT,1,False,2.5556,3.0,3,100.0,0,0.0,-0.15
gw1_3,1,3,3,ARS-AVL-BOU-HUL-SUN,ARS,AVL,BOU,HUL,SUN,2,False,2.4444,3.0,3,100.0,0,0.0,-0.2366
gw1_3,1,3,3,ARS-AVL-BOU-IPS-LEE,ARS,AVL,BOU,IPS,LEE,0,True,2.7778,4.0,2,66.7,0,0.0,-0.1
gw1_3,1,3,3,ARS-AVL-BOU-IPS-LIV,ARS,AVL,BOU,IPS,LIV,0,True,2.6667,4.0,2,66.7,0,0.0,-0.0634
gw1_3,1,3,3,ARS-AVL-BOU-IPS-MCI,ARS,AVL,BOU,IPS,MCI,0,True,2.6667,4.0,2,66.7,0,0.0,-0.0634
gw1_3,1,3,3,ARS-AVL-BOU-IPS-MUN,ARS,AVL,BOU,IPS,MUN,0,True,2.5556,4.0,2,66.7,1,33.3,-0.1366
gw1_3,1,3,3,ARS-AVL-BOU-IPS-NEW,ARS,AVL,BOU,IPS,NEW,0,True,2.7778,4.0,2,66.7,0,0.0,-0.2
gw1_3,1,3,3,ARS-AVL-BOU-IPS-NFO,ARS,AVL,BOU,IPS,NFO,0,True,2.7778,4.0,2,66.7,1,33.3,0.0366
gw1_3,1,3,3,ARS-AVL-BOU-IPS-TOT,ARS,AVL,BOU,IPS,TOT,0,True,2.6667,4.0,2,66.7,0,0.0,-0.2366
gw1_3,1,3,3,ARS-AVL-BOU-IPS-SUN,ARS,AVL,BOU,IPS,SUN,1,False,2.5556,4.0,2,66.7,1,33.3,-0.1366
gw1_3,1,3,3,ARS-AVL-BOU-LEE-LIV,ARS,AVL,BOU,LEE,LIV,0,True,2.6667,3.0,3,100.0,0,0.0,-0.0134
gw1_3,1,3,3,ARS-AVL-BOU-LEE-MCI,ARS,AVL,BOU,LEE,MCI,0,True,2.6667,3.0,3,100.0,0,0.0,-0.0134
gw1_3,1,3,3,ARS-AVL-BOU-LEE-MUN,ARS,AVL,BOU,LEE,MUN,0,True,2.5556,3.0,3,100.0,0,0.0,-0.1866
gw1_3,1,3,3,ARS-AVL-BOU-LEE-NEW,ARS,AVL,BOU,LEE,NEW,0,True,2.7778,3.0,3,100.0,0,0.0,-0.1
gw1_3,1,3,3,ARS-AVL-BOU-LEE-NFO,ARS,AVL,BOU,LEE,NFO,0,True,2.7778,4.0,2,66.7,0,0.0,-0.05
gw1_3,1,3,3,ARS-AVL-BOU-LEE-TOT,ARS,AVL,BOU,LEE,TOT,0,True,2.6667,3.0,3,100.0,0,0.0,-0.1866
gw1_3,1,3,3,ARS-AVL-BOU-LEE-SUN,ARS,AVL,BOU,LEE,SUN,1,False,2.5556,3.0,3,100.0,0,0.0,-0.1866
gw1_3,1,3,3,ARS-AVL-BOU-LIV-MCI,ARS,AVL,BOU,LIV,MCI,0,True,2.5556,3.0,3,100.0,1,33.3,0.1732
gw1_3,1,3,3,ARS-AVL-BOU-LIV-MUN,ARS,AVL,BOU,LIV,MUN,0,True,2.4444,3.0,3,100.0,0,0.0,-0.2
gw1_3,1,3,3,ARS-AVL-BOU-LIV-NEW,ARS,AVL,BOU,LIV,NEW,0,True,2.6667,3.0,3,100.0,0,0.0,0.0366
gw1_3,1,3,3,ARS-AVL-BOU-LIV-NFO,ARS,AVL,BOU,LIV,NFO,0,True,2.6667,4.0,2,66.7,0,0.0,0.0366
gw1_3,1,3,3,ARS-AVL-BOU-LIV-TOT,ARS,AVL,BOU,LIV,TOT,0,True,2.5556,3.0,3,100.0,0,0.0,-0.15
gw1_3,1,3,3,ARS-AVL-BOU-LIV-SUN,ARS,AVL,BOU,LIV,SUN,1,False,2.4444,3.0,3,100.0,0,0.0,-0.2
gw1_3,1,3,3,ARS-AVL-BOU-MCI-MUN,ARS,AVL,BOU,MCI,MUN,0,True,2.4444,3.0,3,100.0,0,0.0,-0.2
gw1_3,1,3,3,ARS-AVL-BOU-MCI-NEW,ARS,AVL,BOU,MCI,NEW,0,True,2.6667,3.0,3,100.0,0,0.0,0.0366
gw1_3,1,3,3,ARS-AVL-BOU-MCI-NFO,ARS,AVL,BOU,MCI,NFO,0,True,2.6667,4.0,2,66.7,0,0.0,0.0366
gw1_3,1,3,3,ARS-AVL-BOU-MCI-TOT,ARS,AVL,BOU,MCI,TOT,0,True,2.5556,3.0,3,100.0,0,0.0,-0.15
gw1_3,1,3,3,ARS-AVL-BOU-MCI-SUN,ARS,AVL,BOU,MCI,SUN,1,False,2.4444,3.0,3,100.0,0,0.0,-0.2
gw1_3,1,3,3,ARS-AVL-BOU-MUN-NEW,ARS,AVL,BOU,MUN,NEW,0,True,2.5556,3.0,3,100.0,0,0.0,-0.2366
gw1_3,1,3,3,ARS-AVL-BOU-MUN-NFO,ARS,AVL,BOU,MUN,NFO,0,True,2.5556,4.0,2,66.7,1,33.3,-0.1366
gw1_3,1,3,3,ARS-AVL-BOU-MUN-TOT,ARS,AVL,BOU,MUN,TOT,0,True,2.4444,3.0,3,100.0,0,0.0,-0.2232
gw1_3,1,3,3,ARS-AVL-BOU-MUN-SUN,ARS,AVL,BOU,MUN,SUN,1,False,2.3333,3.0,3,100.0,1,33.3,-0.1732
gw1_3,1,3,3,ARS-AVL-BOU-NEW-NFO,ARS,AVL,BOU,NEW,NFO,0,True,2.7778,4.0,2,66.7,0,0.0,-0.1366
gw1_3,1,3,3,ARS-AVL-BOU-NEW-TOT,ARS,AVL,BOU,NEW,TOT,0,True,2.6667,3.0,3,100.0,0,0.0,-0.1366
gw1_3,1,3,3,ARS-AVL-BOU-NEW-SUN,ARS,AVL,BOU,NEW,SUN,1,False,2.5556,3.0,3,100.0,0,0.0,-0.2366
gw1_3,1,3,3,ARS-AVL-BOU-NFO-TOT,ARS,AVL,BOU,NFO,TOT,0,True,2.6667,4.0,2,66.7,0,0.0,-0.2232
gw1_3,1,3,3,ARS-AVL-BOU-NFO-SUN,ARS,AVL,BOU,NFO,SUN,1,False,2.5556,4.0,2,66.7,1,33.3,-0.1366
gw1_3,1,3,3,ARS-AVL-BOU-TOT-SUN,ARS,AVL,BOU,TOT,SUN,1,False,2.4444,3.0,3,100.0,0,0.0,-0.2232
gw1_3,1,3,3,ARS-AVL-BRE-BHA-CHE,ARS,AVL,BRE,BHA,CHE,0,True,2.5556,4.0,2,66.7,1,33.3,-0.0488
gw1_3,1,3,3,ARS-AVL-BRE-BHA-COV,ARS,AVL,BRE,BHA,COV,1,False,2.5556,4.0,2,66.7,1,33.3,-0.05
gw1_3,1,3,3,ARS-AVL-BRE-BHA-CRY,ARS,AVL,BRE,BHA,CRY,0,True,2.7778,4.0,2,66.7,1,33.3,0.4964
gw1_3,1,3,3,ARS-AVL-BRE-BHA-EVE,ARS,AVL,BRE,BHA,EVE,0,True,2.6667,4.0,2,66.7,1,33.3,0.0
gw1_3,1,3,3,ARS-AVL-BRE-BHA-FUL,ARS,AVL,BRE,BHA,FUL,0,True,2.6667,4.0,2,66.7,1,33.3,0.1732
gw1_3,1,3,3,ARS-AVL-BRE-BHA-HUL,ARS,AVL,BRE,BHA,HUL,1,False,2.5556,4.0,2,66.7,1,33.3,0.0366
gw1_3,1,3,3,ARS-AVL-BRE-BHA-IPS,ARS,AVL,BRE,BHA,IPS,0,True,2.6667,4.0,2,66.7,1,33.3,0.2732
gw1_3,1,3,3,ARS-AVL-BRE-BHA-LEE,ARS,AVL,BRE,BHA,LEE,0,True,2.6667,4.0,2,66.7,1,33.3,0.2232
gw1_3,1,3,3,ARS-AVL-BRE-BHA-LIV,ARS,AVL,BRE,BHA,LIV,0,True,2.6667,4.0,2,66.7,1,33.3,0.4464
gw1_3,1,3,3,ARS-AVL-BRE-BHA-MCI,ARS,AVL,BRE,BHA,MCI,0,True,2.6667,4.0,2,66.7,1,33.3,0.4464
gw1_3,1,3,3,ARS-AVL-BRE-BHA-MUN,ARS,AVL,BRE,BHA,MUN,0,True,2.4444,4.0,2,66.7,1,33.3,0.0
gw1_3,1,3,3,ARS-AVL-BRE-BHA-NEW,ARS,AVL,BRE,BHA,NEW,0,True,2.6667,4.0,2,66.7,1,33.3,0.1732
gw1_3,1,3,3,ARS-AVL-BRE-BHA-NFO,ARS,AVL,BRE,BHA,NFO,0,True,2.6667,4.0,2,66.7,1,33.3,0.4098
gw1_3,1,3,3,ARS-AVL-BRE-BHA-TOT,ARS,AVL,BRE,BHA,TOT,0,True,2.5556,4.0,2,66.7,1,33.3,-0.05
gw1_3,1,3,3,ARS-AVL-BRE-BHA-SUN,ARS,AVL,BRE,BHA,SUN,1,False,2.4444,4.0,2,66.7,1,33.3,0.0
gw1_3,1,3,3,ARS-AVL-BRE-CHE-COV,ARS,AVL,BRE,CHE,COV,1,False,2.5556,4.0,2,66.7,0,0.0,-0.2482
gw1_3,1,3,3,ARS-AVL-BRE-CHE-CRY,ARS,AVL,BRE,CHE,CRY,0,True,2.6667,4.0,2,66.7,0,0.0,-0.0262
gw1_3,1,3,3,ARS-AVL-BRE-CHE-EVE,ARS,AVL,BRE,CHE,EVE,0,True,2.6667,4.0,2,66.7,0,0.0,-0.1793
gw1_3,1,3,3,ARS-AVL-BRE-CHE-FUL,ARS,AVL,BRE,CHE,FUL,0,True,2.5556,3.0,3,100.0,0,0.0,-0.2061
gw1_3,1,3,3,ARS-AVL-BRE-CHE-HUL,ARS,AVL,BRE,CHE,HUL,1,False,2.4444,3.0,3,100.0,0,0.0,-0.2411
gw1_3,1,3,3,ARS-AVL-BRE-CHE-IPS,ARS,AVL,BRE,CHE,IPS,0,True,2.6667,4.0,1,33.3,0,0.0,-0.0683
gw1_3,1,3,3,ARS-AVL-BRE-CHE-LEE,ARS,AVL,BRE,CHE,LEE,0,True,2.5556,3.0,3,100.0,0,0.0,-0.1372
gw1_3,1,3,3,ARS-AVL-BRE-CHE-LIV,ARS,AVL,BRE,CHE,LIV,0,True,2.4444,3.0,3,100.0,1,33.3,-0.0951
gw1_3,1,3,3,ARS-AVL-BRE-CHE-MCI,ARS,AVL,BRE,CHE,MCI,0,True,2.4444,3.0,3,100.0,1,33.3,-0.0951
gw1_3,1,3,3,ARS-AVL-BRE-CHE-MUN,ARS,AVL,BRE,CHE,MUN,0,True,2.3333,3.0,3,100.0,0,0.0,-0.1793
gw1_3,1,3,3,ARS-AVL-BRE-CHE-NEW,ARS,AVL,BRE,CHE,NEW,0,True,2.5556,3.0,3,100.0,0,0.0,-0.2061
gw1_3,1,3,3,ARS-AVL-BRE-CHE-NFO,ARS,AVL,BRE,CHE,NFO,0,True,2.5556,4.0,2,66.7,0,0.0,-0.0333
gw1_3,1,3,3,ARS-AVL-BRE-CHE-TOT,ARS,AVL,BRE,CHE,TOT,0,True,2.4444,3.0,3,100.0,0,0.0,-0.2482
gw1_3,1,3,3,ARS-AVL-BRE-CHE-SUN,ARS,AVL,BRE,CHE,SUN,1,False,2.3333,3.0,3,100.0,0,0.0,-0.1793
gw1_3,1,3,3,ARS-AVL-BRE-COV-CRY,ARS,AVL,BRE,COV,CRY,1,False,2.6667,4.0,2,66.7,0,0.0,-0.0634
gw1_3,1,3,3,ARS-AVL-BRE-COV-EVE,ARS,AVL,BRE,COV,EVE,1,False,2.6667,4.0,2,66.7,0,0.0,-0.2366
gw1_3,1,3,3,ARS-AVL-BRE-COV-FUL,ARS,AVL,BRE,COV,FUL,1,False,2.5556,3.0,3,100.0,0,0.0,-0.15
