horizon,start_gw,end_gw,num_gws,clubs,club1,club2,club3,club4,club5,promoted_count,is_pl_proven,rot_avg_fdr,max_worst_starter,no_diff_gws,no_diff_pct,all_easy_gws,all_easy_pct,avg_fdr_corr
gw1_3,1,3,3,ARS-BHA-COV-LIV-TOT,ARS,BHA,COV,LIV,TOT,1,False,2.4444,3.0,3,100.0,0,0.0,-0.2366
gw1_3,1,3,3,ARS-BHA-COV-LIV-SUN,ARS,BHA,COV,LIV,SUN,2,False,2.3333,3.0,3,100.0,0,0.0,-0.2366
gw1_3,1,3,3,ARS-BHA-COV-MCI-MUN,ARS,BHA,COV,MCI,MUN,1,False,2.3333,3.0,3,100.0,0,0.0,-0.2366
gw1_3,1,3,3,ARS-BHA-COV-MCI-NEW,ARS,BHA,COV,MCI,NEW,1,False,2.5556,3.0,3,100.0,0,0.0,-0.15
gw1_3,1,3,3,ARS-BHA-COV-MCI-NFO,ARS,BHA,COV,MCI,NFO,1,False,2.5556,4.0,2,66.7,0,0.0,-0.1
gw1_3,1,3,3,ARS-BHA-COV-MCI-TOT,ARS,BHA,COV,MCI,TOT,1,False,2.4444,3.0,3,100.0,0,0.0,-0.2366
gw1_3,1,3,3,ARS-BHA-COV-MCI-SUN,ARS,BHA,COV,MCI,SUN,2,False,2.3333,3.0,3,100.0,0,0.0,-0.2366
gw1_3,1,3,3,ARS-BHA-COV-MUN-NEW,ARS,BHA,COV,MUN,NEW,1,False,2.4444,3.0,3,100.0,0,0.0,-0.2232
gw1_3,1,3,3,ARS-BHA-COV-MUN-NFO,ARS,BHA,COV,MUN,NFO,1,False,2.4444,4.0,2,66.7,1,33.3,-0.0732
gw1_3,1,3,3,ARS-BHA-COV-MUN-TOT,ARS,BHA,COV,MUN,TOT,1,False,2.3333,3.0,3,100.0,1,33.3,-0.1098
gw1_3,1,3,3,ARS-BHA-COV-MUN-SUN,ARS,BHA,COV,MUN,SUN,2,False,2.2222,3.0,3,100.0,2,66.7,-0.0098
gw1_3,1,3,3,ARS-BHA-COV-NEW-NFO,ARS,BHA,COV,NEW,NFO,1,False,2.6667,4.0,2,66.7,0,0.0,-0.2232
gw1_3,1,3,3,ARS-BHA-COV-NEW-TOT,ARS,BHA,COV,NEW,TOT,1,False,2.5556,3.0,3,100.0,0,0.0,-0.1732
gw1_3,1,3,3,ARS-BHA-COV-NEW-SUN,ARS,BHA,COV,NEW,SUN,2,False,2.4444,3.0,3,100.0,0,0.0,-0.2232
gw1_3,1,3,3,ARS-BHA-COV-NFO-TOT,ARS,BHA,COV,NFO,TOT,1,False,2.5556,4.0,2,66.7,0,0.0,-0.2098
gw1_3,1,3,3,ARS-BHA-COV-NFO-SUN,ARS,BHA,COV,NFO,SUN,2,False,2.4444,4.0,2,66.7,1,33.3,-0.0732
gw1_3,1,3,3,ARS-BHA-COV-TOT-SUN,ARS,BHA,COV,TOT,SUN,2,False,2.3333,3.0,3,100.0,1,33.3,-0.1098
gw1_3,1,3,3,ARS-BHA-CRY-EVE-FUL,ARS,BHA,CRY,EVE,FUL,0,True,2.8889,4.0,2,66.7,0,0.0,-0.15
gw1_3,1,3,3,ARS-BHA-CRY-EVE-HUL,ARS,BHA,CRY,EVE,HUL,1,False,2.7778,4.0,2,66.7,0,0.0,-0.1732
gw1_3,1,3,3,ARS-BHA-CRY-EVE-IPS,ARS,BHA,CRY,EVE,IPS,0,True,3.0,4.0,1,33.3,0,0.0,0.25
gw1_3,1,3,3,ARS-BHA-CRY-EVE-LEE,ARS,BHA,CRY,EVE,LEE,0,True,2.8889,4.0,2,66.7,0,0.0,0.05
gw1_3,1,3,3,ARS-BHA-CRY-EVE-LIV,ARS,BHA,CRY,EVE,LIV,0,True,2.7778,4.0,2,66.7,0,0.0,0.0366
gw1_3,1,3,3,ARS-BHA-CRY-EVE-MCI,ARS,BHA,CRY,EVE,MCI,0,True,2.7778,4.0,2,66.7,0,0.0,0.0366
gw1_3,1,3,3,ARS-BHA-CRY-EVE-MUN,ARS,BHA,CRY,EVE,MUN,0,True,2.6667,4.0,2,66.7,0,0.0,0.0634
gw1_3,1,3,3,ARS-BHA-CRY-EVE-NEW,ARS,BHA,CRY,EVE,NEW,0,True,2.8889,4.0,2,66.7,0,0.0,-0.15
gw1_3,1,3,3,ARS-BHA-CRY-EVE-NFO,ARS,BHA,CRY,EVE,NFO,0,True,2.8889,4.0,2,66.7,0,0.0,0.2732
gw1_3,1,3,3,ARS-BHA-CRY-EVE-TOT,ARS,BHA,CRY,EVE,TOT,0,True,2.7778,4.0,2,66.7,0,0.0,-0.1366
gw1_3,1,3,3,ARS-BHA-CRY-EVE-SUN,ARS,BHA,CRY,EVE,SUN,1,False,2.6667,4.0,2,66.7,0,0.0,0.0634
gw1_3,1,3,3,ARS-BHA-CRY-FUL-HUL,ARS,BHA,CRY,FUL,HUL,1,False,2.7778,4.0,2,66.7,0,0.0,-0.15
gw1_3,1,3,3,ARS-BHA-CRY-FUL-IPS,ARS,BHA,CRY,FUL,IPS,0,True,2.8889,4.0,2,66.7,0,0.0,0.0366
gw1_3,1,3,3,ARS-BHA-CRY-FUL-LEE,ARS,BHA,CRY,FUL,LEE,0,True,2.8889,4.0,2,66.7,0,0.0,-0.0134
gw1_3,1,3,3,ARS-BHA-CRY-FUL-LIV,ARS,BHA,CRY,FUL,LIV,0,True,2.7778,4.0,2,66.7,0,0.0,0.1232
gw1_3,1,3,3,ARS-BHA-CRY-FUL-MCI,ARS,BHA,CRY,FUL,MCI,0,True,2.7778,4.0,2,66.7,0,0.0,0.1232
gw1_3,1,3,3,ARS-BHA-CRY-FUL-MUN,ARS,BHA,CRY,FUL,MUN,0,True,2.6667,4.0,2,66.7,0,0.0,-0.15
gw1_3,1,3,3,ARS-BHA-CRY-FUL-NEW,ARS,BHA,CRY,FUL,NEW,0,True,2.8889,4.0,2,66.7,0,0.0,-0.0634
gw1_3,1,3,3,ARS-BHA-CRY-FUL-NFO,ARS,BHA,CRY,FUL,NFO,0,True,2.8889,4.0,2,66.7,0,0.0,0.1232
gw1_3,1,3,3,ARS-BHA-CRY-FUL-TOT,ARS,BHA,CRY,FUL,TOT,0,True,2.7778,4.0,2,66.7,0,0.0,-0.2
gw1_3,1,3,3,ARS-BHA-CRY-FUL-SUN,ARS,BHA,CRY,FUL,SUN,1,False,2.6667,4.0,2,66.7,0,0.0,-0.15
gw1_3,1,3,3,ARS-BHA-CRY-HUL-IPS,ARS,BHA,CRY,HUL,IPS,1,False,2.7778,4.0,2,66.7,0,0.0,-0.0232
gw1_3,1,3,3,ARS-BHA-CRY-HUL-LEE,ARS,BHA,CRY,HUL,LEE,1,False,2.7778,4.0,2,66.7,0,0.0,-0.0866
gw1_3,1,3,3,ARS-BHA-CRY-HUL-LIV,ARS,BHA,CRY,HUL,LIV,1,False,2.6667,4.0,2,66.7,0,0.0,-0.0
gw1_3,1,3,3,ARS-BHA-CRY-HUL-MCI,ARS,BHA,CRY,HUL,MCI,1,False,2.6667,4.0,2,66.7,0,0.0,-0.0
gw1_3,1,3,3,ARS-BHA-CRY-HUL-MUN,ARS,BHA,CRY,HUL,MUN,1,False,2.5556,4.0,2,66.7,0,0.0,-0.1732
gw1_3,1,3,3,ARS-BHA-CRY-HUL-NEW,ARS,BHA,CRY,HUL,NEW,1,False,2.7778,4.0,2,66.7,0,0.0,-0.15
gw1_3,1,3,3,ARS-BHA-CRY-HUL-NFO,ARS,BHA,CRY,HUL,NFO,1,False,2.7778,4.0,2,66.7,0,0.0,0.0366
gw1_3,1,3,3,ARS-BHA-CRY-HUL-TOT,ARS,BHA,CRY,HUL,TOT,1,False,2.6667,4.0,2,66.7,0,0.0,-0.2366
gw1_3,1,3,3,ARS-BHA-CRY-HUL-SUN,ARS,BHA,CRY,HUL,SUN,2,False,2.5556,4.0,2,66.7,0,0.0,-0.1732
gw1_3,1,3,3,ARS-BHA-CRY-IPS-LEE,ARS,BHA,CRY,IPS,LEE,0,True,2.8889,4.0,2,66.7,0,0.0,0.2866
gw1_3,1,3,3,ARS-BHA-CRY-IPS-LIV,ARS,BHA,CRY,IPS,LIV,0,True,2.7778,4.0,2,66.7,0,0.0,0.3232
gw1_3,1,3,3,ARS-BHA-CRY-IPS-MCI,ARS,BHA,CRY,IPS,MCI,0,True,2.7778,4.0,2,66.7,0,0.0,0.3232
gw1_3,1,3,3,ARS-BHA-CRY-IPS-MUN,ARS,BHA,CRY,IPS,MUN,0,True,2.6667,4.0,2,66.7,1,33.3,0.25
gw1_3,1,3,3,ARS-BHA-CRY-IPS-NEW,ARS,BHA,CRY,IPS,NEW,0,True,2.8889,4.0,2,66.7,0,0.0,0.0366
gw1_3,1,3,3,ARS-BHA-CRY-IPS-NFO,ARS,BHA,CRY,IPS,NFO,0,True,2.8889,4.0,2,66.7,1,33.3,0.5964
gw1_3,1,3,3,ARS-BHA-CRY-IPS-TOT,ARS,BHA,CRY,IPS,TOT,0,True,2.7778,4.0,2,66.7,0,0.0,0.0
gw1_3,1,3,3,ARS-BHA-CRY-IPS-SUN,ARS,BHA,CRY,IPS,SUN,1,False,2.6667,4.0,2,66.7,1,33.3,0.25
gw1_3,1,3,3,ARS-BHA-CRY-LEE-LIV,ARS,BHA,CRY,LEE,LIV,0,True,2.7778,4.0,2,66.7,0,0.0,0.2232
gw1_3,1,3,3,ARS-BHA-CRY-LEE-MCI,ARS,BHA,CRY,LEE,MCI,0,True,2.7778,4.0,2,66.7,0,0.0,0.2232
gw1_3,1,3,3,ARS-BHA-CRY-LEE-MUN,ARS,BHA,CRY,LEE,MUN,0,True,2.6667,4.0,2,66.7,0,0.0,0.05
gw1_3,1,3,3,ARS-BHA-CRY-LEE-NEW,ARS,BHA,CRY,LEE,NEW,0,True,2.8889,4.0,2,66.7,0,0.0,-0.0134
gw1_3,1,3,3,ARS-BHA-CRY-LEE-NFO,ARS,BHA,CRY,LEE,NFO,0,True,2.8889,4.0,2,66.7,0,0.0,0.3598
gw1_3,1,3,3,ARS-BHA-CRY-LEE-TOT,ARS,BHA,CRY,LEE,TOT,0,True,2.7778,4.0,2,66.7,0,0.0,-0.1
gw1_3,1,3,3,ARS-BHA-CRY-LEE-SUN,ARS,BHA,CRY,LEE,SUN,1,False,2.6667,4.0,2,66.7,0,0.0,0.05
gw1_3,1,3,3,ARS-BHA-CRY-LIV-MCI,ARS,BHA,CRY,LIV,MCI,0,True,2.6667,4.0,2,66.7,1,33.3,0.4098
gw1_3,1,3,3,ARS-BHA-CRY-LIV-MUN,ARS,BHA,CRY,LIV,MUN,0,True,2.5556,4.0,2,66.7,0,0.0,0.0366
gw1_3,1,3,3,ARS-BHA-CRY-LIV-NEW,ARS,BHA,CRY,LIV,NEW,0,True,2.7778,4.0,2,66.7,0,0.0,0.1232
gw1_3,1,3,3,ARS-BHA-CRY-LIV-NFO,ARS,BHA,CRY,LIV,NFO,0,True,2.7778,4.0,2,66.7,0,0.0,0.4464
gw1_3,1,3,3,ARS-BHA-CRY-LIV-TOT,ARS,BHA,CRY,LIV,TOT,0,True,2.6667,4.0,2,66.7,0,0.0,-0.0634
gw1_3,1,3,3,ARS-BHA-CRY-LIV-SUN,ARS,BHA,CRY,LIV,SUN,1,False,2.5556,4.0,2,66.7,0,0.0,0.0366
gw1_3,1,3,3,ARS-BHA-CRY-MCI-MUN,ARS,BHA,CRY,MCI,MUN,0,True,2.5556,4.0,2,66.7,0,0.0,0.0366
gw1_3,1,3,3,ARS-BHA-CRY-MCI-NEW,ARS,BHA,CRY,MCI,NEW,0,True,2.7778,4.0,2,66.7,0,0.0,0.1232
gw1_3,1,3,3,ARS-BHA-CRY-MCI-NFO,ARS,BHA,CRY,MCI,NFO,0,True,2.7778,4.0,2,66.7,0,0.0,0.4464
gw1_3,1,3,3,ARS-BHA-CRY-MCI-TOT,ARS,BHA,CRY,MCI,TOT,0,True,2.6667,4.0,2,66.7,0,0.0,-0.0634
gw1_3,1,3,3,ARS-BHA-CRY-MCI-SUN,ARS,BHA,CRY,MCI,SUN,1,False,2.5556,4.0,2,66.7,0,0.0,0.0366
gw1_3,1,3,3,ARS-BHA-CRY-MUN-NEW,ARS,BHA,CRY,MUN,NEW,0,True,2.6667,4.0,2,66.7,0,0.0,-0.15
gw1_3,1,3,3,ARS-BHA-CRY-MUN-NFO,ARS,BHA,CRY,MUN,NFO,0,True,2.6667,4.0,2,66.7,1,33.3,0.2732
gw1_3,1,3,3,ARS-BHA-CRY-MUN-TOT,ARS,BHA,CRY,MUN,TOT,0,True,2.5556,4.0,2,66.7,0,0.0,-0.1366
gw1_3,1,3,3,ARS-BHA-CRY-MUN-SUN,ARS,BHA,CRY,MUN,SUN,1,False,2.4444,4.0,2,66.7,1,33.3,0.0634
gw1_3,1,3,3,ARS-BHA-CRY-NEW-NFO,ARS,BHA,CRY,NEW,NFO,0,True,2.8889,4.0,2,66.7,0,0.0,0.1232
gw1_3,1,3,3,ARS-BHA-CRY-NEW-TOT,ARS,BHA,CRY,NEW,TOT,0,True,2.7778,4.0,2,66.7,0,0.0,-0.2
gw1_3,1,3,3,ARS-BHA-CRY-NEW-SUN,ARS,BHA,CRY,NEW,SUN,1,False,2.6667,4.0,2,66.7,0,0.0,-0.15
gw1_3,1,3,3,ARS-BHA-CRY-NFO-TOT,ARS,BHA,CRY,NFO,TOT,0,True,2.7778,4.0,2,66.7,0,0.0,0.0366
gw1_3,1,3,3,ARS-BHA-CRY-NFO-SUN,ARS,BHA,CRY,NFO,SUN,1,False,2.6667,4.0,2,66.7,1,33.3,0.2732
gw1_3,1,3,3,ARS-BHA-CRY-TOT-SUN,ARS,BHA,CRY,TOT,SUN,1,False,2.5556,4.0,2,66.7,0,0.0,-0.1366
gw1_3,1,3,3,ARS-BHA-EVE-FUL-HUL,ARS,BHA,EVE,FUL,HUL,1,False,2.6667,3.0,3,100.0,0,0.0,-0.2366
gw1_3,1,3,3,ARS-BHA-EVE-FUL-IPS,ARS,BHA,EVE,FUL,IPS,0,True,2.8889,4.0,1,33.3,0,0.0,-0.1366
gw1_3,1,3,3,ARS-BHA-EVE-FUL-LEE,ARS,BHA,EVE,FUL,LEE,0,True,2.7778,3.0,3,100.0,0,0.0,-0.1866
gw1_3,1,3,3,ARS-BHA-EVE-FUL-LIV,ARS,BHA,EVE,FUL,LIV,0,True,2.6667,3.0,3,100.0,0,0.0,-0.2
gw1_3,1,3,3,ARS-BHA-EVE-FUL-MCI,ARS,BHA,EVE,FUL,MCI,0,True,2.6667,3.0,3,100.0,0,0.0,-0.2
gw1_3,1,3,3,ARS-BHA-EVE-FUL-MUN,ARS,BHA,EVE,FUL,MUN,0,True,2.5556,3.0,3,100.0,0,0.0,-0.1732
gw1_3,1,3,3,ARS-BHA-EVE-FUL-NEW,ARS,BHA,EVE,FUL,NEW,0,True,2.7778,3.0,3,100.0,0,0.0,-0.2366
gw1_3,1,3,3,ARS-BHA-EVE-FUL-NFO,ARS,BHA,EVE,FUL,NFO,0,True,2.7778,4.0,2,66.7,0,0.0,-0.1366
gw1_3,1,3,3,ARS-BHA-EVE-FUL-TOT,ARS,BHA,EVE,FUL,TOT,0,True,2.6667,3.0,3,100.0,0,0.0,-0.2232
gw1_3,1,3,3,ARS-BHA-EVE-FUL-SUN,ARS,BHA,EVE,FUL,SUN,1,False,2.5556,3.0,3,100.0,0,0.0,-0.1732
gw1_3,1,3,3,ARS-BHA-EVE-HUL-IPS,ARS,BHA,EVE,HUL,IPS,1,False,2.7778,4.0,1,33.3,0,0.0,-0.1098
gw1_3,1,3,3,ARS-BHA-EVE-HUL-LEE,ARS,BHA,EVE,HUL,LEE,1,False,2.6667,3.0,3,100.0,0,0.0,-0.1732
gw1_3,1,3,3,ARS-BHA-EVE-HUL-LIV,ARS,BHA,EVE,HUL,LIV,1,False,2.5556,3.0,3,100.0,0,0.0,-0.2366
gw1_3,1,3,3,ARS-BHA-EVE-HUL-MCI,ARS,BHA,EVE,HUL,MCI,1,False,2.5556,3.0,3,100.0,0,0.0,-0.2366
gw1_3,1,3,3,ARS-BHA-EVE-HUL-MUN,ARS,BHA,EVE,HUL,MUN,1,False,2.4444,3.0,3,100.0,0,0.0,-0.1098
gw1_3,1,3,3,ARS-BHA-EVE-HUL-NEW,ARS,BHA,EVE,HUL,NEW,1,False,2.6667,3.0,3,100.0,0,0.0,-0.2366
gw1_3,1,3,3,ARS-BHA-EVE-HUL-NFO,ARS,BHA,EVE,HUL,NFO,1,False,2.6667,4.0,2,66.7,0,0.0,-0.1366
gw1_3,1,3,3,ARS-BHA-EVE-HUL-TOT,ARS,BHA,EVE,HUL,TOT,1,False,2.5556,3.0,3,100.0,0,0.0,-0.1732
gw1_3,1,3,3,ARS-BHA-EVE-HUL-SUN,ARS,BHA,EVE,HUL,SUN,2,False,2.4444,3.0,3,100.0,0,0.0,-0.1098
gw1_3,1,3,3,ARS-BHA-EVE-IPS-LEE,ARS,BHA,EVE,IPS,LEE,0,True,2.8889,4.0,1,33.3,0,0.0,0.1134
gw1_3,1,3,3,ARS-BHA-EVE-IPS-LIV,ARS,BHA,EVE,IPS,LIV,0,True,2.7778,4.0,1,33.3,0,0.0,0.0
gw1_3,1,3,3,ARS-BHA-EVE-IPS-MCI,ARS,BHA,EVE,IPS,MCI,0,True,2.7778,4.0,1,33.3,0,0.0,0.0
gw1_3,1,3,3,ARS-BHA-EVE-IPS-MUN,ARS,BHA,EVE,IPS,MUN,0,True,2.6667,4.0,1,33.3,1,33.3,0.2268
gw1_3,1,3,3,ARS-BHA-EVE-IPS-NEW,ARS,BHA,EVE,IPS,NEW,0,True,2.8889,4.0,1,33.3,0,0.0,-0.1366
gw1_3,1,3,3,ARS-BHA-EVE-IPS-NFO,ARS,BHA,EVE,IPS,NFO,0,True,2.8889,4.0,1,33.3,1,33.3,0.3366
gw1_3,1,3,3,ARS-BHA-EVE-IPS-TOT,ARS,BHA,EVE,IPS,TOT,0,True,2.7778,4.0,1,33.3,0,0.0,-0.0232
gw1_3,1,3,3,ARS-BHA-EVE-IPS-SUN,ARS,BHA,EVE,IPS,SUN,1,False,2.6667,4.0,1,33.3,1,33.3,0.2268
gw1_3,1,3,3,ARS-BHA-EVE-LEE-LIV,ARS,BHA,EVE,LEE,LIV,0,True,2.6667,3.0,3,100.0,0,0.0,-0.1
gw1_3,1,3,3,ARS-BHA-EVE-LEE-MCI,ARS,BHA,EVE,LEE,MCI,0,True,2.6667,3.0,3,100.0,0,0.0,-0.1
gw1_3,1,3,3,ARS-BHA-EVE-LEE-MUN,ARS,BHA,EVE,LEE,MUN,0,True,2.5556,3.0,3,100.0,0,0.0,0.0268
gw1_3,1,3,3,ARS-BHA-EVE-LEE-NEW,ARS,BHA,EVE,LEE,NEW,0,True,2.7778,3.0,3,100.0,0,0.0,-0.1866
gw1_3,1,3,3,ARS-BHA-EVE-LEE-NFO,ARS,BHA,EVE,LEE,NFO,0,True,2.7778,4.0,2,66.7,0,0.0,0.1
gw1_3,1,3,3,ARS-BHA-EVE-LEE-TOT,ARS,BHA,EVE,LEE,TOT,0,True,2.6667,3.0,3,100.0,0,0.0,-0.1232
gw1_3,1,3,3,ARS-BHA-EVE-LEE-SUN,ARS,BHA,EVE,LEE,SUN,1,False,2.5556,3.0,3,100.0,0,0.0,0.0268
gw1_3,1,3,3,ARS-BHA-EVE-LIV-MCI,ARS,BHA,EVE,LIV,MCI,0,True,2.5556,3.0,3,100.0,1,33.3,-0.0634
gw1_3,1,3,3,ARS-BHA-EVE-LIV-MUN,ARS,BHA,EVE,LIV,MUN,0,True,2.4444,3.0,3,100.0,0,0.0,-0.1366
gw1_3,1,3,3,ARS-BHA-EVE-LIV-NEW,ARS,BHA,EVE,LIV,NEW,0,True,2.6667,3.0,3,100.0,0,0.0,-0.2
gw1_3,1,3,3,ARS-BHA-EVE-LIV-NFO,ARS,BHA,EVE,LIV,NFO,0,True,2.6667,4.0,2,66.7,0,0.0,0.0366
gw1_3,1,3,3,ARS-BHA-EVE-LIV-TOT,ARS,BHA,EVE,LIV,TOT,0,True,2.5556,3.0,3,100.0,0,0.0,-0.2366
gw1_3,1,3,3,ARS-BHA-EVE-LIV-SUN,ARS,BHA,EVE,LIV,SUN,1,False,2.4444,3.0,3,100.0,0,0.0,-0.1366
gw1_3,1,3,3,ARS-BHA-EVE-MCI-MUN,ARS,BHA,EVE,MCI,MUN,0,True,2.4444,3.0,3,100.0,0,0.0,-0.1366
gw1_3,1,3,3,ARS-BHA-EVE-MCI-NEW,ARS,BHA,EVE,MCI,NEW,0,True,2.6667,3.0,3,100.0,0,0.0,-0.2
gw1_3,1,3,3,ARS-BHA-EVE-MCI-NFO,ARS,BHA,EVE,MCI,NFO,0,True,2.6667,4.0,2,66.7,0,0.0,0.0366
gw1_3,1,3,3,ARS-BHA-EVE-MCI-TOT,ARS,BHA,EVE,MCI,TOT,0,True,2.5556,3.0,3,100.0,0,0.0,-0.2366
gw1_3,1,3,3,ARS-BHA-EVE-MCI-SUN,ARS,BHA,EVE,MCI,SUN,1,False,2.4444,3.0,3,100.0,0,0.0,-0.1366
gw1_3,1,3,3,ARS-BHA-EVE-MUN-NEW,ARS,BHA,EVE,MUN,NEW,0,True,2.5556,3.0,3,100.0,0,0.0,-0.1732
gw1_3,1,3,3,ARS-BHA-EVE-MUN-NFO,ARS,BHA,EVE,MUN,NFO,0,True,2.5556,4.0,2,66.7,1,33.3,0.1634
gw1_3,1,3,3,ARS-BHA-EVE-MUN-TOT,ARS,BHA,EVE,MUN,TOT,0,True,2.4444,3.0,3,100.0,0,0.0,-0.0098
gw1_3,1,3,3,ARS-BHA-EVE-MUN-SUN,ARS,BHA,EVE,MUN,SUN,1,False,2.3333,3.0,3,100.0,1,33.3,0.1902
gw1_3,1,3,3,ARS-BHA-EVE-NEW-NFO,ARS,BHA,EVE,NEW,NFO,0,True,2.7778,4.0,2,66.7,0,0.0,-0.1366
gw1_3,1,3,3,ARS-BHA-EVE-NEW-TOT,ARS,BHA,EVE,NEW,TOT,0,True,2.6667,3.0,3,100.0,0,0.0,-0.2232
gw1_3,1,3,3,ARS-BHA-EVE-NEW-SUN,ARS,BHA,EVE,NEW,SUN,1,False,2.5556,3.0,3,100.0,0,0.0,-0.1732
gw1_3,1,3,3,ARS-BHA-EVE-NFO-TOT,ARS,BHA,EVE,NFO,TOT,0,True,2.6667,4.0,2,66.7,0,0.0,-0.0732
gw1_3,1,3,3,ARS-BHA-EVE-NFO-SUN,ARS,BHA,EVE,NFO,SUN,1,False,2.5556,4.0,2,66.7,1,33.3,0.1634
gw1_3,1,3,3,ARS-BHA-EVE-TOT-SUN,ARS,BHA,EVE,TOT,SUN,1,False,2.4444,3.0,3,100.0,0,0.0,-0.0098
gw1_3,1,3,3,ARS-BHA-FUL-HUL-IPS,ARS,BHA,FUL,HUL,IPS,1,False,2.6667,4.0,2,66.7,0,0.0,-0.2366
gw1_3,1,3,3,ARS-BHA-FUL-HUL-LEE,ARS,BHA,FUL,HUL,LEE,1,False,2.6667,3.0,3,100.0,0,0.0,-0.15
gw1_3,1,3,3,ARS-BHA-FUL-HUL-LIV,ARS,BHA,FUL,HUL,LIV,1,False,2.5556,3.0,3,100.0,0,0.0,-0.0634
gw1_3,1,3,3,ARS-BHA-FUL-HUL-MCI,ARS,BHA,FUL,HUL,MCI,1,False,2.5556,3.0,3,100.0,0,0.0,-0.0634
gw1_3,1,3,3,ARS-BHA-FUL-HUL-MUN,ARS,BHA,FUL,HUL,MUN,1,False,2.4444,3.0,3,100.0,0,0.0,-0.2366
gw1_3,1,3,3,ARS-BHA-FUL-HUL-NEW,ARS,BHA,FUL,HUL,NEW,1,False,2.7778,4.0,2,66.7,0,0.0,-0.0634
gw1_3,1,3,3,ARS-BHA-FUL-HUL-NFO,ARS,BHA,FUL,HUL,NFO,1,False,2.6667,4.0,2,66.7,0,0.0,-0.2
gw1_3,1,3,3,ARS-BHA-FUL-HUL-TOT,ARS,BHA,FUL,HUL,TOT,1,False,2.5556,3.0,3,100.0,0,0.0,-0.15
gw1_3,1,3,3,ARS-BHA-FUL-HUL-SUN,ARS,BHA,FUL,HUL,SUN,2,False,2.4444,3.0,3,100.0,0,0.0,-0.2366
gw1_3,1,3,3,ARS-BHA-FUL-IPS-LEE,ARS,BHA,FUL,IPS,LEE,0,True,2.7778,4.0,2,66.7,0,0.0,-0.1
gw1_3,1,3,3,ARS-BHA-FUL-IPS-LIV,ARS,BHA,FUL,IPS,LIV,0,True,2.6667,4.0,2,66.7,0,0.0,-0.0634
gw1_3,1,3,3,ARS-BHA-FUL-IPS-MCI,ARS,BHA,FUL,IPS,MCI,0,True,2.6667,4.0,2,66.7,0,0.0,-0.0634
gw1_3,1,3,3,ARS-BHA-FUL-IPS-MUN,ARS,BHA,FUL,IPS,MUN,0,True,2.5556,4.0,2,66.7,1,33.3,-0.1366
gw1_3,1,3,3,ARS-BHA-FUL-IPS-NEW,ARS,BHA,FUL,IPS,NEW,0,True,2.7778,4.0,2,66.7,0,0.0,-0.2
gw1_3,1,3,3,ARS-BHA-FUL-IPS-NFO,ARS,BHA,FUL,IPS,NFO,0,True,2.7778,4.0,2,66.7,1,33.3,0.0366
gw1_3,1,3,3,ARS-BHA-FUL-IPS-TOT,ARS,BHA,FUL,IPS,TOT,0,True,2.6667,4.0,2,66.7,0,0.0,-0.2366
gw1_3,1,3,3,ARS-BHA-FUL-IPS-SUN,ARS,BHA,FUL,IPS,SUN,1,False,2.5556,4.0,2,66.7,1,33.3,-0.1366
gw1_3,1,3,3,ARS-BHA-FUL-LEE-LIV,ARS,BHA,FUL,LEE,LIV,0,True,2.6667,3.0,3,100.0,0,0.0,-0.0134
gw1_3,1,3,3,ARS-BHA-FUL-LEE-MCI,ARS,BHA,FUL,LEE,MCI,0,True,2.6667,3.0,3,100.0,0,0.0,-0.0134
gw1_3,1,3,3,ARS-BHA-FUL-LEE-MUN,ARS,BHA,FUL,LEE,MUN,0,True,2.5556,3.0,3,100.0,0,0.0,-0.1866
gw1_3,1,3,3,ARS-BHA-FUL-LEE-NEW,ARS,BHA,FUL,LEE,NEW,0,True,2.7778,3.0,3,100.0,0,0.0,-0.1
gw1_3,1,3,3,ARS-BHA-FUL-LEE-NFO,ARS,BHA,FUL,LEE,NFO,0,True,2.7778,4.0,2,66.7,0,0.0,-0.05
gw1_3,1,3,3,ARS-BHA-FUL-LEE-TOT,ARS,BHA,FUL,LEE,TOT,0,True,2.6667,3.0,3,100.0,0,0.0,-0.1866
gw1_3,1,3,3,ARS-BHA-FUL-LEE-SUN,ARS,BHA,FUL,LEE,SUN,1,False,2.5556,3.0,3,100.0,0,0.0,-0.1866
gw1_3,1,3,3,ARS-BHA-FUL-LIV-MCI,ARS,BHA,FUL,LIV,MCI,0,True,2.5556,3.0,3,100.0,1,33.3,0.1732
gw1_3,1,3,3,ARS-BHA-FUL-LIV-MUN,ARS,BHA,FUL,LIV,MUN,0,True,2.4444,3.0,3,100.0,0,0.0,-0.2
gw1_3,1,3,3,ARS-BHA-FUL-LIV-NEW,ARS,BHA,FUL,LIV,NEW,0,True,2.6667,3.0,3,100.0,0,0.0,0.0366
gw1_3,1,3,3,ARS-BHA-FUL-LIV-NFO,ARS,BHA,FUL,LIV,NFO,0,True,2.6667,4.0,2,66.7,0,0.0,0.0366
gw1_3,1,3,3,ARS-BHA-FUL-LIV-TOT,ARS,BHA,FUL,LIV,TOT,0,True,2.5556,3.0,3,100.0,0,0.0,-0.15
gw1_3,1,3,3,ARS-BHA-FUL-LIV-SUN,ARS,BHA,FUL,LIV,SUN,1,False,2.4444,3.0,3,100.0,0,0.0,-0.2
