set_id,set_label,clubs,archetype,is_distinct_clubs,combined_cost,total_mod_fdr,total_base_fdr,avg_def_mod_fdr,avg_def_base_fdr,player1,player2,player3,player4,player5
19221,Colwill (CHE) + Van Hecke (TOT) + Smith (BOU) + Robertson (TOT) + Thomas (COV),CHE-TOT-BOU-TOT-COV,Other,False,23.0,144.25,148.0,2.531,2.596,"Colwill (CHE, £5.0m)","Van Hecke (TOT, £5.0m)","Smith (BOU, £4.5m)","Robertson (TOT, £4.5m)","Thomas (COV, £4.0m)"
19255,Colwill (CHE) + Smith (BOU) + Mitchell (CRY) + Robinson (FUL) + Heaven (MUN),CHE-BOU-CRY-FUL-MUN,Other,True,23.0,144.25,148.0,2.531,2.596,"Colwill (CHE, £5.0m)","Smith (BOU, £4.5m)","Mitchell (CRY, £4.5m)","Robinson (FUL, £4.5m)","Heaven (MUN, £4.5m)"
19282,Colwill (CHE) + Smith (BOU) + Mitchell (CRY) + Rodon (LEE) + Heaven (MUN),CHE-BOU-CRY-LEE-MUN,Other,True,23.0,144.25,148.0,2.531,2.596,"Colwill (CHE, £5.0m)","Smith (BOU, £4.5m)","Mitchell (CRY, £4.5m)","Rodon (LEE, £4.5m)","Heaven (MUN, £4.5m)"
19285,Colwill (CHE) + Smith (BOU) + Mitchell (CRY) + Rodon (LEE) + Robertson (TOT),CHE-BOU-CRY-LEE-TOT,Other,True,23.0,144.25,148.0,2.531,2.596,"Colwill (CHE, £5.0m)","Smith (BOU, £4.5m)","Mitchell (CRY, £4.5m)","Rodon (LEE, £4.5m)","Robertson (TOT, £4.5m)"
19565,Colwill (CHE) + Smith (BOU) + Rodon (LEE) + Bogle (LEE) + Robertson (TOT),CHE-BOU-LEE-LEE-TOT,Other,False,23.0,144.25,148.0,2.531,2.596,"Colwill (CHE, £5.0m)","Smith (BOU, £4.5m)","Rodon (LEE, £4.5m)","Bogle (LEE, £4.5m)","Robertson (TOT, £4.5m)"
20403,Van Hecke (TOT) + Smith (BOU) + Mitchell (CRY) + Mykolenko (EVE) + Robertson (TOT),TOT-BOU-CRY-EVE-TOT,Other,False,23.0,144.25,148.0,2.531,2.596,"Van Hecke (TOT, £5.0m)","Smith (BOU, £4.5m)","Mitchell (CRY, £4.5m)","Mykolenko (EVE, £4.5m)","Robertson (TOT, £4.5m)"
20469,Van Hecke (TOT) + Smith (BOU) + Mitchell (CRY) + Robinson (FUL) + Robertson (TOT),TOT-BOU-CRY-FUL-TOT,Other,False,23.0,144.25,148.0,2.531,2.596,"Van Hecke (TOT, £5.0m)","Smith (BOU, £4.5m)","Mitchell (CRY, £4.5m)","Robinson (FUL, £4.5m)","Robertson (TOT, £4.5m)"
21027,Thiaw (NEW) + Smith (BOU) + Mykolenko (EVE) + Heaven (MUN) + Robertson (TOT),NEW-BOU-EVE-MUN-TOT,Other,True,23.0,144.25,148.0,2.531,2.596,"Thiaw (NEW, £5.0m)","Smith (BOU, £4.5m)","Mykolenko (EVE, £4.5m)","Heaven (MUN, £4.5m)","Robertson (TOT, £4.5m)"
21500,Jacquet (LIV) + Van Hecke (TOT) + Smith (BOU) + Robertson (TOT) + Ajayi (HUL),LIV-TOT-BOU-TOT-HUL,Other,False,23.0,144.25,148.0,2.531,2.596,"Jacquet (LIV, £5.0m)","Van Hecke (TOT, £5.0m)","Smith (BOU, £4.5m)","Robertson (TOT, £4.5m)","Ajayi (HUL, £4.0m)"
23557,Jacquet (LIV) + Ajer (BRE) + F.Kadıoğlu (BHA) + Robinson (FUL) + Rodon (LEE),LIV-BRE-BHA-FUL-LEE,Other,True,23.0,144.25,148.0,2.531,2.596,"Jacquet (LIV, £5.0m)","Ajer (BRE, £4.5m)","F.Kadıoğlu (BHA, £4.5m)","Robinson (FUL, £4.5m)","Rodon (LEE, £4.5m)"
23784,Thiaw (NEW) + Ajer (BRE) + F.Kadıoğlu (BHA) + Heaven (MUN) + Robertson (TOT),NEW-BRE-BHA-MUN-TOT,Other,True,23.0,144.25,148.0,2.531,2.596,"Thiaw (NEW, £5.0m)","Ajer (BRE, £4.5m)","F.Kadıoğlu (BHA, £4.5m)","Heaven (MUN, £4.5m)","Robertson (TOT, £4.5m)"
24214,Colwill (CHE) + Ajer (BRE) + Robinson (FUL) + J.Cuenca (FUL) + Robertson (TOT),CHE-BRE-FUL-FUL-TOT,Other,False,23.0,144.25,148.0,2.531,2.596,"Colwill (CHE, £5.0m)","Ajer (BRE, £4.5m)","Robinson (FUL, £4.5m)","J.Cuenca (FUL, £4.5m)","Robertson (TOT, £4.5m)"
24259,Colwill (CHE) + Ajer (BRE) + Robinson (FUL) + Heaven (MUN) + Robertson (TOT),CHE-BRE-FUL-MUN-TOT,Other,True,23.0,144.25,148.0,2.531,2.596,"Colwill (CHE, £5.0m)","Ajer (BRE, £4.5m)","Robinson (FUL, £4.5m)","Heaven (MUN, £4.5m)","Robertson (TOT, £4.5m)"
24339,Colwill (CHE) + Thiaw (NEW) + Ajer (BRE) + Rodon (LEE) + Diop (IPS),CHE-NEW-BRE-LEE-IPS,Other,True,23.0,144.25,148.0,2.531,2.596,"Colwill (CHE, £5.0m)","Thiaw (NEW, £5.0m)","Ajer (BRE, £4.5m)","Rodon (LEE, £4.5m)","Diop (IPS, £4.0m)"
24991,Jacquet (LIV) + Van Hecke (TOT) + Ajer (BRE) + Robertson (TOT) + Thomas (COV),LIV-TOT-BRE-TOT-COV,Other,False,23.0,144.25,148.0,2.531,2.596,"Jacquet (LIV, £5.0m)","Van Hecke (TOT, £5.0m)","Ajer (BRE, £4.5m)","Robertson (TOT, £4.5m)","Thomas (COV, £4.0m)"
25268,Rúben (MCI) + Ajer (BRE) + Mitchell (CRY) + Robinson (FUL) + O'Nien (SUN),MCI-BRE-CRY-FUL-SUN,1-Premium Anchor,True,23.0,144.25,148.0,2.531,2.596,"Rúben (MCI, £5.5m)","Ajer (BRE, £4.5m)","Mitchell (CRY, £4.5m)","Robinson (FUL, £4.5m)","O'Nien (SUN, £4.0m)"
25860,Van Hecke (TOT) + Ajer (BRE) + Mykolenko (EVE) + Aina (NFO) + Robertson (TOT),TOT-BRE-EVE-NFO-TOT,Other,False,23.0,144.25,148.0,2.531,2.596,"Van Hecke (TOT, £5.0m)","Ajer (BRE, £4.5m)","Mykolenko (EVE, £4.5m)","Aina (NFO, £4.5m)","Robertson (TOT, £4.5m)"
25967,Rúben (MCI) + Ajer (BRE) + Robinson (FUL) + Heaven (MUN) + Ajayi (HUL),MCI-BRE-FUL-MUN-HUL,1-Premium Anchor,True,23.0,144.25,148.0,2.531,2.596,"Rúben (MCI, £5.5m)","Ajer (BRE, £4.5m)","Robinson (FUL, £4.5m)","Heaven (MUN, £4.5m)","Ajayi (HUL, £4.0m)"
26323,Rúben (MCI) + Ajer (BRE) + Heaven (MUN) + Aina (NFO) + Ajayi (HUL),MCI-BRE-MUN-NFO-HUL,1-Premium Anchor,True,23.0,144.25,148.0,2.531,2.596,"Rúben (MCI, £5.5m)","Ajer (BRE, £4.5m)","Heaven (MUN, £4.5m)","Aina (NFO, £4.5m)","Ajayi (HUL, £4.0m)"
26710,Jacquet (LIV) + Thiaw (NEW) + Ajer (BRE) + Heaven (MUN) + O'Nien (SUN),LIV-NEW-BRE-MUN-SUN,Other,True,23.0,144.25,148.0,2.531,2.596,"Jacquet (LIV, £5.0m)","Thiaw (NEW, £5.0m)","Ajer (BRE, £4.5m)","Heaven (MUN, £4.5m)","O'Nien (SUN, £4.0m)"
27045,Colwill (CHE) + Jacquet (LIV) + F.Kadıoğlu (BHA) + Boscagli (BHA) + Ajayi (HUL),CHE-LIV-BHA-BHA-HUL,Other,False,23.0,144.25,148.0,2.531,2.596,"Colwill (CHE, £5.0m)","Jacquet (LIV, £5.0m)","F.Kadıoğlu (BHA, £4.5m)","Boscagli (BHA, £4.5m)","Ajayi (HUL, £4.0m)"
27090,Colwill (CHE) + Thiaw (NEW) + F.Kadıoğlu (BHA) + Boscagli (BHA) + O'Nien (SUN),CHE-NEW-BHA-BHA-SUN,Other,False,23.0,144.25,148.0,2.531,2.596,"Colwill (CHE, £5.0m)","Thiaw (NEW, £5.0m)","F.Kadıoğlu (BHA, £4.5m)","Boscagli (BHA, £4.5m)","O'Nien (SUN, £4.0m)"
27177,Jacquet (LIV) + Thiaw (NEW) + F.Kadıoğlu (BHA) + Boscagli (BHA) + Thomas (COV),LIV-NEW-BHA-BHA-COV,Other,False,23.0,144.25,148.0,2.531,2.596,"Jacquet (LIV, £5.0m)","Thiaw (NEW, £5.0m)","F.Kadıoğlu (BHA, £4.5m)","Boscagli (BHA, £4.5m)","Thomas (COV, £4.0m)"
27611,Rúben (MCI) + F.Kadıoğlu (BHA) + Boscagli (BHA) + Heaven (MUN) + O'Nien (SUN),MCI-BHA-BHA-MUN-SUN,1-Premium Anchor,False,23.0,144.25,148.0,2.531,2.596,"Rúben (MCI, £5.5m)","F.Kadıoğlu (BHA, £4.5m)","Boscagli (BHA, £4.5m)","Heaven (MUN, £4.5m)","O'Nien (SUN, £4.0m)"
27684,James (CHE) + Colwill (CHE) + F.Kadıoğlu (BHA) + Thomas (COV) + O'Nien (SUN),CHE-CHE-BHA-COV-SUN,Other,False,23.0,144.25,148.0,2.531,2.596,"James (CHE, £5.5m)","Colwill (CHE, £5.0m)","F.Kadıoğlu (BHA, £4.5m)","Thomas (COV, £4.0m)","O'Nien (SUN, £4.0m)"
27915,Colwill (CHE) + F.Kadıoğlu (BHA) + Mitchell (CRY) + Robinson (FUL) + Robertson (TOT),CHE-BHA-CRY-FUL-TOT,Other,True,23.0,144.25,148.0,2.531,2.596,"Colwill (CHE, £5.0m)","F.Kadıoğlu (BHA, £4.5m)","Mitchell (CRY, £4.5m)","Robinson (FUL, £4.5m)","Robertson (TOT, £4.5m)"
27929,Colwill (CHE) + Jacquet (LIV) + F.Kadıoğlu (BHA) + Mitchell (CRY) + Diop (IPS),CHE-LIV-BHA-CRY-IPS,Other,True,23.0,144.25,148.0,2.531,2.596,"Colwill (CHE, £5.0m)","Jacquet (LIV, £5.0m)","F.Kadıoğlu (BHA, £4.5m)","Mitchell (CRY, £4.5m)","Diop (IPS, £4.0m)"
28103,Colwill (CHE) + F.Kadıoğlu (BHA) + Robinson (FUL) + Heaven (MUN) + Aina (NFO),CHE-BHA-FUL-MUN-NFO,Other,True,23.0,144.25,148.0,2.531,2.596,"Colwill (CHE, £5.0m)","F.Kadıoğlu (BHA, £4.5m)","Robinson (FUL, £4.5m)","Heaven (MUN, £4.5m)","Aina (NFO, £4.5m)"
28650,Jacquet (LIV) + Thiaw (NEW) + F.Kadıoğlu (BHA) + Robinson (FUL) + Thomas (COV),LIV-NEW-BHA-FUL-COV,Other,True,23.0,144.25,148.0,2.531,2.596,"Jacquet (LIV, £5.0m)","Thiaw (NEW, £5.0m)","F.Kadıoğlu (BHA, £4.5m)","Robinson (FUL, £4.5m)","Thomas (COV, £4.0m)"
28879,Thiaw (NEW) + N.Williams (NFO) + F.Kadıoğlu (BHA) + Aina (NFO) + Thomas (COV),NEW-NFO-BHA-NFO-COV,Other,False,23.0,144.25,148.0,2.531,2.596,"Thiaw (NEW, £5.0m)","N.Williams (NFO, £5.0m)","F.Kadıoğlu (BHA, £4.5m)","Aina (NFO, £4.5m)","Thomas (COV, £4.0m)"
29340,N.Williams (NFO) + F.Kadıoğlu (BHA) + Mitchell (CRY) + Aina (NFO) + Robertson (TOT),NFO-BHA-CRY-NFO-TOT,Other,False,23.0,144.25,148.0,2.531,2.596,"N.Williams (NFO, £5.0m)","F.Kadıoğlu (BHA, £4.5m)","Mitchell (CRY, £4.5m)","Aina (NFO, £4.5m)","Robertson (TOT, £4.5m)"
29905,Thiaw (NEW) + F.Kadıoğlu (BHA) + Robinson (FUL) + Rodon (LEE) + Robertson (TOT),NEW-BHA-FUL-LEE-TOT,Other,True,23.0,144.25,148.0,2.531,2.596,"Thiaw (NEW, £5.0m)","F.Kadıoğlu (BHA, £4.5m)","Robinson (FUL, £4.5m)","Rodon (LEE, £4.5m)","Robertson (TOT, £4.5m)"
30107,Jacquet (LIV) + Thiaw (NEW) + F.Kadıoğlu (BHA) + Rodon (LEE) + Ajayi (HUL),LIV-NEW-BHA-LEE-HUL,Other,True,23.0,144.25,148.0,2.531,2.596,"Jacquet (LIV, £5.0m)","Thiaw (NEW, £5.0m)","F.Kadıoğlu (BHA, £4.5m)","Rodon (LEE, £4.5m)","Ajayi (HUL, £4.0m)"
30330,Rúben (MCI) + F.Kadıoğlu (BHA) + Heaven (MUN) + Shaw (MUN) + Diop (IPS),MCI-BHA-MUN-MUN-IPS,1-Premium Anchor,False,23.0,144.25,148.0,2.531,2.596,"Rúben (MCI, £5.5m)","F.Kadıoğlu (BHA, £4.5m)","Heaven (MUN, £4.5m)","Shaw (MUN, £4.5m)","Diop (IPS, £4.0m)"
30391,Jacquet (LIV) + F.Kadıoğlu (BHA) + Rodon (LEE) + Bogle (LEE) + Aina (NFO),LIV-BHA-LEE-LEE-NFO,Other,False,23.0,144.25,148.0,2.531,2.596,"Jacquet (LIV, £5.0m)","F.Kadıoğlu (BHA, £4.5m)","Rodon (LEE, £4.5m)","Bogle (LEE, £4.5m)","Aina (NFO, £4.5m)"
30399,Rúben (MCI) + F.Kadıoğlu (BHA) + Rodon (LEE) + Bogle (LEE) + O'Nien (SUN),MCI-BHA-LEE-LEE-SUN,1-Premium Anchor,False,23.0,144.25,148.0,2.531,2.596,"Rúben (MCI, £5.5m)","F.Kadıoğlu (BHA, £4.5m)","Rodon (LEE, £4.5m)","Bogle (LEE, £4.5m)","O'Nien (SUN, £4.0m)"
31158,James (CHE) + Colwill (CHE) + Rodon (LEE) + Ajayi (HUL) + Diop (IPS),CHE-CHE-LEE-HUL-IPS,Other,False,23.0,144.25,148.0,2.531,2.596,"James (CHE, £5.5m)","Colwill (CHE, £5.0m)","Rodon (LEE, £4.5m)","Ajayi (HUL, £4.0m)","Diop (IPS, £4.0m)"
31200,James (CHE) + Colwill (CHE) + Robertson (TOT) + Ajayi (HUL) + O'Nien (SUN),CHE-CHE-TOT-HUL-SUN,Other,False,23.0,144.25,148.0,2.531,2.596,"James (CHE, £5.5m)","Colwill (CHE, £5.0m)","Robertson (TOT, £4.5m)","Ajayi (HUL, £4.0m)","O'Nien (SUN, £4.0m)"
31209,James (CHE) + Colwill (CHE) + Robertson (TOT) + Diop (IPS) + O'Shea (IPS),CHE-CHE-TOT-IPS-IPS,Other,False,23.0,144.25,148.0,2.531,2.596,"James (CHE, £5.5m)","Colwill (CHE, £5.0m)","Robertson (TOT, £4.5m)","Diop (IPS, £4.0m)","O'Shea (IPS, £4.0m)"
32937,Colwill (CHE) + Thiaw (NEW) + Robinson (FUL) + Rodon (LEE) + O'Nien (SUN),CHE-NEW-FUL-LEE-SUN,Other,True,23.0,144.25,148.0,2.531,2.596,"Colwill (CHE, £5.0m)","Thiaw (NEW, £5.0m)","Robinson (FUL, £4.5m)","Rodon (LEE, £4.5m)","O'Nien (SUN, £4.0m)"
33313,Colwill (CHE) + Thiaw (NEW) + Rodon (LEE) + Heaven (MUN) + Diop (IPS),CHE-NEW-LEE-MUN-IPS,Other,True,23.0,144.25,148.0,2.531,2.596,"Colwill (CHE, £5.0m)","Thiaw (NEW, £5.0m)","Rodon (LEE, £4.5m)","Heaven (MUN, £4.5m)","Diop (IPS, £4.0m)"
35233,Frimpong (LIV) + Jacquet (LIV) + Robinson (FUL) + Thomas (COV) + Diop (IPS),LIV-LIV-FUL-COV-IPS,Other,False,23.0,144.25,148.0,2.531,2.596,"Frimpong (LIV, £5.5m)","Jacquet (LIV, £5.0m)","Robinson (FUL, £4.5m)","Thomas (COV, £4.0m)","Diop (IPS, £4.0m)"
35303,Frimpong (LIV) + Jacquet (LIV) + Robinson (FUL) + Thomas (COV) + O'Nien (SUN),LIV-LIV-FUL-COV-SUN,Other,False,23.0,144.25,148.0,2.531,2.596,"Frimpong (LIV, £5.5m)","Jacquet (LIV, £5.0m)","Robinson (FUL, £4.5m)","Thomas (COV, £4.0m)","O'Nien (SUN, £4.0m)"
35368,Thiaw (NEW) + Van Hecke (TOT) + Robinson (FUL) + Robertson (TOT) + Thomas (COV),NEW-TOT-FUL-TOT-COV,Other,False,23.0,144.25,148.0,2.531,2.596,"Thiaw (NEW, £5.0m)","Van Hecke (TOT, £5.0m)","Robinson (FUL, £4.5m)","Robertson (TOT, £4.5m)","Thomas (COV, £4.0m)"
35685,Frimpong (LIV) + Jacquet (LIV) + Robertson (TOT) + Thomas (COV) + Diop (IPS),LIV-LIV-TOT-COV-IPS,Other,False,23.0,144.25,148.0,2.531,2.596,"Frimpong (LIV, £5.5m)","Jacquet (LIV, £5.0m)","Robertson (TOT, £4.5m)","Thomas (COV, £4.0m)","Diop (IPS, £4.0m)"
36737,Rúben (MCI) + Mitchell (CRY) + Mykolenko (EVE) + Rodon (LEE) + Diop (IPS),MCI-CRY-EVE-LEE-IPS,1-Premium Anchor,True,23.0,144.25,148.0,2.531,2.596,"Rúben (MCI, £5.5m)","Mitchell (CRY, £4.5m)","Mykolenko (EVE, £4.5m)","Rodon (LEE, £4.5m)","Diop (IPS, £4.0m)"
37076,Rúben (MCI) + Mitchell (CRY) + Robinson (FUL) + Rodon (LEE) + O'Nien (SUN),MCI-CRY-FUL-LEE-SUN,1-Premium Anchor,True,23.0,144.25,148.0,2.531,2.596,"Rúben (MCI, £5.5m)","Mitchell (CRY, £4.5m)","Robinson (FUL, £4.5m)","Rodon (LEE, £4.5m)","O'Nien (SUN, £4.0m)"
37108,Jacquet (LIV) + Mitchell (CRY) + Robinson (FUL) + Heaven (MUN) + Robertson (TOT),LIV-CRY-FUL-MUN-TOT,Other,True,23.0,144.25,148.0,2.531,2.596,"Jacquet (LIV, £5.0m)","Mitchell (CRY, £4.5m)","Robinson (FUL, £4.5m)","Heaven (MUN, £4.5m)","Robertson (TOT, £4.5m)"
37153,Van Hecke (TOT) + Mitchell (CRY) + Robinson (FUL) + Heaven (MUN) + Robertson (TOT),TOT-CRY-FUL-MUN-TOT,Other,False,23.0,144.25,148.0,2.531,2.596,"Van Hecke (TOT, £5.0m)","Mitchell (CRY, £4.5m)","Robinson (FUL, £4.5m)","Heaven (MUN, £4.5m)","Robertson (TOT, £4.5m)"
38333,Rúben (MCI) + Mykolenko (EVE) + Robinson (FUL) + Heaven (MUN) + Ajayi (HUL),MCI-EVE-FUL-MUN-HUL,1-Premium Anchor,True,23.0,144.25,148.0,2.531,2.596,"Rúben (MCI, £5.5m)","Mykolenko (EVE, £4.5m)","Robinson (FUL, £4.5m)","Heaven (MUN, £4.5m)","Ajayi (HUL, £4.0m)"
38472,Rúben (MCI) + Mykolenko (EVE) + Robinson (FUL) + Heaven (MUN) + O'Nien (SUN),MCI-EVE-FUL-MUN-SUN,1-Premium Anchor,True,23.0,144.25,148.0,2.531,2.596,"Rúben (MCI, £5.5m)","Mykolenko (EVE, £4.5m)","Robinson (FUL, £4.5m)","Heaven (MUN, £4.5m)","O'Nien (SUN, £4.0m)"
39071,Jacquet (LIV) + Mykolenko (EVE) + Heaven (MUN) + Shaw (MUN) + Robertson (TOT),LIV-EVE-MUN-MUN-TOT,Other,False,23.0,144.25,148.0,2.531,2.596,"Jacquet (LIV, £5.0m)","Mykolenko (EVE, £4.5m)","Heaven (MUN, £4.5m)","Shaw (MUN, £4.5m)","Robertson (TOT, £4.5m)"
39127,Rúben (MCI) + Mykolenko (EVE) + Heaven (MUN) + Shaw (MUN) + O'Nien (SUN),MCI-EVE-MUN-MUN-SUN,1-Premium Anchor,False,23.0,144.25,148.0,2.531,2.596,"Rúben (MCI, £5.5m)","Mykolenko (EVE, £4.5m)","Heaven (MUN, £4.5m)","Shaw (MUN, £4.5m)","O'Nien (SUN, £4.0m)"
39137,Rúben (MCI) + Mykolenko (EVE) + Heaven (MUN) + Hume (SUN) + O'Nien (SUN),MCI-EVE-MUN-SUN-SUN,1-Premium Anchor,False,23.0,144.25,148.0,2.531,2.596,"Rúben (MCI, £5.5m)","Mykolenko (EVE, £4.5m)","Heaven (MUN, £4.5m)","Hume (SUN, £4.5m)","O'Nien (SUN, £4.0m)"
39316,Rúben (MCI) + Robinson (FUL) + J.Cuenca (FUL) + Robertson (TOT) + Ajayi (HUL),MCI-FUL-FUL-TOT-HUL,1-Premium Anchor,False,23.0,144.25,148.0,2.531,2.596,"Rúben (MCI, £5.5m)","Robinson (FUL, £4.5m)","J.Cuenca (FUL, £4.5m)","Robertson (TOT, £4.5m)","Ajayi (HUL, £4.0m)"
39669,Rúben (MCI) + Robinson (FUL) + Heaven (MUN) + Aina (NFO) + Ajayi (HUL),MCI-FUL-MUN-NFO-HUL,1-Premium Anchor,True,23.0,144.25,148.0,2.531,2.596,"Rúben (MCI, £5.5m)","Robinson (FUL, £4.5m)","Heaven (MUN, £4.5m)","Aina (NFO, £4.5m)","Ajayi (HUL, £4.0m)"
39772,Jacquet (LIV) + Thiaw (NEW) + Robinson (FUL) + Rodon (LEE) + Diop (IPS),LIV-NEW-FUL-LEE-IPS,Other,True,23.0,144.25,148.0,2.531,2.596,"Jacquet (LIV, £5.0m)","Thiaw (NEW, £5.0m)","Robinson (FUL, £4.5m)","Rodon (LEE, £4.5m)","Diop (IPS, £4.0m)"
39839,Rúben (MCI) + Thiaw (NEW) + Robinson (FUL) + Diop (IPS) + O'Nien (SUN),MCI-NEW-FUL-IPS-SUN,Other,True,23.0,144.25,148.0,2.531,2.596,"Rúben (MCI, £5.5m)","Thiaw (NEW, £5.0m)","Robinson (FUL, £4.5m)","Diop (IPS, £4.0m)","O'Nien (SUN, £4.0m)"
39892,Jacquet (LIV) + Robinson (FUL) + Rodon (LEE) + Bogle (LEE) + Aina (NFO),LIV-FUL-LEE-LEE-NFO,Other,False,23.0,144.25,148.0,2.531,2.596,"Jacquet (LIV, £5.0m)","Robinson (FUL, £4.5m)","Rodon (LEE, £4.5m)","Bogle (LEE, £4.5m)","Aina (NFO, £4.5m)"
40712,Frimpong (LIV) + Jacquet (LIV) + Heaven (MUN) + Ajayi (HUL) + O'Nien (SUN),LIV-LIV-MUN-HUL-SUN,Other,False,23.0,144.25,148.0,2.531,2.596,"Frimpong (LIV, £5.5m)","Jacquet (LIV, £5.0m)","Heaven (MUN, £4.5m)","Ajayi (HUL, £4.0m)","O'Nien (SUN, £4.0m)"
40751,Jacquet (LIV) + Thiaw (NEW) + Heaven (MUN) + Robertson (TOT) + Ajayi (HUL),LIV-NEW-MUN-TOT-HUL,Other,True,23.0,144.25,148.0,2.531,2.596,"Jacquet (LIV, £5.0m)","Thiaw (NEW, £5.0m)","Heaven (MUN, £4.5m)","Robertson (TOT, £4.5m)","Ajayi (HUL, £4.0m)"
41606,Rúben (MCI) + Rodon (LEE) + Heaven (MUN) + Hume (SUN) + O'Nien (SUN),MCI-LEE-MUN-SUN-SUN,1-Premium Anchor,False,23.0,144.25,148.0,2.531,2.596,"Rúben (MCI, £5.5m)","Rodon (LEE, £4.5m)","Heaven (MUN, £4.5m)","Hume (SUN, £4.5m)","O'Nien (SUN, £4.0m)"
41677,Thiaw (NEW) + Van Hecke (TOT) + Rodon (LEE) + Robertson (TOT) + O'Nien (SUN),NEW-TOT-LEE-TOT-SUN,Other,False,23.0,144.25,148.0,2.531,2.596,"Thiaw (NEW, £5.0m)","Van Hecke (TOT, £5.0m)","Rodon (LEE, £4.5m)","Robertson (TOT, £4.5m)","O'Nien (SUN, £4.0m)"
288,Calafiori (ARS) + Konsa (ARS) + Cash (AVL) + Robertson (TOT) + Thomas (COV),ARS-ARS-AVL-TOT-COV,1-Premium Anchor,False,23.0,144.25,149.0,2.531,2.614,"Calafiori (ARS, £5.5m)","Konsa (ARS, £4.5m)","Cash (AVL, £4.5m)","Robertson (TOT, £4.5m)","Thomas (COV, £4.0m)"
1668,Rúben (MCI) + Konsa (ARS) + Cash (AVL) + Pau (AVL) + Diop (IPS),MCI-ARS-AVL-AVL-IPS,1-Premium Anchor,False,23.0,144.25,149.0,2.531,2.614,"Rúben (MCI, £5.5m)","Konsa (ARS, £4.5m)","Cash (AVL, £4.5m)","Pau (AVL, £4.5m)","Diop (IPS, £4.0m)"
2119,Rúben (MCI) + Konsa (ARS) + Cash (AVL) + F.Kadıoğlu (BHA) + Ajayi (HUL),MCI-ARS-AVL-BHA-HUL,1-Premium Anchor,True,23.0,144.25,149.0,2.531,2.614,"Rúben (MCI, £5.5m)","Konsa (ARS, £4.5m)","Cash (AVL, £4.5m)","F.Kadıoğlu (BHA, £4.5m)","Ajayi (HUL, £4.0m)"
2667,Rúben (MCI) + Konsa (ARS) + Cash (AVL) + Aina (NFO) + Ajayi (HUL),MCI-ARS-AVL-NFO-HUL,1-Premium Anchor,True,23.0,144.25,149.0,2.531,2.614,"Rúben (MCI, £5.5m)","Konsa (ARS, £4.5m)","Cash (AVL, £4.5m)","Aina (NFO, £4.5m)","Ajayi (HUL, £4.0m)"
2895,Silva (BOU) + Konsa (ARS) + Smith (BOU) + F.Kadıoğlu (BHA) + Heaven (MUN),BOU-ARS-BOU-BHA-MUN,Other,False,23.0,144.25,149.0,2.531,2.614,"Silva (BOU, £5.0m)","Konsa (ARS, £4.5m)","Smith (BOU, £4.5m)","F.Kadıoğlu (BHA, £4.5m)","Heaven (MUN, £4.5m)"
3306,Van Hecke (TOT) + Konsa (ARS) + Smith (BOU) + F.Kadıoğlu (BHA) + Robertson (TOT),TOT-ARS-BOU-BHA-TOT,Other,False,23.0,144.25,149.0,2.531,2.614,"Van Hecke (TOT, £5.0m)","Konsa (ARS, £4.5m)","Smith (BOU, £4.5m)","F.Kadıoğlu (BHA, £4.5m)","Robertson (TOT, £4.5m)"
3622,Van Hecke (TOT) + Konsa (ARS) + Smith (BOU) + Mitchell (CRY) + Robertson (TOT),TOT-ARS-BOU-CRY-TOT,Other,False,23.0,144.25,149.0,2.531,2.614,"Van Hecke (TOT, £5.0m)","Konsa (ARS, £4.5m)","Smith (BOU, £4.5m)","Mitchell (CRY, £4.5m)","Robertson (TOT, £4.5m)"
4889,Jacquet (LIV) + Konsa (ARS) + Ajer (BRE) + Heaven (MUN) + Robertson (TOT),LIV-ARS-BRE-MUN-TOT,Other,True,23.0,144.25,149.0,2.531,2.614,"Jacquet (LIV, £5.0m)","Konsa (ARS, £4.5m)","Ajer (BRE, £4.5m)","Heaven (MUN, £4.5m)","Robertson (TOT, £4.5m)"
7265,Rúben (MCI) + Konsa (ARS) + Mitchell (CRY) + Rodon (LEE) + Ajayi (HUL),MCI-ARS-CRY-LEE-HUL,1-Premium Anchor,True,23.0,144.25,149.0,2.531,2.614,"Rúben (MCI, £5.5m)","Konsa (ARS, £4.5m)","Mitchell (CRY, £4.5m)","Rodon (LEE, £4.5m)","Ajayi (HUL, £4.0m)"
8527,Van Hecke (TOT) + Konsa (ARS) + Rodon (LEE) + Bogle (LEE) + Robertson (TOT),TOT-ARS-LEE-LEE-TOT,Other,False,23.0,144.25,149.0,2.531,2.614,"Van Hecke (TOT, £5.0m)","Konsa (ARS, £4.5m)","Rodon (LEE, £4.5m)","Bogle (LEE, £4.5m)","Robertson (TOT, £4.5m)"
9748,Rúben (MCI) + Cash (AVL) + Pau (AVL) + Mitchell (CRY) + O'Nien (SUN),MCI-AVL-AVL-CRY-SUN,1-Premium Anchor,False,23.0,144.25,149.0,2.531,2.614,"Rúben (MCI, £5.5m)","Cash (AVL, £4.5m)","Pau (AVL, £4.5m)","Mitchell (CRY, £4.5m)","O'Nien (SUN, £4.0m)"
