occupancy_key,club_1,club_2,club_3,club_4,club_5,distinct_clubs,occupancy_shape,rank_mod_fdr,total_mod_fdr,total_base_fdr,avg_def_mod_fdr,avg_def_base_fdr
ARS-CRY-CRY-LIV-SUN,ARS,CRY,CRY,LIV,SUN,4,2-1-1-1,36262,150.75,151.0,2.645,2.649
ARS-CRY-CRY-LIV-TOT,ARS,CRY,CRY,LIV,TOT,4,2-1-1-1,27148,147.25,149.0,2.583,2.614
ARS-CRY-CRY-MCI-MCI,ARS,CRY,CRY,MCI,MCI,3,2-2-1,19305,145.25,150.0,2.548,2.632
ARS-CRY-CRY-MCI-MUN,ARS,CRY,CRY,MCI,MUN,4,2-1-1-1,28818,147.75,150.0,2.592,2.632
ARS-CRY-CRY-MCI-NEW,ARS,CRY,CRY,MCI,NEW,4,2-1-1-1,33152,149.25,152.0,2.618,2.667
ARS-CRY-CRY-MCI-NFO,ARS,CRY,CRY,MCI,NFO,4,2-1-1-1,30373,148.25,152.0,2.601,2.667
ARS-CRY-CRY-MCI-SUN,ARS,CRY,CRY,MCI,SUN,4,2-1-1-1,28819,147.75,150.0,2.592,2.632
ARS-CRY-CRY-MCI-TOT,ARS,CRY,CRY,MCI,TOT,4,2-1-1-1,21435,145.75,150.0,2.557,2.632
ARS-CRY-CRY-MUN-MUN,ARS,CRY,CRY,MUN,MUN,3,2-2-1,40111,154.25,154.0,2.706,2.702
ARS-CRY-CRY-MUN-NEW,ARS,CRY,CRY,MUN,NEW,4,2-1-1-1,39760,153.75,154.0,2.697,2.702
ARS-CRY-CRY-MUN-NFO,ARS,CRY,CRY,MUN,NFO,4,2-1-1-1,37776,151.75,153.0,2.662,2.684
ARS-CRY-CRY-MUN-SUN,ARS,CRY,CRY,MUN,SUN,4,2-1-1-1,38397,152.25,152.0,2.671,2.667
ARS-CRY-CRY-MUN-TOT,ARS,CRY,CRY,MUN,TOT,4,2-1-1-1,34321,149.75,152.0,2.627,2.667
ARS-CRY-CRY-NEW-NEW,ARS,CRY,CRY,NEW,NEW,3,2-2-1,40664,155.25,156.0,2.724,2.737
ARS-CRY-CRY-NEW-NFO,ARS,CRY,CRY,NEW,NFO,4,2-1-1-1,39382,153.25,155.0,2.689,2.719
ARS-CRY-CRY-NEW-SUN,ARS,CRY,CRY,NEW,SUN,4,2-1-1-1,39383,153.25,154.0,2.689,2.702
ARS-CRY-CRY-NEW-TOT,ARS,CRY,CRY,NEW,TOT,4,2-1-1-1,36263,150.75,153.0,2.645,2.684
ARS-CRY-CRY-NFO-NFO,ARS,CRY,CRY,NFO,NFO,3,2-2-1,39384,153.25,156.0,2.689,2.737
ARS-CRY-CRY-NFO-SUN,ARS,CRY,CRY,NFO,SUN,4,2-1-1-1,38398,152.25,154.0,2.671,2.702
ARS-CRY-CRY-NFO-TOT,ARS,CRY,CRY,NFO,TOT,4,2-1-1-1,31807,148.75,152.0,2.61,2.667
ARS-CRY-CRY-SUN-SUN,ARS,CRY,CRY,SUN,SUN,3,2-2-1,39385,153.25,153.0,2.689,2.684
ARS-CRY-CRY-SUN-TOT,ARS,CRY,CRY,SUN,TOT,4,2-1-1-1,31808,148.75,151.0,2.61,2.649
ARS-CRY-CRY-TOT-TOT,ARS,CRY,CRY,TOT,TOT,3,2-2-1,30374,148.25,152.0,2.601,2.667
ARS-CRY-EVE-EVE-EVE,ARS,CRY,EVE,EVE,EVE,3,3-1-1,41941,159.75,160.0,2.803,2.807
ARS-CRY-EVE-EVE-FUL,ARS,CRY,EVE,EVE,FUL,4,2-1-1-1,40112,154.25,154.0,2.706,2.702
ARS-CRY-EVE-EVE-HUL,ARS,CRY,EVE,EVE,HUL,4,2-1-1-1,37777,151.75,152.0,2.662,2.667
ARS-CRY-EVE-EVE-IPS,ARS,CRY,EVE,EVE,IPS,4,2-1-1-1,40410,154.75,156.0,2.715,2.737
ARS-CRY-EVE-EVE-LEE,ARS,CRY,EVE,EVE,LEE,4,2-1-1-1,38399,152.25,153.0,2.671,2.684
ARS-CRY-EVE-EVE-LIV,ARS,CRY,EVE,EVE,LIV,4,2-1-1-1,33153,149.25,150.0,2.618,2.632
ARS-CRY-EVE-EVE-MCI,ARS,CRY,EVE,EVE,MCI,4,2-1-1-1,34322,149.75,151.0,2.627,2.649
ARS-CRY-EVE-EVE-MUN,ARS,CRY,EVE,EVE,MUN,4,2-1-1-1,38949,152.75,152.0,2.68,2.667
ARS-CRY-EVE-EVE-NEW,ARS,CRY,EVE,EVE,NEW,4,2-1-1-1,39761,153.75,154.0,2.697,2.702
ARS-CRY-EVE-EVE-NFO,ARS,CRY,EVE,EVE,NFO,4,2-1-1-1,38400,152.25,153.0,2.671,2.684
ARS-CRY-EVE-EVE-SUN,ARS,CRY,EVE,EVE,SUN,4,2-1-1-1,38950,152.75,153.0,2.68,2.684
ARS-CRY-EVE-EVE-TOT,ARS,CRY,EVE,EVE,TOT,4,2-1-1-1,34323,149.75,151.0,2.627,2.649
ARS-CRY-EVE-FUL-FUL,ARS,CRY,EVE,FUL,FUL,4,2-1-1-1,39386,153.25,152.0,2.689,2.667
ARS-CRY-EVE-FUL-HUL,ARS,CRY,EVE,FUL,HUL,5,1-1-1-1-1,34324,149.75,149.0,2.627,2.614
ARS-CRY-EVE-FUL-IPS,ARS,CRY,EVE,FUL,IPS,5,1-1-1-1-1,37778,151.75,152.0,2.662,2.667
ARS-CRY-EVE-FUL-LEE,ARS,CRY,EVE,FUL,LEE,5,1-1-1-1-1,33154,149.25,149.0,2.618,2.614
ARS-CRY-EVE-FUL-LIV,ARS,CRY,EVE,FUL,LIV,5,1-1-1-1-1,28820,147.75,148.0,2.592,2.596
ARS-CRY-EVE-FUL-MCI,ARS,CRY,EVE,FUL,MCI,5,1-1-1-1-1,21436,145.75,147.0,2.557,2.579
ARS-CRY-EVE-FUL-MUN,ARS,CRY,EVE,FUL,MUN,5,1-1-1-1-1,37059,151.25,150.0,2.654,2.632
ARS-CRY-EVE-FUL-NEW,ARS,CRY,EVE,FUL,NEW,5,1-1-1-1-1,37060,151.25,151.0,2.654,2.649
ARS-CRY-EVE-FUL-NFO,ARS,CRY,EVE,FUL,NFO,5,1-1-1-1-1,33155,149.25,149.0,2.618,2.614
ARS-CRY-EVE-FUL-SUN,ARS,CRY,EVE,FUL,SUN,5,1-1-1-1-1,35361,150.25,150.0,2.636,2.632
ARS-CRY-EVE-FUL-TOT,ARS,CRY,EVE,FUL,TOT,5,1-1-1-1-1,23499,146.25,147.0,2.566,2.579
ARS-CRY-EVE-HUL-HUL,ARS,CRY,EVE,HUL,HUL,4,2-1-1-1,37061,151.25,153.0,2.654,2.684
ARS-CRY-EVE-HUL-IPS,ARS,CRY,EVE,HUL,IPS,5,1-1-1-1-1,35362,150.25,151.0,2.636,2.649
ARS-CRY-EVE-HUL-LEE,ARS,CRY,EVE,HUL,LEE,5,1-1-1-1-1,33156,149.25,151.0,2.618,2.649
ARS-CRY-EVE-HUL-LIV,ARS,CRY,EVE,HUL,LIV,5,1-1-1-1-1,25430,146.75,147.0,2.575,2.579
ARS-CRY-EVE-HUL-MCI,ARS,CRY,EVE,HUL,MCI,5,1-1-1-1-1,21437,145.75,148.0,2.557,2.596
ARS-CRY-EVE-HUL-MUN,ARS,CRY,EVE,HUL,MUN,5,1-1-1-1-1,35363,150.25,151.0,2.636,2.649
ARS-CRY-EVE-HUL-NEW,ARS,CRY,EVE,HUL,NEW,5,1-1-1-1-1,37062,151.25,152.0,2.654,2.667
ARS-CRY-EVE-HUL-NFO,ARS,CRY,EVE,HUL,NFO,5,1-1-1-1-1,35364,150.25,152.0,2.636,2.667
ARS-CRY-EVE-HUL-SUN,ARS,CRY,EVE,HUL,SUN,5,1-1-1-1-1,34325,149.75,150.0,2.627,2.632
ARS-CRY-EVE-HUL-TOT,ARS,CRY,EVE,HUL,TOT,5,1-1-1-1-1,25431,146.75,149.0,2.575,2.614
ARS-CRY-EVE-IPS-IPS,ARS,CRY,EVE,IPS,IPS,4,2-1-1-1,39762,153.75,155.0,2.697,2.719
ARS-CRY-EVE-IPS-LEE,ARS,CRY,EVE,IPS,LEE,5,1-1-1-1-1,35365,150.25,152.0,2.636,2.667
ARS-CRY-EVE-IPS-LIV,ARS,CRY,EVE,IPS,LIV,5,1-1-1-1-1,28821,147.75,149.0,2.592,2.614
ARS-CRY-EVE-IPS-MCI,ARS,CRY,EVE,IPS,MCI,5,1-1-1-1-1,25432,146.75,149.0,2.575,2.614
ARS-CRY-EVE-IPS-MUN,ARS,CRY,EVE,IPS,MUN,5,1-1-1-1-1,37063,151.25,151.0,2.654,2.649
ARS-CRY-EVE-IPS-NEW,ARS,CRY,EVE,IPS,NEW,5,1-1-1-1-1,37779,151.75,153.0,2.662,2.684
ARS-CRY-EVE-IPS-NFO,ARS,CRY,EVE,IPS,NFO,5,1-1-1-1-1,37064,151.25,152.0,2.654,2.667
ARS-CRY-EVE-IPS-SUN,ARS,CRY,EVE,IPS,SUN,5,1-1-1-1-1,37065,151.25,152.0,2.654,2.667
ARS-CRY-EVE-IPS-TOT,ARS,CRY,EVE,IPS,TOT,5,1-1-1-1-1,25433,146.75,149.0,2.575,2.614
ARS-CRY-EVE-LEE-LEE,ARS,CRY,EVE,LEE,LEE,4,2-1-1-1,35366,150.25,153.0,2.636,2.684
ARS-CRY-EVE-LEE-LIV,ARS,CRY,EVE,LEE,LIV,5,1-1-1-1-1,21438,145.75,147.0,2.557,2.579
ARS-CRY-EVE-LEE-MCI,ARS,CRY,EVE,LEE,MCI,5,1-1-1-1-1,21439,145.75,149.0,2.557,2.614
ARS-CRY-EVE-LEE-MUN,ARS,CRY,EVE,LEE,MUN,5,1-1-1-1-1,33157,149.25,150.0,2.618,2.632
ARS-CRY-EVE-LEE-NEW,ARS,CRY,EVE,LEE,NEW,5,1-1-1-1-1,36264,150.75,152.0,2.645,2.667
ARS-CRY-EVE-LEE-NFO,ARS,CRY,EVE,LEE,NFO,5,1-1-1-1-1,33158,149.25,152.0,2.618,2.667
ARS-CRY-EVE-LEE-SUN,ARS,CRY,EVE,LEE,SUN,5,1-1-1-1-1,30375,148.25,149.0,2.601,2.614
ARS-CRY-EVE-LEE-TOT,ARS,CRY,EVE,LEE,TOT,5,1-1-1-1-1,21440,145.75,148.0,2.557,2.596
ARS-CRY-EVE-LIV-LIV,ARS,CRY,EVE,LIV,LIV,4,2-1-1-1,21441,145.75,147.0,2.557,2.579
ARS-CRY-EVE-LIV-MCI,ARS,CRY,EVE,LIV,MCI,5,1-1-1-1-1,8877,142.75,145.0,2.504,2.544
ARS-CRY-EVE-LIV-MUN,ARS,CRY,EVE,LIV,MUN,5,1-1-1-1-1,27149,147.25,148.0,2.583,2.596
ARS-CRY-EVE-LIV-NEW,ARS,CRY,EVE,LIV,NEW,5,1-1-1-1-1,28822,147.75,148.0,2.592,2.596
ARS-CRY-EVE-LIV-NFO,ARS,CRY,EVE,LIV,NFO,5,1-1-1-1-1,23500,146.25,147.0,2.566,2.579
ARS-CRY-EVE-LIV-SUN,ARS,CRY,EVE,LIV,SUN,5,1-1-1-1-1,25434,146.75,147.0,2.575,2.579
ARS-CRY-EVE-LIV-TOT,ARS,CRY,EVE,LIV,TOT,5,1-1-1-1-1,12898,143.75,146.0,2.522,2.561
ARS-CRY-EVE-MCI-MCI,ARS,CRY,EVE,MCI,MCI,4,2-1-1-1,15027,144.25,148.0,2.531,2.596
ARS-CRY-EVE-MCI-MUN,ARS,CRY,EVE,MCI,MUN,5,1-1-1-1-1,23501,146.25,148.0,2.566,2.596
ARS-CRY-EVE-MCI-NEW,ARS,CRY,EVE,MCI,NEW,5,1-1-1-1-1,27150,147.25,149.0,2.583,2.614
ARS-CRY-EVE-MCI-NFO,ARS,CRY,EVE,MCI,NFO,5,1-1-1-1-1,21442,145.75,148.0,2.557,2.596
ARS-CRY-EVE-MCI-SUN,ARS,CRY,EVE,MCI,SUN,5,1-1-1-1-1,21443,145.75,147.0,2.557,2.579
ARS-CRY-EVE-MCI-TOT,ARS,CRY,EVE,MCI,TOT,5,1-1-1-1-1,12899,143.75,147.0,2.522,2.579
ARS-CRY-EVE-MUN-MUN,ARS,CRY,EVE,MUN,MUN,4,2-1-1-1,38401,152.25,152.0,2.671,2.667
ARS-CRY-EVE-MUN-NEW,ARS,CRY,EVE,MUN,NEW,5,1-1-1-1-1,36265,150.75,151.0,2.645,2.649
ARS-CRY-EVE-MUN-NFO,ARS,CRY,EVE,MUN,NFO,5,1-1-1-1-1,34326,149.75,150.0,2.627,2.632
ARS-CRY-EVE-MUN-SUN,ARS,CRY,EVE,MUN,SUN,5,1-1-1-1-1,34327,149.75,149.0,2.627,2.614
ARS-CRY-EVE-MUN-TOT,ARS,CRY,EVE,MUN,TOT,5,1-1-1-1-1,25435,146.75,149.0,2.575,2.614
ARS-CRY-EVE-NEW-NEW,ARS,CRY,EVE,NEW,NEW,4,2-1-1-1,39387,153.25,154.0,2.689,2.702
ARS-CRY-EVE-NEW-NFO,ARS,CRY,EVE,NEW,NFO,5,1-1-1-1-1,36266,150.75,152.0,2.645,2.667
ARS-CRY-EVE-NEW-SUN,ARS,CRY,EVE,NEW,SUN,5,1-1-1-1-1,36267,150.75,151.0,2.645,2.649
ARS-CRY-EVE-NEW-TOT,ARS,CRY,EVE,NEW,TOT,5,1-1-1-1-1,28823,147.75,149.0,2.592,2.614
ARS-CRY-EVE-NFO-NFO,ARS,CRY,EVE,NFO,NFO,4,2-1-1-1,37066,151.25,153.0,2.654,2.684
ARS-CRY-EVE-NFO-SUN,ARS,CRY,EVE,NFO,SUN,5,1-1-1-1-1,34328,149.75,150.0,2.627,2.632
ARS-CRY-EVE-NFO-TOT,ARS,CRY,EVE,NFO,TOT,5,1-1-1-1-1,21444,145.75,148.0,2.557,2.596
ARS-CRY-EVE-SUN-SUN,ARS,CRY,EVE,SUN,SUN,4,2-1-1-1,36268,150.75,151.0,2.645,2.649
ARS-CRY-EVE-SUN-TOT,ARS,CRY,EVE,SUN,TOT,5,1-1-1-1-1,21445,145.75,147.0,2.557,2.579
ARS-CRY-EVE-TOT-TOT,ARS,CRY,EVE,TOT,TOT,4,2-1-1-1,19306,145.25,149.0,2.548,2.614
ARS-CRY-FUL-FUL-FUL,ARS,CRY,FUL,FUL,FUL,3,3-1-1,41942,159.75,159.0,2.803,2.789
ARS-CRY-FUL-FUL-HUL,ARS,CRY,FUL,FUL,HUL,4,2-1-1-1,38951,152.75,152.0,2.68,2.667
ARS-CRY-FUL-FUL-IPS,ARS,CRY,FUL,FUL,IPS,4,2-1-1-1,39388,153.25,152.0,2.689,2.667
ARS-CRY-FUL-FUL-LEE,ARS,CRY,FUL,FUL,LEE,4,2-1-1-1,36269,150.75,150.0,2.645,2.632
ARS-CRY-FUL-FUL-LIV,ARS,CRY,FUL,FUL,LIV,4,2-1-1-1,35367,150.25,151.0,2.636,2.649
ARS-CRY-FUL-FUL-MCI,ARS,CRY,FUL,FUL,MCI,4,2-1-1-1,27151,147.25,148.0,2.583,2.596
ARS-CRY-FUL-FUL-MUN,ARS,CRY,FUL,FUL,MUN,4,2-1-1-1,40113,154.25,153.0,2.706,2.684
ARS-CRY-FUL-FUL-NEW,ARS,CRY,FUL,FUL,NEW,4,2-1-1-1,39389,153.25,153.0,2.689,2.684
ARS-CRY-FUL-FUL-NFO,ARS,CRY,FUL,FUL,NFO,4,2-1-1-1,37067,151.25,151.0,2.654,2.649
ARS-CRY-FUL-FUL-SUN,ARS,CRY,FUL,FUL,SUN,4,2-1-1-1,39763,153.75,154.0,2.697,2.702
ARS-CRY-FUL-FUL-TOT,ARS,CRY,FUL,FUL,TOT,4,2-1-1-1,28824,147.75,148.0,2.592,2.596
ARS-CRY-FUL-HUL-HUL,ARS,CRY,FUL,HUL,HUL,4,2-1-1-1,39390,153.25,155.0,2.689,2.719
ARS-CRY-FUL-HUL-IPS,ARS,CRY,FUL,HUL,IPS,5,1-1-1-1-1,35368,150.25,150.0,2.636,2.632
ARS-CRY-FUL-HUL-LEE,ARS,CRY,FUL,HUL,LEE,5,1-1-1-1-1,30376,148.25,150.0,2.601,2.632
ARS-CRY-FUL-HUL-LIV,ARS,CRY,FUL,HUL,LIV,5,1-1-1-1-1,28825,147.75,148.0,2.592,2.596
ARS-CRY-FUL-HUL-MCI,ARS,CRY,FUL,HUL,MCI,5,1-1-1-1-1,23502,146.25,148.0,2.566,2.596
ARS-CRY-FUL-HUL-MUN,ARS,CRY,FUL,HUL,MUN,5,1-1-1-1-1,37780,151.75,153.0,2.662,2.684
ARS-CRY-FUL-HUL-NEW,ARS,CRY,FUL,HUL,NEW,5,1-1-1-1-1,37781,151.75,152.0,2.662,2.667
ARS-CRY-FUL-HUL-NFO,ARS,CRY,FUL,HUL,NFO,5,1-1-1-1-1,36270,150.75,152.0,2.645,2.667
ARS-CRY-FUL-HUL-SUN,ARS,CRY,FUL,HUL,SUN,5,1-1-1-1-1,34329,149.75,150.0,2.627,2.632
ARS-CRY-FUL-HUL-TOT,ARS,CRY,FUL,HUL,TOT,5,1-1-1-1-1,27152,147.25,149.0,2.583,2.614
ARS-CRY-FUL-IPS-IPS,ARS,CRY,FUL,IPS,IPS,4,2-1-1-1,39391,153.25,153.0,2.689,2.684
ARS-CRY-FUL-IPS-LEE,ARS,CRY,FUL,IPS,LEE,5,1-1-1-1-1,31809,148.75,149.0,2.61,2.614
ARS-CRY-FUL-IPS-LIV,ARS,CRY,FUL,IPS,LIV,5,1-1-1-1-1,30377,148.25,149.0,2.601,2.614
ARS-CRY-FUL-IPS-MCI,ARS,CRY,FUL,IPS,MCI,5,1-1-1-1-1,19307,145.25,147.0,2.548,2.579
ARS-CRY-FUL-IPS-MUN,ARS,CRY,FUL,IPS,MUN,5,1-1-1-1-1,37782,151.75,151.0,2.662,2.649
ARS-CRY-FUL-IPS-NEW,ARS,CRY,FUL,IPS,NEW,5,1-1-1-1-1,37068,151.25,151.0,2.654,2.649
ARS-CRY-FUL-IPS-NFO,ARS,CRY,FUL,IPS,NFO,5,1-1-1-1-1,33159,149.25,149.0,2.618,2.614
ARS-CRY-FUL-IPS-SUN,ARS,CRY,FUL,IPS,SUN,5,1-1-1-1-1,35369,150.25,150.0,2.636,2.632
ARS-CRY-FUL-IPS-TOT,ARS,CRY,FUL,IPS,TOT,5,1-1-1-1-1,25436,146.75,148.0,2.575,2.596
ARS-CRY-FUL-LEE-LEE,ARS,CRY,FUL,LEE,LEE,4,2-1-1-1,34330,149.75,152.0,2.627,2.667
ARS-CRY-FUL-LEE-LIV,ARS,CRY,FUL,LEE,LIV,5,1-1-1-1-1,21446,145.75,148.0,2.557,2.596
ARS-CRY-FUL-LEE-MCI,ARS,CRY,FUL,LEE,MCI,5,1-1-1-1-1,12900,143.75,147.0,2.522,2.579
ARS-CRY-FUL-LEE-MUN,ARS,CRY,FUL,LEE,MUN,5,1-1-1-1-1,36271,150.75,151.0,2.645,2.649
ARS-CRY-FUL-LEE-NEW,ARS,CRY,FUL,LEE,NEW,5,1-1-1-1-1,34331,149.75,152.0,2.627,2.667
ARS-CRY-FUL-LEE-NFO,ARS,CRY,FUL,LEE,NFO,5,1-1-1-1-1,27153,147.25,149.0,2.583,2.614
ARS-CRY-FUL-LEE-SUN,ARS,CRY,FUL,LEE,SUN,5,1-1-1-1-1,31810,148.75,149.0,2.61,2.614
ARS-CRY-FUL-LEE-TOT,ARS,CRY,FUL,LEE,TOT,5,1-1-1-1-1,15028,144.25,147.0,2.531,2.579
ARS-CRY-FUL-LIV-LIV,ARS,CRY,FUL,LIV,LIV,4,2-1-1-1,28826,147.75,150.0,2.592,2.632
ARS-CRY-FUL-LIV-MCI,ARS,CRY,FUL,LIV,MCI,5,1-1-1-1-1,8878,142.75,145.0,2.504,2.544
ARS-CRY-FUL-LIV-MUN,ARS,CRY,FUL,LIV,MUN,5,1-1-1-1-1,31811,148.75,150.0,2.61,2.632
ARS-CRY-FUL-LIV-NEW,ARS,CRY,FUL,LIV,NEW,5,1-1-1-1-1,31812,148.75,149.0,2.61,2.614
ARS-CRY-FUL-LIV-NFO,ARS,CRY,FUL,LIV,NFO,5,1-1-1-1-1,25437,146.75,148.0,2.575,2.596
ARS-CRY-FUL-LIV-SUN,ARS,CRY,FUL,LIV,SUN,5,1-1-1-1-1,28827,147.75,149.0,2.592,2.614
ARS-CRY-FUL-LIV-TOT,ARS,CRY,FUL,LIV,TOT,5,1-1-1-1-1,17119,144.75,147.0,2.539,2.579
ARS-CRY-FUL-MCI-MCI,ARS,CRY,FUL,MCI,MCI,4,2-1-1-1,8879,142.75,147.0,2.504,2.579
ARS-CRY-FUL-MCI-MUN,ARS,CRY,FUL,MCI,MUN,5,1-1-1-1-1,25438,146.75,149.0,2.575,2.614
ARS-CRY-FUL-MCI-NEW,ARS,CRY,FUL,MCI,NEW,5,1-1-1-1-1,21447,145.75,147.0,2.557,2.579
ARS-CRY-FUL-MCI-NFO,ARS,CRY,FUL,MCI,NFO,5,1-1-1-1-1,21448,145.75,148.0,2.557,2.596
ARS-CRY-FUL-MCI-SUN,ARS,CRY,FUL,MCI,SUN,5,1-1-1-1-1,15029,144.25,146.0,2.531,2.561
ARS-CRY-FUL-MCI-TOT,ARS,CRY,FUL,MCI,TOT,5,1-1-1-1-1,5570,141.75,145.0,2.487,2.544
ARS-CRY-FUL-MUN-MUN,ARS,CRY,FUL,MUN,MUN,4,2-1-1-1,40411,154.75,155.0,2.715,2.719
ARS-CRY-FUL-MUN-NEW,ARS,CRY,FUL,MUN,NEW,5,1-1-1-1-1,37783,151.75,152.0,2.662,2.667
ARS-CRY-FUL-MUN-NFO,ARS,CRY,FUL,MUN,NFO,5,1-1-1-1-1,35370,150.25,151.0,2.636,2.649
ARS-CRY-FUL-MUN-SUN,ARS,CRY,FUL,MUN,SUN,5,1-1-1-1-1,37069,151.25,151.0,2.654,2.649
ARS-CRY-FUL-MUN-TOT,ARS,CRY,FUL,MUN,TOT,5,1-1-1-1-1,28828,147.75,150.0,2.592,2.632
ARS-CRY-FUL-NEW-NEW,ARS,CRY,FUL,NEW,NEW,4,2-1-1-1,39764,153.75,155.0,2.697,2.719
ARS-CRY-FUL-NEW-NFO,ARS,CRY,FUL,NEW,NFO,5,1-1-1-1-1,34332,149.75,150.0,2.627,2.632
ARS-CRY-FUL-NEW-SUN,ARS,CRY,FUL,NEW,SUN,5,1-1-1-1-1,36272,150.75,151.0,2.645,2.649
ARS-CRY-FUL-NEW-TOT,ARS,CRY,FUL,NEW,TOT,5,1-1-1-1-1,27154,147.25,148.0,2.583,2.596
ARS-CRY-FUL-NFO-NFO,ARS,CRY,FUL,NFO,NFO,4,2-1-1-1,37070,151.25,153.0,2.654,2.684
ARS-CRY-FUL-NFO-SUN,ARS,CRY,FUL,NFO,SUN,5,1-1-1-1-1,31813,148.75,150.0,2.61,2.632
ARS-CRY-FUL-NFO-TOT,ARS,CRY,FUL,NFO,TOT,5,1-1-1-1-1,19308,145.25,147.0,2.548,2.579
ARS-CRY-FUL-SUN-SUN,ARS,CRY,FUL,SUN,SUN,4,2-1-1-1,38952,152.75,154.0,2.68,2.702
ARS-CRY-FUL-SUN-TOT,ARS,CRY,FUL,SUN,TOT,5,1-1-1-1-1,19309,145.25,146.0,2.548,2.561
ARS-CRY-FUL-TOT-TOT,ARS,CRY,FUL,TOT,TOT,4,2-1-1-1,15030,144.25,148.0,2.531,2.596
ARS-CRY-HUL-HUL-HUL,ARS,CRY,HUL,HUL,HUL,3,3-1-1,41875,159.25,162.0,2.794,2.842
ARS-CRY-HUL-HUL-IPS,ARS,CRY,HUL,HUL,IPS,4,2-1-1-1,37784,151.75,154.0,2.662,2.702
ARS-CRY-HUL-HUL-LEE,ARS,CRY,HUL,HUL,LEE,4,2-1-1-1,35371,150.25,154.0,2.636,2.702
ARS-CRY-HUL-HUL-LIV,ARS,CRY,HUL,HUL,LIV,4,2-1-1-1,31814,148.75,151.0,2.61,2.649
ARS-CRY-HUL-HUL-MCI,ARS,CRY,HUL,HUL,MCI,4,2-1-1-1,31815,148.75,153.0,2.61,2.684
ARS-CRY-HUL-HUL-MUN,ARS,CRY,HUL,HUL,MUN,4,2-1-1-1,40114,154.25,157.0,2.706,2.754
ARS-CRY-HUL-HUL-NEW,ARS,CRY,HUL,HUL,NEW,4,2-1-1-1,39765,153.75,156.0,2.697,2.737
ARS-CRY-HUL-HUL-NFO,ARS,CRY,HUL,HUL,NFO,4,2-1-1-1,38402,152.25,156.0,2.671,2.737
ARS-CRY-HUL-HUL-SUN,ARS,CRY,HUL,HUL,SUN,4,2-1-1-1,37071,151.25,154.0,2.654,2.702
ARS-CRY-HUL-HUL-TOT,ARS,CRY,HUL,HUL,TOT,4,2-1-1-1,36273,150.75,154.0,2.645,2.702
ARS-CRY-HUL-IPS-IPS,ARS,CRY,HUL,IPS,IPS,4,2-1-1-1,37072,151.25,152.0,2.654,2.667
ARS-CRY-HUL-IPS-LEE,ARS,CRY,HUL,IPS,LEE,5,1-1-1-1-1,30378,148.25,151.0,2.601,2.649
ARS-CRY-HUL-IPS-LIV,ARS,CRY,HUL,IPS,LIV,5,1-1-1-1-1,27155,147.25,148.0,2.583,2.596
ARS-CRY-HUL-IPS-MCI,ARS,CRY,HUL,IPS,MCI,5,1-1-1-1-1,19310,145.25,148.0,2.548,2.596
ARS-CRY-HUL-IPS-MUN,ARS,CRY,HUL,IPS,MUN,5,1-1-1-1-1,35372,150.25,152.0,2.636,2.667
ARS-CRY-HUL-IPS-NEW,ARS,CRY,HUL,IPS,NEW,5,1-1-1-1-1,37073,151.25,152.0,2.654,2.667
ARS-CRY-HUL-IPS-NFO,ARS,CRY,HUL,IPS,NFO,5,1-1-1-1-1,35373,150.25,152.0,2.636,2.667
ARS-CRY-HUL-IPS-SUN,ARS,CRY,HUL,IPS,SUN,5,1-1-1-1-1,33160,149.25,150.0,2.618,2.632
ARS-CRY-HUL-IPS-TOT,ARS,CRY,HUL,IPS,TOT,5,1-1-1-1-1,27156,147.25,150.0,2.583,2.632
ARS-CRY-HUL-LEE-LEE,ARS,CRY,HUL,LEE,LEE,4,2-1-1-1,31816,148.75,153.0,2.61,2.684
ARS-CRY-HUL-LEE-LIV,ARS,CRY,HUL,LEE,LIV,5,1-1-1-1-1,19311,145.25,148.0,2.548,2.596
ARS-CRY-HUL-LEE-MCI,ARS,CRY,HUL,LEE,MCI,5,1-1-1-1-1,15031,144.25,149.0,2.531,2.614
ARS-CRY-HUL-LEE-MUN,ARS,CRY,HUL,LEE,MUN,5,1-1-1-1-1,33161,149.25,152.0,2.618,2.667
ARS-CRY-HUL-LEE-NEW,ARS,CRY,HUL,LEE,NEW,5,1-1-1-1-1,35374,150.25,153.0,2.636,2.684
ARS-CRY-HUL-LEE-NFO,ARS,CRY,HUL,LEE,NFO,5,1-1-1-1-1,30379,148.25,152.0,2.601,2.667
ARS-CRY-HUL-LEE-SUN,ARS,CRY,HUL,LEE,SUN,5,1-1-1-1-1,30380,148.25,151.0,2.601,2.649
ARS-CRY-HUL-LEE-TOT,ARS,CRY,HUL,LEE,TOT,5,1-1-1-1-1,21449,145.75,150.0,2.557,2.632
ARS-CRY-HUL-LIV-LIV,ARS,CRY,HUL,LIV,LIV,4,2-1-1-1,21450,145.75,147.0,2.557,2.579
ARS-CRY-HUL-LIV-MCI,ARS,CRY,HUL,LIV,MCI,5,1-1-1-1-1,7165,142.25,145.0,2.496,2.544
ARS-CRY-HUL-LIV-MUN,ARS,CRY,HUL,LIV,MUN,5,1-1-1-1-1,28829,147.75,150.0,2.592,2.632
ARS-CRY-HUL-LIV-NEW,ARS,CRY,HUL,LIV,NEW,5,1-1-1-1-1,30381,148.25,149.0,2.601,2.614
