plan_id,bb,wc,fh,tc,frozen_19gw_xi_xp,score_world,ft_engine,fh_15_status,follows_greedy_ft_csv,pre_spend,wc_spend
OP1,1,4,12,17,1182.14,prior_season_dual_vector_seed,bank_state_hurdle,rebuild_at_deadline,False,100.0,100.0
